run_label,strategy,family,tag,side,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,symbol_files,errors,position_fraction,fee_per_side,cost_pct_round_trip,name,old_ret_max,reclaim_ret_min,reclaim_gain_min,calm_abs_max,calm_range_max,calm_slope_max,test_break_max,test_recover_min,close_pos_min,green,atrp_max,volr_max,upper_max,cooldown,stop_atr,rr,hold,fail_bars,fail_pnl,ret20_min,ret60_min,ret20_max,ret60_max,atrp_min,range20_max,range60_max,rsi_min,rsi_max,ema20_min,ema50_min,ema100_min,volr_min,body_atr_max,verdict,note
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_A_016,a012_core_tighten,old_reclaim_tighten,long,395,152,243,38.48101265822785,0.42483133119506356,0.42483133119506356,3.092681159371269,97.31901149328482,597,0,0.01,0.0004,0.08,SCR17_A_016,-0.15,0.022,0.015,0.006,0.12,0.003,-0.008,0.008,0.6,0,0.075,3.0,0.6,48,0.85,2.0,12,5,-0.42,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,mdd_under5,official candidate pool
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_A_015,a012_core_tighten,old_reclaim_tighten,long,839,324,515,38.61740166865316,1.0441388657533857,1.0441388657533857,5.965808758020675,95.0160387798337,597,0,0.01,0.0004,0.08,SCR17_A_015,-0.15,0.016,0.015,0.006,0.12,0.003,-0.008,0.008,0.6,0,0.075,3.0,0.6,48,0.85,2.0,12,5,-0.42,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,valid_any_mdd,research only; MDD >= 5
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_A_012,a012_core_tighten,old_reclaim_tighten,long,938,358,580,38.16631130063966,0.6939415822339035,0.6939415822339035,6.583116803361866,94.06514179396649,597,0,0.01,0.0004,0.08,SCR17_A_012,-0.12,0.022,0.015,0.006,0.12,0.003,-0.008,0.008,0.6,0,0.075,3.0,0.6,48,0.85,2.0,12,5,-0.42,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,valid_any_mdd,research only; MDD >= 5
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_A_014,a012_core_tighten,old_reclaim_tighten,long,1229,472,757,38.405207485760776,1.226334788386274,1.226334788386274,8.46873997933314,92.6537397045486,597,0,0.01,0.0004,0.08,SCR17_A_014,-0.15,0.012,0.015,0.006,0.12,0.003,-0.008,0.008,0.6,0,0.075,3.0,0.6,48,0.85,2.0,12,5,-0.42,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,valid_any_mdd,research only; MDD >= 5
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_A_013,a012_core_tighten,old_reclaim_tighten,long,1407,551,856,39.16133617626155,1.48290186531721,1.48290186531721,9.410232411224529,91.93312494213595,597,0,0.01,0.0004,0.08,SCR17_A_013,-0.15,0.01,0.015,0.006,0.12,0.003,-0.008,0.008,0.6,0,0.075,3.0,0.6,48,0.85,2.0,12,5,-0.42,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,valid_any_mdd,research only; MDD >= 5
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_A_011,a012_core_tighten,old_reclaim_tighten,long,2092,796,1296,38.04971319311664,1.590259292401064,1.590259292401064,13.388639234268474,87.98870597858358,597,0,0.01,0.0004,0.08,SCR17_A_011,-0.12,0.016,0.015,0.006,0.12,0.003,-0.008,0.008,0.6,0,0.075,3.0,0.6,48,0.85,2.0,12,5,-0.42,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,valid_any_mdd,research only; MDD >= 5
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_A_010,a012_core_tighten,old_reclaim_tighten,long,3110,1206,1904,38.77813504823151,2.705083064299574,2.705083064299574,18.75029169499909,83.44758040415229,597,0,0.01,0.0004,0.08,SCR17_A_010,-0.12,0.012,0.015,0.006,0.12,0.003,-0.008,0.008,0.6,0,0.075,3.0,0.6,48,0.85,2.0,12,5,-0.42,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,valid_any_mdd,research only; MDD >= 5
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_A_009,a012_core_tighten,old_reclaim_tighten,long,3559,1397,2162,39.25259904467547,3.4112097885302672,3.4112097885302672,20.764235018863207,81.93866315219017,597,0,0.01,0.0004,0.08,SCR17_A_009,-0.12,0.01,0.015,0.006,0.12,0.003,-0.008,0.008,0.6,0,0.075,3.0,0.6,48,0.85,2.0,12,5,-0.42,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,valid_any_mdd,research only; MDD >= 5
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_A_007,a012_core_tighten,old_reclaim_tighten,long,4110,1494,2616,36.35036496350365,0.35773516548296413,0.35773516548296413,23.989665484277655,76.28225021168632,597,0,0.01,0.0004,0.08,SCR17_A_007,-0.1,0.016,0.015,0.006,0.12,0.003,-0.008,0.008,0.6,0,0.075,3.0,0.6,48,0.85,2.0,12,5,-0.42,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,valid_any_mdd,research only; MDD >= 5
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_D_041,close_quality_confirm,green_high_close,long,5594,2280,3314,40.757954951734,0.9115546080182169,0.9115546080182169,27.409633430744627,73.25206740069473,597,0,0.01,0.0004,0.08,SCR17_D_041,-0.1,0.012,0.015,0.006,0.12,0.003,-0.008,0.008,0.72,1,0.075,3.0,0.5,60,0.8,1.6,10,4,-0.36,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,valid_any_mdd,research only; MDD >= 5
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_D_042,close_quality_confirm,green_high_close,long,5592,2066,3526,36.945636623748214,1.3603527868736087,1.3603527868736087,28.53545795380068,72.43671193555124,597,0,0.01,0.0004,0.08,SCR17_D_042,-0.1,0.012,0.015,0.006,0.12,0.003,-0.008,0.008,0.72,1,0.075,3.0,0.5,60,0.8,2.0,10,4,-0.36,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,valid_any_mdd,research only; MDD >= 5
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_D_043,close_quality_confirm,green_high_close,long,5592,1954,3638,34.94277539341917,1.465046465164077,1.465046465164077,29.11726532330754,71.92119967548498,597,0,0.01,0.0004,0.08,SCR17_D_043,-0.1,0.012,0.015,0.006,0.12,0.003,-0.008,0.008,0.72,1,0.075,3.0,0.5,60,0.8,2.4,10,4,-0.36,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,valid_any_mdd,research only; MDD >= 5
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_D_038,close_quality_confirm,green_high_close,long,5940,2422,3518,40.774410774410775,1.0071214074797386,1.0071214074797386,28.880844094776958,71.83541214916343,597,0,0.01,0.0004,0.08,SCR17_D_038,-0.1,0.012,0.015,0.006,0.12,0.003,-0.008,0.008,0.66,1,0.075,3.0,0.5,60,0.8,1.6,10,4,-0.36,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,valid_any_mdd,research only; MDD >= 5
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_D_039,close_quality_confirm,green_high_close,long,5937,2203,3734,37.1062826343271,1.6152923596957303,1.6152923596957303,30.02149085034104,71.10886666138238,597,0,0.01,0.0004,0.08,SCR17_D_039,-0.1,0.012,0.015,0.006,0.12,0.003,-0.008,0.008,0.66,1,0.075,3.0,0.5,60,0.8,2.0,10,4,-0.36,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,valid_any_mdd,research only; MDD >= 5
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_D_040,close_quality_confirm,green_high_close,long,5937,2083,3854,35.08505979450901,1.7600976853872075,1.7600976853872075,30.63978230953093,70.58102527661855,597,0,0.01,0.0004,0.08,SCR17_D_040,-0.1,0.012,0.015,0.006,0.12,0.003,-0.008,0.008,0.66,1,0.075,3.0,0.5,60,0.8,2.4,10,4,-0.36,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,valid_any_mdd,research only; MDD >= 5
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_D_035,close_quality_confirm,green_high_close,long,6169,2486,3683,40.29826552115416,0.3314082298067067,0.3314082298067067,30.014550853262723,70.21738668487676,597,0,0.01,0.0004,0.08,SCR17_D_035,-0.1,0.012,0.015,0.006,0.12,0.003,-0.008,0.008,0.6,1,0.075,3.0,0.5,60,0.8,1.6,10,4,-0.36,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,valid_any_mdd,research only; MDD >= 5
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_D_036,close_quality_confirm,green_high_close,long,6167,2266,3901,36.743959785957514,1.0734458449842776,1.0734458449842776,31.15981688979622,69.57914519547984,597,0,0.01,0.0004,0.08,SCR17_D_036,-0.1,0.012,0.015,0.006,0.12,0.003,-0.008,0.008,0.6,1,0.075,3.0,0.5,60,0.8,2.0,10,4,-0.36,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,valid_any_mdd,research only; MDD >= 5
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_B_022,failuretest_strict,break_recover_strict,long,5858,2116,3742,36.12154318880164,0.9540816322977763,0.9540816322977763,31.14813293307338,69.50877008410625,597,0,0.01,0.0004,0.08,SCR17_B_022,-0.1,0.012,0.015,0.006,0.12,0.003,-0.006,0.018,0.62,0,0.075,3.0,0.6,60,0.8,2.1,12,5,-0.42,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,valid_any_mdd,research only; MDD >= 5
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_B_025,failuretest_strict,break_recover_strict,long,5894,2127,3767,36.087546657617914,0.8541895067895489,0.8541895067895489,31.3344799698837,69.25205369699603,597,0,0.01,0.0004,0.08,SCR17_B_025,-0.1,0.012,0.015,0.006,0.12,0.003,-0.008,0.018,0.62,0,0.075,3.0,0.6,60,0.8,2.1,12,5,-0.42,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,valid_any_mdd,research only; MDD >= 5
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_D_037,close_quality_confirm,green_high_close,long,6167,2143,4024,34.74947300145938,1.2943105289500378,1.2943105289500378,31.774140316503797,69.10891416884638,597,0,0.01,0.0004,0.08,SCR17_D_037,-0.1,0.012,0.015,0.006,0.12,0.003,-0.008,0.008,0.6,1,0.075,3.0,0.5,60,0.8,2.4,10,4,-0.36,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,valid_any_mdd,research only; MDD >= 5
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_B_019,failuretest_strict,break_recover_strict,long,5808,2067,3741,35.58884297520662,0.0644918835416286,0.0644918835416286,31.17858062926462,68.86580360036766,597,0,0.01,0.0004,0.08,SCR17_B_019,-0.1,0.012,0.015,0.006,0.12,0.003,-0.004,0.018,0.62,0,0.075,3.0,0.6,60,0.8,2.1,12,5,-0.42,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,valid_any_mdd,research only; MDD >= 5
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_B_020,failuretest_strict,break_recover_strict,long,6077,2192,3885,36.070429488234325,1.0516542903008963,1.0516542903008963,31.992881929103024,68.72231784579957,597,0,0.01,0.0004,0.08,SCR17_B_020,-0.1,0.012,0.015,0.006,0.12,0.003,-0.006,0.008,0.62,0,0.075,3.0,0.6,60,0.8,2.1,12,5,-0.42,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,valid_any_mdd,research only; MDD >= 5
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_B_021,failuretest_strict,break_recover_strict,long,6077,2192,3885,36.070429488234325,1.0516542903008963,1.0516542903008963,31.992881929103024,68.72231784579957,597,0,0.01,0.0004,0.08,SCR17_B_021,-0.1,0.012,0.015,0.006,0.12,0.003,-0.006,0.012,0.62,0,0.075,3.0,0.6,60,0.8,2.1,12,5,-0.42,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,valid_any_mdd,research only; MDD >= 5
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_B_023,failuretest_strict,break_recover_strict,long,6124,2215,3909,36.16917047681254,1.2426260502724995,1.2426260502724995,32.18456101949428,68.65813129138414,597,0,0.01,0.0004,0.08,SCR17_B_023,-0.1,0.012,0.015,0.006,0.12,0.003,-0.008,0.008,0.62,0,0.075,3.0,0.6,60,0.8,2.1,12,5,-0.42,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,valid_any_mdd,research only; MDD >= 5
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_B_024,failuretest_strict,break_recover_strict,long,6124,2215,3909,36.16917047681254,1.2426260502724995,1.2426260502724995,32.18456101949428,68.65813129138414,597,0,0.01,0.0004,0.08,SCR17_B_024,-0.1,0.012,0.015,0.006,0.12,0.003,-0.008,0.012,0.62,0,0.075,3.0,0.6,60,0.8,2.1,12,5,-0.42,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,valid_any_mdd,research only; MDD >= 5
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_C_028,risk_density_gate,atr_volume_cooldown,long,6086,2224,3862,36.5428853105488,0.4604984030069703,0.4604984030069703,31.889204884399803,68.42444423938288,597,0,0.01,0.0004,0.08,SCR17_C_028,-0.1,0.012,0.015,0.006,0.12,0.003,-0.008,0.008,0.6,0,0.035,2.4,0.6,96,0.8,2.0,12,5,-0.42,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,valid_any_mdd,research only; MDD >= 5
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_C_031,risk_density_gate,atr_volume_cooldown,long,6086,2224,3862,36.5428853105488,0.4604984030069703,0.4604984030069703,31.889204884399803,68.42444423938288,597,0,0.01,0.0004,0.08,SCR17_C_031,-0.1,0.012,0.015,0.006,0.12,0.003,-0.008,0.008,0.6,0,0.05,2.4,0.6,96,0.8,2.0,12,5,-0.42,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,valid_any_mdd,research only; MDD >= 5
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_C_034,risk_density_gate,atr_volume_cooldown,long,6086,2224,3862,36.5428853105488,0.4604984030069703,0.4604984030069703,31.889204884399803,68.42444423938288,597,0,0.01,0.0004,0.08,SCR17_C_034,-0.1,0.012,0.015,0.006,0.12,0.003,-0.008,0.008,0.6,0,0.065,2.4,0.6,96,0.8,2.0,12,5,-0.42,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,valid_any_mdd,research only; MDD >= 5
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_C_027,risk_density_gate,atr_volume_cooldown,long,6116,2238,3878,36.592544146500984,0.5829992094408265,0.5829992094408265,32.01511511248184,68.38123622895166,597,0,0.01,0.0004,0.08,SCR17_C_027,-0.1,0.012,0.015,0.006,0.12,0.003,-0.008,0.008,0.6,0,0.035,2.4,0.6,72,0.8,2.0,12,5,-0.42,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,valid_any_mdd,research only; MDD >= 5
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_C_030,risk_density_gate,atr_volume_cooldown,long,6116,2238,3878,36.592544146500984,0.5829992094408265,0.5829992094408265,32.01511511248184,68.38123622895166,597,0,0.01,0.0004,0.08,SCR17_C_030,-0.1,0.012,0.015,0.006,0.12,0.003,-0.008,0.008,0.6,0,0.05,2.4,0.6,72,0.8,2.0,12,5,-0.42,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,valid_any_mdd,research only; MDD >= 5
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_C_033,risk_density_gate,atr_volume_cooldown,long,6116,2238,3878,36.592544146500984,0.5829992094408265,0.5829992094408265,32.01511511248184,68.38123622895166,597,0,0.01,0.0004,0.08,SCR17_C_033,-0.1,0.012,0.015,0.006,0.12,0.003,-0.008,0.008,0.6,0,0.065,2.4,0.6,72,0.8,2.0,12,5,-0.42,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,valid_any_mdd,research only; MDD >= 5
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_C_026,risk_density_gate,atr_volume_cooldown,long,6147,2246,3901,36.53814869041809,0.469711454215882,0.469711454215882,32.19792034143724,68.12055379291559,597,0,0.01,0.0004,0.08,SCR17_C_026,-0.1,0.012,0.015,0.006,0.12,0.003,-0.008,0.008,0.6,0,0.035,2.4,0.6,48,0.8,2.0,12,5,-0.42,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,valid_any_mdd,research only; MDD >= 5
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_C_029,risk_density_gate,atr_volume_cooldown,long,6147,2246,3901,36.53814869041809,0.469711454215882,0.469711454215882,32.19792034143724,68.12055379291559,597,0,0.01,0.0004,0.08,SCR17_C_029,-0.1,0.012,0.015,0.006,0.12,0.003,-0.008,0.008,0.6,0,0.05,2.4,0.6,48,0.8,2.0,12,5,-0.42,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,valid_any_mdd,research only; MDD >= 5
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_C_032,risk_density_gate,atr_volume_cooldown,long,6147,2246,3901,36.53814869041809,0.469711454215882,0.469711454215882,32.19792034143724,68.12055379291559,597,0,0.01,0.0004,0.08,SCR17_C_032,-0.1,0.012,0.015,0.006,0.12,0.003,-0.008,0.008,0.6,0,0.065,2.4,0.6,48,0.8,2.0,12,5,-0.42,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,valid_any_mdd,research only; MDD >= 5
LONG_SCRF_A012_MDD_COMPRESS_V17_1H,SCR17_A_006,a012_core_tighten,old_reclaim_tighten,long,6229,2301,3928,36.9401187991652,1.424591693428101,1.424591693428101,33.23583829286816,67.71527840899856,597,0,0.01,0.0004,0.08,SCR17_A_006,-0.1,0.012,0.015,0.006,0.12,0.003,-0.008,0.008,0.6,0,0.075,3.0,0.6,48,0.85,2.0,12,5,-0.42,-0.18,-0.35,0.16,0.35,0.001,0.22,0.4,28,68,0.88,0.8,0.7,0.3,2.0,valid_any_mdd,research only; MDD >= 5
