strategy,result_dir,symbol_rows,active_symbols,total_trades,total_profit_krw_est,mean_profit_krw_est,median_profit_krw_est,worst_profit_krw_est,mean_return_pct,median_return_pct,worst_return_pct,max_mdd_pct,mean_mdd_pct,median_cd_value,profitable_symbol_ratio,target_hit_ratio,mdd_violation_ratio,sparse_symbol_ratio,profit_score,risk_score,stability_score,activity_score,anomaly_penalty,total_score,grade,decision,top_anomalies
short_beh_dd_brake,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_main_v1_100_sm12_dd_sanitizer_sm12_4_19,225,209,1620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.496574296821507,6.260621895624135,99.9646647264888,0.0,0.0,0.028708133971291867,0.19617224880382775,0.0,24.818464529907974,8.333333333333332,8.61244019138756,14.248287148410753,27.51595090621811,D,REJECT_LOW_TARGET_HIT,MDD_LIMIT_EXCEEDED max_mdd=26.50% > 20.00% | LOW_TARGET_HIT ratio=0.00% | LOW_PROFITABLE_SYMBOL_RATIO ratio=0.00%
6V2_L01_doubleflush_core,C:\Users\user\Desktop\LCD\파이썬\local_results\6V2_LONG10_REVIEWED\6V2_L01_doubleflush_core,597,294,592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.287329265959997,2.641405262594981,100.02276494667721,0.0,0.0,0.003401360544217687,0.7448979591836735,0.0,29.39057532450414,8.333333333333332,2.237339380196523,18.214285714285715,21.746962323748278,D,REJECT_LOW_TARGET_HIT,MDD_LIMIT_EXCEEDED max_mdd=20.29% > 20.00% | SPARSE_TRADE_FRAGILITY ratio=74.49% | LOW_TARGET_HIT ratio=0.00% | LOW_PROFITABLE_SYMBOL_RATIO ratio=0.00%
8V4_V51_V002_core_rare22_c1,C:\Users\user\Desktop\LCD\파이썬\local_results\8V4_LONG400_REVIEWED\8V4_V51_V002_core_rare22_c1,597,477,2276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.954937849902997,4.773559228345811,99.9852526511563,0.0,0.0,0.0020964360587002098,0.38784067085953877,0.0,22.68584617310193,8.333333333333332,5.301653855112974,16.4774689249515,19.84336443659674,D,REJECT_LOW_TARGET_HIT,MDD_LIMIT_EXCEEDED max_mdd=30.95% > 20.00% | LOW_TARGET_HIT ratio=0.00% | LOW_PROFITABLE_SYMBOL_RATIO ratio=0.00%
short_only_reference_1x,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19,225,223,4398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.107356937360244,13.750869745968204,99.90826786520797,0.0,0.0,0.22869955156950672,0.05829596412556054,0.0,2.3285607568545426,8.333333333333332,10.0,29.0,0.0,D,REJECT_RISK,MDD_LIMIT_EXCEEDED max_mdd=58.11% > 20.00% | LOW_TARGET_HIT ratio=0.00% | LOW_PROFITABLE_SYMBOL_RATIO ratio=0.00%
