strategy,symbol,trades,wins,losses,win_rate,return_pct,profit_krw_est,mdd_pct,cd_value,avg_trade_pnl_est,anomaly_flags,result_dir
short_only_reference_1x,FLM,64,9,55,0.0,0.0,0.0,58.107356937360244,99.4189264306264,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,ARC,50,3,47,0.0,0.0,0.0,54.730493138512855,99.45269506861487,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,FHE,30,3,27,0.0,0.0,0.0,51.91222100166537,99.48087778998335,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,CTSI,43,4,39,0.0,0.0,0.0,51.904855666353725,99.48095144333647,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,FTM,71,11,60,0.0,0.0,0.0,46.827774872060246,99.57095934410683,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,ALPHA,57,8,49,0.0,0.0,0.0,41.92918836420145,99.58070811635798,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,CHR,78,18,60,0.0,0.0,0.0,41.57192654081321,99.6304020305856,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,BAND,44,5,39,0.0,0.0,0.0,40.92929850749716,99.59070701492503,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,AIA,33,8,25,0.0,0.0,0.0,40.80617053545454,99.59193829464546,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,BIGTIME,43,4,39,0.0,0.0,0.0,39.23370677655247,99.64460257310029,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,CRV,64,6,58,0.0,0.0,0.0,38.012307651809074,99.61987692348191,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,API3,38,2,36,0.0,0.0,0.0,37.380800599794426,99.62619199400206,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,DOGE,62,10,52,0.0,0.0,0.0,37.20302835194755,99.62796971648052,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,FARTCOIN,51,8,43,0.0,0.0,0.0,37.07338893380263,99.62926611066197,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,ENJ,55,7,48,0.0,0.0,0.0,36.328134667581445,99.65997529207341,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,ARPA,42,7,35,0.0,0.0,0.0,31.798955063100376,99.74425098760676,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,C98,29,3,26,0.0,0.0,0.0,31.72478115283317,99.70902369043118,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
8V4_V51_V002_core_rare22_c1,SUSHI,19,4,15,0.0,0.0,0.0,30.954937849902997,99.42218186631962,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V4_LONG400_REVIEWED\8V4_V51_V002_core_rare22_c1
short_only_reference_1x,ATA,33,3,30,0.0,0.0,0.0,30.952118098290793,99.69047881901709,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,1000SHIB,53,10,43,0.0,0.0,0.0,28.350694825642897,99.9394267184607,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,COTI,28,4,24,0.0,0.0,0.0,27.845773145346307,99.72154226854654,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,AR,35,6,29,0.0,0.0,0.0,27.833297057012764,99.76186789733465,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,1000BONK,42,5,37,0.0,0.0,0.0,27.36706878305961,99.7263293121694,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,ENS,40,6,34,0.0,0.0,0.0,27.0160859906865,99.76850316958604,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_beh_dd_brake,FTM,27,4,23,0.0,0.0,0.0,26.496574296821507,99.73907835897276,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_main_v1_100_sm12_dd_sanitizer_sm12_4_19
short_only_reference_1x,COMP,35,4,31,0.0,0.0,0.0,26.34640837366642,99.73653591626334,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,ACH,29,2,27,0.0,0.0,0.0,25.7792856837169,99.74220714316283,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_beh_dd_brake,DOGE,29,5,24,0.0,0.0,0.0,25.502400603149013,99.74497599396851,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_main_v1_100_sm12_dd_sanitizer_sm12_4_19
short_only_reference_1x,ANKR,48,9,39,0.0,0.0,0.0,24.740001068382924,99.79837826814591,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,AVNT,14,0,14,0.0,0.0,0.0,24.541132301154622,99.75458867698845,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,FET,30,3,27,0.0,0.0,0.0,24.480917548196366,99.75750050058433,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,DASH,33,5,28,0.0,0.0,0.0,24.354542119192637,99.75645457880807,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
