strategy,symbol,trades,wins,losses,win_rate,return_pct,profit_krw_est,mdd_pct,cd_value,avg_trade_pnl_est,anomaly_flags,result_dir
short_beh_dd_brake,FLM,18,2,16,0.0,0.0,0.0,24.30938636958424,99.75690613630415,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_main_v1_100_sm12_dd_sanitizer_sm12_4_19
short_only_reference_1x,1000RATS,44,10,34,0.0,0.0,0.0,24.140322234192936,99.75859677765807,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,BAT,30,5,25,0.0,0.0,0.0,24.064309180732437,99.77067956716901,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,AXS,72,20,52,0.0,0.0,0.0,23.410597757376195,99.80314494245458,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,DENT,34,6,28,0.0,0.0,0.0,23.34318328225504,99.76656816717745,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,1000FLOKI,37,6,31,0.0,0.0,0.0,23.333532217967303,99.82916462258581,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,BSW,20,1,19,0.0,0.0,0.0,23.24288185713175,99.76757118142868,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,ALICE,60,14,46,0.0,0.0,0.0,23.025881500469136,99.83632639388779,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,BAS,25,5,20,0.0,0.0,0.0,22.865543358874252,99.83053621018679,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_beh_dd_brake,CTSI,19,2,17,0.0,0.0,0.0,22.553438032624218,99.77446561967376,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_main_v1_100_sm12_dd_sanitizer_sm12_4_19
short_only_reference_1x,CHILLGUY,25,1,24,0.0,0.0,0.0,21.92830694631609,99.80374401606896,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_beh_dd_brake,ARC,19,4,15,0.0,0.0,0.0,21.664612876620694,99.7833538712338,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_main_v1_100_sm12_dd_sanitizer_sm12_4_19
short_only_reference_1x,1INCH,32,5,27,0.0,0.0,0.0,21.60252388674011,99.7839747611326,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,BAN,30,4,26,0.0,0.0,0.0,21.53181705876639,99.87102872949318,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,BROCCOLI714,19,4,15,0.0,0.0,0.0,21.3846501743431,99.9189303509261,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,1000PEPE,39,7,32,0.0,0.0,0.0,21.327846899212854,99.7929411271746,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,AVAAI,36,6,30,0.0,0.0,0.0,21.170678317226077,99.81687583705056,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,EGLD,23,1,22,0.0,0.0,0.0,21.167533604842248,99.79280048834798,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,,17,2,15,0.0,0.0,0.0,21.15120271556914,99.78848797284431,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,EPT,20,2,18,0.0,0.0,0.0,21.081477140261207,99.78918522859739,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,CHZ,49,9,40,0.0,0.0,0.0,20.890013799981233,99.8363729589266,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_beh_dd_brake,AXS,25,4,21,0.0,0.0,0.0,20.790786883819745,99.79209213116181,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_main_v1_100_sm12_dd_sanitizer_sm12_4_19
short_only_reference_1x,1000LUNC,35,4,31,0.0,0.0,0.0,20.70160061623416,99.82381950156359,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,CELR,34,7,27,0.0,0.0,0.0,20.597151721571947,99.82885009613749,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,BANANAS31,18,3,15,0.0,0.0,0.0,20.545174549339016,99.79454825450661,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
6V2_L01_doubleflush_core,COAI,2,0,2,0.0,0.0,0.0,20.287329265959997,99.59466499040954,0.0,MDD_LIMIT_EXCEEDED|SPARSE_TRADES,C:\Users\user\Desktop\LCD\파이썬\local_results\6V2_LONG10_REVIEWED\6V2_L01_doubleflush_core
short_only_reference_1x,BLZ,64,17,47,0.0,0.0,0.0,20.128064522357825,99.79974318544032,0.0,MDD_LIMIT_EXCEEDED,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_beh_dd_brake,API3,20,3,17,0.0,0.0,0.0,19.96176654460502,99.80038233455394,0.0,NORMAL,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_main_v1_100_sm12_dd_sanitizer_sm12_4_19
8V4_V51_V002_core_rare22_c1,RUNE,8,2,6,0.0,0.0,0.0,19.893483681350244,99.61870476349183,0.0,NORMAL,C:\Users\user\Desktop\LCD\파이썬\local_results\8V4_LONG400_REVIEWED\8V4_V51_V002_core_rare22_c1
short_beh_dd_brake,FHE,11,2,9,0.0,0.0,0.0,19.398540210531223,99.80601459789469,0.0,NORMAL,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_main_v1_100_sm12_dd_sanitizer_sm12_4_19
8V4_V51_V002_core_rare22_c1,CETUS,2,0,2,0.0,0.0,0.0,19.33328208883478,99.61370813401963,0.0,SPARSE_TRADES,C:\Users\user\Desktop\LCD\파이썬\local_results\8V4_LONG400_REVIEWED\8V4_V51_V002_core_rare22_c1
short_only_reference_1x,AI16Z,24,3,21,0.0,0.0,0.0,19.25182576010709,99.80748174239893,0.0,NORMAL,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,AKE,14,4,10,0.0,0.0,0.0,18.986501330670038,99.8101349866933,0.0,NORMAL,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,FIL,45,10,35,0.0,0.0,0.0,18.94009300324462,99.85924703324424,0.0,NORMAL,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_beh_dd_brake,C98,15,2,13,0.0,0.0,0.0,18.88856743423539,99.81111432565764,0.0,NORMAL,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_main_v1_100_sm12_dd_sanitizer_sm12_4_19
short_only_reference_1x,BB,22,3,19,0.0,0.0,0.0,18.874451806402128,99.81125548193597,0.0,NORMAL,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,4,21,4,17,0.0,0.0,0.0,18.874267055014606,99.83475643628745,0.0,NORMAL,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,ETC,40,7,33,0.0,0.0,0.0,18.710247334182696,99.82834651529305,0.0,NORMAL,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,BEAT,25,5,20,0.0,0.0,0.0,18.54210281641788,99.82078135015934,0.0,NORMAL,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,FORM,25,2,23,0.0,0.0,0.0,18.519404005591376,99.86562376015276,0.0,NORMAL,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_beh_dd_brake,ALICE,20,4,16,0.0,0.0,0.0,18.46863816178046,99.83516963115542,0.0,NORMAL,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_main_v1_100_sm12_dd_sanitizer_sm12_4_19
short_only_reference_1x,DAR,26,4,22,0.0,0.0,0.0,18.455351185102664,99.81544648814898,0.0,NORMAL,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,BNX,19,1,18,0.0,0.0,0.0,18.357786505506233,99.81642213494494,0.0,NORMAL,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
8V4_V51_V002_core_rare22_c1,IP,2,1,1,0.0,0.0,0.0,18.06974600100486,99.67559981724078,0.0,SPARSE_TRADES,C:\Users\user\Desktop\LCD\파이썬\local_results\8V4_LONG400_REVIEWED\8V4_V51_V002_core_rare22_c1
short_beh_dd_brake,AIA,11,3,8,0.0,0.0,0.0,17.979912875591975,99.82020087124408,0.0,NORMAL,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_main_v1_100_sm12_dd_sanitizer_sm12_4_19
short_only_reference_1x,CATI,24,4,20,0.0,0.0,0.0,17.898955412772864,99.87211941642235,0.0,NORMAL,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_beh_dd_brake,BIGTIME,19,3,16,0.0,0.0,0.0,17.889902060465033,99.88851316651021,0.0,NORMAL,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_main_v1_100_sm12_dd_sanitizer_sm12_4_19
short_beh_dd_brake,FARTCOIN,14,3,11,0.0,0.0,0.0,17.805133530889307,99.88916767890258,0.0,NORMAL,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_main_v1_100_sm12_dd_sanitizer_sm12_4_19
short_only_reference_1x,1000SATS,24,3,21,0.0,0.0,0.0,17.738487006168093,99.82261512993831,0.0,NORMAL,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,BLESS,18,5,13,0.0,0.0,0.0,17.696376618626665,99.918972391713,0.0,NORMAL,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,AERGO,20,2,18,0.0,0.0,0.0,17.691379888449266,99.8279639228287,0.0,NORMAL,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,DAM,11,1,10,0.0,0.0,0.0,17.611954937755137,99.82388045062245,0.0,NORMAL,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
short_only_reference_1x,1000XEC,30,9,21,0.0,0.0,0.0,17.559125154010815,99.8553906309081,0.0,NORMAL,C:\Users\user\Desktop\LCD\파이썬\local_results\8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP\short_max_v1_100_sx12_asymmetric_trail_sx12_4_19
