batch_label,strategy_name,side,description,timeframe,processed_symbols,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,cd_value,baseline_cd_value,ruined,verdict
5V2_COMBO10_REVIEWED,5V2_L01_capitulation_reclaim,long,급락 후 저점 이탈-회수 캔들의 강한 반등을 노리는 롱,5m,597,3333,1489,1844,44.67446744674468,50.94226846704719,51.77175271254162,13.724018674845562,130.2269233543941,108.8106,False,mdd_fail
5V2_COMBO10_REVIEWED,5V2_L05_false_breakdown_reversal,long,가짜 하방 이탈 후 긴 아랫꼬리 회복형 반전을 노리는 롱,5m,597,277056,99481,177575,35.90645934395935,-91.998086071526,0.0975107766747918,92.0280294027241,0.6379102255972716,108.8106,False,mdd_fail
5V2_COMBO10_REVIEWED,5V2_L04_compression_expansion,long,박스 압축 뒤 거래량 동반 상방 확장을 노리는 롱,5m,597,732982,217722,515260,29.703594358388063,-99.98915826782853,0.004684245046471247,99.98916142220658,1.1750895755600916e-06,108.8106,False,mdd_fail
5V2_COMBO10_REVIEWED,5V2_L03_breakout_retest,long,직전 돌파 이후 상단 재지지 확인 후 재상승을 노리는 롱,5m,597,795202,245292,549910,30.846501895115956,-99.99653504865525,0.0,99.99653569961504,1.200363227750177e-07,108.8106,False,mdd_fail
5V2_COMBO10_REVIEWED,5V2_L02_trend_pullback_resume,long,상승 추세 중 EMA20/50 부근 눌림 뒤 재상승을 노리는 롱,5m,597,1373078,440791,932287,32.10240059195472,-99.99999490891969,0.04887434459870388,99.99999491200757,2.5903378135625496e-13,108.8106,False,mdd_fail
5V2_COMBO10_REVIEWED,5V2_S01_blowoff_reject,short,급등 후 고점 돌파 실패와 종가 밀림을 이용한 숏,5m,597,4063,1455,2608,35.81097711050948,3.827564135620798,3.9929257286974273,2.2938680519962618,101.44589681274788,391.9606,False,baseline_fail
5V2_COMBO10_REVIEWED,5V2_S05_false_breakout_reversal,short,가짜 상방 이탈 후 긴 윗꼬리 반전형 되돌림을 노리는 숏,5m,597,248879,89344,159535,35.898569184222055,-90.17709776646826,0.0015297882184794886,90.17846925201258,0.9647593632110635,391.9606,False,mdd_fail
5V2_COMBO10_REVIEWED,5V2_S04_compression_breakdown,short,박스 압축 뒤 거래량 동반 하방 확장을 노리는 숏,5m,597,782740,243156,539584,31.064721363415693,-99.98117286035048,0.0036994678352719745,99.98127287166342,3.525782604271848e-06,391.9606,False,mdd_fail
5V2_COMBO10_REVIEWED,5V2_S03_breakdown_retest,short,직전 하방 붕괴 이후 하단 재저항 확인 후 재하락을 노리는 숏,5m,597,815628,264475,551153,32.42593437204216,-99.98847333796108,0.0,99.98849182095155,1.3265089057481674e-06,391.9606,False,mdd_fail
5V2_COMBO10_REVIEWED,5V2_S02_trend_pullback_reject,short,하락 추세 중 EMA20/50 되돌림 이후 재하락을 노리는 숏,5m,597,1435302,493148,942154,34.35848344111553,-99.99986460360635,0.0,99.99986520018142,1.8251409299932045e-10,391.9606,False,mdd_fail
