strategy,retest_strategy,axis,baseline_version,engine,data_scope,end_date,holdout_start,trades,wins,losses,win_rate_pct,final_asset,final_return_pct,peak_asset,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,max_conc,max_conc_unique_symbols,same_bar_trades,active_leftover,pending_leftover,blocked_by_guard,generated_entry_candidates,executed_entries,fee_per_side,position_fraction,score_dev_weight,score_rsi_weight,score_wick_weight,short_dev,short_wick_mult,score_min_short,atr_stop_mult,rr_mult,min_expected_tp,timeout_bars,time_reduce_bars,fail_fast_bars,dd_brake_trigger_pct,dd_brake_freeze_steps,dd_brake_mode,previous_strategy,previous_trades,previous_max_drawdown_pct,previous_official_cd_value,delta_cd_vs_previous,delta_mdd_vs_previous,delta_trades_vs_previous,load_errors
smv8_mix2_02_prev_mix18_top2_top3_timereduce6,smv8_mix2_02_prev_mix18_top2_top3_timereduce6__short_main_formula_top1_RETEST,short_main,short_main/v10,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231,train_only_until_2025_12_31_end,2025-12-31 23:59:59,2026-01-01 00:00:00,50501,6382,44119,12.637373517356092,2073.439096027405,1973.4390960274047,2073.447230393373,1973.4472303933733,4.814092666588577,1973.629559329422,1.5675065791005796,302,302,3533,0,0,119,50620,50501,0.0004,0.01,1.3,0.8,0.7,0.035,1.3,2.35,2.0,5.5,0.003,200,6,10,0.03,5,edge_current,short_main_v9_wick120_dev03475_timeout215_actual_bar_engine,36791,4.770262221769094,1233.487844954492,740.14171437493,0.04383044481948275,13710,0
