atr_pct_max,atr_pct_min,atr_stop_mult,candidate_elapsed_min,candidate_error_count,close_position_max,dd_brake_freeze_steps,dd_brake_trigger_pct,fail_fast_bars,fail_fast_min_progress_r,full_active_months,full_avg_month_pnl,full_final_asset,full_final_return_pct,full_losses,full_max_conc,full_max_conc_unique_symbols,full_max_drawdown_pct,full_max_month_pnl,full_max_return_pct,full_median_month_pnl,full_min_month_pnl,full_monthly_net_pnl_total,full_negative_months,full_official_cd_value,full_peak_asset,full_positive_month_ratio_pct,full_positive_months,full_profit_factor,full_same_bar_trades,full_trades,full_win_rate_pct,full_wins,input_rank,preq4_active_months,preq4_avg_month_pnl,preq4_final_asset,preq4_final_return_pct,preq4_losses,preq4_max_conc,preq4_max_conc_unique_symbols,preq4_max_drawdown_pct,preq4_max_month_pnl,preq4_max_return_pct,preq4_median_month_pnl,preq4_min_month_pnl,preq4_monthly_net_pnl_total,preq4_negative_months,preq4_official_cd_value,preq4_peak_asset,preq4_positive_month_ratio_pct,preq4_positive_months,preq4_primary_score,preq4_profit_factor,preq4_same_bar_trades,preq4_trades,preq4_win_rate_pct,preq4_wins,q4_delta_cd,q4_delta_return_pct,q4_penalized_score,q4_share_of_full_return_pct,range20_pct_max,require_ema_reject,require_upper_sweep,rr_mult,score_dev_cap,score_dev_weight,score_min_short,score_rsi_cap,score_rsi_weight,score_wick_cap,score_wick_weight,short_dev,short_rsi_min,short_wick_mult,strategy,tag,time_reduce_bars,time_reduce_to_risk_frac,timeout_bars,wick_atr_floor_mult
0.11,0.0018,2.53,0.319,0,1.0,4,0.035,12,0.1,73,4.303751203922813,414.17383788636533,314.17383788636533,10911,132,132,6.323027212721044,71.10883426141618,314.24097032059433,0.7769816014336186,-3.6666703596160772,314.17383788636533,24,387.9855134088393,414.2409703205943,67.12328767123287,49,2.208200403219004,5674,11630,6.182287188306105,719,11,70,2.6684072343065055,286.7885064014554,186.78850640145538,9924,132,132,6.323027212721044,46.66933123062378,186.78850640145538,0.710566374705536,-3.6666703596160772,186.78850640145538,24,268.65479109873513,286.7885064014554,65.71428571428571,46,73.16117104449073,2.034187037417586,5081,10518,5.647461494580719,594,119.33072231010419,127.38533148490995,268.65479109873513,40.54612960197673,0.5,False,False,5.025,2.0,1.3,2.38,2.0,0.8,2.5,0.7,0.032,77.0,1.3,SMX2V2_C08_R20_10_rsi77_score238,rsi77_score238,3,0.0,320,0.2
0.11,0.0018,2.53,0.294,0,1.0,4,0.035,12,0.1,0,0.0,100.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,100.0,0.0,0,0.0,0,0,0.0,0,12,0,0.0,100.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,100.0,0.0,0,100.0,0.0,0,0,0.0,0,0.0,0.0,100.0,0.0,0.5,True,False,5.025,2.0,1.3,2.35,2.0,0.8,2.5,0.7,0.032,76.0,1.3,SMX2V2_C08_R20_11_ema_reject,ema_reject,3,0.0,320,0.2
0.11,0.0018,2.53,0.334,0,1.0,4,0.035,12,0.1,73,3.7172873470846826,371.36197633718183,271.36197633718183,10912,128,128,6.466897235614089,53.69192497816687,271.36197633718183,0.44577278224591055,-3.381892153779617,271.36197633718183,29,347.3463789553108,371.36197633718183,60.273972602739725,44,2.137202666817018,5736,11602,5.947250474056197,690,13,70,2.2929758894517995,260.508312261626,160.50831226162597,9894,128,128,6.466897235614089,36.068202187073524,160.50831226162597,0.4076271768969022,-3.381892153779617,160.50831226162597,29,243.661507417434,260.508312261626,58.57142857142858,41,61.87867092889389,1.9582956360618198,5117,10463,5.438210838191723,569,103.6848715378768,110.85366407555586,243.661507417434,40.850846375696435,0.5,False,True,5.025,2.0,1.3,2.35,2.0,0.8,2.5,0.7,0.032,76.0,1.3,SMX2V2_C08_R20_12_upper_sweep,upper_sweep,3,0.0,320,0.2
0.11,0.0018,2.53,0.39,0,0.9,4,0.035,12,0.1,73,5.653343807498748,512.6940979474086,412.69409794740864,12958,141,141,7.625312719759414,96.43369655640834,412.79197164967457,0.9303490218540276,-4.2416634640629525,412.69409794740864,27,473.599569683169,512.7919716496746,63.013698630136986,46,2.224863052565547,7248,13782,5.978812944420258,824,14,70,3.2254752587013877,325.78326810909715,225.78326810909718,11779,141,141,7.625312719759414,57.71560181145048,225.78326810909718,0.759650273423091,-4.2416634640629525,225.78326810909715,27,300.94127512712623,325.78326810909715,61.42857142857143,43,67.71132694404058,2.021925002602822,6475,12457,5.442722967006502,678,172.6582945560428,186.91082983831146,300.94127512712623,45.29040535542873,0.5,False,False,5.025,2.0,1.3,2.35,2.0,0.8,2.5,0.7,0.032,76.0,1.3,SMX2V2_C08_R20_13_closepos090,closepos090,3,0.0,320,0.2
0.11,0.0018,2.53,0.44,0,1.0,4,0.035,12,0.1,73,4.728530751689038,445.1827448732998,345.1827448732998,12663,139,139,7.319370400184733,73.95442577829726,345.2677306057279,0.8295670918664229,-4.87754238750324,345.1827448732998,27,412.59817081831346,445.2677306057278,63.013698630136986,46,2.154912668503766,7005,13453,5.8722961421244335,790,15,70,2.7687215782151635,293.81051047506145,193.81051047506145,11514,139,139,7.319370400184733,49.059601861593904,193.81051047506145,0.7375653370763686,-4.87754238750324,193.81051047506145,27,272.30543093871813,293.81051047506145,61.42857142857143,43,63.21768989413342,1.964439992377389,6255,12165,5.351418002466091,651,140.29273987959533,151.37223439823833,272.30543093871813,43.85278135898708,0.45,False,False,5.025,2.0,1.3,2.37,2.0,0.8,2.5,0.7,0.032,76.0,1.3,SMX2V2_C08_R20_14_range45_score237,range45_score237,3,0.0,320,0.2
0.095,0.0018,2.53,0.548,0,1.0,4,0.035,12,0.1,73,5.723492705593815,517.8149675083484,417.81496750834845,12972,141,141,7.62679070881096,97.39689153626443,417.9138187885984,0.9327227996796097,-4.253387075019219,417.81496750834845,27,478.3223036775893,517.9138187885984,63.013698630136986,46,2.2310159833405963,7261,13798,5.986374836932889,826,16,70,3.275780645367987,329.3046451757591,229.30464517575913,11792,141,141,7.62679070881096,58.339447221889145,229.30464517575913,0.7615759030594802,-4.253387075019219,229.3046451757591,27,304.18926909381145,329.3046451757591,61.42857142857143,43,68.48028878313926,2.030690440951782,6488,12472,5.452212957023733,680,174.13303458377783,188.5103223325893,304.18926909381145,45.118135297252756,0.5,False,False,5.025,2.0,1.3,2.35,2.0,0.8,2.5,0.7,0.032,76.0,1.3,SMX2V2_C08_R20_15_atrp095,atrp095,3,0.0,320,0.2
0.11,0.0018,2.53,0.294,0,1.0,5,0.032,12,0.1,73,5.723492705593815,517.8149675083484,417.81496750834845,12972,141,141,7.62679070881096,97.39689153626443,417.9138187885984,0.9327227996796097,-4.253387075019219,417.81496750834845,27,478.3223036775893,517.9138187885984,63.013698630136986,46,2.2310159833405963,7261,13798,5.986374836932889,826,17,70,3.275780645367987,329.3046451757591,229.30464517575913,11792,141,141,7.62679070881096,58.339447221889145,229.30464517575913,0.7615759030594802,-4.253387075019219,229.3046451757591,27,304.18926909381145,329.3046451757591,61.42857142857143,43,68.48028878313926,2.030690440951782,6488,12472,5.452212957023733,680,174.13303458377783,188.5103223325893,304.18926909381145,45.118135297252756,0.5,False,False,5.025,2.0,1.3,2.35,2.0,0.8,2.5,0.7,0.032,76.0,1.3,SMX2V2_C08_R20_16_dd032_freeze5,dd032_freeze5,3,0.0,320,0.2
0.11,0.0018,2.53,0.285,0,1.0,6,0.03,12,0.1,73,5.723492705593815,517.8149675083484,417.81496750834845,12972,141,141,7.62679070881096,97.39689153626443,417.9138187885984,0.9327227996796097,-4.253387075019219,417.81496750834845,27,478.3223036775893,517.9138187885984,63.013698630136986,46,2.2310159833405963,7261,13798,5.986374836932889,826,18,70,3.275780645367987,329.3046451757591,229.30464517575913,11792,141,141,7.62679070881096,58.339447221889145,229.30464517575913,0.7615759030594802,-4.253387075019219,229.3046451757591,27,304.18926909381145,329.3046451757591,61.42857142857143,43,68.48028878313926,2.030690440951782,6488,12472,5.452212957023733,680,174.13303458377783,188.5103223325893,304.18926909381145,45.118135297252756,0.5,False,False,5.025,2.0,1.3,2.35,2.0,0.8,2.5,0.7,0.032,76.0,1.3,SMX2V2_C08_R20_17_dd030_freeze6,dd030_freeze6,3,0.0,320,0.2
0.11,0.0018,2.53,0.284,0,1.0,4,0.035,10,0.1,73,5.723492705593815,517.8149675083484,417.81496750834845,12972,141,141,7.62679070881096,97.39689153626443,417.9138187885984,0.9327227996796097,-4.253387075019219,417.81496750834845,27,478.3223036775893,517.9138187885984,63.013698630136986,46,2.2310159833405963,7261,13798,5.986374836932889,826,19,70,3.275780645367987,329.3046451757591,229.30464517575913,11792,141,141,7.62679070881096,58.339447221889145,229.30464517575913,0.7615759030594802,-4.253387075019219,229.3046451757591,27,304.18926909381145,329.3046451757591,61.42857142857143,43,68.48028878313926,2.030690440951782,6488,12472,5.452212957023733,680,174.13303458377783,188.5103223325893,304.18926909381145,45.118135297252756,0.5,False,False,5.025,2.0,1.3,2.35,2.0,0.8,2.5,0.7,0.032,76.0,1.3,SMX2V2_C08_R20_18_fail10,fail10,3,0.0,320,0.2
0.11,0.0018,2.53,0.293,0,1.0,4,0.035,14,0.1,73,5.874204399077232,528.816921132638,428.81692113263796,12491,149,149,9.975882649045499,117.37900034437376,428.9456547839619,1.1736039592496184,-6.123009319851008,428.81692113263796,28,476.06276565215046,528.9456547839619,61.64383561643836,45,2.029639086851935,6895,13407,6.83225180875662,916,20,70,3.0900614510346163,316.3043015724231,216.30430157242313,11353,140,140,9.975882649045499,55.005383708507566,216.30430157242313,0.983623454008729,-6.123009319851008,216.30430157242313,28,284.7501556336752,316.3043015724231,60.0,42,49.01891309495023,1.809164698185707,6147,12107,6.227802097959858,754,191.31261001847525,212.51261956021483,284.7501556336752,49.557890346048694,0.5,False,False,5.025,2.0,1.3,2.35,2.0,0.8,2.5,0.7,0.032,76.0,1.3,SMX2V2_C08_R20_19_fail14_treduce4,fail14_treduce4,4,0.0,320,0.2
0.11,0.0018,2.53,0.281,0,0.92,5,0.032,12,0.1,73,5.478740984736029,499.9480918857301,399.94809188573004,12301,135,135,7.2731261572935635,92.4276030460864,400.04353236552,1.0082378199089277,-3.890462660580013,399.9480918857301,26,463.5862364418989,500.04353236552004,64.38356164383562,47,2.237565050155805,6668,13092,6.041857622975863,791,21,70,3.1186347063642255,318.30442944549577,218.30442944549574,11163,135,135,7.2731261572935635,54.48031864173515,218.30442944549574,0.8505699357096574,-3.890462660580013,218.30442944549577,26,295.1537467276714,318.30442944549577,62.857142857142854,44,69.89596730378837,2.03002845486827,5941,11812,5.49441246190315,649,168.43248971422753,181.6436624402343,295.1537467276714,45.41680936238397,0.5,False,False,5.08,2.0,1.3,2.39,2.0,0.8,2.5,0.7,0.033,76.0,1.3,SMX2V2_C08_R20_20_hybrid_q4low,hybrid_q4low,3,0.0,320,0.2
