strategy,period,equity,peak,drawdown_pct
smv13_structdev1_24_dev1_24_stop230_rr540,2019-09,100.0,100.0,0.0
smv13_structdev1_24_dev1_24_stop230_rr540,2019-10,100.0189418242187,100.0189418242187,0.0
smv13_structdev1_24_dev1_24_stop230_rr540,2019-11,100.01734152755073,100.0189418242187,0.0015999935999988502
smv13_structdev1_24_dev1_24_stop230_rr540,2019-12,100.01734152755073,100.0189418242187,0.0015999935999988502
smv13_structdev1_24_dev1_24_stop230_rr540,2020-01,99.75817282585453,100.0189418242187,0.2607196133133094
smv13_structdev1_24_dev1_24_stop230_rr540,2020-02,99.70746267517782,100.0189418242187,0.31142016038151477
smv13_structdev1_24_dev1_24_stop230_rr540,2020-03,99.18054061548679,100.0189418242187,0.838242430324232
smv13_structdev1_24_dev1_24_stop230_rr540,2020-04,99.20736652097932,100.0189418242187,0.8114216051852585
smv13_structdev1_24_dev1_24_stop230_rr540,2020-05,99.8562971605501,100.0189418242187,0.16261386163677338
smv13_structdev1_24_dev1_24_stop230_rr540,2020-06,99.86090895907022,100.0189418242187,0.1580029365099933
smv13_structdev1_24_dev1_24_stop230_rr540,2020-07,99.77975034016585,100.0189418242187,0.2391461854027832
smv13_structdev1_24_dev1_24_stop230_rr540,2020-08,100.58021160025861,100.58503958559811,0.004799904001029365
smv13_structdev1_24_dev1_24_stop230_rr540,2020-09,103.77212386631945,103.79993452915951,0.02679256298784294
smv13_structdev1_24_dev1_24_stop230_rr540,2020-10,103.90905953584,104.19848904459987,0.27776747188338335
smv13_structdev1_24_dev1_24_stop230_rr540,2020-11,105.27462541528797,105.32142629917408,0.04443624201704299
smv13_structdev1_24_dev1_24_stop230_rr540,2020-12,106.69078753852705,106.78370994820014,0.08701927449249469
smv13_structdev1_24_dev1_24_stop230_rr540,2021-01,111.69819551257872,111.76172481421776,0.05684352290074024
smv13_structdev1_24_dev1_24_stop230_rr540,2021-02,116.62179084584392,116.67266994282409,0.04360841061158416
smv13_structdev1_24_dev1_24_stop230_rr540,2021-03,119.1311036102448,119.57958954572297,0.37505224527190073
smv13_structdev1_24_dev1_24_stop230_rr540,2021-04,123.62435584867899,124.14474977808233,0.41918319569178575
smv13_structdev1_24_dev1_24_stop230_rr540,2021-05,140.13333413607992,140.67942083841947,0.3881780996004891
smv13_structdev1_24_dev1_24_stop230_rr540,2021-06,142.54117574222806,142.8632946264322,0.22547350951581668
smv13_structdev1_24_dev1_24_stop230_rr540,2021-07,143.5912964401038,143.68102902543885,0.06245263271267287
smv13_structdev1_24_dev1_24_stop230_rr540,2021-08,147.77314656262175,147.99000431260814,0.14653540351841077
smv13_structdev1_24_dev1_24_stop230_rr540,2021-09,153.02706989376995,153.43236156614134,0.2641500581979095
smv13_structdev1_24_dev1_24_stop230_rr540,2021-10,154.24757653562736,156.02260419643076,1.137673396714145
smv13_structdev1_24_dev1_24_stop230_rr540,2021-11,162.4790143035483,163.29266260365756,0.49827609344832435
smv13_structdev1_24_dev1_24_stop230_rr540,2021-12,163.7248028324952,164.87900162078853,0.7000277639647057
smv13_structdev1_24_dev1_24_stop230_rr540,2022-01,166.17127320473574,166.17791658960505,0.0039977543380254055
smv13_structdev1_24_dev1_24_stop230_rr540,2022-02,166.73502518825836,166.75905517840386,0.014410006173148915
smv13_structdev1_24_dev1_24_stop230_rr540,2022-03,167.67355368917407,168.54867134646554,0.5192076865990769
smv13_structdev1_24_dev1_24_stop230_rr540,2022-04,171.39470152067247,171.47157217151806,0.04482996794867855
smv13_structdev1_24_dev1_24_stop230_rr540,2022-05,176.0162374879084,177.96181416714938,1.0932551392253242
smv13_structdev1_24_dev1_24_stop230_rr540,2022-06,189.18749979752846,189.18749979752846,0.0
smv13_structdev1_24_dev1_24_stop230_rr540,2022-07,190.635618430084,191.01349671733448,0.1978280559983947
smv13_structdev1_24_dev1_24_stop230_rr540,2022-08,196.55343885577167,196.55343885577167,0.0
smv13_structdev1_24_dev1_24_stop230_rr540,2022-09,198.9358684119094,199.25869513370083,0.1620138692441042
