strategy,active_months,positive_months,negative_months,flat_months,positive_month_ratio_pct,total_net_pnl,top1_month,top1_month_pnl,top1_month_share_pct,top3_month_share_pct,top6_month_share_pct,worst_month,worst_month_pnl,median_month_pnl,mean_month_pnl,monthly_pnl_std,trades_total,top1_month_trade_share_pct
smv13_structdev1_24_dev1_24_stop230_rr540,74,69,5,0,93.24324324324324,9256.040568824943,2025-12,2679.4890924199203,28.948545249948943,76.00703738196962,88.4807915710926,2020-03,-0.5269220596912816,5.130665652599869,125.08162930844517,471.7464859326533,66043,7.61019335887225
