strategy,symbol,entry_ts,exit_ts,exit_month,exit_quarter,exit_year,bars_held,exit_reason,entry_price,exit_price,ret_pct,pnl,equity_before,equity_after,notional,mfe_r,score
smv13_structdev1_24_dev1_24_stop230_rr540,BTC_5m,2019-10-26 00:55:00,2019-10-26 01:05:00,2019-10,2019-Q4,2019,2,stop,8260.03,8484.399454393078,-2.724494234378636,-0.027244942343786358,100.0,99.97275505765622,1.0,0.5349658683472888,5.611853800148027
smv13_structdev1_24_dev1_24_stop230_rr540,BTC_5m,2019-10-26 01:10:00,2019-10-26 01:25:00,2019-10,2019-Q4,2019,3,stop,8354.94,8354.94,-0.08,-0.0007997820404612498,99.97275505765622,99.97195527561576,0.9997275505765622,0.09402540774719907,4.331489176485677
smv13_structdev1_24_dev1_24_stop230_rr540,BTC_5m,2019-10-26 01:30:00,2019-10-26 01:45:00,2019-10,2019-Q4,2019,3,stop,8375.62,8375.62,-0.08,-0.000799775642204926,99.97195527561576,99.97115549997355,0.9997195527561575,0.08686097282646284,2.4261133514828215
smv13_structdev1_24_dev1_24_stop230_rr540,BTC_5m,2019-10-26 10:30:00,2019-10-26 10:40:00,2019-10,2019-Q4,2019,2,stop,9525.75,9870.752441889214,-3.5751990126416477,-0.03574167764361501,99.97115549997355,99.93541382232993,0.9997115549997355,0.01550713661823397,2.687976873363356
smv13_structdev1_24_dev1_24_stop230_rr540,BTC_5m,2019-10-26 10:55:00,2019-10-27 06:55:00,2019-10,2019-Q4,2019,240,timeout,9990.01,9212.63,8.358198429764366,0.08352800188876501,99.93541382232993,100.0189418242187,0.9993541382232993,2.0367342202102954,3.639958209332841
smv13_structdev1_24_dev1_24_stop230_rr540,ETH_5m,2019-11-27 19:45:00,2019-11-27 20:00:00,2019-11,2019-Q4,2019,3,stop,142.95,142.95,-0.08,-0.0008001515345937497,100.0189418242187,100.01814167268411,1.000189418242187,0.26928328289427234,3.071970642618404
smv13_structdev1_24_dev1_24_stop230_rr540,BTC_5m,2019-11-27 21:10:00,2019-11-27 21:25:00,2019-11,2019-Q4,2019,3,stop,7293.0,7293.0,-0.08,-0.0008001451333814729,100.01814167268411,100.01734152755073,1.000181416726841,0.39622807960170375,2.9989969800606255
smv13_structdev1_24_dev1_24_stop230_rr540,XRP_5m,2020-01-06 19:00:00,2020-01-06 19:00:00,2020-01,2020-Q1,2020,0,stop,0.2127,0.21883808507303687,-2.884852304839123,-0.02885352582296364,100.01734152755073,99.98848800172776,1.0001734152755073,0.342126245402623,2.6104005303996862
smv13_structdev1_24_dev1_24_stop230_rr540,XRP_5m,2020-01-06 19:10:00,2020-01-06 20:05:00,2020-01,2020-Q1,2020,11,stop,0.2173,0.2173,-0.08,-0.0007999079040138221,99.98848800172776,99.98768809382375,0.9998848800172776,0.9331135306369969,3.6213716432006993
smv13_structdev1_24_dev1_24_stop230_rr540,BCH_5m,2020-01-14 23:50:00,2020-01-15 00:10:00,2020-01,2020-Q1,2020,4,stop,327.93,327.93,-0.08,-0.0007999015047505901,99.98768809382375,99.986888192319,0.9998768809382376,0.838346163490228,3.6758633406979904
smv13_structdev1_24_dev1_24_stop230_rr540,BCH_5m,2020-01-15 01:00:00,2020-01-15 02:05:00,2020-01,2020-Q1,2020,13,stop,341.28,341.28,-0.08,-0.0007998951055385521,99.986888192319,99.98608829721346,0.99986888192319,1.498777786867324,3.7397370792943687
