strategy,axis,baseline_version,engine,data_scope,end_date,holdout_start,trades,wins,losses,win_rate_pct,final_asset,final_return_pct,peak_asset,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,max_conc,max_conc_unique_symbols,same_bar_trades,active_leftover,pending_leftover,blocked_by_guard,generated_entry_candidates,executed_entries,fee_per_side,position_fraction,atr_stop_mult,rr_mult,timeout_bars,time_reduce_bars,time_reduce_to_risk_frac,fail_fast_bars,dd_brake_trigger_pct,dd_brake_freeze_steps,elapsed_seconds_candidate,elapsed_minutes_candidate,load_errors
smv13_structdev1_24_dev1_24_stop230_rr540,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231_TEMPORAL_DIAGNOSTIC,train_only_until_2025_12_31_end,2025-12-31 23:59:59,2026-01-01 00:00:00,66043,5630,60413,8.524749027148978,9356.040568825001,9256.040568825001,9356.040568825001,9256.040568825001,3.1898447590982926,9057.597399081227,2.3683605286785188,307,307,2905,0,0,0,66043,66043,0.0004,0.01,2.3,5.4,240,3,0.0,12,0.035,4,63.355,1.056,0
