strategy,exit_month,trades,wins,losses,net_pnl,gross_profit,gross_loss,avg_pnl,median_pnl,avg_ret_pct,median_ret_pct,target_exits,stop_exits,timeout_exits,fail_fast_exits,forced_end_exits,unique_symbols,win_rate_pct,profit_factor,net_pnl_on_initial_pct
smv13_structdev1_24_dev1_24_stop230_rr540,2020-09,279,29,250,3.1919122660608754,5.057329194940814,1.8654169288799392,0.011440545756490592,-0.00082080995751561,1.1242544803617531,-0.08,10,250,19,0,0,39,10.39426523297491,2.711098584259879,3.191912266060876
smv13_structdev1_24_dev1_24_stop230_rr540,2020-10,142,8,134,0.13693566952065908,0.7772096086099273,0.6402739390892682,0.0009643357008497118,-0.0008320969072894281,0.09321957559855297,-0.08,2,134,6,0,0,32,5.633802816901409,1.2138704406983012,0.13693566952065908
smv13_structdev1_24_dev1_24_stop230_rr540,2020-11,390,24,366,1.3655658794480094,2.8202180863813604,1.4546522069333507,0.003501450972943614,-0.0008315132241084503,0.3359073382443617,-0.08,7,366,17,0,0,57,6.153846153846154,1.93875764456911,1.3655658794480094
smv13_structdev1_24_dev1_24_stop230_rr540,2020-12,320,28,292,1.4161621232389516,3.1172345384689377,1.7010724152299868,0.0044255066351217235,-0.0008443973524908377,0.4188694770108964,-0.08,5,292,23,0,0,59,8.75,1.8325113678640685,1.4161621232389516
smv13_structdev1_24_dev1_24_stop230_rr540,2021-01,1111,71,1040,5.007407974051443,13.684510200086129,8.677102226034686,0.004507117888435142,-0.0008785411194031788,0.41735451482298186,-0.08,35,1040,36,0,0,71,6.390639063906391,1.5770829758150444,5.007407974051443
smv13_structdev1_24_dev1_24_stop230_rr540,2021-02,1317,77,1240,4.923595333265307,13.991204726545083,9.067609393279778,0.0037384930396851227,-0.0008990842853286071,0.3311786736094433,-0.08,28,1240,49,0,0,78,5.8466211085801065,1.54298714465075,4.923595333265307
smv13_structdev1_24_dev1_24_stop230_rr540,2021-03,848,51,797,2.5093127644011077,8.390137626704805,5.8808248623036965,0.002959095241039042,-0.0009441387511255444,0.2525033425176344,-0.08,7,797,44,0,0,78,6.014150943396227,1.4266940137064608,2.5093127644011077
smv13_structdev1_24_dev1_24_stop230_rr540,2021-04,980,67,913,4.49325223843431,12.19687858076579,7.703626342331479,0.004584951263708479,-0.000978309737299341,0.3812323711826128,-0.08,13,913,54,0,0,93,6.836734693877551,1.5832645612292822,4.49325223843431
smv13_structdev1_24_dev1_24_stop230_rr540,2021-05,1689,118,1571,16.508978287401685,26.263404770260568,9.754426482858882,0.009774409880048364,-0.0010543702841557473,0.75014895894463,-0.08,38,1570,80,1,0,98,6.986382474837181,2.692460168356627,16.508978287401685
smv13_structdev1_24_dev1_24_stop230_rr540,2021-06,625,33,592,2.4078416061484456,5.048113467138965,2.64027186099052,0.0038525465698375128,-0.0011400294691255727,0.2737624029744456,-0.08,7,592,26,0,0,98,5.28,1.9119673022024037,2.4078416061484456
smv13_structdev1_24_dev1_24_stop230_rr540,2021-07,484,22,462,1.0501206978751996,3.9620016612880162,2.911880963412816,0.0021696708633785113,-0.0011437050830287966,0.15253219985064623,-0.08,6,462,16,0,0,86,4.545454545454546,1.360633113465059,1.0501206978751996
smv13_structdev1_24_dev1_24_stop230_rr540,2021-08,524,48,476,4.181850122517877,8.008702899269187,3.82685277675131,0.007980630004805108,-0.001170570224958065,0.5499737688408691,-0.08,10,476,38,0,0,82,9.16030534351145,2.0927648296070407,4.181850122517877
smv13_structdev1_24_dev1_24_stop230_rr540,2021-09,663,51,612,5.253923331148295,9.893987032875785,4.640063701727488,0.007924469579409192,-0.0012181004464908772,0.5294672456810622,-0.08,7,612,44,0,0,89,7.6923076923076925,2.1322955176654728,5.253923331148295
smv13_structdev1_24_dev1_24_stop230_rr540,2021-10,622,43,579,1.2205066418578046,7.396266602326139,6.1757599604683335,0.0019622293277456663,-0.0012351403429400048,0.12908610539457618,-0.08,5,579,38,0,0,92,6.913183279742766,1.1976285752150977,1.2205066418578046
smv13_structdev1_24_dev1_24_stop230_rr540,2021-11,891,69,822,8.231437767921168,17.475419377185013,9.243981609263843,0.009238426226623084,-0.0012919529767281745,0.5913032461068334,-0.08,6,822,63,0,0,88,7.744107744107744,1.8904645331262935,8.231437767921168
smv13_structdev1_24_dev1_24_stop230_rr540,2021-12,443,25,418,1.245788528947422,4.8870572836917745,3.641268754744353,0.0028121637222289437,-0.001312903185300186,0.17334212625573758,-0.08,6,418,19,0,0,97,5.643340857787811,1.342130343255832,1.245788528947422
smv13_structdev1_24_dev1_24_stop230_rr540,2022-01,228,20,208,2.4464703722405385,3.3357299155574847,0.8892595433169466,0.010730133211581309,-0.0013188815262699357,0.651847881061051,-0.08,3,208,17,0,0,65,8.771929824561402,3.7511319846118045,2.4464703722405385
smv13_structdev1_24_dev1_24_stop230_rr540,2022-02,218,14,204,0.5637519835225919,2.1747933540320203,1.6110413705094286,0.0025860182730394125,-0.0013311606003438108,0.15580476458070172,-0.08,3,204,11,0,0,69,6.422018348623854,1.349930171777232,0.5637519835225919
smv13_structdev1_24_dev1_24_stop230_rr540,2022-03,588,51,537,0.9385285009156429,7.22632417182414,6.287795670908498,0.0015961369063191206,-0.0013413434901205692,0.09611821727107409,-0.08,1,537,50,0,0,92,8.673469387755102,1.149261927396575,0.9385285009156429
smv13_structdev1_24_dev1_24_stop230_rr540,2022-04,329,32,297,3.721147831498309,6.802537714541772,3.081389883043462,0.0113104797309979,-0.0013592994883434007,0.6692408196634553,-0.08,7,297,25,0,0,73,9.72644376899696,2.2076199289078486,3.7211478314983086
smv13_structdev1_24_dev1_24_stop230_rr540,2022-05,1085,49,1036,4.621535967234807,14.69476626405101,10.073230296816204,0.0042594801541334625,-0.001410638378907924,0.2521161357898341,-0.08,9,1035,40,1,0,121,4.516129032258064,1.458793835845837,4.621535967234807
smv13_structdev1_24_dev1_24_stop230_rr540,2022-06,1053,71,982,13.171262309620959,25.650436570494005,12.47917426087305,0.012508321281691319,-0.001502557278098928,0.6987963704990892,-0.08,10,982,61,0,0,125,6.7426400759734095,2.0554594426105472,13.17126230962096
smv13_structdev1_24_dev1_24_stop230_rr540,2022-07,484,37,447,1.4481186325556261,6.179399549966451,4.731280917410825,0.002991980645776087,-0.001519516032081177,0.15821239834697554,-0.08,2,447,35,0,0,95,7.644628099173553,1.306073272298552,1.4481186325556261
smv13_structdev1_24_dev1_24_stop230_rr540,2022-08,288,46,242,5.917820425687736,8.985580059375353,3.0677596336876194,0.020547987589193527,-0.001546936603113211,1.065140715973384,-0.08,10,242,36,0,0,86,15.972222222222221,2.929036538815846,5.917820425687736
smv13_structdev1_24_dev1_24_stop230_rr540,2022-09,213,27,186,2.382429556137382,4.327899617866449,1.9454700617290661,0.011185115287029963,-0.0015858829526028833,0.5668884373964314,-0.08,1,186,26,0,0,54,12.676056338028168,2.2246035562325552,2.382429556137382
smv13_structdev1_24_dev1_24_stop230_rr540,2022-10,213,24,189,2.8708238172983904,5.508698576371403,2.6378747590730116,0.013478046090602772,-0.0015995258495518875,0.67820353732569,-0.08,2,189,22,0,0,59,11.267605633802818,2.088309370042739,2.8708238172983904
smv13_structdev1_24_dev1_24_stop230_rr540,2022-11,737,90,647,26.24206109755687,34.13727769357088,7.895216596014006,0.035606595790443514,-0.0017779325014512096,1.69633439827827,-0.08,32,646,59,0,0,119,12.211668928086839,4.323792422719029,26.242061097556867
smv13_structdev1_24_dev1_24_stop230_rr540,2022-12,115,15,100,1.8757742305774585,3.3869166539136533,1.5111424233361948,0.016311080265890943,-0.001835907048415474,0.7139809330477928,-0.08,1,100,14,0,0,47,13.043478260869565,2.241295460712601,1.8757742305774583
smv13_structdev1_24_dev1_24_stop230_rr540,2023-01,617,63,554,4.85977386516356,11.878569128716176,7.018795263552617,0.007876456831707552,-0.0018645785171047852,0.3405638117633624,-0.08,6,554,57,0,0,105,10.21069692058347,1.6923943045325056,4.85977386516356
smv13_structdev1_24_dev1_24_stop230_rr540,2023-02,713,61,652,7.1110377658339825,16.20545770286927,9.094419937035289,0.00997340500116968,-0.001905414050024149,0.4208685692276487,-0.08,11,652,50,0,0,121,8.55539971949509,1.781912185171441,7.1110377658339825
smv13_structdev1_24_dev1_24_stop230_rr540,2023-03,478,40,438,5.55687377598624,13.236229796949573,7.679356020963333,0.011625258945577909,-0.0019529183972598096,0.478111147008397,-0.08,10,438,30,0,0,100,8.368200836820083,1.7236119488166615,5.55687377598624
smv13_structdev1_24_dev1_24_stop230_rr540,2023-04,286,27,259,3.0029301931033836,6.865193699392805,3.8622635062894206,0.0104997559199419,-0.0019991083650189143,0.42330445938684574,-0.08,2,259,25,0,0,67,9.44055944055944,1.7775052603773218,3.0029301931033836
smv13_structdev1_24_dev1_24_stop230_rr540,2023-05,205,21,184,2.2857212535424813,5.375832508962855,3.090111255420375,0.011149859773377957,-0.0020217227854010195,0.4444538631441173,-0.08,3,184,18,0,0,54,10.24390243902439,1.7396889835384044,2.2857212535424813
smv13_structdev1_24_dev1_24_stop230_rr540,2023-06,274,31,243,7.926386561174583,12.375291355635166,4.4489047944605815,0.028928418106476582,-0.00204872814681044,1.1326449008243828,-0.08,2,242,29,1,0,78,11.313868613138686,2.781648951230398,7.926386561174584
smv13_structdev1_24_dev1_24_stop230_rr540,2023-07,302,23,279,1.8127057919925298,7.666910561419669,5.854204769427138,0.006002337059577913,-0.002084125835324915,0.23166107580997994,-0.08,1,279,22,0,0,80,7.6158940397351,1.3096416786544882,1.8127057919925298
smv13_structdev1_24_dev1_24_stop230_rr540,2023-08,413,21,392,0.35395989407284356,7.6756910989866665,7.321731204913822,0.0008570457483603961,-0.00212495962969797,0.034922707311596926,-0.08,2,392,19,0,0,132,5.084745762711865,1.0483437433260718,0.35395989407284356
smv13_structdev1_24_dev1_24_stop230_rr540,2023-09,383,37,346,8.17113723026827,14.5092732393767,6.338136009108431,0.021334561958924986,-0.002142596074349894,0.8025993710689476,-0.08,4,346,33,0,0,84,9.660574412532636,2.2892019386339553,8.17113723026827
smv13_structdev1_24_dev1_24_stop230_rr540,2023-10,497,60,437,13.201830387571565,20.351005728280487,7.149175340708923,0.02656303900919832,-0.002246528235957635,0.9603499349872636,-0.08,9,437,51,0,0,104,12.072434607645874,2.8466228282858776,13.201830387571563
smv13_structdev1_24_dev1_24_stop230_rr540,2023-11,839,67,772,8.060951558773587,25.051885512568436,16.99093395379485,0.009607808770886277,-0.002322752509428623,0.33602609105159187,-0.08,10,771,57,1,0,156,7.985697258641239,1.4744266313255374,8.060951558773587
smv13_structdev1_24_dev1_24_stop230_rr540,2023-12,1067,96,971,21.116025390563212,41.040004025294515,19.9239786347313,0.019790089400715288,-0.0023986047125765133,0.6588457001083262,-0.08,19,971,77,0,0,160,8.997188378631678,2.0598297547736752,21.116025390563212
smv13_structdev1_24_dev1_24_stop230_rr540,2024-01,940,73,867,18.702497245601077,37.41534858652004,18.712851340918967,0.01989627366553306,-0.0026279107213481975,0.6246606316135039,-0.08,15,867,58,0,0,160,7.76595744680851,1.9994466853218007,18.702497245601077
smv13_structdev1_24_dev1_24_stop230_rr540,2024-02,895,79,816,7.770679191563818,27.9033824810136,20.132703289449783,0.008682323119065718,-0.0026749867346303833,0.2607929953199434,-0.08,14,816,65,0,0,156,8.8268156424581,1.3859729654703608,7.770679191563818
smv13_structdev1_24_dev1_24_stop230_rr540,2024-03,1917,181,1736,42.31774274295836,86.82407741283112,44.50633466987276,0.02207498317316555,-0.0028668553052801117,0.619677764250158,-0.08,41,1736,140,0,0,220,9.441836202399582,1.950825159089187,42.31774274295836
smv13_structdev1_24_dev1_24_stop230_rr540,2024-04,1057,62,995,9.202148501762796,27.965141016678853,18.762992514916057,0.008705911543768019,-0.0030956517943029407,0.22662924513414287,-0.08,21,995,41,0,0,196,5.865657521286661,1.490441409836269,9.202148501762796
smv13_structdev1_24_dev1_24_stop230_rr540,2024-05,665,56,609,9.482135607844562,24.742489893304608,15.26035428546005,0.014258850538112123,-0.003182802545803435,0.36115146086840283,-0.08,7,609,49,0,0,153,8.421052631578947,1.6213575013051345,9.482135607844562
smv13_structdev1_24_dev1_24_stop230_rr540,2024-06,440,35,405,6.324280554810091,15.311258024540718,8.986977469730629,0.014373364897295661,-0.003211815713861702,0.35777433562941335,-0.08,5,405,30,0,0,135,7.954545454545454,1.703716079862349,6.324280554810091
smv13_structdev1_24_dev1_24_stop230_rr540,2024-07,506,46,460,9.750802654238623,19.18052279460906,9.429720140370438,0.019270360976756173,-0.0033027238157359463,0.46937694577928635,-0.08,8,460,38,0,0,144,9.090909090909092,2.0340500575932863,9.750802654238623
smv13_structdev1_24_dev1_24_stop230_rr540,2024-08,770,49,721,10.391474768670415,23.908831313808108,13.517356545137694,0.013495421777494045,-0.0033478006747779334,0.3213861809640365,-0.08,9,720,40,1,0,207,6.363636363636363,1.7687505122744072,10.391474768670415
smv13_structdev1_24_dev1_24_stop230_rr540,2024-09,611,54,557,8.04345838633472,20.734529956344733,12.69107157001001,0.013164416344246678,-0.0034485068890544777,0.3061576832478091,-0.08,4,557,50,0,0,145,8.8379705400982,1.6337887499856232,8.04345838633472
smv13_structdev1_24_dev1_24_stop230_rr540,2024-10,623,55,568,18.432634356729384,34.63086732345885,16.198232966729474,0.02958689302845808,-0.0035290773856586763,0.6694985204950565,-0.08,12,568,43,0,0,144,8.828250401284109,2.1379410578048406,18.432634356729384
smv13_structdev1_24_dev1_24_stop230_rr540,2024-11,1921,181,1740,44.94800131377696,117.02519148235959,72.07719016858262,0.02339823077239821,-0.0038219868066843507,0.4994620014669687,-0.08,11,1740,170,0,0,266,9.422175950026029,1.6236092334987988,44.94800131377696
smv13_structdev1_24_dev1_24_stop230_rr540,2024-12,1616,133,1483,40.16575959899649,93.62158228635244,53.45582268735593,0.02485504925680476,-0.0041874535770764455,0.48492800038191525,-0.08,20,1483,113,0,0,260,8.23019801980198,1.751382311220084,40.16575959899649
smv13_structdev1_24_dev1_24_stop230_rr540,2025-01,1859,234,1625,131.9862247822332,191.90069923682762,59.91447445459442,0.07099850714482689,-0.004433949575880548,1.2607601396134207,-0.08,62,1625,172,0,0,347,12.587412587412588,3.2029104984014776,131.9862247822332
smv13_structdev1_24_dev1_24_stop230_rr540,2025-02,2090,140,1950,79.91599568668487,166.28763330951355,86.37163762282869,0.03823731851037553,-0.0056209289842894,0.5451634309116851,-0.08,29,1949,111,1,0,311,6.698564593301436,1.925257386408087,79.91599568668487
smv13_structdev1_24_dev1_24_stop230_rr540,2025-03,1556,139,1417,94.14367799073801,174.36955350542962,80.22587551469164,0.06050364909430463,-0.00623527500260294,0.7650309615375482,-0.08,30,1417,109,0,0,261,8.933161953727506,2.1734827122391156,94.14367799073801
smv13_structdev1_24_dev1_24_stop230_rr540,2025-04,2838,248,2590,99.65827073409639,305.28837173229135,205.63010099819496,0.035115669744220014,-0.007370722794023094,0.40363549239344687,-0.08,17,2587,231,3,0,382,8.738548273431993,1.4846482603973006,99.65827073409639
smv13_structdev1_24_dev1_24_stop230_rr540,2025-05,2006,205,1801,208.28850536798555,321.5183324621281,113.22982709414259,0.10383275442073059,-0.008023799685660643,1.0079735496758075,-0.08,59,1801,146,0,0,281,10.219341974077768,2.8395197688927705,208.28850536798552
smv13_structdev1_24_dev1_24_stop230_rr540,2025-06,1041,82,959,45.84443750963362,132.03515524837886,86.19071773874524,0.04403884486996505,-0.00943993803103939,0.3779789751967667,-0.08,13,959,69,0,0,220,7.877041306436119,1.5318952981525669,45.84443750963362
smv13_structdev1_24_dev1_24_stop230_rr540,2025-07,2341,244,2097,330.0176597318077,562.2698662874784,232.25220655567074,0.14097294307210922,-0.011034273322682189,1.0614991071778013,-0.08,25,2097,219,0,0,312,10.422896198205894,2.420945207048884,330.0176597318077
smv13_structdev1_24_dev1_24_stop230_rr540,2025-08,2019,173,1846,175.75852253510743,427.4311558164101,251.6726332813027,0.08705226475240586,-0.01277028272633772,0.5453314407813566,-0.08,27,1846,146,0,0,303,8.568598315998019,1.6983616781990611,175.75852253510743
smv13_structdev1_24_dev1_24_stop230_rr540,2025-09,2849,256,2593,616.2695831009305,1084.0081437475706,467.73856064664,0.2163108399792666,-0.01615487609747081,1.1049667866407273,-0.08,37,2592,219,1,0,272,8.985608985608986,2.3175513736753905,616.2695831009305
smv13_structdev1_24_dev1_24_stop230_rr540,2025-10,5026,387,4639,1763.510070674162,2916.8720515326363,1153.3619808584742,0.35087745138761683,-0.024652036023825596,1.1609671485052087,-0.08,64,4638,323,1,0,435,7.699960206923995,2.5290169954809336,1763.510070674162
smv13_structdev1_24_dev1_24_stop230_rr540,2025-11,3681,358,3323,2592.2430521429656,4313.991712344366,1721.7486602014,0.7042225080529654,-0.04374220381490785,1.3852208282386693,-0.08,49,3323,309,0,0,424,9.725618038576474,2.5055873787291,2592.2430521429656
smv13_structdev1_24_dev1_24_stop230_rr540,2025-12,3120,338,2782,2679.4890924199203,4442.957326423208,1763.468234003288,0.8588106065448463,-0.06381352537545523,1.0981897287427593,-0.08,50,2782,276,0,12,379,10.833333333333334,2.5194427893589855,2679.4890924199203
