strategy,axis,baseline_version,source_strategy,source_folder,engine,data_scope,trades,wins,losses,win_rate_pct,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,generated_signals,executed_entries,blocked_entries,same_bar_trades,max_conc,active_leftover,pending_leftover,load_errors,initial_asset,fee_per_side,round_trip_fee,leverage,position_fraction,entry_mode,precompute_signals,short_dev,ret12_min,ret3_min,volume_spike_min,upper_range_ratio_min,close_position_max,green_streak_min,ema20_slope12_min,ema20_slope12_max,atr_pct_min,atr_pct_max,range_spike_min,dist_roll_high20_min,climax_score_min,climax_dev_weight,climax_ret_weight,climax_vol_weight,climax_wick_weight,climax_streak_weight,ret12_ref,volume_spike_ref,upper_range_ratio_ref,atr_stop_mult,rr_mult,time_reduce_bars,time_reduce_to_risk_frac,timeout_bars,fail_fast_bars,dd_brake_trigger_pct,dd_brake_freeze_steps,previous_strategy,previous_axis,previous_version,previous_trades,previous_max_return_pct,previous_max_drawdown_pct,previous_official_cd_value,previous_profit_factor,delta_cd_vs_previous,delta_mdd_vs_previous,delta_trades_vs_previous,delta_pf_vs_previous,q4_dependency_diagnosis,excl_2025_q4_cd,excl_2025_q4_mdd,q4_only_cd,q4_only_mdd,gate_retest_match_strict,gate_retest_match_loose,gate_mdd10_search_pass,gate_short_main_improve_vs_v15,gate_v16_candidate,official_runner
SM52_B04_stop230_score270_single_retest,short_main2,short_main2/v1,SM50_B04_stop230_score270,local_results/short_main/SHORT_MAIN_V15_B04_SINGLE_RETEST_V5_2_ENVLOCKED,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231,train_only_until_2025_12_31_end,154015,11824,142191,7.6771743012044285,53676.46264218497,5.923149464550481,50591.202383140204,1.7648350795085153,267412,154015,0,9995,364,0,0,0,100.0,0.0004,0.0008,1.0,0.01,climax_exhaustion,True,0.025,0.03,0.004,0.75,0.16,0.94,0,-0.025,0.095,0.0008,0.135,0.0,-0.08,2.7,1.05,0.75,0.15,0.55,0.1,0.07,2.0,0.38,2.3,6.2,3,0.0,285,12,0.075,3,SM42_mdd10_aggr_v01_single_retest,short_main,short_main/v15,140827,25200.7456885644,5.524791831439535,23902.932157469306,1.7005605337643628,26688.270225670898,0.398357633110946,13188,0.0642745457441525,GENERAL_EDGE_CONFIRMED_EX_Q4_STILL_BEATS_V14,12736.7326,5.9231,378.1772,5.2970,True,True,True,True,True,short_main_v15_B04_single_retest_v5_2_envlocked.py
