experiment,trades,final_asset,final_return,peak_asset,peak_growth,win_rate,pf,mdd,max_conc,max_conc_unique_symbols,same_bar_trades,active_leftover
non_top200_reference_atr020,86832,1196.0060544860653,10.960060544860653,1222.769795270078,11.22769795270078,0.3785816288925742,1.226414423594533,-0.4094334384685051,386,386,7703,0
adv_long_only,50053,614.2387074201454,5.142387074201454,711.7814457277765,6.117814457277765,0.3913451741154376,1.2936184796380892,-0.4282798504514844,386,386,3635,0
adv_short_only,36779,194.597470480335,0.94597470480335,194.71947366518674,0.9471947366518674,0.36121156094510454,1.1314921049957518,-0.04488906457800079,295,295,4068,0
adv_cooldown12,69938,329.13223008655063,2.2913223008655064,329.4362849573334,2.294362849573334,0.3759758643369842,1.1439146807513394,-0.4382098491714269,385,385,6592,0
adv_failfast12_r010,86843,1186.7481725661153,10.867481725661152,1211.9933001392574,11.119933001392575,0.37830337505613576,1.2253205242689538,-0.40941402115286984,386,386,7703,0
adv_earlyreduce10_r005,87135,1422.392207557046,13.22392207557046,1423.2839785497622,13.232839785497623,0.31049520858438057,1.284534482767835,-0.3917971657362854,386,386,7717,0
adv_ema_or_rr,86835,1054.0347979921005,9.540347979921005,1075.5798774954976,9.755798774954975,0.37986986814072665,1.2082669016217367,-0.4098111061224776,386,386,7742,0
adv_rr_only,86809,1278.0161207777626,11.780161207777626,1278.817374959751,11.788173749597512,0.36622930802105774,1.2220585286899317,-0.4168495899824608,386,386,7498,0
adv_wick_only_asym_short_s22,87946,581.9572700134038,4.819572700134038,598.054116913679,4.98054116913679,0.2505059923134651,1.2217684850173445,-0.5386313547099506,387,387,33715,0
adv_wick_or_atr_asym_both_s22,71416,995.8362323236819,8.95836232323682,1023.5681543179088,9.235681543179089,0.3862579814047272,1.254677692565649,-0.4079158915501616,380,380,6254,0
adv_balanced_l18_s24_asym_both,66904,1014.1791113551674,9.141791113551674,1053.304283185308,9.533042831853079,0.37928972856630394,1.2685051637471383,-0.39195416468656297,379,379,6857,0
adv_short_hard_s24_asym_both_cooldown12,54928,336.36436939746255,2.3636436939746255,343.91258494602636,2.4391258494602637,0.37725750072822606,1.188504230433495,-0.42737276303232385,378,378,5894,0
adv_ema_or_rr_earlyreduce12_r010,86955,1048.362179564465,9.483621795644648,1052.6442080795564,9.526442080795563,0.33827841987234775,1.2261872035205628,-0.43681922632497916,386,386,7742,0
adv_rr_only_failfast10,86827,1262.3380754298685,11.623380754298685,1263.129500237097,11.63129500237097,0.36569269927557096,1.2203740950519897,-0.41640988273735735,386,386,7499,0
adv_asym_both_earlyreduce10_r005_cooldown12,60954,408.5684954572998,3.085684954572998,408.7514482314174,3.087514482314174,0.3089214817731404,1.229028162684065,-0.38618308298006476,378,378,5902,0
