strategy,axis,baseline_version,engine,data_scope,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,generated_signals,executed_entries,blocked_entries,max_conc,same_bar_trades,active_leftover,pending_leftover,load_errors,initial_asset,fee_per_side,round_trip_fee,leverage,position_fraction,entry_mode,precompute_signals,short_dev,ret12_min,ret3_min,volume_spike_min,upper_range_ratio_min,close_position_max,green_streak_min,ema20_slope12_min,ema20_slope12_max,atr_pct_min,atr_pct_max,range_spike_min,dist_roll_high20_min,climax_score_min,climax_dev_weight,climax_ret_weight,climax_vol_weight,climax_wick_weight,climax_streak_weight,ret12_ref,volume_spike_ref,upper_range_ratio_ref,atr_stop_mult,rr_mult,time_reduce_bars,time_reduce_to_risk_frac,timeout_bars,fail_fast_bars,dd_brake_trigger_pct,dd_brake_freeze_steps,previous_strategy,previous_version,previous_max_return_pct,previous_max_drawdown_pct,previous_official_cd_value,previous_profit_factor,delta_cd_vs_previous,delta_mdd_vs_previous,delta_trades_vs_previous,delta_pf_vs_previous,q4_dependency_diagnosis,excl_2025_q4_cd,excl_2025_q4_mdd,source_result,official_runner
SM42_mdd10_aggr_v01_single_retest,short_main,short_main/v15,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231,train_only_until_2025_12_31_end,140827,11167,129660,7.9295873660590654,25200.7456885644,25200.7456885644,5.524791831439535,23902.932157469306,1.7005605337643628,239776,140827,0,361,10412,0,0,0,100.0,0.0004,0.0008,1.0,0.01,climax_exhaustion,True,0.025,0.03,0.004,0.75,0.16,0.94,0,-0.025,0.095,0.0008,0.135,0.0,-0.08,2.8,1.05,0.75,0.15,0.55,0.1,0.07,2.0,0.38,2.2,6.2,3,0.0,270,12,0.07,3,smv12_topmix2_07_mix2_07_top1_reduce_frac000,short_main/v14,6864.507074601753,3.2701695697124222,6736.755883567657,2.190937542731158,17166.17627390165,2.254622261727113,74255,-0.490377008966795,GENERAL_EDGE_CONFIRMED_EX_Q4_STILL_BEATS_V14,6891.0141,5.5248,local_results/short_main/SHORT_MAIN_MDD10_AGGR_V01_SINGLE_RETEST_V4_2_ENVLOCKED/summary_compact.csv,base_line/short_main/v15/frozen_reproduce_runner.py
