run_label,baseline_version,strategy,tag,side,entry_key,entry_source_atr_stop,entry_source_rr_target,tp03_min_target_pct,body_atr_min,atr_stop,rr_target,max_hold_bars,cooldown_bars,close_pos_min,quiet_ratio_max,vol_ratio_min,lower_wick_body_ratio_min,round_trip_cost_bps,position_fraction,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,max_conc,symbol_files,errors,ruined,baseline_reproduction_pass,evaluation_status,verdict
LONG_MAIN_LM26_TOP_CD32_RETEST,LM26 top candidate retest from V26 top-mix result,LM26R_001_RETEST_S128_RR505_B360_H17_CD32,retest_lm26_top_cd32,long,child::orig_V09_extreme_vol18::tp03,1.1,3.8,0.3,0.36,1.28,5.05,17,32,,,,,8.0,0.01,55821,22425,33396,40.17305315203956,508.8757953955824,510.01650319972197,1.0930827574126778,603.3485179858741,436,597,0,False,True,VALID,valid
