experiment_group,experiment,strategy,symbols,trades,initial_asset,final_asset,final_return_pct,peak_asset,peak_growth_pct,win_rate_pct,pf,mdd_pct,max_conc,position_fraction,fee_per_side,summary_path,cd_value,mdd_under_5pct,delta_final_return_pct,delta_pf,delta_mdd_pct,delta_max_conc,delta_cd_value,return_retention_pct,verdict
json_only_short_strict_cd,long_hybrid_wick_bridge_baseline,overextension_reversion_v1_json_only_timeout18_time_reduce_v67_long_only_hybrid_wick_bridge_long_hybrid_wick_bridge_baseline,,3514.0,100.0,102.26269501015584,2.262695010155835,102.34107806193182,2.3410780619318228,52.020489470688666,1.2365786716083411,-0.7440467002106765,50.0,0.01,0.0004,results_json_only_timeout18_time_reduce_v67_long_only_hybrid_wick_bridge/long_hybrid_wick_bridge_baseline/summary.json,101.50181280238627,True,0.0,0.0,0.0,0.0,0.0,100.0,baseline
json_only_short_strict_cd,long_hybrid_wick_bridge_us_only,overextension_reversion_v1_json_only_timeout18_time_reduce_v67_long_only_hybrid_wick_bridge_long_hybrid_wick_bridge_us_only,,2774.0,100.0,103.14311746891359,3.143117468913581,103.17269828663437,3.172698286634379,54.68637346791637,1.427776896323276,-0.33944978888001964,50.0,0.01,0.0004,results_json_only_timeout18_time_reduce_v67_long_only_hybrid_wick_bridge/long_hybrid_wick_bridge_us_only/summary.json,102.79299837442109,True,0.8804224587577458,0.19119822471493486,0.4045969113306569,0.0,1.29118557203482,138.91034606105,hold
json_only_short_strict_cd,long_hybrid_wick_bridge_us_max40,overextension_reversion_v1_json_only_timeout18_time_reduce_v67_long_only_hybrid_wick_bridge_long_hybrid_wick_bridge_us_max40,,2750.0,100.0,103.39828375917456,3.3982837591745696,103.4279377570328,3.427937757032784,55.054545454545455,1.4701276225823767,-0.33944978888003075,40.0,0.01,0.0004,results_json_only_timeout18_time_reduce_v67_long_only_hybrid_wick_bridge/long_hybrid_wick_bridge_us_max40/summary.json,103.04729850324847,True,1.1355887490187344,0.2335489509740356,0.4045969113306458,-10.0,1.5454857008622014,150.18744213965118,hold
json_only_short_strict_cd,long_hybrid_wick_bridge_onethird_us_only,overextension_reversion_v1_json_only_timeout18_time_reduce_v67_long_only_hybrid_wick_bridge_long_hybrid_wick_bridge_onethird_us_only,,2774.0,100.0,102.77682186395079,2.7768218639507847,102.86063700433486,2.860637004334854,54.68637346791637,1.306166925886303,-0.43088695406844346,50.0,0.01,0.0004,results_json_only_timeout18_time_reduce_v67_long_only_hybrid_wick_bridge/long_hybrid_wick_bridge_onethird_us_only/summary.json,102.33396994673286,True,0.5141268537949495,0.06958825427796178,0.3131597461422331,0.0,0.8321571443465956,122.72188038986044,hold
json_only_short_strict_cd,long_hybrid_wick_bridge_max40,overextension_reversion_v1_json_only_timeout18_time_reduce_v67_long_only_hybrid_wick_bridge_long_hybrid_wick_bridge_max40,,3354.0,100.0,102.3664712946372,2.3664712946371846,102.44801830212212,2.4480183021221125,52.71317829457365,1.2605168049626905,-0.43106339762291057,40.0,0.01,0.0004,results_json_only_timeout18_time_reduce_v67_long_only_hybrid_wick_bridge/long_hybrid_wick_bridge_max40/summary.json,101.92520690544784,True,0.10377628448134946,0.023938133354349356,0.31298330258776597,-10.0,0.4233941030615682,104.58640179147265,hold
json_only_short_strict_cd,long_hybrid_wick_bridge_quiet48,overextension_reversion_v1_json_only_timeout18_time_reduce_v67_long_only_hybrid_wick_bridge_long_hybrid_wick_bridge_quiet48,,5220.0,100.0,105.36207933738221,5.3620793373822195,105.36207933738221,5.3620793373822195,52.93103448275862,1.440728920005295,-0.44338395884084836,41.0,0.01,0.0004,results_json_only_timeout18_time_reduce_v67_long_only_hybrid_wick_bridge/long_hybrid_wick_bridge_quiet48/summary.json,104.89492077889909,True,3.0993843272263844,0.20415024839695395,0.3006627413698282,-9.0,3.393107976512823,236.97755611406618,hold
json_only_short_strict_cd,long_hybrid_wick_bridge_us_quiet48,overextension_reversion_v1_json_only_timeout18_time_reduce_v67_long_only_hybrid_wick_bridge_long_hybrid_wick_bridge_us_quiet48,,1942.0,100.0,101.98699740656825,1.9869974065682472,102.23353831356049,2.233538313560479,53.295571575695156,1.458202695793017,-0.4433839588410149,34.0,0.01,0.0004,results_json_only_timeout18_time_reduce_v67_long_only_hybrid_wick_bridge/long_hybrid_wick_bridge_us_quiet48/summary.json,101.53480341996392,True,-0.275697603587588,0.22162402418467586,0.30066274136966165,-16.0,0.03299061757765287,87.81552076836903,hold
json_only_short_strict_cd,long_hybrid_wick_bridge_onethird_max40_dd025,overextension_reversion_v1_json_only_timeout18_time_reduce_v67_long_only_hybrid_wick_bridge_long_hybrid_wick_bridge_onethird_max40_dd025,,3354.0,100.0,101.75519968347676,1.7551996834767714,102.01352954615922,2.0135295461592095,52.71317829457365,1.156689654578493,-0.6490881825875539,40.0,0.01,0.0004,results_json_only_timeout18_time_reduce_v67_long_only_hybrid_wick_bridge/long_hybrid_wick_bridge_onethird_max40_dd025/summary.json,101.09471870716297,True,-0.5074953266790638,-0.07988901702984808,0.09495851762312268,-10.0,-0.4070940952233002,77.57120051967976,hold
json_only_short_strict_cd,long_hybrid_wick_bridge_dd025,overextension_reversion_v1_json_only_timeout18_time_reduce_v67_long_only_hybrid_wick_bridge_long_hybrid_wick_bridge_dd025,,3514.0,100.0,102.26269501015584,2.262695010155835,102.34107806193182,2.3410780619318228,52.020489470688666,1.2365786716083411,-0.7440467002106765,50.0,0.01,0.0004,results_json_only_timeout18_time_reduce_v67_long_only_hybrid_wick_bridge/long_hybrid_wick_bridge_dd025/summary.json,101.50181280238627,True,0.0,0.0,0.0,0.0,0.0,100.0,fail
json_only_short_strict_cd,long_hybrid_wick_bridge_halfhalf,overextension_reversion_v1_json_only_timeout18_time_reduce_v67_long_only_hybrid_wick_bridge_long_hybrid_wick_bridge_halfhalf,,7080.0,100.0,109.96034333273646,9.960343332736453,110.84641127142204,10.846411271422053,54.98587570621469,1.303308649932586,-1.0455957931182702,50.0,0.01,0.0004,results_json_only_timeout18_time_reduce_v67_long_only_hybrid_wick_bridge/long_hybrid_wick_bridge_halfhalf/summary.json,108.81060260875095,True,7.697648322580618,0.06672997832424499,-0.3015490929075937,0.0,7.308789806364686,440.1982276900178,fail
json_only_short_strict_cd,long_hybrid_wick_bridge_onethird,overextension_reversion_v1_json_only_timeout18_time_reduce_v67_long_only_hybrid_wick_bridge_long_hybrid_wick_bridge_onethird,,3514.0,100.0,101.54539562911,1.5453956291100024,101.80966676276049,1.8096667627604868,52.020489470688666,1.131094343634669,-1.0821239065288535,50.0,0.01,0.0004,results_json_only_timeout18_time_reduce_v67_long_only_hybrid_wick_bridge/long_hybrid_wick_bridge_onethird/summary.json,100.44654862702811,True,-0.7172993810458328,-0.10548432797367213,-0.33807720631817695,0.0,-1.055264175358161,68.29889234623666,fail
json_only_short_strict_cd,long_hybrid_wick_bridge_halfhalf_us_quiet48,overextension_reversion_v1_json_only_timeout18_time_reduce_v67_long_only_hybrid_wick_bridge_long_hybrid_wick_bridge_halfhalf_us_quiet48,,1917.0,100.0,100.92432865668758,0.9243286566875675,101.82340622547294,1.8234062254729455,54.04277516953573,1.109748900359321,-1.2451213227542834,34.0,0.01,0.0004,results_json_only_timeout18_time_reduce_v67_long_only_hybrid_wick_bridge/long_hybrid_wick_bridge_halfhalf_us_quiet48/summary.json,99.66769832073653,True,-1.3383663534682677,-0.12682977124902006,-0.5010746225436069,-16.0,-1.8341144816497348,40.850784243516216,fail
