symbol,file,bars,raw_events,kept_event_horizon_rows,first_ts,last_ts
TOWNS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TOWNS_5m.csv,44130,1349,5356,2025-08-05 23:30:00,2026-01-12 06:45:00
TRADOOR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TRADOOR_5m.csv,31194,991,3880,2025-09-19 21:30:00,2026-01-12 06:40:00
TRB,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TRB_5m.csv,563588,15712,62812,2020-09-03 16:00:00,2026-01-12 13:35:00
TREE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TREE_5m.csv,46153,1340,5280,2025-07-29 23:00:00,2026-01-12 06:45:00
TROY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TROY_5m.csv,124231,1547,6188,2024-10-31 22:00:00,2026-01-12 07:40:00
TRU,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TRU_5m.csv,298252,8021,32052,2023-03-07 21:00:00,2026-01-12 09:55:00
TRUMP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TRUMP_5m.csv,101470,3081,12288,2025-01-18 22:00:00,2026-01-12 07:15:00
TRUST,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TRUST_5m.csv,15649,580,2176,2025-11-18 22:35:00,2026-01-12 06:35:00
TRUTH,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TRUTH_5m.csv,27744,746,2980,2025-10-01 21:00:00,2026-01-12 06:35:00
TRX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TRX_5m.csv,630413,16924,67692,2020-01-15 17:05:00,2026-01-12 15:25:00
TST,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TST_5m.csv,95133,3091,12364,2025-02-09 22:00:00,2026-01-12 07:15:00
TURBO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TURBO_5m.csv,168564,4643,18516,2024-05-31 00:30:00,2026-01-12 08:05:00
TURTLE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TURTLE_5m.csv,21659,690,2712,2025-10-23 00:00:00,2026-01-12 06:35:00
TUT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TUT_5m.csv,83947,2442,9768,2025-03-20 18:00:00,2026-01-12 07:10:00
TWT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TWT_5m.csv,228787,6234,24880,2023-11-03 23:30:00,2026-01-12 08:45:00
UAI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UAI_5m.csv,15649,570,2244,2025-11-18 22:35:00,2026-01-12 06:35:00
UB,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UB_5m.csv,33234,927,3568,2025-09-12 19:30:00,2026-01-12 06:40:00
UMA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UMA_5m.csv,279805,7906,31556,2023-05-10 21:30:00,2026-01-12 09:30:00
UNFI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UNFI_5m.csv,514902,10816,43264,2021-02-19 16:00:00,2026-01-12 12:25:00
UNI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UNI_5m.csv,559265,14904,59540,2020-09-18 16:00:00,2026-01-12 13:20:00
USDC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\USDC_5m.csv,296751,4347,17336,2023-03-13 02:00:00,2026-01-12 09:50:00
USELESS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\USELESS_5m.csv,41278,1086,4308,2025-08-15 21:15:00,2026-01-12 06:45:00
USTC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\USTC_5m.csv,221894,6616,26440,2023-11-27 21:30:00,2026-01-12 08:35:00
USUAL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\USUAL_5m.csv,110401,3265,13032,2024-12-18 22:00:00,2026-01-12 07:25:00
UXLINK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UXLINK_5m.csv,137458,3141,12564,2024-09-16 00:00:00,2026-01-12 07:45:00
VANA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VANA_5m.csv,110972,3139,12516,2024-12-16 22:30:00,2026-01-12 07:25:00
VANRY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VANRY_5m.csv,191007,5436,21668,2024-03-14 02:30:00,2026-01-12 08:10:00
VELODROME,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VELODROME_5m.csv,111803,3117,12352,2024-12-14 01:15:00,2026-01-12 07:25:00
VELVET,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VELVET_5m.csv,50243,1315,5256,2025-07-15 18:15:00,2026-01-12 06:50:00
VET,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VET_5m.csv,621765,16984,67892,2020-02-14 17:00:00,2026-01-12 14:40:00
VFY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VFY_5m.csv,28033,914,3644,2025-09-30 21:00:00,2026-01-12 06:40:00
VIC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VIC_5m.csv,86156,2504,9924,2025-03-13 02:00:00,2026-01-12 07:10:00
VIDT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VIDT_5m.csv,144151,1744,6976,2024-08-23 18:30:00,2026-01-12 07:55:00
VINE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VINE_5m.csv,99778,3121,12400,2025-01-24 19:00:00,2026-01-12 07:15:00
VIRTUAL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VIRTUAL_5m.csv,112712,2943,11748,2024-12-10 21:30:00,2026-01-12 07:25:00
VOXEL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VOXEL_5m.csv,145004,3821,15284,2024-08-20 19:30:00,2026-01-12 07:55:00
VTHO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VTHO_5m.csv,100360,2917,11564,2025-01-22 18:30:00,2026-01-12 07:15:00
VVV,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VVV_5m.csv,98359,2970,11880,2025-01-29 17:15:00,2026-01-12 07:15:00
W,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\W_5m.csv,184982,5151,20544,2024-04-04 00:30:00,2026-01-12 08:10:00
WAL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WAL_5m.csv,81852,2228,8896,2025-03-28 00:30:00,2026-01-12 07:05:00
WAVES,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WAVES_5m.csv,569928,11034,44136,2020-08-12 16:00:00,2026-01-12 13:55:00
WAXP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WAXP_5m.csv,233395,6111,24312,2023-10-18 23:45:00,2026-01-12 08:55:00
WCT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WCT_5m.csv,76434,2225,8864,2025-04-15 20:00:00,2026-01-12 07:05:00
WIF,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WIF_5m.csv,206893,5453,21760,2024-01-18 23:15:00,2026-01-12 08:25:00
WLD,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WLD_5m.csv,258206,7118,28388,2023-07-24 21:00:00,2026-01-12 09:20:00
WLFI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WLFI_5m.csv,39019,1279,4968,2025-08-23 17:30:00,2026-01-12 06:45:00
WOO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WOO_5m.csv,395980,10817,43260,2022-04-08 12:30:00,2026-01-12 10:45:00
XAI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XAI_5m.csv,209488,5900,23500,2024-01-09 23:00:00,2026-01-12 08:25:00
XAN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XAN_5m.csv,28339,969,3788,2025-09-29 19:30:00,2026-01-12 06:40:00
XCN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XCN_5m.csv,77532,1910,7640,2025-04-12 00:30:00,2026-01-12 07:05:00
XEM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XEM_5m.csv,511445,9712,38848,2021-03-03 16:00:00,2026-01-12 12:20:00
XLM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XLM_5m.csv,628972,17111,68428,2020-01-20 17:00:00,2026-01-12 15:15:00
XMR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XMR_5m.csv,624939,15217,60868,2020-02-03 17:00:00,2026-01-12 15:10:00
XNY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XNY_5m.csv,41860,1383,5496,2025-08-13 20:45:00,2026-01-12 06:45:00
XPIN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XPIN_5m.csv,33264,1085,4332,2025-09-12 17:00:00,2026-01-12 06:40:00
XPL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XPL_5m.csv,39295,1148,4536,2025-08-22 18:30:00,2026-01-12 06:45:00
XRP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XRP_5m.csv,633003,18784,75088,2020-01-06 17:20:00,2026-01-12 15:30:00
XTZ,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XTZ_5m.csv,624073,17463,69824,2020-02-06 17:00:00,2026-01-12 15:00:00
XVG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XVG_5m.csv,263678,7167,28624,2023-07-05 21:00:00,2026-01-12 09:20:00
XVS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XVS_5m.csv,287704,7748,30968,2023-04-13 11:30:00,2026-01-12 09:40:00
YALA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\YALA_5m.csv,43531,1426,5612,2025-08-08 01:30:00,2026-01-12 06:45:00
YB,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\YB_5m.csv,25118,843,3264,2025-10-10 23:45:00,2026-01-12 06:35:00
YFI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\YFI_5m.csv,564453,15533,62072,2020-08-31 16:00:00,2026-01-12 13:40:00
YGG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\YGG_5m.csv,254850,7248,28892,2023-08-05 12:30:00,2026-01-12 09:15:00
ZBT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZBT_5m.csv,23141,880,3428,2025-10-17 20:30:00,2026-01-12 06:35:00
ZEC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZEC_5m.csv,624361,16791,67092,2020-02-05 17:00:00,2026-01-12 15:00:00
ZEN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZEN_5m.csv,539962,14481,57884,2020-11-24 16:00:00,2026-01-12 12:45:00
ZEREBRO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZEREBRO_5m.csv,106067,3169,12676,2025-01-02 23:00:00,2026-01-12 07:20:00
ZETA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZETA_5m.csv,202640,5695,22764,2024-02-02 17:30:00,2026-01-12 08:20:00
ZIL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZIL_5m.csv,585749,16390,65480,2020-06-18 18:00:00,2026-01-12 14:20:00
ZK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZK_5m.csv,163432,4625,18408,2024-06-17 20:05:00,2026-01-12 08:00:00
ZKC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZKC_5m.csv,32328,963,3716,2025-09-15 23:00:00,2026-01-12 06:40:00
ZKJ,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZKJ_5m.csv,68385,2015,8008,2025-05-13 18:30:00,2026-01-12 06:55:00
ZORA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZORA_5m.csv,47341,1674,6640,2025-07-25 20:00:00,2026-01-12 06:45:00
ZRC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZRC_5m.csv,46204,1182,4712,2025-07-29 18:45:00,2026-01-12 06:45:00
ZRO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZRO_5m.csv,162526,4342,17232,2024-06-20 23:30:00,2026-01-12 08:00:00
ZRX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZRX_5m.csv,584020,15416,61644,2020-06-24 18:00:00,2026-01-12 14:15:00
币安人生,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\币安人生_5m.csv,22283,611,2424,2025-10-20 20:00:00,2026-01-12 06:35:00
