candidate_key,slippage_per_side,2025_Q4_ONLY,2026_Q1_ONLY,EXCL_2025_Q4_ALL_BEFORE_2025_10_01,FULL_TO_2026_END,FULL_TRAIN_TO_2025_END
V4R05_stop262_rr620_t390_ff15,0.0,426.697273874005,109.83100615462072,24354.33885487651,124100.77993420625,111166.12280897668
V5M01_D02_D03_rr615_stop265_t390,0.0,433.156622667571,110.18164150268575,25971.018978214248,134582.28775576403,120332.49318069416
