candidate_key,slippage_per_side,2025_Q4_ONLY,2026_Q1_ONLY,EXCL_2025_Q4_ALL_BEFORE_2025_10_01,FULL_TO_2026_END,FULL_TRAIN_TO_2025_END
V4R05_stop262_rr620_t390_ff15,0.0,7.280016205331997,1.6968985043854579,14.81208179975927,14.81208179975927,14.81208179975927
V5M01_D02_D03_rr615_stop265_t390,0.0,7.220260830003689,1.5999098085407337,14.815878153181938,14.815878153181938,14.815878153181938
