period_label,strategy,candidate_key,audit_mode,slippage_per_side,slippage_per_side_pct,total_round_trip_cost_pct,environment_lock_pass,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,target_expected_trades,delta_vs_target_expected_trades,target_expected_max_return_pct,delta_vs_target_expected_max_return_pct,target_expected_max_drawdown_pct,delta_vs_target_expected_max_drawdown_pct,target_expected_official_cd_value,delta_vs_target_expected_official_cd_value,target_expected_profit_factor,delta_vs_target_expected_profit_factor,mtm_close_max_return_pct,mtm_close_max_drawdown_pct,mtm_close_cd_value,mtm_worstbar_max_return_pct,mtm_worstbar_max_drawdown_pct,mtm_worstbar_cd_value,generated_signals,executed_entries,blocked_entries,same_bar_trades,max_conc,max_conc_unique_symbols,active_leftover,pending_leftover,climax_score_min,atr_stop_mult,rr_mult,timeout_bars,dd_brake_trigger_pct,delta_vs_same_period_baseline_official_cd_value,delta_vs_same_period_baseline_max_drawdown_pct,delta_vs_same_period_baseline_profit_factor,delta_vs_same_period_baseline_mtm_worstbar_cd_value,delta_vs_same_period_baseline_mtm_worstbar_max_drawdown_pct,gate_realized_mdd10_pass,gate_mtm_close_mdd_under_10,gate_mtm_worstbar_mdd_under_10,gate_mtm_worstbar_mdd_under_15,gate_mtm_audit_pass,gate_improve_vs_same_period_baseline,gate_mtm_worstbar_improve_vs_same_period_baseline,gate_baseline_exact_retest_pass,gate_target_exact_retest_pass,gate_run_valid_for_development,gate_beats_v5_cd,gate_beats_v5_mtm_worstbar_cd,gate_realized_mdd_better_or_equal_v5,gate_mtm_worstbar_mdd_better_or_equal_v5,full_cd_value,exq4_cd_value,q4_only_cd_value,exq4_to_full_cd_ratio,q4_to_full_cd_ratio,full_mtm_worstbar_cd_value,exq4_mtm_worstbar_cd_value,q4_only_mtm_worstbar_cd_value,exq4_to_full_mtm_worstbar_cd_ratio,q4_to_full_mtm_worstbar_cd_ratio,q4_dependency_flag,period_loaded_symbols,period_timeline_count,strategy_elapsed_seconds,strategy_elapsed_minutes,load_elapsed_seconds,load_elapsed_minutes,total_elapsed_seconds,total_elapsed_minutes
2025_Q4_ONLY,SM2V5M01RETEST_V5M01_D02_D03_rr615_stop265_t390_slip000000,V5M01_D02_D03_rr615_stop265_t390,realism_audit_no_position_limit,0.0,0.0,0.08,True,22827,1760,21067,7.71016778376484,367.33253298576057,367.33253298576057,5.673964657377228,440.8162502317228,2.0711741192600472,148281,-125454,129234.32408204528,-128866.99154905952,5.692488096031778,-0.018523438654550084,121971.9830795917,-121531.16682935997,1.998821411024562,0.07235270823548534,367.93208044068615,7.220260830003689,434.1461637256059,367.33253298576057,7.312974789031202,433.156622667571,43579,22827,0,1163,200,200,0,0,2.7,2.65,6.15,390,0.092,6.579011056662409,-0.01852343865224082,0.022747401354900276,6.459348793565994,-0.029507622675595258,True,True,True,True,True,True,True,False,False,True,False,False,True,True,132081.20532432388,28599.657911071103,440.8162502317228,0.21653086705898067,0.003337463866636465,120332.49318069416,25971.018978214248,433.156622667571,0.21582714935703645,0.003599664655972287,GENERAL_EDGE_CONFIRMED,597,26496,6.095131899997796,0.10158553166662992,427.08613400000104,7.11810223333335,2387.254669599999,39.78757782666665
2025_Q4_ONLY,SM2V5_OFFICIAL_V4R05_BASELINE_slip000000,V4R05_stop262_rr620_t390_ff15,realism_audit_no_position_limit,0.0,0.0,0.08,True,22865,1763,21102,7.710474524382244,360.44819803668065,360.44819803668065,5.692488096029469,434.2372391750604,2.048426717905147,148281,-125416,129234.32408204528,-128873.8758840086,5.692488096031778,-2.3092638912203256e-12,121971.9830795917,-121537.74584041664,1.998821411024562,0.049605306880585065,361.1274888784245,7.280016205331997,427.55733296083474,360.5101506927443,7.342482411706797,426.697273874005,43579,22865,0,1193,200,200,0,0,2.7,2.62,6.2,390,0.09,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True,False,False,False,False,True,False,False,True,True,121971.9830795917,26794.776804338213,434.2372391750604,0.21967976684328833,0.0035601392074744156,111166.12280897668,24354.33885487651,426.697273874005,0.21908058174095008,0.0038383750651016604,GENERAL_EDGE_CONFIRMED,597,26496,15.702903000001243,0.2617150500000207,427.08613400000104,7.11810223333335,2387.254669599999,39.78757782666665
2026_Q1_ONLY,SM2V5M01RETEST_V5M01_D02_D03_rr615_stop265_t390_slip000000,V5M01_D02_D03_rr615_stop265_t390,realism_audit_no_position_limit,0.0,0.0,0.08,True,1924,190,1734,9.875259875259875,11.779047583268841,11.779047583268841,2.041264882266336,109.4973411392198,2.0164811867731087,148281,-146357,129234.32408204528,-129222.545034462,5.692488096031778,-3.651223213765442,121971.9830795917,-121862.48573845248,1.998821411024562,0.017659775748546824,11.961306259975846,1.5999098085407337,110.17002633935216,11.909602278018316,1.5440683731855143,110.18164150268575,3526,1924,0,128,54,54,0,0,2.7,2.65,6.15,390,0.092,0.26957947884926625,-0.0253079639776832,0.038586049138145784,0.35063534806502616,-0.09593304827619775,True,True,True,True,True,True,True,False,False,True,False,False,True,True,132081.20532432388,28599.657911071103,440.8162502317228,0.21653086705898067,0.003337463866636465,120332.49318069416,25971.018978214248,433.156622667571,0.21582714935703645,0.003599664655972287,GENERAL_EDGE_CONFIRMED,597,3357,0.7136983999989752,0.011894973333316254,427.08613400000104,7.11810223333335,2387.254669599999,39.78757782666665
2026_Q1_ONLY,SM2V5_OFFICIAL_V4R05_BASELINE_slip000000,V4R05_stop262_rr620_t390_ff15,realism_audit_no_position_limit,0.0,0.0,0.08,True,1932,190,1742,9.834368530020704,11.532665439025624,11.532665439025624,2.066572846244019,109.22776166037053,1.977895137634963,148281,-146349,129234.32408204528,-129222.79141660625,5.692488096031778,-3.625915249787759,121971.9830795917,-121862.75531793133,1.998821411024562,-0.02092627338959896,11.713862964086562,1.6968985043854579,109.81819209425775,11.6622689526811,1.640001421461712,109.83100615462072,3526,1932,0,135,54,54,0,0,2.7,2.62,6.2,390,0.09,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True,False,False,False,False,True,False,False,True,True,121971.9830795917,26794.776804338213,434.2372391750604,0.21967976684328833,0.0035601392074744156,111166.12280897668,24354.33885487651,426.697273874005,0.21908058174095008,0.0038383750651016604,GENERAL_EDGE_CONFIRMED,597,3357,1.5624586000012641,0.026040976666687737,427.08613400000104,7.11810223333335,2387.254669599999,39.78757782666665
EXCL_2025_Q4_ALL_BEFORE_2025_10_01,SM2V5M01RETEST_V5M01_D02_D03_rr615_stop265_t390_slip000000,V5M01_D02_D03_rr615_stop265_t390,realism_audit_no_position_limit,0.0,0.0,0.08,True,125092,8645,116447,6.9109135676142355,30115.688817254006,30115.688817254006,5.348317279664672,28599.657911071103,1.8795559613757322,148281,-23189,129234.32408204528,-99118.63526479127,5.692488096031778,-0.34417081636710645,121971.9830795917,-93372.32516852059,1.998821411024562,-0.11926544964882968,30185.055461602242,14.815878153181938,25798.05854578768,30121.465288183037,14.064329010647825,25971.018978214248,223592,125092,0,5567,364,364,0,0,2.7,2.65,6.15,390,0.092,1804.8811067328897,-0.08118184483318913,0.01684160666856971,1616.6801233377373,0.00529508051469918,True,False,False,True,True,True,True,False,False,True,False,False,True,False,132081.20532432388,28599.657911071103,440.8162502317228,0.21653086705898067,0.003337463866636465,120332.49318069416,25971.018978214248,433.156622667571,0.21582714935703645,0.003599664655972287,GENERAL_EDGE_CONFIRMED,552,637597,170.62915509999948,2.843819251666658,427.08613400000104,7.11810223333335,2387.254669599999,39.78757782666665
EXCL_2025_Q4_ALL_BEFORE_2025_10_01,SM2V5_OFFICIAL_V4R05_BASELINE_slip000000,V4R05_stop262_rr620_t390_ff15,realism_audit_no_position_limit,0.0,0.0,0.08,True,125332,8653,116679,6.9040628091788205,28233.123496524935,28233.123496524935,5.429499124497861,26794.776804338213,1.8627143547071625,148281,-22949,129234.32408204528,-101001.20058552035,5.692488096031778,-0.2629889715339173,121971.9830795917,-95177.20627525348,1.998821411024562,-0.1361070563173994,28298.08287948795,14.81208179975927,24191.73561381476,28238.451344702502,14.059033930133126,24354.33885487651,223592,125332,0,5748,364,364,0,0,2.7,2.62,6.2,390,0.09,0.0,0.0,0.0,0.0,0.0,True,False,False,True,True,False,False,False,False,True,False,False,True,True,121971.9830795917,26794.776804338213,434.2372391750604,0.21967976684328833,0.0035601392074744156,111166.12280897668,24354.33885487651,426.697273874005,0.21908058174095008,0.0038383750651016604,GENERAL_EDGE_CONFIRMED,552,637597,183.45941870000024,3.057656978333337,427.08613400000104,7.11810223333335,2387.254669599999,39.78757782666665
FULL_TO_2026_END,SM2V5M01RETEST_V5M01_D02_D03_rr615_stop265_t390_slip000000,V5M01_D02_D03_rr615_stop265_t390,realism_audit_no_position_limit,0.0,0.0,0.08,True,150043,10593,139450,7.05997614017315,156325.47659838517,156325.47659838517,5.673964657376429,147549.95034106015,2.0087777609563853,148281,1762,129234.32408204528,27091.15251633989,5.692488096031778,-0.018523438655349445,121971.9830795917,25577.967261468453,1.998821411024562,0.009956349931823372,156580.532451736,14.815878153181938,133466.9356739301,156508.17703097867,14.064329010647825,134582.28775576403,271146,150043,0,6880,364,364,0,0,2.7,2.65,6.15,390,0.092,11525.744336158066,-0.018523438655349445,0.022247976672247205,10481.507821557781,0.00529508051469918,True,False,False,True,True,True,True,False,False,True,True,True,True,False,132081.20532432388,28599.657911071103,440.8162502317228,0.21653086705898067,0.003337463866636465,120332.49318069416,25971.018978214248,433.156622667571,0.21582714935703645,0.003599664655972287,GENERAL_EDGE_CONFIRMED,597,667450,274.2543365999991,4.5709056099999845,427.08613400000104,7.11810223333335,2387.254669599999,39.78757782666665
FULL_TO_2026_END,SM2V5_OFFICIAL_V4R05_BASELINE_slip000000,V4R05_stop262_rr620_t390_ff15,realism_audit_no_position_limit,0.0,0.0,0.08,True,150329,10603,139726,7.053196655335964,144134.75209844712,144134.75209844712,5.692488096031778,136024.20600490208,1.986529784284138,148281,2048,129234.32408204528,14900.428016401842,5.692488096031778,0.0,121971.9830795917,14052.222925310387,1.998821411024562,-0.012291626740423833,144369.07788995528,14.81208179975927,123070.19989753718,144302.35618635803,14.059033930133126,124100.77993420625,271146,150329,0,7099,364,364,0,0,2.7,2.62,6.2,390,0.09,0.0,0.0,0.0,0.0,0.0,True,False,False,True,True,False,False,False,False,True,True,True,True,True,121971.9830795917,26794.776804338213,434.2372391750604,0.21967976684328833,0.0035601392074744156,111166.12280897668,24354.33885487651,426.697273874005,0.21908058174095008,0.0038383750651016604,GENERAL_EDGE_CONFIRMED,597,667450,187.42323400000168,3.123720566666695,427.08613400000104,7.11810223333335,2387.254669599999,39.78757782666665
FULL_TRAIN_TO_2025_END,SM2V5M01RETEST_V5M01_D02_D03_rr615_stop265_t390_slip000000,V5M01_D02_D03_rr615_stop265_t390,realism_audit_no_position_limit,0.0,0.0,0.08,True,148003,10403,137600,7.0289115761167,139926.24497527216,139926.24497527216,5.673964657376429,132081.20532432388,2.0207540889059223,148281,-278,129234.32408204528,10691.920893226881,5.692488096031778,-0.018523438655349445,121971.9830795917,10109.222244732184,1.998821411024562,0.02193267788136044,140105.8866070272,14.815878153181938,119433.1532837416,139926.24497527216,14.064329010647825,120332.49318069416,267412,148003,0,6733,364,364,0,0,2.7,2.65,6.15,390,0.092,10109.222244732184,-0.018523438655349445,0.02193267788136044,9166.37037171748,0.00529508051469918,True,False,False,True,True,True,True,False,False,True,True,True,True,False,132081.20532432388,28599.657911071103,440.8162502317228,0.21653086705898067,0.003337463866636465,120332.49318069416,25971.018978214248,433.156622667571,0.21582714935703645,0.003599664655972287,GENERAL_EDGE_CONFIRMED,597,664093,314.0213932000006,5.233689886666677,427.08613400000104,7.11810223333335,2387.254669599999,39.78757782666665
FULL_TRAIN_TO_2025_END,SM2V5_OFFICIAL_V4R05_BASELINE_slip000000,V4R05_stop262_rr620_t390_ff15,realism_audit_no_position_limit,0.0,0.0,0.08,True,148281,10414,137867,7.023151988454354,129234.32408204528,129234.32408204528,5.692488096031778,121971.9830795917,1.998821411024562,148281,0,129234.32408204528,0.0,5.692488096031778,0.0,121971.9830795917,0.0,1.998821411024562,0.0,129425.12865516917,14.81208179975927,110339.76064752208,129251.72583305926,14.059033930133126,111166.12280897668,267412,148281,0,6944,364,364,0,0,2.7,2.62,6.2,390,0.09,0.0,0.0,0.0,0.0,0.0,True,False,False,True,True,False,False,True,True,True,False,False,True,True,121971.9830795917,26794.776804338213,434.2372391750604,0.21967976684328833,0.0035601392074744156,111166.12280897668,24354.33885487651,426.697273874005,0.21908058174095008,0.0038383750651016604,GENERAL_EDGE_CONFIRMED,597,664093,433.50724400000036,7.225120733333339,427.08613400000104,7.11810223333335,2387.254669599999,39.78757782666665
