candidate_key,slippage_per_side,2025_Q4_ONLY,2026_Q1_ONLY,EXCL_2025_Q4_ALL_BEFORE_2025_10_01,FULL_TO_2026_END,FULL_TRAIN_TO_2025_END
V4R05_stop262_rr620_t390_ff15,0.0,5.692488096029469,2.066572846244019,5.429499124497861,5.692488096031778,5.692488096031778
V5M01_D02_D03_rr615_stop265_t390,0.0,5.673964657377228,2.041264882266336,5.348317279664672,5.673964657376429,5.673964657376429
