candidate_key,slippage_per_side,2025_Q4_ONLY,2026_Q1_ONLY,EXCL_2025_Q4_ALL_BEFORE_2025_10_01,FULL_TO_2026_END,FULL_TRAIN_TO_2025_END
V4R05_stop262_rr620_t390_ff15,0.0,434.2372391750604,109.22776166037053,26794.776804338213,136024.20600490208,121971.9830795917
V5M01_D02_D03_rr615_stop265_t390,0.0,440.8162502317228,109.4973411392198,28599.657911071103,147549.95034106015,132081.20532432388
