candidate_key,slippage_per_side,2025_Q4_ONLY,2026_Q1_ONLY,EXCL_2025_Q4_ALL_BEFORE_2025_10_01,FULL_TO_2026_END,FULL_TRAIN_TO_2025_END
V4R05_stop262_rr620_t390_ff15,0.0,0.0,0.0,0.0,0.0,0.0
V5M01_D02_D03_rr615_stop265_t390,0.0,6.459348793565994,0.35063534806502616,1616.6801233377373,10481.507821557781,9166.37037171748
