candidate_key,slippage_per_side,2025_Q4_ONLY,2026_Q1_ONLY,EXCL_2025_Q4_ALL_BEFORE_2025_10_01,FULL_TO_2026_END,FULL_TRAIN_TO_2025_END
V4R05_stop262_rr620_t390_ff15,0.0,7.342482411706797,1.640001421461712,14.059033930133126,14.059033930133126,14.059033930133126
V5M01_D02_D03_rr615_stop265_t390,0.0,7.312974789031202,1.5440683731855143,14.064329010647825,14.064329010647825,14.064329010647825
