experiment,trades,final_asset,final_return,peak_asset,peak_growth,win_rate,pf,mdd,max_conc,max_conc_unique_symbols,same_bar_trades,active_leftover
rr60_t200_baseline,85277,4178.5800790421035,40.785800790421035,4181.379086939039,40.81379086939039,0.1407648017636643,1.3950117906001505,-0.3295030582954689,383,383,7194,0
rr60_t200_no_failfast,85272,4171.471800591405,40.714718005914044,4174.266047031781,40.742660470317816,0.14077305563373674,1.3944860311868188,-0.3295993216618288,383,383,7194,0
rr60_t200_no_earlyreduce,83088,2899.165491535514,27.991654915355138,2901.724318892557,28.017243188925573,0.2573777200077027,1.201229580015191,-0.45442891795043616,385,385,7066,0
rr60_t300,84727,4967.82949085781,48.6782949085781,4971.046839886219,48.71046839886218,0.12214524295679063,1.4027743566361985,-0.3141923861249163,385,385,7164,0
rr80_t200,84719,4178.050355625797,40.78050355625797,4195.121126587842,40.95121126587842,0.13917775233418714,1.3916765276162386,-0.33577036725253084,385,385,7143,0
rr80_t300,83941,4815.629877190406,47.156298771904055,4839.214047486503,47.39214047486503,0.11885729262219892,1.3957589699002972,-0.3361547179363463,385,385,7095,0
rr60_t200_ema_or_rr,87040,1509.8598539439677,14.098598539439676,1510.80646291276,14.1080646291276,0.2517922794117647,1.2713839901139166,-0.3733871461953243,386,386,7715,0
rr60_t200_wick_or_atr,84729,4313.484000651995,42.13484000651995,4316.277571482896,42.16277571482896,0.14260760778481985,1.4088887237404872,-0.36887196580585857,388,388,6543,0
rr60_t200_asym_short_s22,77154,3522.1705236229277,34.221705236229276,3524.45161075221,34.2445161075221,0.14207947740881874,1.4146914203067378,-0.3342877779397123,383,383,6805,0
rr60_t200_asym_both_balanced,65962,2936.622894014362,28.366228940143618,2938.524758970122,28.385247589701223,0.14509869318698645,1.455750036030081,-0.3126578731591467,376,376,6445,0
rr60_t200_long_only,50005,865.9536003416991,7.659536003416992,993.2071688347368,8.932071688347367,0.13646635336466353,1.3383339772044796,-0.4750468785550026,386,386,3522,0
rr60_t200_short_only,36505,494.28340156038536,3.9428340156038537,494.614495645555,3.9461449564555497,0.14543213258457746,1.405049645188992,-0.0777924006723626,294,294,3746,0
