strategy,axis,trades,reference_trades,trade_diff,trade_ratio,final_return_pct,max_return_pct,reference_max_return_pct,max_return_diff_pct,max_drawdown_pct,reference_max_drawdown_pct,mdd_diff_pct,official_cd_value,reference_official_cd_value,win_rate,pf,max_conc,max_conc_unique_symbols,same_bar_trades,active_leftover
short_only_reference_1x,short_max,36834,36505,329,1.0090124640460212,408.6547709998406,408.9954916988155,394.614496,14.380995698815525,7.395550425783604,7.77924,-0.3836895742163957,471.3524734452645,456.137449,0.1471466579790411,1.4013066651299806,294,294,3766,0
short_beh_dd_brake,short_main,28308,28017,291,1.0103865510225933,322.48410704162137,322.7577232826396,311.81215,10.9455732826396,4.4066222161057595,4.758886,-0.35226378389424085,404.12838752816384,392.214469,0.15257171117705243,1.441356672437088,286,286,3357,0
