batch_label,strategy_name,parent,family,group,side,description,timeframe,processed_symbols,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,cd_value,cd_formula,old_ratio_cd_value,reference_safe6v2_cd_value,official_pass_mdd_lt_5,ruined,verdict
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_91_lm12_dd_sanitizer_lm12_4_10,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_dd_sanitizer,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_dd_sanitizer; tag=lm12_4_10; focus=official leader reaction-based exits with no trade-count cap,5m,597,1444,463,981,32.063712,-1.937817,0.787551,2.864275,97.900719114,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.274957,121.7490287208,True,False,official_mdd_pass
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_82_lm12_dd_sanitizer_lm12_4_01,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_dd_sanitizer,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_dd_sanitizer; tag=lm12_4_01; focus=official leader reaction-based exits with no trade-count cap,5m,597,866,294,572,33.949192,-2.193683,0.49985,2.682865,97.803575293,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.186312,121.7490287208,True,False,official_mdd_pass
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_52_lx12_second_leg_absorption_lx12_2_11,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx12_second_leg_absorption,long,8V12 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx12_second_leg_absorption; tag=lx12_2_11; focus=raw V51 EMA shelf conversion for official promotion,5m,597,1323,380,943,28.7226,-2.779348,0.070051,2.847404,97.220652285,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.024602,121.7490287208,True,False,official_mdd_pass
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_89_lm12_dd_sanitizer_lm12_4_08,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_dd_sanitizer,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_dd_sanitizer; tag=lm12_4_08; focus=official leader reaction-based exits with no trade-count cap,5m,597,741,202,539,27.260459,-2.887561,0.486188,3.357427,97.112438511,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.14481,121.7490287208,True,False,official_mdd_pass
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_94_lm12_dd_sanitizer_lm12_4_13,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_dd_sanitizer,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_dd_sanitizer; tag=lm12_4_13; focus=official leader reaction-based exits with no trade-count cap,5m,597,773,129,644,16.688228,-3.081106,0.407855,3.474788,96.918894167,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.117375,121.7490287208,True,False,official_mdd_pass
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_86_lx12_asymmetric_trail_lx12_4_05,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx12_asymmetric_trail,long,8V12 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx12_asymmetric_trail; tag=lx12_4_05; focus=raw V51 followthrough runner/fast-cut balance,5m,597,978,350,628,35.787321,-3.583965,1.256894,4.835014,96.361109553,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.259957,121.7490287208,True,False,official_mdd_pass
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_1_lx12_range_expansion_runner_lx12_0_00,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx12_range_expansion_runner,long,8V12 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx12_range_expansion_runner; tag=lx12_0_00; focus=raw V51 dryup-to-reaccel MDD compression,5m,597,5737,1638,4099,28.551508,8.805948,17.324269,7.50606,108.517839127,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),2.308038,121.7490287208,False,False,mdd_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_17_lx12_range_expansion_runner_lx12_0_16,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx12_range_expansion_runner,long,8V12 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx12_range_expansion_runner; tag=lx12_0_16; focus=raw V51 dryup-to-reaccel MDD compression,5m,597,3831,1164,2667,30.383712,7.73294,19.267925,9.889592,107.472813441,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),1.948303,121.7490287208,False,False,mdd_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_2_lx12_range_expansion_runner_lx12_0_01,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx12_range_expansion_runner,long,8V12 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx12_range_expansion_runner; tag=lx12_0_01; focus=raw V51 dryup-to-reaccel MDD compression,5m,597,3991,1164,2827,29.165623,6.029443,17.697623,10.046122,105.873575922,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),1.761637,121.7490287208,False,False,mdd_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_11_lx12_range_expansion_runner_lx12_0_10,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx12_range_expansion_runner,long,8V12 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx12_range_expansion_runner; tag=lx12_0_10; focus=raw V51 dryup-to-reaccel MDD compression,5m,597,2505,842,1663,33.612774,3.806917,8.895567,5.336435,103.084425979,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),1.666949,121.7490287208,False,False,mdd_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_2_lm12_regime_flip_repair_lm12_0_01,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_regime_flip_repair,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_regime_flip_repair; tag=lm12_0_01; focus=official leader dryup-to-reaccel without trade-count cap,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_7_lm12_regime_flip_repair_lm12_0_06,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_regime_flip_repair,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_regime_flip_repair; tag=lm12_0_06; focus=official leader dryup-to-reaccel without trade-count cap,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_10_lm12_regime_flip_repair_lm12_0_09,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_regime_flip_repair,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_regime_flip_repair; tag=lm12_0_09; focus=official leader dryup-to-reaccel without trade-count cap,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_12_lm12_regime_flip_repair_lm12_0_11,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_regime_flip_repair,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_regime_flip_repair; tag=lm12_0_11; focus=official leader dryup-to-reaccel without trade-count cap,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_15_lm12_regime_flip_repair_lm12_0_14,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_regime_flip_repair,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_regime_flip_repair; tag=lm12_0_14; focus=official leader dryup-to-reaccel without trade-count cap,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_17_lm12_regime_flip_repair_lm12_0_16,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_regime_flip_repair,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_regime_flip_repair; tag=lm12_0_16; focus=official leader dryup-to-reaccel without trade-count cap,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_20_lm12_regime_flip_repair_lm12_0_19,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_regime_flip_repair,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_regime_flip_repair; tag=lm12_0_19; focus=official leader dryup-to-reaccel without trade-count cap,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_31_lm12_vol_contract_expand_lm12_1_10,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_vol_contract_expand,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_vol_contract_expand; tag=lm12_1_10; focus=official leader absorption-floor for MDD compression without starving trades,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_43_lm12_ema20_slope_proxy_lm12_2_02,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_ema20_slope_proxy,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_ema20_slope_proxy; tag=lm12_2_02; focus=official leader absorption-floor for MDD compression without starving trades,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_44_lm12_ema20_slope_proxy_lm12_2_03,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_ema20_slope_proxy,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_ema20_slope_proxy; tag=lm12_2_03; focus=official leader absorption-floor for MDD compression without starving trades,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_45_lm12_ema20_slope_proxy_lm12_2_04,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_ema20_slope_proxy,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_ema20_slope_proxy; tag=lm12_2_04; focus=official leader absorption-floor for MDD compression without starving trades,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_49_lm12_ema20_slope_proxy_lm12_2_08,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_ema20_slope_proxy,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_ema20_slope_proxy; tag=lm12_2_08; focus=official leader absorption-floor for MDD compression without starving trades,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_50_lm12_ema20_slope_proxy_lm12_2_09,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_ema20_slope_proxy,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_ema20_slope_proxy; tag=lm12_2_09; focus=official leader absorption-floor for MDD compression without starving trades,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_54_lm12_ema20_slope_proxy_lm12_2_13,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_ema20_slope_proxy,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_ema20_slope_proxy; tag=lm12_2_13; focus=official leader EMA shelf repair and runner preservation,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_55_lm12_ema20_slope_proxy_lm12_2_14,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_ema20_slope_proxy,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_ema20_slope_proxy; tag=lm12_2_14; focus=official leader EMA shelf repair and runner preservation,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_59_lm12_ema20_slope_proxy_lm12_2_18,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_ema20_slope_proxy,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_ema20_slope_proxy; tag=lm12_2_18; focus=official leader EMA shelf repair and runner preservation,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_60_lm12_ema20_slope_proxy_lm12_2_19,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_ema20_slope_proxy,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_ema20_slope_proxy; tag=lm12_2_19; focus=official leader EMA shelf repair and runner preservation,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_64_lm12_failed_breakdown_inside_lm12_3_03,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_failed_breakdown_inside,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_failed_breakdown_inside; tag=lm12_3_03; focus=official leader EMA shelf repair and runner preservation,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_69_lm12_failed_breakdown_inside_lm12_3_08,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_failed_breakdown_inside,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_failed_breakdown_inside; tag=lm12_3_08; focus=official leader EMA shelf repair and runner preservation,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_74_lm12_failed_breakdown_inside_lm12_3_13,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_failed_breakdown_inside,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_failed_breakdown_inside; tag=lm12_3_13; focus=official leader EMA shelf repair and runner preservation,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_83_lm12_dd_sanitizer_lm12_4_02,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_dd_sanitizer,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_dd_sanitizer; tag=lm12_4_02; focus=official leader reaction-based exits with no trade-count cap,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_88_lm12_dd_sanitizer_lm12_4_07,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_dd_sanitizer,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_dd_sanitizer; tag=lm12_4_07; focus=official leader reaction-based exits with no trade-count cap,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_98_lm12_dd_sanitizer_lm12_4_17,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_dd_sanitizer,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_dd_sanitizer; tag=lm12_4_17; focus=official leader reaction-based exits with no trade-count cap,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_8_lx12_range_expansion_runner_lx12_0_07,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx12_range_expansion_runner,long,8V12 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx12_range_expansion_runner; tag=lx12_0_07; focus=raw V51 dryup-to-reaccel MDD compression,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_22_lx12_pullback_continuation_lx12_1_01,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx12_pullback_continuation,long,8V12 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx12_pullback_continuation; tag=lx12_1_01; focus=raw V51 dryup-to-reaccel MDD compression,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_24_lx12_pullback_continuation_lx12_1_03,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx12_pullback_continuation,long,8V12 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx12_pullback_continuation; tag=lx12_1_03; focus=raw V51 dryup-to-reaccel MDD compression,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_25_lx12_pullback_continuation_lx12_1_04,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx12_pullback_continuation,long,8V12 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx12_pullback_continuation; tag=lx12_1_04; focus=raw V51 dryup-to-reaccel MDD compression,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_27_lx12_pullback_continuation_lx12_1_06,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx12_pullback_continuation,long,8V12 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx12_pullback_continuation; tag=lx12_1_06; focus=raw V51 absorption floor to cut MDD spikes,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_28_lx12_pullback_continuation_lx12_1_07,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx12_pullback_continuation,long,8V12 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx12_pullback_continuation; tag=lx12_1_07; focus=raw V51 absorption floor to cut MDD spikes,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_29_lx12_pullback_continuation_lx12_1_08,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx12_pullback_continuation,long,8V12 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx12_pullback_continuation; tag=lx12_1_08; focus=raw V51 absorption floor to cut MDD spikes,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_30_lx12_pullback_continuation_lx12_1_09,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx12_pullback_continuation,long,8V12 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx12_pullback_continuation; tag=lx12_1_09; focus=raw V51 absorption floor to cut MDD spikes,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_32_lx12_pullback_continuation_lx12_1_11,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx12_pullback_continuation,long,8V12 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx12_pullback_continuation; tag=lx12_1_11; focus=raw V51 absorption floor to cut MDD spikes,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_33_lx12_pullback_continuation_lx12_1_12,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx12_pullback_continuation,long,8V12 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx12_pullback_continuation; tag=lx12_1_12; focus=raw V51 absorption floor to cut MDD spikes,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_34_lx12_pullback_continuation_lx12_1_13,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx12_pullback_continuation,long,8V12 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx12_pullback_continuation; tag=lx12_1_13; focus=raw V51 absorption floor to cut MDD spikes,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_35_lx12_pullback_continuation_lx12_1_14,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx12_pullback_continuation,long,8V12 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx12_pullback_continuation; tag=lx12_1_14; focus=raw V51 absorption floor to cut MDD spikes,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_36_lx12_pullback_continuation_lx12_1_15,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx12_pullback_continuation,long,8V12 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx12_pullback_continuation; tag=lx12_1_15; focus=raw V51 absorption floor to cut MDD spikes,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,no_trade
