batch_label,strategy_name,parent,family,group,side,description,timeframe,processed_symbols,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,cd_value,cd_formula,old_ratio_cd_value,reference_safe6v2_cd_value,official_pass_mdd_lt_5,ruined,verdict
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_11_sm12_regime_flip_reject_sm12_0_10,short_beh_dd_brake,short_main_v1_improvements,sm12_regime_flip_reject,short,8V12 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm12_regime_flip_reject; tag=sm12_0_10; focus=short main official baseline improvement,5m,597,1,0,1,0.0,-0.006685,0.0,0.006685,99.99331459,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_16_sm12_regime_flip_reject_sm12_0_15,short_beh_dd_brake,short_main_v1_improvements,sm12_regime_flip_reject,short,8V12 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm12_regime_flip_reject; tag=sm12_0_15; focus=short main official baseline improvement,5m,597,1,0,1,0.0,-0.006685,0.0,0.006685,99.99331459,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_44_sm12_ema20_slope_proxy_sm12_2_03,short_beh_dd_brake,short_main_v1_improvements,sm12_ema20_slope_proxy,short,8V12 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm12_ema20_slope_proxy; tag=sm12_2_03; focus=short main official baseline improvement,5m,597,1,0,1,0.0,-0.006685,0.0,0.006685,99.99331459,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_49_sm12_ema20_slope_proxy_sm12_2_08,short_beh_dd_brake,short_main_v1_improvements,sm12_ema20_slope_proxy,short,8V12 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm12_ema20_slope_proxy; tag=sm12_2_08; focus=short main official baseline improvement,5m,597,1,0,1,0.0,-0.006685,0.0,0.006685,99.99331459,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_54_sm12_ema20_slope_proxy_sm12_2_13,short_beh_dd_brake,short_main_v1_improvements,sm12_ema20_slope_proxy,short,8V12 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm12_ema20_slope_proxy; tag=sm12_2_13; focus=short main official baseline improvement,5m,597,1,0,1,0.0,-0.006685,0.0,0.006685,99.99331459,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_5_lm12_regime_flip_repair_lm12_0_04,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_regime_flip_repair,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_regime_flip_repair; tag=lm12_0_04; focus=official leader dryup-to-reaccel without trade-count cap,5m,597,1,0,1,0.0,-0.010746,0.0,0.010746,99.989254443,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_18_lm12_regime_flip_repair_lm12_0_17,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_regime_flip_repair,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_regime_flip_repair; tag=lm12_0_17; focus=official leader dryup-to-reaccel without trade-count cap,5m,597,2,0,2,0.0,-0.014131,0.0,0.014131,99.985868914,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_48_lm12_ema20_slope_proxy_lm12_2_07,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_ema20_slope_proxy,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_ema20_slope_proxy; tag=lm12_2_07; focus=official leader absorption-floor for MDD compression without starving trades,5m,597,1,0,1,0.0,-0.014864,0.0,0.014864,99.985135818,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_1_lm12_regime_flip_repair_lm12_0_00,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_regime_flip_repair,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_regime_flip_repair; tag=lm12_0_00; focus=official leader dryup-to-reaccel without trade-count cap,5m,597,2,0,2,0.0,-0.015165,0.0,0.015165,99.98483451,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_6_lm12_regime_flip_repair_lm12_0_05,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_regime_flip_repair,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_regime_flip_repair; tag=lm12_0_05; focus=official leader dryup-to-reaccel without trade-count cap,5m,597,2,0,2,0.0,-0.015165,0.0,0.015165,99.98483451,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_11_lm12_regime_flip_repair_lm12_0_10,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_regime_flip_repair,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_regime_flip_repair; tag=lm12_0_10; focus=official leader dryup-to-reaccel without trade-count cap,5m,597,2,0,2,0.0,-0.015165,0.0,0.015165,99.98483451,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_16_lm12_regime_flip_repair_lm12_0_15,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_regime_flip_repair,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_regime_flip_repair; tag=lm12_0_15; focus=official leader dryup-to-reaccel without trade-count cap,5m,597,2,0,2,0.0,-0.015165,0.0,0.015165,99.98483451,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_79_lm12_failed_breakdown_inside_lm12_3_18,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_failed_breakdown_inside,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_failed_breakdown_inside; tag=lm12_3_18; focus=official leader reaction-based exits with no trade-count cap,5m,597,3,1,2,33.333333,-0.015349,0.0,0.015352,99.984647986,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_71_lx12_ema_band_reentry_lx12_3_10,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx12_ema_band_reentry,long,8V12 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx12_ema_band_reentry; tag=lx12_3_10; focus=raw V51 EMA shelf conversion for official promotion,5m,597,2,0,2,0.0,-0.015848,0.0,0.015848,99.984152225,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_68_lx12_ema_band_reentry_lx12_3_07,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx12_ema_band_reentry,long,8V12 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx12_ema_band_reentry; tag=lx12_3_07; focus=raw V51 EMA shelf conversion for official promotion,5m,597,1,0,1,0.0,-0.016052,0.0,0.016052,99.983948329,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_73_lx12_ema_band_reentry_lx12_3_12,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx12_ema_band_reentry,long,8V12 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx12_ema_band_reentry; tag=lx12_3_12; focus=raw V51 EMA shelf conversion for official promotion,5m,597,1,0,1,0.0,-0.016052,0.0,0.016052,99.983948329,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_76_lx12_ema_band_reentry_lx12_3_15,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx12_ema_band_reentry,long,8V12 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx12_ema_band_reentry; tag=lx12_3_15; focus=raw V51 followthrough runner/fast-cut balance,5m,597,2,0,2,0.0,-0.016193,0.0,0.016193,99.983807408,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_69_sm12_failed_breakout_inside_sm12_3_08,short_beh_dd_brake,short_main_v1_improvements,sm12_failed_breakout_inside,short,8V12 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm12_failed_breakout_inside; tag=sm12_3_08; focus=short main official baseline improvement,5m,597,1,0,1,0.0,-0.016249,0.0,0.016249,99.983751347,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_63_lx12_ema_band_reentry_lx12_3_02,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx12_ema_band_reentry,long,8V12 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx12_ema_band_reentry; tag=lx12_3_02; focus=raw V51 EMA shelf conversion for official promotion,5m,597,2,0,2,0.0,-0.018674,0.0,0.018674,99.981326058,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_67_lx12_ema_band_reentry_lx12_3_06,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx12_ema_band_reentry,long,8V12 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx12_ema_band_reentry; tag=lx12_3_06; focus=raw V51 EMA shelf conversion for official promotion,5m,597,2,0,2,0.0,-0.018947,0.0,0.018947,99.981052853,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_13_lm12_regime_flip_repair_lm12_0_12,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_regime_flip_repair,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_regime_flip_repair; tag=lm12_0_12; focus=official leader dryup-to-reaccel without trade-count cap,5m,597,2,0,2,0.0,-0.019008,0.0,0.019008,99.980992399,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_58_lm12_ema20_slope_proxy_lm12_2_17,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_ema20_slope_proxy,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_ema20_slope_proxy; tag=lm12_2_17; focus=official leader EMA shelf repair and runner preservation,5m,597,2,0,2,0.0,-0.02201,0.0,0.02201,99.97799032,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_31_sm12_vol_contract_breakdown_sm12_1_10,short_beh_dd_brake,short_main_v1_improvements,sm12_vol_contract_breakdown,short,8V12 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm12_vol_contract_breakdown; tag=sm12_1_10; focus=short main official baseline improvement,5m,597,1,0,1,0.0,-0.0224,0.0,0.0224,99.977599599,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_1_sm12_regime_flip_reject_sm12_0_00,short_beh_dd_brake,short_main_v1_improvements,sm12_regime_flip_reject,short,8V12 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm12_regime_flip_reject; tag=sm12_0_00; focus=short main official baseline improvement,5m,597,2,0,2,0.0,-0.022636,0.0,0.022636,99.977364322,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_59_sm12_ema20_slope_proxy_sm12_2_18,short_beh_dd_brake,short_main_v1_improvements,sm12_ema20_slope_proxy,short,8V12 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm12_ema20_slope_proxy; tag=sm12_2_18; focus=short main official baseline improvement,5m,597,2,0,2,0.0,-0.022636,0.0,0.022636,99.977364322,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_8_lm12_regime_flip_repair_lm12_0_07,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_regime_flip_repair,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_regime_flip_repair; tag=lm12_0_07; focus=official leader dryup-to-reaccel without trade-count cap,5m,597,2,0,2,0.0,-0.023254,0.0,0.023254,99.976745959,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_5_sm12_regime_flip_reject_sm12_0_04,short_beh_dd_brake,short_main_v1_improvements,sm12_regime_flip_reject,short,8V12 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm12_regime_flip_reject; tag=sm12_0_04; focus=short main official baseline improvement,5m,597,3,0,3,0.0,-0.023288,0.0,0.023288,99.976712227,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_10_sm12_regime_flip_reject_sm12_0_09,short_beh_dd_brake,short_main_v1_improvements,sm12_regime_flip_reject,short,8V12 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm12_regime_flip_reject; tag=sm12_0_09; focus=short main official baseline improvement,5m,597,3,0,3,0.0,-0.023288,0.0,0.023288,99.976712227,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_15_sm12_regime_flip_reject_sm12_0_14,short_beh_dd_brake,short_main_v1_improvements,sm12_regime_flip_reject,short,8V12 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm12_regime_flip_reject; tag=sm12_0_14; focus=short main official baseline improvement,5m,597,3,0,3,0.0,-0.023288,0.0,0.023288,99.976712227,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_20_sm12_regime_flip_reject_sm12_0_19,short_beh_dd_brake,short_main_v1_improvements,sm12_regime_flip_reject,short,8V12 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm12_regime_flip_reject; tag=sm12_0_19; focus=short main official baseline improvement,5m,597,3,0,3,0.0,-0.023288,0.0,0.023288,99.976712227,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_46_lm12_ema20_slope_proxy_lm12_2_05,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_ema20_slope_proxy,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_ema20_slope_proxy; tag=lm12_2_05; focus=official leader absorption-floor for MDD compression without starving trades,5m,597,3,0,3,0.0,-0.024872,0.0,0.024872,99.975128127,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_3_sm12_regime_flip_reject_sm12_0_02,short_beh_dd_brake,short_main_v1_improvements,sm12_regime_flip_reject,short,8V12 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm12_regime_flip_reject; tag=sm12_0_02; focus=short main official baseline improvement,5m,597,3,0,3,0.0,-0.026591,0.0,0.026591,99.973409279,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_8_sm12_regime_flip_reject_sm12_0_07,short_beh_dd_brake,short_main_v1_improvements,sm12_regime_flip_reject,short,8V12 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm12_regime_flip_reject; tag=sm12_0_07; focus=short main official baseline improvement,5m,597,3,0,3,0.0,-0.026591,0.0,0.026591,99.973409279,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_13_sm12_regime_flip_reject_sm12_0_12,short_beh_dd_brake,short_main_v1_improvements,sm12_regime_flip_reject,short,8V12 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm12_regime_flip_reject; tag=sm12_0_12; focus=short main official baseline improvement,5m,597,3,0,3,0.0,-0.026591,0.0,0.026591,99.973409279,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_18_sm12_regime_flip_reject_sm12_0_17,short_beh_dd_brake,short_main_v1_improvements,sm12_regime_flip_reject,short,8V12 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm12_regime_flip_reject; tag=sm12_0_17; focus=short main official baseline improvement,5m,597,3,0,3,0.0,-0.026591,0.0,0.026591,99.973409279,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_36_lm12_vol_contract_expand_lm12_1_15,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_vol_contract_expand,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_vol_contract_expand; tag=lm12_1_15; focus=official leader absorption-floor for MDD compression without starving trades,5m,597,4,0,4,0.0,-0.039192,0.0,0.039192,99.960808239,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_64_sm12_failed_breakout_inside_sm12_3_03,short_beh_dd_brake,short_main_v1_improvements,sm12_failed_breakout_inside,short,8V12 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm12_failed_breakout_inside; tag=sm12_3_03; focus=short main official baseline improvement,5m,597,3,0,3,0.0,-0.039732,0.0,0.039732,99.960267522,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_26_lm12_vol_contract_expand_lm12_1_05,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_vol_contract_expand,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_vol_contract_expand; tag=lm12_1_05; focus=official leader absorption-floor for MDD compression without starving trades,5m,597,5,0,5,0.0,-0.042333,0.0,0.042333,99.957666992,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_88_sm12_dd_sanitizer_sm12_4_07,short_beh_dd_brake,short_main_v1_improvements,sm12_dd_sanitizer,short,8V12 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm12_dd_sanitizer; tag=sm12_4_07; focus=short main official baseline improvement,5m,597,3,0,3,0.0,-0.044892,0.0,0.044892,99.955108244,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_21_lm12_vol_contract_expand_lm12_1_00,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_vol_contract_expand,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_vol_contract_expand; tag=lm12_1_00; focus=official leader dryup-to-reaccel without trade-count cap,5m,597,5,0,5,0.0,-0.060302,0.0,0.060302,99.939698473,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_26_sm12_vol_contract_breakdown_sm12_1_05,short_beh_dd_brake,short_main_v1_improvements,sm12_vol_contract_breakdown,short,8V12 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm12_vol_contract_breakdown; tag=sm12_1_05; focus=short main official baseline improvement,5m,597,3,0,3,0.0,-0.07395,0.0,0.07395,99.926050228,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_56_lm12_ema20_slope_proxy_lm12_2_15,6V2_L01_doubleflush_core,long_main_v1_improvements,lm12_ema20_slope_proxy,long,8V12 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm12_ema20_slope_proxy; tag=lm12_2_15; focus=official leader EMA shelf repair and runner preservation,5m,597,6,0,6,0.0,-0.075991,0.0,0.075991,99.924008708,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_max_v1_24_sx12_pullback_continuation_sx12_1_03,short_only_reference_1x,short_max_v1_improvements,sx12_pullback_continuation,short,8V12 long/short main/max no-trade-cap improvement from short_only_reference_1x; side=short; group=sx12_pullback_continuation; tag=sx12_1_03; focus=short max raw cd baseline improvement,5m,597,7,2,5,28.571429,-0.086228,0.0,0.087002,99.912997648,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_max_v1_29_sx12_pullback_continuation_sx12_1_08,short_only_reference_1x,short_max_v1_improvements,sx12_pullback_continuation,short,8V12 long/short main/max no-trade-cap improvement from short_only_reference_1x; side=short; group=sx12_pullback_continuation; tag=sx12_1_08; focus=short max raw cd baseline improvement,5m,597,7,2,5,28.571429,-0.086228,0.0,0.087002,99.912997648,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_max_v1_34_sx12_pullback_continuation_sx12_1_13,short_only_reference_1x,short_max_v1_improvements,sx12_pullback_continuation,short,8V12 long/short main/max no-trade-cap improvement from short_only_reference_1x; side=short; group=sx12_pullback_continuation; tag=sx12_1_13; focus=short max raw cd baseline improvement,5m,597,7,2,5,28.571429,-0.086228,0.0,0.087002,99.912997648,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_max_v1_39_sx12_pullback_continuation_sx12_1_18,short_only_reference_1x,short_max_v1_improvements,sx12_pullback_continuation,short,8V12 long/short main/max no-trade-cap improvement from short_only_reference_1x; side=short; group=sx12_pullback_continuation; tag=sx12_1_18; focus=short max raw cd baseline improvement,5m,597,7,2,5,28.571429,-0.086228,0.0,0.087002,99.912997648,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_max_v1_62_sx12_ema_band_reentry_sx12_3_01,short_only_reference_1x,short_max_v1_improvements,sx12_ema_band_reentry,short,8V12 long/short main/max no-trade-cap improvement from short_only_reference_1x; side=short; group=sx12_ema_band_reentry; tag=sx12_3_01; focus=short max raw cd baseline improvement,5m,597,7,2,5,28.571429,-0.086228,0.0,0.087002,99.912997648,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
8V12_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_max_v1_67_sx12_ema_band_reentry_sx12_3_06,short_only_reference_1x,short_max_v1_improvements,sx12_ema_band_reentry,short,8V12 long/short main/max no-trade-cap improvement from short_only_reference_1x; side=short; group=sx12_ema_band_reentry; tag=sx12_3_06; focus=short max raw cd baseline improvement,5m,597,7,2,5,28.571429,-0.086228,0.0,0.087002,99.912997648,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.0,121.7490287208,False,False,return_fail
