experiment,trades,final_asset,final_return,peak_asset,peak_growth,win_rate,pf,mdd,max_conc,max_conc_unique_symbols,same_bar_trades,active_leftover
official_top200_reference,89650,1220.699950119489,11.20699950119489,1237.1430559323053,11.371430559323052,0.3774010039040714,1.2199649287119587,-0.3603441140922301,271,271,7703,0
score_l16_s19_shortheavy,88671,1184.689934003843,10.84689934003843,1204.5367983869382,11.045367983869383,0.3781506918834794,1.2210366299380528,-0.4100982182747188,386,386,7703,0
score_l16_s20_shortheavy,87564,1189.065698920805,10.89065698920805,1214.0601051163587,11.140601051163587,0.37835183408706774,1.2242423674675684,-0.41068848147752834,386,386,7703,0
score_l16_s21_shortheavy,86098,1176.5895044813474,10.765895044813474,1207.6583065519453,11.076583065519452,0.37842923180561683,1.2258721719881713,-0.4076675444598499,386,386,7703,0
score_l155_s20_shortheavy,87627,1188.9327656350772,10.889327656350773,1213.961640488873,11.139616404888729,0.3783422917593892,1.224269120855,-0.41024582961100264,386,386,7703,0
score_l165_s20_shortheavy,87440,1187.6170239714997,10.876170239714998,1213.5456332695403,11.135456332695403,0.3782708142726441,1.224271911212943,-0.410951697256578,386,386,7703,0
soft_asym_short_score_l16_s19,82997,1103.5979476448822,10.035979476448823,1141.8875145122233,10.418875145122234,0.3781943925684061,1.2316929295223813,-0.409860541432005,386,386,7241,0
soft_asym_short_score_l16_s20,82030,1105.036379656947,10.05036379656947,1143.1459779091686,10.431459779091686,0.37847129099110083,1.2344789802302334,-0.408423481149758,386,386,7241,0
soft_asym_short_score_l16_s21,80784,1104.7075109621817,10.047075109621817,1141.3922322355527,10.413922322355527,0.3788250148544266,1.2376540910022729,-0.40882745710026724,386,386,7241,0
score_l16_s20_shortheavy_wick06,85744,1176.1926106488843,10.761926106488843,1205.9544773100477,11.059544773100477,0.3783938234745288,1.226745665677911,-0.4064559423658819,386,386,7703,0
score_l16_s20_shortheavy_rsi10,87999,1181.4155206107769,10.814155206107769,1205.2652260315258,11.052652260315257,0.37811793315833137,1.22293875038647,-0.4106900660902686,386,386,7703,0
score_l16_s20_shortheavy_atr020,86832,1196.0060544860653,10.960060544860653,1222.769795270078,11.22769795270078,0.3785816288925742,1.226414423594533,-0.4094334384685051,386,386,7703,0
score_l16_s20_shortheavy_atr025_cap22,85985,1189.0907175918505,10.890907175918505,1216.1948941001299,11.161948941001299,0.37853113915217773,1.2279741445882018,-0.4085841425343395,386,386,7703,0
