strategy,axis,family,description,audit_mode,slippage_per_side,slippage_per_side_pct,round_trip_slippage,round_trip_slippage_pct,total_round_trip_cost,total_round_trip_cost_pct,entry_mode,precompute_signals,initial_asset,position_fraction,leverage,fee_per_side,round_trip_fee,environment_lock_pass,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,mtm_close_max_return_pct,mtm_close_max_drawdown_pct,mtm_close_cd_value,mtm_close_min_equity,mtm_worstbar_max_return_pct,mtm_worstbar_max_drawdown_pct,mtm_worstbar_cd_value,mtm_worstbar_min_equity,generated_signals,executed_entries,blocked_entries,max_conc,max_conc_unique_symbols,same_bar_trades,active_leftover,pending_leftover,short_dev,short_wick_mult,score_min_short,score_dev_weight,atr_stop_mult,rr_mult,timeout_bars,time_reduce_bars,time_reduce_to_risk_frac,fail_fast_bars,dd_brake_trigger_pct,dd_brake_freeze_steps,ret12_min,ret3_min,volume_spike_min,upper_range_ratio_min,close_position_max,green_streak_min,ema20_slope12_min,ema20_slope12_max,range_spike_min,dist_roll_high20_min,climax_score_min,period_label,target_retest_strategy,target_expected_trades,target_expected_max_return_pct,target_expected_max_drawdown_pct,target_expected_official_cd_value,target_expected_profit_factor,delta_vs_target_expected_trades,delta_vs_target_expected_max_return_pct,delta_vs_target_expected_max_drawdown_pct,delta_vs_target_expected_official_cd_value,delta_vs_target_expected_profit_factor,delta_vs_target_expected_mtm_worstbar_max_drawdown_pct,delta_vs_target_expected_mtm_worstbar_cd_value,period_start,period_end,period_days,period_loaded_symbols,period_timeline_count,load_errors,candidate_key,strategy_elapsed_seconds,strategy_elapsed_minutes,strategy_started_at,strategy_finished_at,parent_reference_source,parent_strategy,parent_trades,parent_max_return_pct,parent_max_drawdown_pct,parent_official_cd_value,parent_profit_factor,parent_mtm_close_max_drawdown_pct,parent_mtm_worstbar_max_drawdown_pct,parent_mtm_worstbar_cd_value,source_retest_strategy,source_trades,source_max_return_pct,source_max_drawdown_pct,source_official_cd_value,source_profit_factor,delta_vs_source_trades,delta_vs_source_max_return_pct,delta_vs_source_max_drawdown_pct,delta_vs_source_official_cd_value,delta_vs_source_profit_factor,delta_vs_source_mtm_close_max_drawdown_pct,delta_vs_source_mtm_worstbar_max_drawdown_pct,delta_vs_source_mtm_worstbar_cd_value,gate_beats_v3_cd,gate_beats_v3_mtm_worstbar_cd,gate_realized_mdd_better_or_equal_v3,gate_mtm_worstbar_mdd_better_or_equal_v3,gate_mdd_under_10,gate_mtm_close_mdd_under_10,gate_mtm_worstbar_mdd_under_10,gate_mtm_worstbar_mdd_under_15,gate_active_leftover_zero,gate_pending_leftover_zero,gate_environment_lock_pass,gate_realized_mdd10_pass,gate_mtm_audit_pass,total_elapsed_seconds,total_elapsed_minutes,load_elapsed_seconds,load_elapsed_minutes,run_started_at,run_finished_at,delta_vs_same_period_baseline_official_cd_value,delta_vs_same_period_baseline_max_return_pct,delta_vs_same_period_baseline_max_drawdown_pct,delta_vs_same_period_baseline_profit_factor,delta_vs_same_period_baseline_mtm_close_cd_value,delta_vs_same_period_baseline_mtm_close_max_drawdown_pct,delta_vs_same_period_baseline_mtm_worstbar_cd_value,delta_vs_same_period_baseline_mtm_worstbar_max_drawdown_pct,gate_improve_vs_same_period_baseline,gate_mtm_worstbar_improve_vs_same_period_baseline,gate_baseline_exact_retest_pass,gate_target_exact_retest_pass,gate_run_valid_for_development,full_cd_value,exq4_cd_value,q4_only_cd_value,exq4_to_full_cd_ratio,q4_to_full_cd_ratio,full_mtm_worstbar_cd_value,exq4_mtm_worstbar_cd_value,q4_only_mtm_worstbar_cd_value,exq4_to_full_mtm_worstbar_cd_ratio,q4_to_full_mtm_worstbar_cd_ratio,q4_dependency_flag
SM2V3TOPMIX2_V3MIX07_N02_stop255_rr630_t375_slip000000,short_main,short_main2_v3_topmix2_development,v3 topmix2 development from short_main2/v3: V3MIX07_N02_stop255_rr630_t375 | stop255로 더 넓게 주되 rr630/timeout375로 균형화. 흔들림 허용형 | slippage_per_side=0.0,realism_audit_no_position_limit,0.0,0.0,0.0,0.0,0.0008,0.08,climax_exhaustion,True,100.0,0.01,1.0,0.0004,0.0008,True,149151,10603,138548,7.108903057974804,113147.92211118022,113147.92211118022,5.540389442518634,106973.54619066067,1.9543969406097241,113314.48713387063,14.803514321510857,96625.15728834,99.74158925481962,113163.03390526188,14.046920216852365,97353.0658974033,99.7366057068724,267412,149151,0,364,364,7479,0,0,0.025,1.3,2.35,1.3,2.55,6.3,375,3,0.0,15,0.088,3,0.03,0.004,0.75,0.16,0.94,0,-0.025,0.095,0.0,-0.08,2.7,FULL_TRAIN_TO_2025_END,SM60_C03_stop240_score270_timeout315,152030,73746.55353592646,5.888592725709996,69498.03075622236,1.8286053579584032,-2879,39401.36857525376,-0.34820328319136173,37475.515434438305,0.12579158265132095,-0.18585193564939395,34005.38596615239,,2025-12-31 23:59:59,,597,664093,0,V3MIX07_N02_stop255_rr630_t375,301.80050219999976,5.030008369999996,2026-06-03T14:08:13,2026-06-03T14:13:15,fixed_official_short_main2_v3_reference,SM60_C03_stop240_score270_timeout315,152030,73746.55353592646,5.888592725709996,69498.03075622236,1.8286053579584032,15.017466599306728,14.23277215250176,63347.67993125091,SM60_C03_stop240_score270_timeout315,152030,73746.55353592646,5.888592725709996,69498.03075622236,1.8286053579584032,-2879,39401.36857525376,-0.34820328319136173,37475.515434438305,0.12579158265132095,-0.21395227779587067,-0.18585193564939395,34005.38596615239,True,True,True,True,True,False,False,True,True,True,True,True,True,4220.571834600003,70.34286391000005,782.9776628,13.049627713333333,2026-06-03T13:08:43,2026-06-03T14:19:03,25445.446734634068,26627.085344797015,-0.3389549513617247,0.07232376625281822,22903.623652995055,-0.21197626740489106,23046.065508444488,-0.1861445384928384,True,True,False,False,False,106973.54619066067,,,,,97353.0658974033,,,,,UNKNOWN
SM2V3TOPMIX2_V3MIX06_N02_t390_rr635_fail15_slip000000,short_main,short_main2_v3_topmix2_development,v3 topmix2 development from short_main2/v3: V3MIX06_N02_t390_rr635_fail15 | V3N02의 rr635/stop250을 유지하고 timeout390/failfast15로 더 긴 추세 포착 확인 | slippage_per_side=0.0,realism_audit_no_position_limit,0.0,0.0,0.0,0.0,0.0008,0.08,climax_exhaustion,True,100.0,0.01,1.0,0.0004,0.0008,True,149456,10483,138973,7.014104485601114,102741.12957009605,102741.12957009605,6.222271396403201,96442.075381118,1.9262429033933735,102890.67691965583,14.797380435002882,87750.75464326965,99.74219785378162,102750.06201451697,14.037650552860125,88412.32971551914,99.737214275426,267412,149456,0,364,364,7884,0,0,0.025,1.3,2.35,1.3,2.5,6.35,390,3,0.0,15,0.088,3,0.03,0.004,0.75,0.16,0.94,0,-0.025,0.095,0.0,-0.08,2.7,FULL_TRAIN_TO_2025_END,SM60_C03_stop240_score270_timeout315,152030,73746.55353592646,5.888592725709996,69498.03075622236,1.8286053579584032,-2574,28994.576034169586,0.3336786706932049,26944.044624895643,0.09763754543497027,-0.19512159964163445,25064.64978426823,,2025-12-31 23:59:59,,597,664093,0,V3MIX06_N02_t390_rr635_fail15,318.7838479999991,5.313064133333318,2026-06-03T14:02:38,2026-06-03T14:07:56,fixed_official_short_main2_v3_reference,SM60_C03_stop240_score270_timeout315,152030,73746.55353592646,5.888592725709996,69498.03075622236,1.8286053579584032,15.017466599306728,14.23277215250176,63347.67993125091,SM60_C03_stop240_score270_timeout315,152030,73746.55353592646,5.888592725709996,69498.03075622236,1.8286053579584032,-2574,28994.576034169586,0.3336786706932049,26944.044624895643,0.09763754543497027,-0.22008616430384542,-0.19512159964163445,25064.64978426823,True,True,False,True,True,False,False,True,True,True,True,True,True,4220.571834600003,70.34286391000005,782.9776628,13.049627713333333,2026-06-03T13:08:43,2026-06-03T14:19:03,14913.975925091407,16220.292803712844,0.3429270025228419,0.04416972903646754,14029.221007924716,-0.2181101539128658,14105.329326560328,-0.1954142024850789,True,True,False,False,False,96442.075381118,,,,,88412.32971551914,,,,,UNKNOWN
SM2V3TOPMIX2_V3MIX01_N02_N06_rr645_t375_stop250_slip000000,short_main,short_main2_v3_topmix2_development,v3 topmix2 development from short_main2/v3: V3MIX01_N02_N06_rr645_t375_stop250 | V3N02의 stop250에 V3N06의 rr645/timeout375/failfast15를 결합. payoff 극대화 | slippage_per_side=0.0,realism_audit_no_position_limit,0.0,0.0,0.0,0.0,0.0008,0.08,climax_exhaustion,True,100.0,0.01,1.0,0.0004,0.0008,True,149618,10621,138997,7.0987448034327425,100974.92702329531,100974.92702329531,5.831519993031997,95180.72244598933,1.9236854123859188,101122.69958185527,14.797380435002482,86244.39163814849,99.75142926849018,100986.41260863056,14.037650552859727,86896.25525020907,99.74644522889068,267412,149618,0,364,364,7897,0,0,0.025,1.3,2.35,1.3,2.5,6.45,375,3,0.0,15,0.088,3,0.03,0.004,0.75,0.16,0.94,0,-0.025,0.095,0.0,-0.08,2.7,FULL_TRAIN_TO_2025_END,SM60_C03_stop240_score270_timeout315,152030,73746.55353592646,5.888592725709996,69498.03075622236,1.8286053579584032,-2412,27228.37348736885,-0.05707273267799895,25682.691689766973,0.09508005442751566,-0.19512159964203235,23548.57531895816,,2025-12-31 23:59:59,,597,664093,0,V3MIX01_N02_N06_rr645_t375_stop250,314.8040433999995,5.246734056666658,2026-06-03T13:35:17,2026-06-03T13:40:32,fixed_official_short_main2_v3_reference,SM60_C03_stop240_score270_timeout315,152030,73746.55353592646,5.888592725709996,69498.03075622236,1.8286053579584032,15.017466599306728,14.23277215250176,63347.67993125091,SM60_C03_stop240_score270_timeout315,152030,73746.55353592646,5.888592725709996,69498.03075622236,1.8286053579584032,-2412,27228.37348736885,-0.05707273267799895,25682.691689766973,0.09508005442751566,-0.2200861643042451,-0.19512159964203235,23548.57531895816,True,True,True,True,True,False,False,True,True,True,True,True,True,4220.571834600003,70.34286391000005,782.9776628,13.049627713333333,2026-06-03T13:08:43,2026-06-03T14:19:03,13652.622989962736,14454.09025691211,-0.047824400848361925,0.04161223802901293,12522.85800280355,-0.2181101539132655,12589.254861250258,-0.1954142024854768,True,True,False,False,False,95180.72244598933,,,,,86896.25525020907,,,,,UNKNOWN
SM2V3TOPMIX2_V3MIX00_V3N02_ref_stop250_rr635_t360_slip000000,short_main,short_main2_v3_topmix2_development,v3 topmix2 development from short_main2/v3: V3MIX00_V3N02_ref_stop250_rr635_t360 | 직전 1위 V3N02 재현 참조 후보. mix 후보의 비교 기준으로 함께 실행 | slippage_per_side=0.0,realism_audit_no_position_limit,0.0,0.0,0.0,0.0,0.0008,0.08,climax_exhaustion,True,100.0,0.01,1.0,0.0004,0.0008,True,149892,10765,139127,7.1818375897312725,99211.95877673142,99211.95877673142,5.60722907504152,93743.3097492093,1.9131585987765096,99357.39394193087,14.79736994357137,84740.31542410822,99.70787406796507,99233.50246123504,14.037640791934669,85389.42219967929,99.70289220458345,267412,149892,0,364,364,7907,0,0,0.025,1.3,2.35,1.3,2.5,6.35,360,3,0.0,14,0.085,3,0.03,0.004,0.75,0.16,0.94,0,-0.025,0.095,0.0,-0.08,2.7,FULL_TRAIN_TO_2025_END,SM60_C03_stop240_score270_timeout315,152030,73746.55353592646,5.888592725709996,69498.03075622236,1.8286053579584032,-2138,25465.40524080496,-0.28136365066847624,24245.278992986932,0.08455324081810645,-0.1951313605670908,22041.74226842838,,2025-12-31 23:59:59,,597,664093,0,V3MIX00_V3N02_ref_stop250_rr635_t360,319.04411130000153,5.317401855000026,2026-06-03T13:29:44,2026-06-03T13:35:03,fixed_official_short_main2_v3_reference,SM60_C03_stop240_score270_timeout315,152030,73746.55353592646,5.888592725709996,69498.03075622236,1.8286053579584032,15.017466599306728,14.23277215250176,63347.67993125091,SM60_C03_stop240_score270_timeout315,152030,73746.55353592646,5.888592725709996,69498.03075622236,1.8286053579584032,-2138,25465.40524080496,-0.28136365066847624,24245.278992986932,0.08455324081810645,-0.22009665573535742,-0.1951313605670908,22041.74226842838,True,True,True,True,True,False,False,True,True,True,True,True,True,4220.571834600003,70.34286391000005,782.9776628,13.049627713333333,2026-06-03T13:08:43,2026-06-03T14:19:03,12215.210293182696,12691.12201034822,-0.2721153188388392,0.031085424419603713,11018.781788763285,-0.2181206453443778,11082.42181072048,-0.19542396341053525,True,True,False,False,False,93743.3097492093,,,,,85389.42219967929,,,,,UNKNOWN
SM2V3TOPMIX2_V3MIX02_N02_N01_rr640_t360_dd085_slip000000,short_main,short_main2_v3_topmix2_development,v3 topmix2 development from short_main2/v3: V3MIX02_N02_N01_rr640_t360_dd085 | V3N02의 stop250에 V3N01의 rr640/timeout360을 결합. N02보다 rr만 살짝 키운 절충형 | slippage_per_side=0.0,realism_audit_no_position_limit,0.0,0.0,0.0,0.0,0.0008,0.08,climax_exhaustion,True,100.0,0.01,1.0,0.0004,0.0008,True,149864,10759,139105,7.179175786046015,99073.8127545145,99073.8127545145,5.607230435654731,93612.90854154412,1.9156037495569374,99219.04642088502,14.797369943571258,84622.4396975594,99.70787406796507,99095.32784204454,14.037640791934546,85270.64403719649,99.70289220458345,267412,149864,0,364,364,7905,0,0,0.025,1.3,2.35,1.3,2.5,6.4,360,3,0.0,14,0.085,3,0.03,0.004,0.75,0.16,0.94,0,-0.025,0.095,0.0,-0.08,2.7,FULL_TRAIN_TO_2025_END,SM60_C03_stop240_score270_timeout315,152030,73746.55353592646,5.888592725709996,69498.03075622236,1.8286053579584032,-2166,25327.259218588035,-0.2813622900552648,24114.87778532176,0.08699839159853417,-0.19513136056721336,21922.964105945575,,2025-12-31 23:59:59,,597,664093,0,V3MIX02_N02_N01_rr640_t360_dd085,315.695734500001,5.261595575000016,2026-06-03T13:40:52,2026-06-03T13:46:07,fixed_official_short_main2_v3_reference,SM60_C03_stop240_score270_timeout315,152030,73746.55353592646,5.888592725709996,69498.03075622236,1.8286053579584032,15.017466599306728,14.23277215250176,63347.67993125091,SM60_C03_stop240_score270_timeout315,152030,73746.55353592646,5.888592725709996,69498.03075622236,1.8286053579584032,-2166,25327.259218588035,-0.2813622900552648,24114.87778532176,0.08699839159853417,-0.22009665573546933,-0.19513136056721336,21922.964105945575,True,True,True,True,True,False,False,True,True,True,True,True,True,4220.571834600003,70.34286391000005,782.9776628,13.049627713333333,2026-06-03T13:08:43,2026-06-03T14:19:03,12084.809085517525,12552.975988131293,-0.2721139582256278,0.03353057520003144,10900.90606221446,-0.21812064534448972,10963.643648237674,-0.19542396341065782,True,True,False,False,False,93612.90854154412,,,,,85270.64403719649,,,,,UNKNOWN
SM2V3TOPMIX2_V3MIX03_N02_def_t345_rr630_slip000000,short_main,short_main2_v3_topmix2_development,v3 topmix2 development from short_main2/v3: V3MIX03_N02_def_t345_rr630 | V3N02의 stop250은 유지하되 rr630/timeout345로 낮춰 MDD와 MTM 부담 완화 확인 | slippage_per_side=0.0,realism_audit_no_position_limit,0.0,0.0,0.0,0.0,0.0008,0.08,climax_exhaustion,True,100.0,0.01,1.0,0.0004,0.0008,True,150150,10930,139220,7.279387279387279,96450.98648941691,96450.98648941691,5.591723939205995,91152.12186434865,1.9024314878576454,96592.49094460999,14.797369943570814,82384.54535188235,99.67752291623827,96472.35418047538,14.037640791934102,83015.87399630588,99.67254256933963,267412,150150,0,364,364,7929,0,0,0.025,1.3,2.35,1.3,2.5,6.3,345,3,0.0,14,0.085,3,0.03,0.004,0.75,0.16,0.94,0,-0.025,0.095,0.0,-0.08,2.7,FULL_TRAIN_TO_2025_END,SM60_C03_stop240_score270_timeout315,152030,73746.55353592646,5.888592725709996,69498.03075622236,1.8286053579584032,-1880,22704.432953490454,-0.2968687865040014,21654.09110812629,0.0738261298992422,-0.19513136056765745,19668.194065054966,,2025-12-31 23:59:59,,597,664093,0,V3MIX03_N02_def_t345_rr630,302.3521000999972,5.039201668333287,2026-06-03T13:46:27,2026-06-03T13:51:29,fixed_official_short_main2_v3_reference,SM60_C03_stop240_score270_timeout315,152030,73746.55353592646,5.888592725709996,69498.03075622236,1.8286053579584032,15.017466599306728,14.23277215250176,63347.67993125091,SM60_C03_stop240_score270_timeout315,152030,73746.55353592646,5.888592725709996,69498.03075622236,1.8286053579584032,-1880,22704.432953490454,-0.2968687865040014,21654.09110812629,0.0738261298992422,-0.22009665573591342,-0.19513136056765745,19668.194065054966,True,True,True,True,True,False,False,True,True,True,True,True,True,4220.571834600003,70.34286391000005,782.9776628,13.049627713333333,2026-06-03T13:08:43,2026-06-03T14:19:03,9624.022408322053,9930.149723033712,-0.28762045467436437,0.020358313500739467,8663.01171653741,-0.2181206453449338,8708.873607347065,-0.1954239634111019,True,True,False,False,False,91152.12186434865,,,,,83015.87399630588,,,,,UNKNOWN
SM2V3TOPMIX2_V3MIX08_N02_stop248_rr642_t360_slip000000,short_main,short_main2_v3_topmix2_development,"v3 topmix2 development from short_main2/v3: V3MIX08_N02_stop248_rr642_t360 | N02 근처 미세 조정. stop248, rr642, timeout360으로 국소 최적점 확인 | slippage_per_side=0.0",realism_audit_no_position_limit,0.0,0.0,0.0,0.0,0.0008,0.08,climax_exhaustion,True,100.0,0.01,1.0,0.0004,0.0008,True,150110,10773,139337,7.1767370594897075,94429.82726809518,94429.82726809518,5.743227545697249,89100.7641895339,1.9050529907999065,94567.94400450663,14.802037193772744,80655.1597223796,99.68898864120403,94449.61354323776,14.03392810397779,81280.58875599093,99.68400772142508,267412,150110,0,364,364,8071,0,0,0.025,1.3,2.35,1.3,2.48,6.42,360,3,0.0,14,0.085,3,0.03,0.004,0.75,0.16,0.94,0,-0.025,0.095,0.0,-0.08,2.7,FULL_TRAIN_TO_2025_END,SM60_C03_stop240_score270_timeout315,152030,73746.55353592646,5.888592725709996,69498.03075622236,1.8286053579584032,-1920,20683.273732168716,-0.1453651800127469,19602.733433311543,0.07644763284150335,-0.19884404852396997,17932.90882474002,,2025-12-31 23:59:59,,597,664093,0,V3MIX08_N02_stop248_rr642_t360,317.81373950000125,5.296895658333354,2026-06-03T14:13:31,2026-06-03T14:18:49,fixed_official_short_main2_v3_reference,SM60_C03_stop240_score270_timeout315,152030,73746.55353592646,5.888592725709996,69498.03075622236,1.8286053579584032,15.017466599306728,14.23277215250176,63347.67993125091,SM60_C03_stop240_score270_timeout315,152030,73746.55353592646,5.888592725709996,69498.03075622236,1.8286053579584032,-1920,20683.273732168716,-0.1453651800127469,19602.733433311543,0.07644763284150335,-0.2154294055339836,-0.19884404852396997,17932.90882474002,True,True,True,True,True,False,False,True,True,True,True,True,True,4220.571834600003,70.34286391000005,782.9776628,13.049627713333333,2026-06-03T13:08:43,2026-06-03T14:19:03,7572.664733507307,7908.9905017119745,-0.13611684818310987,0.022979816443000622,6933.62608703466,-0.213453395143004,6973.58836703212,-0.19913665136741443,True,True,False,False,False,89100.7641895339,,,,,81280.58875599093,,,,,UNKNOWN
SM2V3TOPMIX2_V3MIX05_N02_broad_ret0295_score271_slip000000,short_main,short_main2_v3_topmix2_development,v3 topmix2 development from short_main2/v3: V3MIX05_N02_broad_ret0295_score271 | V3N02 청산 구조에 V3N05의 ret12 완화와 score271을 결합. 기회 확대와 품질 균형 | slippage_per_side=0.0,realism_audit_no_position_limit,0.0,0.0,0.0,0.0,0.0008,0.08,climax_exhaustion,True,100.0,0.01,1.0,0.0004,0.0008,True,147860,10621,137239,7.183146219396727,91304.2923868519,91304.2923868519,5.823455887719231,86081.40374022166,1.9232225222530983,91438.1380066094,14.591458311057437,78181.38876065677,99.81512726638782,91324.14876284938,13.857621574988643,78754.93619913906,99.81014004414375,262100,147860,0,364,364,7770,0,0,0.025,1.3,2.35,1.3,2.5,6.35,360,3,0.0,14,0.085,3,0.0295,0.004,0.75,0.165,0.94,0,-0.025,0.095,0.0,-0.08,2.71,FULL_TRAIN_TO_2025_END,SM60_C03_stop240_score270_timeout315,152030,73746.55353592646,5.888592725709996,69498.03075622236,1.8286053579584032,-4170,17557.738850925438,-0.06513683799076553,16583.372983999303,0.09461716429469513,-0.3751505775131161,15407.256267888151,,2025-12-31 23:59:59,,597,664093,0,V3MIX05_N02_broad_ret0295_score271,316.1542580999994,5.269237634999991,2026-06-03T13:57:06,2026-06-03T14:02:22,fixed_official_short_main2_v3_reference,SM60_C03_stop240_score270_timeout315,152030,73746.55353592646,5.888592725709996,69498.03075622236,1.8286053579584032,15.017466599306728,14.23277215250176,63347.67993125091,SM60_C03_stop240_score270_timeout315,152030,73746.55353592646,5.888592725709996,69498.03075622236,1.8286053579584032,-4170,17557.738850925438,-0.06513683799076553,16583.372983999303,0.09461716429469513,-0.4260082882492906,-0.3751505775131161,15407.256267888151,True,True,True,True,True,False,False,True,True,True,True,True,True,4220.571834600003,70.34286391000005,782.9776628,13.049627713333333,2026-06-03T13:08:43,2026-06-03T14:19:03,4553.304284195066,4783.455620468696,-0.055888506161128504,0.0411493478961924,4459.855125311835,-0.424032277858311,4447.93581018025,-0.37544318035656055,True,True,False,False,False,86081.40374022166,,,,,78754.93619913906,,,,,UNKNOWN
SM2V3TOPMIX2_V3MIX04_N02_quality_score272_close093_slip000000,short_main,short_main2_v3_topmix2_development,v3 topmix2 development from short_main2/v3: V3MIX04_N02_quality_score272_close093 | V3N02 청산 구조에 V3N04의 품질 필터 일부를 결합. MTM worstbar MDD 완화 목적 | slippage_per_side=0.0,realism_audit_no_position_limit,0.0,0.0,0.0,0.0,0.0008,0.08,climax_exhaustion,True,100.0,0.01,1.0,0.0004,0.0008,True,145342,10470,134872,7.203698861994469,86974.4035503614,86974.4035503614,5.603216504084796,82195.43619979415,1.9329237400714312,87128.89156816457,13.934745244401348,75073.76774862576,99.83516442330486,87009.66638638797,13.296425170134663,75527.19477936794,99.83017619991242,255878,145342,0,364,364,7589,0,0,0.025,1.3,2.35,1.3,2.5,6.35,360,3,0.0,14,0.085,3,0.03,0.004,0.75,0.17,0.93,0,-0.025,0.095,0.0,-0.08,2.72,FULL_TRAIN_TO_2025_END,SM60_C03_stop240_score270_timeout315,152030,73746.55353592646,5.888592725709996,69498.03075622236,1.8286053579584032,-6688,13227.850014434938,-0.28537622162520027,12697.405443571784,0.10431838211302802,-0.9363469823670965,12179.514848117033,,2025-12-31 23:59:59,,597,664093,0,V3MIX04_N02_quality_score272_close093,309.49054089999845,5.15817568166664,2026-06-03T13:51:43,2026-06-03T13:56:53,fixed_official_short_main2_v3_reference,SM60_C03_stop240_score270_timeout315,152030,73746.55353592646,5.888592725709996,69498.03075622236,1.8286053579584032,15.017466599306728,14.23277215250176,63347.67993125091,SM60_C03_stop240_score270_timeout315,152030,73746.55353592646,5.888592725709996,69498.03075622236,1.8286053579584032,-6688,13227.850014434938,-0.28537622162520027,12697.405443571784,0.10431838211302802,-1.0827213549053791,-0.9363469823670965,12179.514848117033,True,True,True,True,True,False,False,True,True,True,True,True,True,4220.571834600003,70.34286391000005,782.9776628,13.049627713333333,2026-06-03T13:08:43,2026-06-03T14:19:03,667.3367437675479,453.5667839781963,-0.27612788979556324,0.050850565714525287,1352.2341132808215,-1.0807453445143995,1220.1943904091313,-0.9366395852105409,True,True,False,False,False,82195.43619979415,,,,,75527.19477936794,,,,,UNKNOWN
SM2V3_OFFICIAL_MIX05_BASELINE_slip000000,short_main,short_main2_v3_official_frozen_baseline,official independent frozen baseline: MIX05_A02_A03_failfast14_rr630 | slippage_per_side=0.0,realism_audit_no_position_limit,0.0,0.0,0.0,0.0,0.0008,0.08,climax_exhaustion,True,100.0,0.01,1.0,0.0004,0.0008,True,150791,10980,139811,7.281601687103342,86520.8367663832,86520.8367663832,5.879344393880359,81528.0994560266,1.882073174356906,86647.02501221909,15.015490588915748,73721.53363534494,99.66481162984097,86538.28336292313,14.233064755345204,74307.00038895881,99.65983191805657,267412,150791,0,364,364,8370,0,0,0.025,1.3,2.35,1.3,2.45,6.3,345,3,0.0,14,0.085,3,0.03,0.004,0.75,0.16,0.94,0,-0.025,0.095,0.0,-0.08,2.7,FULL_TRAIN_TO_2025_END,SM60_C03_stop240_score270_timeout315,152030,73746.55353592646,5.888592725709996,69498.03075622236,1.8286053579584032,-1239,12774.283230456742,-0.009248331829637024,12030.068699804237,0.05346781639850273,0.0002926028434444561,10959.320457707901,,2025-12-31 23:59:59,,597,664093,0,MIX05_A02_A03_failfast14_rr630,373.24312069999723,6.220718678333287,2026-06-03T13:23:14,2026-06-03T13:29:27,fixed_official_short_main2_v3_reference,SM60_C03_stop240_score270_timeout315,152030,73746.55353592646,5.888592725709996,69498.03075622236,1.8286053579584032,15.017466599306728,14.23277215250176,63347.67993125091,SM60_C03_stop240_score270_timeout315,152030,73746.55353592646,5.888592725709996,69498.03075622236,1.8286053579584032,-1239,12774.283230456742,-0.009248331829637024,12030.068699804237,0.05346781639850273,-0.00197601039097961,0.0002926028434444561,10959.320457707901,True,True,True,False,True,False,False,True,True,True,True,True,True,4220.571834600003,70.34286391000005,782.9776628,13.049627713333333,2026-06-03T13:08:43,2026-06-03T14:19:03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,81528.0994560266,,,,,74307.00038895881,,,,,UNKNOWN
