period_label,strategy,candidate_key,audit_mode,slippage_per_side,slippage_per_side_pct,total_round_trip_cost_pct,environment_lock_pass,trades,wins,losses,win_rate_pct,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,target_expected_trades,delta_vs_target_expected_trades,target_expected_max_return_pct,delta_vs_target_expected_max_return_pct,target_expected_max_drawdown_pct,delta_vs_target_expected_max_drawdown_pct,target_expected_official_cd_value,delta_vs_target_expected_official_cd_value,target_expected_profit_factor,delta_vs_target_expected_profit_factor,mtm_close_max_return_pct,mtm_close_max_drawdown_pct,mtm_close_cd_value,mtm_worstbar_max_return_pct,mtm_worstbar_max_drawdown_pct,mtm_worstbar_cd_value,generated_signals,executed_entries,blocked_entries,same_bar_trades,max_conc,max_conc_unique_symbols,active_leftover,pending_leftover,climax_score_min,atr_stop_mult,rr_mult,timeout_bars,dd_brake_trigger_pct,delta_vs_same_period_baseline_official_cd_value,delta_vs_same_period_baseline_max_drawdown_pct,delta_vs_same_period_baseline_profit_factor,delta_vs_same_period_baseline_mtm_worstbar_cd_value,delta_vs_same_period_baseline_mtm_worstbar_max_drawdown_pct,gate_realized_mdd10_pass,gate_mtm_close_mdd_under_10,gate_mtm_worstbar_mdd_under_10,gate_mtm_worstbar_mdd_under_15,gate_mtm_audit_pass,gate_improve_vs_same_period_baseline,gate_mtm_worstbar_improve_vs_same_period_baseline,gate_baseline_exact_retest_pass,gate_target_exact_retest_pass,gate_run_valid_for_development,gate_beats_v3_cd,gate_beats_v3_mtm_worstbar_cd,gate_realized_mdd_better_or_equal_v3,gate_mtm_worstbar_mdd_better_or_equal_v3,full_cd_value,exq4_cd_value,q4_only_cd_value,exq4_to_full_cd_ratio,q4_to_full_cd_ratio,full_mtm_worstbar_cd_value,exq4_mtm_worstbar_cd_value,q4_only_mtm_worstbar_cd_value,exq4_to_full_mtm_worstbar_cd_ratio,q4_to_full_mtm_worstbar_cd_ratio,q4_dependency_flag,period_loaded_symbols,period_timeline_count,strategy_elapsed_seconds,strategy_elapsed_minutes,load_elapsed_seconds,load_elapsed_minutes,total_elapsed_seconds,total_elapsed_minutes
FULL_TRAIN_TO_2025_END,SM2V3TOPMIX2_V3MIX07_N02_stop255_rr630_t375_slip000000,V3MIX07_N02_stop255_rr630_t375,realism_audit_no_position_limit,0.0,0.0,0.08,True,149151,10603,138548,7.108903057974804,113147.92211118022,5.540389442518634,106973.54619066067,1.9543969406097241,152030,-2879,73746.55353592646,39401.36857525376,5.888592725709996,-0.34820328319136173,69498.03075622236,37475.515434438305,1.8286053579584032,0.12579158265132095,113314.48713387063,14.803514321510857,96625.15728834,113163.03390526188,14.046920216852365,97353.0658974033,267412,149151,0,7479,364,364,0,0,2.7,2.55,6.3,375,0.088,25445.446734634068,-0.3389549513617247,0.07232376625281822,23046.065508444488,-0.1861445384928384,True,False,False,True,True,True,True,False,False,False,True,True,True,True,106973.54619066067,,,,,97353.0658974033,,,,,UNKNOWN,597,664093,301.80050219999976,5.030008369999996,782.9776628,13.049627713333333,4220.571834600003,70.34286391000005
FULL_TRAIN_TO_2025_END,SM2V3TOPMIX2_V3MIX06_N02_t390_rr635_fail15_slip000000,V3MIX06_N02_t390_rr635_fail15,realism_audit_no_position_limit,0.0,0.0,0.08,True,149456,10483,138973,7.014104485601114,102741.12957009605,6.222271396403201,96442.075381118,1.9262429033933735,152030,-2574,73746.55353592646,28994.576034169586,5.888592725709996,0.3336786706932049,69498.03075622236,26944.044624895643,1.8286053579584032,0.09763754543497027,102890.67691965583,14.797380435002882,87750.75464326965,102750.06201451697,14.037650552860125,88412.32971551914,267412,149456,0,7884,364,364,0,0,2.7,2.5,6.35,390,0.088,14913.975925091407,0.3429270025228419,0.04416972903646754,14105.329326560328,-0.1954142024850789,True,False,False,True,True,True,True,False,False,False,True,True,False,True,96442.075381118,,,,,88412.32971551914,,,,,UNKNOWN,597,664093,318.7838479999991,5.313064133333318,782.9776628,13.049627713333333,4220.571834600003,70.34286391000005
FULL_TRAIN_TO_2025_END,SM2V3TOPMIX2_V3MIX01_N02_N06_rr645_t375_stop250_slip000000,V3MIX01_N02_N06_rr645_t375_stop250,realism_audit_no_position_limit,0.0,0.0,0.08,True,149618,10621,138997,7.0987448034327425,100974.92702329531,5.831519993031997,95180.72244598933,1.9236854123859188,152030,-2412,73746.55353592646,27228.37348736885,5.888592725709996,-0.05707273267799895,69498.03075622236,25682.691689766973,1.8286053579584032,0.09508005442751566,101122.69958185527,14.797380435002482,86244.39163814849,100986.41260863056,14.037650552859727,86896.25525020907,267412,149618,0,7897,364,364,0,0,2.7,2.5,6.45,375,0.088,13652.622989962736,-0.047824400848361925,0.04161223802901293,12589.254861250258,-0.1954142024854768,True,False,False,True,True,True,True,False,False,False,True,True,True,True,95180.72244598933,,,,,86896.25525020907,,,,,UNKNOWN,597,664093,314.8040433999995,5.246734056666658,782.9776628,13.049627713333333,4220.571834600003,70.34286391000005
FULL_TRAIN_TO_2025_END,SM2V3TOPMIX2_V3MIX00_V3N02_ref_stop250_rr635_t360_slip000000,V3MIX00_V3N02_ref_stop250_rr635_t360,realism_audit_no_position_limit,0.0,0.0,0.08,True,149892,10765,139127,7.1818375897312725,99211.95877673142,5.60722907504152,93743.3097492093,1.9131585987765096,152030,-2138,73746.55353592646,25465.40524080496,5.888592725709996,-0.28136365066847624,69498.03075622236,24245.278992986932,1.8286053579584032,0.08455324081810645,99357.39394193087,14.79736994357137,84740.31542410822,99233.50246123504,14.037640791934669,85389.42219967929,267412,149892,0,7907,364,364,0,0,2.7,2.5,6.35,360,0.085,12215.210293182696,-0.2721153188388392,0.031085424419603713,11082.42181072048,-0.19542396341053525,True,False,False,True,True,True,True,False,False,False,True,True,True,True,93743.3097492093,,,,,85389.42219967929,,,,,UNKNOWN,597,664093,319.04411130000153,5.317401855000026,782.9776628,13.049627713333333,4220.571834600003,70.34286391000005
FULL_TRAIN_TO_2025_END,SM2V3TOPMIX2_V3MIX02_N02_N01_rr640_t360_dd085_slip000000,V3MIX02_N02_N01_rr640_t360_dd085,realism_audit_no_position_limit,0.0,0.0,0.08,True,149864,10759,139105,7.179175786046015,99073.8127545145,5.607230435654731,93612.90854154412,1.9156037495569374,152030,-2166,73746.55353592646,25327.259218588035,5.888592725709996,-0.2813622900552648,69498.03075622236,24114.87778532176,1.8286053579584032,0.08699839159853417,99219.04642088502,14.797369943571258,84622.4396975594,99095.32784204454,14.037640791934546,85270.64403719649,267412,149864,0,7905,364,364,0,0,2.7,2.5,6.4,360,0.085,12084.809085517525,-0.2721139582256278,0.03353057520003144,10963.643648237674,-0.19542396341065782,True,False,False,True,True,True,True,False,False,False,True,True,True,True,93612.90854154412,,,,,85270.64403719649,,,,,UNKNOWN,597,664093,315.695734500001,5.261595575000016,782.9776628,13.049627713333333,4220.571834600003,70.34286391000005
FULL_TRAIN_TO_2025_END,SM2V3TOPMIX2_V3MIX03_N02_def_t345_rr630_slip000000,V3MIX03_N02_def_t345_rr630,realism_audit_no_position_limit,0.0,0.0,0.08,True,150150,10930,139220,7.279387279387279,96450.98648941691,5.591723939205995,91152.12186434865,1.9024314878576454,152030,-1880,73746.55353592646,22704.432953490454,5.888592725709996,-0.2968687865040014,69498.03075622236,21654.09110812629,1.8286053579584032,0.0738261298992422,96592.49094460999,14.797369943570814,82384.54535188235,96472.35418047538,14.037640791934102,83015.87399630588,267412,150150,0,7929,364,364,0,0,2.7,2.5,6.3,345,0.085,9624.022408322053,-0.28762045467436437,0.020358313500739467,8708.873607347065,-0.1954239634111019,True,False,False,True,True,True,True,False,False,False,True,True,True,True,91152.12186434865,,,,,83015.87399630588,,,,,UNKNOWN,597,664093,302.3521000999972,5.039201668333287,782.9776628,13.049627713333333,4220.571834600003,70.34286391000005
FULL_TRAIN_TO_2025_END,SM2V3TOPMIX2_V3MIX08_N02_stop248_rr642_t360_slip000000,V3MIX08_N02_stop248_rr642_t360,realism_audit_no_position_limit,0.0,0.0,0.08,True,150110,10773,139337,7.1767370594897075,94429.82726809518,5.743227545697249,89100.7641895339,1.9050529907999065,152030,-1920,73746.55353592646,20683.273732168716,5.888592725709996,-0.1453651800127469,69498.03075622236,19602.733433311543,1.8286053579584032,0.07644763284150335,94567.94400450663,14.802037193772744,80655.1597223796,94449.61354323776,14.03392810397779,81280.58875599093,267412,150110,0,8071,364,364,0,0,2.7,2.48,6.42,360,0.085,7572.664733507307,-0.13611684818310987,0.022979816443000622,6973.58836703212,-0.19913665136741443,True,False,False,True,True,True,True,False,False,False,True,True,True,True,89100.7641895339,,,,,81280.58875599093,,,,,UNKNOWN,597,664093,317.81373950000125,5.296895658333354,782.9776628,13.049627713333333,4220.571834600003,70.34286391000005
FULL_TRAIN_TO_2025_END,SM2V3TOPMIX2_V3MIX05_N02_broad_ret0295_score271_slip000000,V3MIX05_N02_broad_ret0295_score271,realism_audit_no_position_limit,0.0,0.0,0.08,True,147860,10621,137239,7.183146219396727,91304.2923868519,5.823455887719231,86081.40374022166,1.9232225222530983,152030,-4170,73746.55353592646,17557.738850925438,5.888592725709996,-0.06513683799076553,69498.03075622236,16583.372983999303,1.8286053579584032,0.09461716429469513,91438.1380066094,14.591458311057437,78181.38876065677,91324.14876284938,13.857621574988643,78754.93619913906,262100,147860,0,7770,364,364,0,0,2.71,2.5,6.35,360,0.085,4553.304284195066,-0.055888506161128504,0.0411493478961924,4447.93581018025,-0.37544318035656055,True,False,False,True,True,True,True,False,False,False,True,True,True,True,86081.40374022166,,,,,78754.93619913906,,,,,UNKNOWN,597,664093,316.1542580999994,5.269237634999991,782.9776628,13.049627713333333,4220.571834600003,70.34286391000005
FULL_TRAIN_TO_2025_END,SM2V3TOPMIX2_V3MIX04_N02_quality_score272_close093_slip000000,V3MIX04_N02_quality_score272_close093,realism_audit_no_position_limit,0.0,0.0,0.08,True,145342,10470,134872,7.203698861994469,86974.4035503614,5.603216504084796,82195.43619979415,1.9329237400714312,152030,-6688,73746.55353592646,13227.850014434938,5.888592725709996,-0.28537622162520027,69498.03075622236,12697.405443571784,1.8286053579584032,0.10431838211302802,87128.89156816457,13.934745244401348,75073.76774862576,87009.66638638797,13.296425170134663,75527.19477936794,255878,145342,0,7589,364,364,0,0,2.72,2.5,6.35,360,0.085,667.3367437675479,-0.27612788979556324,0.050850565714525287,1220.1943904091313,-0.9366395852105409,True,False,False,True,True,True,True,False,False,False,True,True,True,True,82195.43619979415,,,,,75527.19477936794,,,,,UNKNOWN,597,664093,309.49054089999845,5.15817568166664,782.9776628,13.049627713333333,4220.571834600003,70.34286391000005
FULL_TRAIN_TO_2025_END,SM2V3_OFFICIAL_MIX05_BASELINE_slip000000,MIX05_A02_A03_failfast14_rr630,realism_audit_no_position_limit,0.0,0.0,0.08,True,150791,10980,139811,7.281601687103342,86520.8367663832,5.879344393880359,81528.0994560266,1.882073174356906,152030,-1239,73746.55353592646,12774.283230456742,5.888592725709996,-0.009248331829637024,69498.03075622236,12030.068699804237,1.8286053579584032,0.05346781639850273,86647.02501221909,15.015490588915748,73721.53363534494,86538.28336292313,14.233064755345204,74307.00038895881,267412,150791,0,8370,364,364,0,0,2.7,2.45,6.3,345,0.085,0.0,0.0,0.0,0.0,0.0,True,False,False,True,True,False,False,False,False,False,True,True,True,False,81528.0994560266,,,,,74307.00038895881,,,,,UNKNOWN,597,664093,373.24312069999723,6.220718678333287,782.9776628,13.049627713333333,4220.571834600003,70.34286391000005
