rank_by_general_consistency,strategy,axis,baseline_version,engine,data_scope,end_date,holdout_start,trades,wins,losses,win_rate_pct,final_asset,final_return_pct,peak_asset,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,max_conc,max_conc_unique_symbols,same_bar_trades,active_leftover,pending_leftover,blocked_by_guard,generated_entry_candidates,executed_entries,fee_per_side,position_fraction,short_dev,short_wick_mult,score_min_short,score_dev_weight,score_rsi_weight,score_wick_weight,atr_stop_mult,rr_mult,timeout_bars,time_reduce_bars,time_reduce_to_risk_frac,fail_fast_bars,atr_pct_min,atr_pct_max,close_position_min,close_position_max,upper_body_ratio_min,upper_body_ratio_max,dd_brake_trigger_pct,dd_brake_freeze_steps,dd_brake_mode,better_than_short_max_v13_cd,better_than_current_baseline_cd,mdd_under_10,mdd_under_5,short_main_formula_candidate,cd_delta_vs_short_max_v13,mdd_delta_vs_short_max_v13,cd_delta_vs_current_baseline,mdd_delta_vs_current_baseline,active_months,positive_months,negative_months,positive_month_ratio_pct,monthly_net_pnl_total,avg_month_pnl,median_month_pnl,min_month_pnl,max_month_pnl,top1_month_pnl,top3_month_pnl,top6_month_pnl,top1_month_share_pct,top3_month_share_pct,top6_month_share_pct,abs_pnl_concentration_top3_pct,active_years,positive_years,negative_years,positive_year_ratio_pct,min_year_pnl,max_year_pnl,avg_trades_per_month,general_consistency_score,elapsed_seconds_candidate,elapsed_minutes_candidate,elapsed_minutes_total_so_far,load_errors
21,smv13_general_topcombo_pre_q4_10_topcombo_10_stop230_timeout320_dd045_freeze3,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,53989,4177,49812,7.736761192094686,2863.3773989032834,2763.3773989032834,2863.3773989032834,2763.3773989032834,2.9277285125605013,2779.5454823733785,2.117960550310263,307,307,2356,0,0,0,53989,53989,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.3,5.4,320,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.045,3,edge_current,False,False,True,True,True,-3957.210401194279,-0.34244105715192097,-3957.210401194279,-0.34244105715192097,71,66,5,92.95774647887323,2763.3773989032793,38.920808435257456,5.026595587424803,-0.7631675732426515,810.8811591754659,810.8811591754659,1460.7858996905684,1977.764920648049,29.34384422110733,52.8623379589889,71.57056873349902,52.820150239709264,7,7,0,100.0,0.02658290061475919,2255.120957379137,760.4084507042254,1217.9442518307806,43.326,0.722,17.372,45
22,smv13_general_topcombo_pre_q4_05_topcombo_05_stop230_timeout320_fail14,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,53989,4177,49812,7.736761192094686,2862.6552653738386,2762.6552653738386,2862.6552653738386,2762.6552653738386,2.927324137767673,2778.8560668094733,2.1178733801516585,307,307,2356,0,0,0,53989,53989,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.3,5.4,320,3,0.0,14,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-3957.899816758184,-0.34284543194474937,-3957.899816758184,-0.34284543194474937,71,66,5,92.95774647887323,2762.6552653738254,38.910637540476415,5.026595587424803,-0.7631675732426515,810.6975596424185,810.6975596424185,1460.4317781412449,1977.30282283199,29.344868677732755,52.8633375450711,71.57255006134228,52.821138009154,7,7,0,100.0,0.02658290061475919,2254.4527226764217,760.4084507042254,1217.6163420442178,43.187,0.72,13.755,45
23,smv13_general_topcombo_pre_q4_06_topcombo_06_stop230_timeout320_fail16,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,53989,4177,49812,7.736761192094686,2862.16574235191,2762.16574235191,2862.16574235191,2762.16574235191,2.9412757653843213,2777.981555006981,2.1175844708071816,307,307,2356,0,0,0,53989,53989,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.3,5.4,320,3,0.0,16,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-3958.774328560676,-0.3288938043281009,-3958.774328560676,-0.3288938043281009,71,66,5,92.95774647887323,2762.1657423518905,38.903742850026624,5.026595587424803,-0.7631675732426515,810.5032984187264,810.5032984187264,1460.1440248864055,1976.730611000693,29.343036371474597,52.86228854765038,71.56451840277963,52.820082376457044,7,7,0,100.0,0.02658290061475919,2253.896577146237,760.4084507042254,1217.2602444156798,42.416,0.707,14.463,45
24,smv13_general_topcombo_pre_q4_04_topcombo_04_stop230_timeout320_fail10,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,53990,4177,49813,7.7366178922022595,2861.839416288808,2761.839416288808,2861.839416288808,2761.839416288808,2.9269194244132324,2778.075682517937,2.1179451135225156,307,307,2356,0,0,0,53990,53990,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.3,5.4,320,3,0.0,10,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-3958.6802010497204,-0.34325014529918985,-3958.6802010497204,-0.34325014529918985,71,66,5,92.95774647887323,2761.839416288781,38.89914670829269,5.0267700569374965,-0.7631675732426515,810.6069740558224,810.6069740558224,1460.1690996539671,1976.632845338636,29.350257269666848,52.86944241009015,71.56943425750416,52.82722554355196,7,7,0,100.0,0.02658290061475919,2253.8403033233694,760.4225352112676,1217.116745395299,47.381,0.79,13.033,45
25,smv13_general_topcombo_pre_q4_13_topcombo_13_stop230_timeout320_rr520,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,54026,4193,49833,7.761077999481731,2839.199977681406,2739.199977681406,2839.199977681406,2739.199977681406,2.974656455056257,2754.74353227335,2.1168765404266843,307,307,2358,0,0,0,54026,54026,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.3,5.2,320,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-3982.0123512943073,-0.29551311465616514,-3982.0123512943073,-0.29551311465616514,71,66,5,92.95774647887323,2739.199977681427,38.58028137579475,5.093577995284582,-0.7631675732426515,809.5196025275393,809.5196025275393,1455.0488873431627,1958.7849884172742,29.553139935871,53.11948376163382,71.50938246119846,53.076305491688125,7,7,0,100.0,0.02658290061475919,2231.5989094126567,760.9295774647887,1200.4916517211477,43.795,0.73,19.525,45
26,smv13_general_topcombo_pre_q4_02_topcombo_02_control_stop240_rr540,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,53977,4533,49444,8.398021379476443,2676.646816420772,2576.646816420772,2676.646816420772,2576.646816420772,2.4609709675213365,2610.775315365573,2.1425074138023,306,306,2087,0,0,0,53977,53977,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.4,5.4,240,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-4125.980568202084,-0.8091986021910857,-4125.980568202084,-0.8091986021910857,71,66,5,92.95774647887323,2576.6468164207645,36.290800231278375,5.082164152015831,-0.4167632323456729,744.7769459834104,744.7769459834104,1349.3630909689186,1829.0755664554144,28.904890698911718,52.368958072543556,70.98666199802246,52.3389235549004,7,7,0,100.0,0.043133132110762286,2087.4462741474035,760.2394366197183,1155.9662819178634,36.775,0.613,11.583,45
27,smv13_general_topcombo_pre_q4_03_topcombo_03_control_stop230_timeout280,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,54095,4327,49768,7.998890840188558,2713.954530318137,2613.954530318137,2713.954530318137,2613.954530318137,2.6570392249102626,2641.843693901355,2.096173274232406,307,307,2361,0,0,0,54095,54095,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.3,5.4,280,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-4094.9121896663023,-0.6131303448021597,-4094.9121896663023,-0.6131303448021597,71,65,6,91.54929577464789,2613.9545303181335,36.816260990396245,5.356643749497019,-0.7389985679911202,753.7338996206847,753.7338996206847,1384.2905289824807,1865.2347276891041,28.835004238920366,52.9577126505718,71.35681612113177,52.911169252197254,7,7,0,100.0,0.023246703724707853,2118.3899334517014,761.9014084507043,1137.7597270071626,39.485,0.658,12.242,45
28,smv13_general_topcombo_pre_q4_32_topcombo_32_stop230_timeout280_dd040_freeze4,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,54095,4327,49768,7.998890840188558,2713.954530318137,2613.954530318137,2713.954530318137,2613.954530318137,2.6570392249102626,2641.843693901355,2.096173274232406,307,307,2361,0,0,0,54095,54095,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.3,5.4,280,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.04,4,edge_current,False,False,True,True,True,-4094.9121896663023,-0.6131303448021597,-4094.9121896663023,-0.6131303448021597,71,65,6,91.54929577464789,2613.9545303181335,36.816260990396245,5.356643749497019,-0.7389985679911202,753.7338996206847,753.7338996206847,1384.2905289824807,1865.2347276891041,28.835004238920366,52.9577126505718,71.35681612113177,52.911169252197254,7,7,0,100.0,0.023246703724707853,2118.3899334517014,761.9014084507043,1137.7597270071626,42.812,0.714,34.122,45
29,smv13_general_topcombo_pre_q4_15_topcombo_15_stop230_timeout320_score245,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,49394,3903,45491,7.901769445681661,2369.837639151468,2269.837639151468,2369.837639151468,2269.837639151468,2.835536691801599,2302.6400233572035,2.135835663202472,302,302,2232,0,0,0,49394,49394,0.0004,0.01,0.032,1.3,2.45,1.3,0.8,0.7,2.3,5.4,320,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-4434.115860210453,-0.4346328779108233,-4434.115860210453,-0.4346328779108233,71,66,5,92.95774647887323,2269.8376391514257,31.96954421340036,4.646173884341213,-0.7037987246289926,646.7927709458552,646.7927709458552,1170.2850323156406,1616.3235923190045,28.495111711499217,51.558094382166885,71.20877566041524,51.50659296486263,7,7,0,100.0,0.02738311967971664,1845.4646717697194,695.6901408450705,1036.8904035350379,44.848,0.747,21.134,45
30,smv13_general_topcombo_pre_q4_17_topcombo_17_stop230_timeout320_wick145,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,51886,4002,47884,7.71306325405697,2408.5423481503326,2308.5423481503326,2408.5423481503326,2308.5423481503326,2.64843133350795,2344.753757921111,2.0989294413045085,301,301,2206,0,0,0,51886,51886,0.0004,0.01,0.032,1.45,2.35,1.3,0.8,0.7,2.3,5.4,320,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-4392.002125646546,-0.6217382362044721,-4392.002125646546,-0.6217382362044721,71,63,8,88.73239436619718,2308.5423481503303,32.51468095986381,4.840193022147777,-0.6553525973176821,614.0051265267298,614.0051265267298,1170.4254241335975,1640.491072536576,26.597091754400264,50.699759745424444,71.06177081182781,50.64460063415353,7,7,0,100.0,0.02658290061475919,1858.4449172271447,730.7887323943662,1025.7191812689816,45.203,0.753,22.596,45
31,smv13_general_topcombo_pre_q4_12_topcombo_12_stop230_timeout320_tr4,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,51888,4506,47382,8.6840888066605,2462.5229284235816,2362.5229284235816,2462.5229284235816,2362.5229284235816,3.3354825428778656,2380.385906031648,1.9103010563931768,311,311,2317,0,0,0,51888,51888,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.3,5.4,320,4,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-4356.369977536009,0.06531297316544338,-4356.369977536009,0.06531297316544338,71,61,10,85.91549295774648,2362.52292842357,33.27497082286719,4.743953860498654,-0.8672803377569889,670.389826320345,670.389826320345,1218.9526950252493,1675.2337817476678,28.376013551228173,51.59538052985646,70.90867824362209,51.48842378911457,7,7,0,100.0,0.02738311967971664,1922.4807223519913,730.8169014084507,989.9326918854706,45.089,0.751,18.794,45
32,smv13_general_topcombo_pre_q4_16_topcombo_16_stop230_timeout320_dev034,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20250930_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_pre_q4_until_2025_09_30_end,2025-09-30 23:59:59,2025-10-01 00:00:00,46606,3709,42897,7.9582028065056,2250.753737606236,2150.753737606236,2250.753737606236,2150.753737606236,2.691712168143323,2190.169925376148,2.1534095960693937,296,296,2101,0,0,0,46606,46606,0.0004,0.01,0.034,1.3,2.35,1.3,0.8,0.7,2.3,5.4,320,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-4546.585958191509,-0.5784574015690991,-4546.585958191509,-0.5784574015690991,71,66,5,92.95774647887323,2150.7537376062405,30.292306163468176,4.500027717394841,-0.6488982890216464,612.8672115809503,612.8672115809503,1107.5814804442487,1518.0563706394628,28.495461886913336,51.497363974221045,70.58252853853175,51.44701288119662,7,7,0,100.0,0.02738311967971664,1733.2118463746344,656.4225352112676,987.4809819518827,42.354,0.706,21.841,45
