experiment,trades,final_asset,final_return,peak_asset,peak_growth,win_rate,pf,mdd,max_conc,max_conc_unique_symbols,same_bar_trades,active_leftover
long_hybrid_baseline_defense,37014,245.96693758092016,1.4596693758092014,249.9952422858988,1.4999524228589878,0.36356513751553465,1.2290228445210485,-0.15701798919825338,97,97,3848,0
long_hybrid_asym_l18_defense,30745,237.65124865077132,1.3765124865077132,242.04395957626332,1.420439595762633,0.3656529516994633,1.2596819790233498,-0.14610742703343615,97,97,3448,0
long_hybrid_asym_l18_active_freeze,30745,237.65124865077132,1.3765124865077132,242.04395957626332,1.420439595762633,0.3656529516994633,1.2596819790233498,-0.14610742703343615,97,97,3448,0
long_hybrid_asym_l18_block_long,30745,237.65124865077132,1.3765124865077132,242.04395957626332,1.420439595762633,0.3656529516994633,1.2596819790233498,-0.14610742703343615,97,97,3448,0
long_hybrid_asym_l18_tighter_defense,30023,226.40122769058146,1.2640122769058149,230.1214368207236,1.3012143682072361,0.3638876861073177,1.2490288133915468,-0.14444891213472677,97,97,3448,0
long_hybrid_rr10_t12_defense,37359,213.1579816819628,1.1315798168196283,213.7320664189028,1.137320664189028,0.46369014159907923,1.203931404276122,-0.10775585360983231,97,97,5500,0
long_hybrid_rr10_t12_asym_l18,30979,204.37845201961767,1.0437845201961768,204.66637645260823,1.0466637645260821,0.46776848833080475,1.2291741232704776,-0.10143983851090388,91,91,4920,0
long_hybrid_rr10_t12_tighter_defense,36372,205.05597639228375,1.0505597639228377,205.60824051740002,1.056082405174,0.46299351149235674,1.197138436261666,-0.10701457177893958,91,91,5500,0
long_hybrid_atr_only_rr15_t18,37014,245.01097163107386,1.4501097163107386,248.597513371351,1.4859751337135099,0.36121467552817854,1.2277046406349872,-0.15966193493326797,97,97,3836,0
long_hybrid_atr_only_rr10_t12,37359,212.9581220892624,1.1295812208926237,213.53166855716458,1.1353166855716457,0.4636098396638026,1.2034613412923947,-0.10768068464908698,97,97,5499,0
