run_label,strategy,family,tag,side,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,symbol_files,errors,position_fraction,fee_per_side,cost_pct_round_trip,name,stop_atr,rr,hold,cooldown,atrp_min,atrp_max,range_atr_min,range_atr_max,body_atr_max,close_pos_min,lower_wick_rng_min,upper_wick_rng_max,wick_balance_min,ret1_min,ret5_min,ret20_min,ret60_min,ret20_max,ret60_max,ema20_pos_min,ema50_pos_min,ema100_pos_min,rsi_min,rsi_max,volr_min,volr_max,pre_range_atr_max,pre_upper_wick_max,pre_down_count_min,pre_down_count_max,fail_bars,fail_pnl,verdict,note
LONG_INTRABAR_RISK_SHAPE_V11_1H,IRS_C_038_DC3_S100_RR140,down_sequence_absorption,prior_down_sequence_absorbed_by_lower_wick,long,2775637,1122872,1652765,40.454569527643564,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,IRS_C_038_DC3_S100_RR140,1.0,1.4,10,18,0.001,0.08,0.6,2.2,1.6,0.57,0.22,0.45,0.05,-0.01,-0.09,-0.2,-0.3,0.2,0.5,0.9,0.84,0.74,28.0,62.0,0.35,3.8,1.8,0.55,3,5,4,-0.4,invalid_ruin,MDD >= 100
LONG_INTRABAR_RISK_SHAPE_V11_1H,IRS_C_039_DC3_S75_RR190,down_sequence_absorption,prior_down_sequence_absorbed_by_lower_wick,long,2819121,970127,1848994,34.412393082808435,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,IRS_C_039_DC3_S75_RR190,0.75,1.9,10,18,0.001,0.08,0.6,2.2,1.6,0.57,0.22,0.45,0.05,-0.01,-0.09,-0.2,-0.3,0.2,0.5,0.9,0.84,0.74,28.0,62.0,0.35,3.8,1.8,0.55,3,5,4,-0.4,invalid_ruin,MDD >= 100
LONG_INTRABAR_RISK_SHAPE_V11_1H,IRS_C_040_DC3_S100_RR190,down_sequence_absorption,prior_down_sequence_absorbed_by_lower_wick,long,2726229,966079,1760150,35.43645819921951,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,IRS_C_040_DC3_S100_RR190,1.0,1.9,10,18,0.001,0.08,0.6,2.2,1.6,0.57,0.22,0.45,0.05,-0.01,-0.09,-0.2,-0.3,0.2,0.5,0.9,0.84,0.74,28.0,62.0,0.35,3.8,1.8,0.55,3,5,4,-0.4,invalid_ruin,MDD >= 100
LONG_INTRABAR_RISK_SHAPE_V11_1H,IRS_C_041_DC3_S75_RR240,down_sequence_absorption,prior_down_sequence_absorbed_by_lower_wick,long,2784602,854871,1929731,30.699934856040468,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,IRS_C_041_DC3_S75_RR240,0.75,2.4,10,18,0.001,0.08,0.6,2.2,1.6,0.57,0.22,0.45,0.05,-0.01,-0.09,-0.2,-0.3,0.2,0.5,0.9,0.84,0.74,28.0,62.0,0.35,3.8,1.8,0.55,3,5,4,-0.4,invalid_ruin,MDD >= 100
LONG_INTRABAR_RISK_SHAPE_V11_1H,IRS_C_042_DC3_S100_RR240,down_sequence_absorption,prior_down_sequence_absorbed_by_lower_wick,long,2695967,896479,1799488,33.252595450908714,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,IRS_C_042_DC3_S100_RR240,1.0,2.4,10,18,0.001,0.08,0.6,2.2,1.6,0.57,0.22,0.45,0.05,-0.01,-0.09,-0.2,-0.3,0.2,0.5,0.9,0.84,0.74,28.0,62.0,0.35,3.8,1.8,0.55,3,5,4,-0.4,invalid_ruin,MDD >= 100
LONG_INTRABAR_RISK_SHAPE_V11_1H,IRS_D_043_PU35_RR150,low_noise_reclaim_shape,low_prior_upper_wick_noise_then_reclaim,long,3753504,1444600,2308904,38.48670468980451,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,IRS_D_043_PU35_RR150,0.85,1.5,12,18,0.001,0.08,0.6,2.2,1.6,0.62,0.16,0.36,0.04,-0.01,-0.06,-0.16,-0.3,0.2,0.5,0.9,0.84,0.74,28.0,70.0,0.35,2.8,1.55,0.35,1,5,5,-0.42,invalid_ruin,MDD >= 100
LONG_INTRABAR_RISK_SHAPE_V11_1H,IRS_D_044_PU35_RR210,low_noise_reclaim_shape,low_prior_upper_wick_noise_then_reclaim,long,3654050,1175729,2478321,32.17605123082607,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,IRS_D_044_PU35_RR210,0.85,2.1,12,18,0.001,0.08,0.6,2.2,1.6,0.62,0.16,0.36,0.04,-0.01,-0.06,-0.16,-0.3,0.2,0.5,0.9,0.84,0.74,28.0,70.0,0.35,2.8,1.55,0.35,1,5,5,-0.42,invalid_ruin,MDD >= 100
LONG_INTRABAR_RISK_SHAPE_V11_1H,IRS_D_045_PU35_RR280,low_noise_reclaim_shape,low_prior_upper_wick_noise_then_reclaim,long,3579149,1028244,2550905,28.72872853295574,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,IRS_D_045_PU35_RR280,0.85,2.8,12,18,0.001,0.08,0.6,2.2,1.6,0.62,0.16,0.36,0.04,-0.01,-0.06,-0.16,-0.3,0.2,0.5,0.9,0.84,0.74,28.0,70.0,0.35,2.8,1.55,0.35,1,5,5,-0.42,invalid_ruin,MDD >= 100
LONG_INTRABAR_RISK_SHAPE_V11_1H,IRS_D_046_PU45_RR150,low_noise_reclaim_shape,low_prior_upper_wick_noise_then_reclaim,long,4005182,1540663,2464519,38.46674133659844,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,IRS_D_046_PU45_RR150,0.85,1.5,12,18,0.001,0.08,0.6,2.2,1.6,0.62,0.16,0.36,0.04,-0.01,-0.06,-0.16,-0.3,0.2,0.5,0.9,0.84,0.74,28.0,70.0,0.35,2.8,1.55,0.45,1,5,5,-0.42,invalid_ruin,MDD >= 100
LONG_INTRABAR_RISK_SHAPE_V11_1H,IRS_D_047_PU45_RR210,low_noise_reclaim_shape,low_prior_upper_wick_noise_then_reclaim,long,3892986,1251603,2641383,32.150205523472216,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,IRS_D_047_PU45_RR210,0.85,2.1,12,18,0.001,0.08,0.6,2.2,1.6,0.62,0.16,0.36,0.04,-0.01,-0.06,-0.16,-0.3,0.2,0.5,0.9,0.84,0.74,28.0,70.0,0.35,2.8,1.55,0.45,1,5,5,-0.42,invalid_ruin,MDD >= 100
LONG_INTRABAR_RISK_SHAPE_V11_1H,IRS_D_048_PU45_RR280,low_noise_reclaim_shape,low_prior_upper_wick_noise_then_reclaim,long,3808229,1093746,2714483,28.720594270985277,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,IRS_D_048_PU45_RR280,0.85,2.8,12,18,0.001,0.08,0.6,2.2,1.6,0.62,0.16,0.36,0.04,-0.01,-0.06,-0.16,-0.3,0.2,0.5,0.9,0.84,0.74,28.0,70.0,0.35,2.8,1.55,0.45,1,5,5,-0.42,invalid_ruin,MDD >= 100
LONG_INTRABAR_RISK_SHAPE_V11_1H,IRS_D_049_PU55_RR150,low_noise_reclaim_shape,low_prior_upper_wick_noise_then_reclaim,long,4063563,1563193,2500370,38.46853118802391,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,IRS_D_049_PU55_RR150,0.85,1.5,12,18,0.001,0.08,0.6,2.2,1.6,0.62,0.16,0.36,0.04,-0.01,-0.06,-0.16,-0.3,0.2,0.5,0.9,0.84,0.74,28.0,70.0,0.35,2.8,1.55,0.55,1,5,5,-0.42,invalid_ruin,MDD >= 100
LONG_INTRABAR_RISK_SHAPE_V11_1H,IRS_D_050_PU55_RR210,low_noise_reclaim_shape,low_prior_upper_wick_noise_then_reclaim,long,3948044,1269304,2678740,32.150198933953114,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,IRS_D_050_PU55_RR210,0.85,2.1,12,18,0.001,0.08,0.6,2.2,1.6,0.62,0.16,0.36,0.04,-0.01,-0.06,-0.16,-0.3,0.2,0.5,0.9,0.84,0.74,28.0,70.0,0.35,2.8,1.55,0.55,1,5,5,-0.42,invalid_ruin,MDD >= 100
LONG_INTRABAR_RISK_SHAPE_V11_1H,IRS_D_051_PU55_RR280,low_noise_reclaim_shape,low_prior_upper_wick_noise_then_reclaim,long,3860844,1108278,2752566,28.705588726195618,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,IRS_D_051_PU55_RR280,0.85,2.8,12,18,0.001,0.08,0.6,2.2,1.6,0.62,0.16,0.36,0.04,-0.01,-0.06,-0.16,-0.3,0.2,0.5,0.9,0.84,0.74,28.0,70.0,0.35,2.8,1.55,0.55,1,5,5,-0.42,invalid_ruin,MDD >= 100
