axis,baseline_version,strategy,candidate_key,trades,wins,losses,win_rate_pct,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,mtm_close_max_drawdown_pct,mtm_worstbar_max_drawdown_pct,mtm_worstbar_cd_value,generated_signals,executed_entries,same_bar_trades,max_conc,active_leftover,pending_leftover,load_errors
short_main2,v4,V3MIX07_N02_stop255_rr630_t375,V3MIX07_N02_stop255_rr630_t375,149151,10603,138548,7.108903057974804,113147.92211118022,5.540389442518634,106973.54619066067,1.9543969406097241,14.803514321510857,14.046920216852365,97353.0658974033,267412,149151,7479,364,0,0,0
