side,trades,wins,losses,win_rate_pct,avg_pnl_decimal,sum_pnl_decimal,same_bar_trades
long,57035,20451,36584,35.85692995529061,0.002457231846478079,140.14821836387722,16744
short,43681,6040,37641,13.827522263684438,0.006066728482331527,265.0007668367234,3683
