run_label,method,initial_asset,fee_per_side,round_trip_fee,position_fraction,max_total_positions,allow_long_short_simultaneous,long_strategy,short_strategy,symbol_files,raw_long_candidates,raw_short_candidates,trades,long_trades,short_trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,max_conc,same_bar_trades,active_leftover,blocked_by_cap,errors,ruined
INTEGRATED_LONG_MAIN_V9_SHORT_MAX_V7_V6_FROZEN_SHORT_RUNNER,embedded_baselines_generate_tradelogs_then_timeline_merge,100.0,0.0004,0.0008,0.00125,800,True,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,short_max_v7_devw120,597,126615,70917,100716,57035,43681,26491,74225,26.302672862305894,65.88566016364885,65.90080817948028,1.9124056931679936,162.7281116788442,454,20427,0,0,0,False
