strategy,baseline_version,audit_mode,symbol,entry_ts,exit_ts,bars_held,entry,old_stop_before_reduce,new_stop_after_reduce,bar_open,bar_high,bar_low,bar_close,target,mfe_r,retro_stop_only,old_stop_also_hit
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,QTUM_5m,2020-03-12T23:25:00,2020-03-12T23:40:00,3,1.383,1.4582615919177138,1.383,1.381,1.397,1.381,1.388,0.9163781301101749,0.3188877538790318,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,XTZ_5m,2020-03-12T23:35:00,2020-03-12T23:50:00,3,1.716,1.8587153636507099,1.716,1.757,1.773,1.724,1.736,0.8311647453655985,0.0840834489927064,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,XLM_5m,2020-03-12T23:35:00,2020-03-12T23:50:00,3,0.03744,0.03919018106882547,0.03744,0.03801,0.03822,0.03756,0.0378,0.02658887737328209,0.15426975231836665,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,IOST_5m,2020-03-12T23:45:00,2020-03-13T00:00:00,3,0.003004,0.0031259952431190213,0.003004,0.003027,0.003027,0.002961,0.002984,0.0022476294926620684,0.35247275959807983,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,ZEC_5m,2020-03-13T01:05:00,2020-03-13T01:20:00,3,29.83,31.160679354446426,29.83,29.04,30.29,28.98,30.14,21.57978800243214,1.1197288024505707,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,ATOM_5m,2020-03-13T02:10:00,2020-03-13T02:25:00,3,2.121,2.2165644124889,2.121,2.132,2.14,2.108,2.123,1.5285006425688197,0.48135073299741976,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,LINK_5m,2020-03-13T02:10:00,2020-03-13T02:25:00,3,2.635,2.7963595563415597,2.635,2.669,2.688,2.64,2.677,1.6345707506823268,0.48958984389356747,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,LINK_5m,2020-03-13T02:30:00,2020-03-13T02:45:00,3,2.676,2.834359555619307,2.676,2.689,2.73,2.676,2.677,1.6941707551602962,0.12629487321926808,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,ZEC_5m,2020-03-13T12:20:00,2020-03-13T12:35:00,3,24.65,28.557452500712802,24.65,25.72,26.77,25.27,26.71,0.42379449558061566,0.08957242600803217,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,BTC_5m,2020-03-13T12:20:00,2020-03-13T12:35:00,3,5196.73,5845.345506117868,5196.73,5313.1,5350.0,5203.31,5345.58,1175.3138620692107,0.24003434782471414,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,DASH_5m,2020-03-13T12:20:00,2020-03-13T12:35:00,3,43.37,48.90593838412283,43.37,45.5,46.62,44.75,46.32,9.047182018438463,0.16799319925005968,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,XMR_5m,2020-03-13T12:20:00,2020-03-13T12:35:00,3,34.74,38.85178376673319,34.74,36.21,36.55,35.63,36.55,9.246940646254245,0.0948493457159241,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,IOTA_5m,2020-03-13T16:10:00,2020-03-13T16:25:00,3,0.1126,0.11972884601864986,0.1126,0.1142,0.1155,0.1142,0.1148,0.06840115468437094,0.042082547331668475,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,IOST_5m,2020-03-13T16:35:00,2020-03-13T16:50:00,3,0.002266,0.002346531195995982,0.002266,0.00232,0.002427,0.002314,0.002421,0.0017667065848249103,0.12417548102102581,0,1
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,ETC_5m,2020-03-13T16:55:00,2020-03-13T17:10:00,3,4.293,4.5102368980171,4.293,4.271,4.302,4.045,4.055,2.9461312322939843,1.1416108509360114,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,ZEC_5m,2020-03-13T16:55:00,2020-03-13T17:10:00,3,26.49,27.93617246493845,26.49,26.75,26.75,25.72,25.76,17.52373071738159,0.5324399535105031,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,ATOM_5m,2020-03-13T17:00:00,2020-03-13T17:15:00,3,1.794,1.8757727286252186,1.794,1.757,1.808,1.757,1.779,1.2870090825236447,0.4769316207943266,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,LTC_5m,2020-03-13T17:10:00,2020-03-13T17:25:00,3,34.4,36.313283855659826,34.4,34.22,34.42,34.01,34.14,22.537640094909058,0.5487946793121748,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,DASH_5m,2020-03-13T18:50:00,2020-03-13T19:05:00,3,48.57,50.36516957192255,48.57,49.89,50.17,49.15,49.2,37.4399486540802,0.05013453960431007,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,NEO_5m,2020-03-13T18:50:00,2020-03-13T19:05:00,3,6.259,6.539584767882323,6.259,6.303,6.311,6.201,6.214,4.519374439129605,0.20671114985231873,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,VET_5m,2020-03-13T20:25:00,2020-03-13T20:40:00,3,0.002699,0.002890582910829511,0.002699,0.002729,0.0028,0.002708,0.002724,0.0015111859528570324,0.37059672855259296,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,ETC_5m,2020-03-13T21:20:00,2020-03-13T21:35:00,3,4.33,4.459483511703822,4.33,4.393,4.421,4.365,4.42,3.5272022274363035,0.06950691931021119,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,LINK_5m,2020-03-13T23:10:00,2020-03-13T23:25:00,3,2.601,2.7981132799603046,2.601,2.686,2.687,2.614,2.636,1.3788976642461124,0.1826360963972081,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,XLM_5m,2020-03-14T04:50:00,2020-03-14T05:05:00,3,0.03759,0.03957416409602409,0.03759,0.03767,0.03845,0.03767,0.03832,0.025288182604650628,0.32759387255443273,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,BTC_5m,2020-03-14T04:50:00,2020-03-14T05:05:00,3,5336.84,5651.760534630551,5336.84,5358.32,5492.12,5352.6,5455.17,3384.332685290584,0.3674895323538337,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,ADA_5m,2020-03-14T04:50:00,2020-03-14T05:05:00,3,0.02662,0.02795183500457446,0.02662,0.02693,0.02751,0.02693,0.02733,0.018362622971638366,0.10511812613359978,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,ETH_5m,2020-03-14T04:50:00,2020-03-14T05:05:00,3,127.06,134.22387786364297,127.06,128.01,129.66,127.55,128.78,82.64395724541365,0.37549495555359524,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,XMR_5m,2020-03-14T04:50:00,2020-03-14T05:05:00,3,34.98,36.804319329265844,34.98,35.4,36.22,35.4,36.0,23.669220158551724,0.26311183151973744,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,DASH_5m,2020-03-14T04:50:00,2020-03-14T05:05:00,3,47.99,50.54334998023572,47.99,48.58,49.57,48.58,49.23,32.159230122538574,0.46213797917787486,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,ETC_5m,2020-03-14T04:50:00,2020-03-14T05:05:00,3,4.651,4.971310617964731,4.651,4.712,4.813,4.706,4.784,2.6650741686186676,0.29034316936143556,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,ONT_5m,2020-03-14T04:50:00,2020-03-14T05:05:00,3,0.324,0.34101040531511795,0.324,0.3299,0.3356,0.3299,0.3345,0.2185354870462688,0.1939989047214038,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,LTC_5m,2020-03-14T04:50:00,2020-03-14T05:05:00,3,35.58,37.9000391028356,35.58,36.21,36.78,36.09,36.56,21.19575756241926,0.1594800706366437,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,TRX_5m,2020-03-14T04:50:00,2020-03-14T05:05:00,3,0.00974,0.010341622798778531,0.00974,0.00987,0.01009,0.00985,0.01001,0.006009938647573109,0.14959539462720822,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,LINK_5m,2020-03-14T04:55:00,2020-03-14T05:10:00,3,2.281,2.487736237672441,2.281,2.342,2.351,2.284,2.303,0.9992353264308682,0.3918035895010284,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,QTUM_5m,2020-03-14T04:55:00,2020-03-14T05:10:00,3,1.165,1.2206420327068508,1.165,1.192,1.192,1.178,1.183,0.8200193972175256,0.4493006237157491,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,BAT_5m,2020-03-14T04:55:00,2020-03-14T05:10:00,3,0.1238,0.13083120597015563,0.1238,0.1286,0.129,0.1263,0.1272,0.08020652298503503,0.4124470271969301,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,IOST_5m,2020-03-14T04:55:00,2020-03-14T05:10:00,3,0.002339,0.0024623418419070916,0.002339,0.002401,0.002415,0.002369,0.002369,0.0015742805801760328,0.25944156099196447,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,ATOM_5m,2020-03-14T04:55:00,2020-03-14T05:10:00,3,1.684,1.7801940139037726,1.684,1.72,1.72,1.689,1.689,1.0875971137966085,0.4158262908127925,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,XRP_5m,2020-03-14T04:55:00,2020-03-14T05:10:00,3,0.1485,0.15660026812063793,0.1485,0.1529,0.1529,0.1509,0.1509,0.09827833765204486,0.23456013698597838,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,ZEC_5m,2020-03-14T04:55:00,2020-03-14T05:10:00,3,25.88,27.4821669578102,25.88,26.66,26.69,26.26,26.31,15.946564861576741,0.2309372304779666,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,IOTA_5m,2020-03-14T04:55:00,2020-03-14T05:10:00,3,0.1269,0.13392434036798595,0.1269,0.1296,0.1296,0.1272,0.1272,0.0833490897184872,0.19930697071295664,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,ONT_5m,2020-03-14T05:10:00,2020-03-14T05:25:00,3,0.3347,0.3519266666546513,0.3347,0.3318,0.3351,0.3287,0.3306,0.22789466674116204,0.5572755421843583,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,TRX_5m,2020-03-14T05:10:00,2020-03-14T05:25:00,3,0.01002,0.010655208266240983,0.01002,0.00993,0.01003,0.00984,0.00989,0.006081708749305902,0.4722860452924062,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,LTC_5m,2020-03-14T05:10:00,2020-03-14T05:25:00,3,36.56,38.915285110789455,36.56,36.1,36.63,35.87,36.01,21.957232313105393,0.45429744157018587,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,ETH_5m,2020-03-14T05:10:00,2020-03-14T05:25:00,3,128.79,136.1559824464678,128.79,128.01,129.02,127.4,127.6,83.1209088318997,0.44800541190299015,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,IOST_5m,2020-03-14T05:30:00,2020-03-14T05:45:00,3,0.002382,0.0025003613364689824,0.002382,0.002382,0.002395,0.002376,0.002392,0.001648159713892308,0.11828186819831088,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,ZEC_5m,2020-03-14T05:30:00,2020-03-14T05:45:00,3,26.47,28.01681498769827,26.47,26.83,27.05,26.71,26.89,16.87974707627071,0.051719178205689456,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,ADA_5m,2020-03-14T05:35:00,2020-03-14T05:50:00,3,0.02716,0.028378090049385046,0.02716,0.0272,0.0272,0.02673,0.02689,0.019607841693812716,0.35301166791165056,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,ATOM_5m,2020-03-15T03:15:00,2020-03-15T03:30:00,3,1.945,1.9974862149997192,1.945,1.965,1.965,1.936,1.947,1.6195854670017413,0.5144207864892641,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,ONT_5m,2020-03-15T18:45:00,2020-03-15T19:00:00,3,0.358,0.36389492564718084,0.358,0.3565,0.3596,0.3562,0.359,0.3214514609874786,0.49194852888209467,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,ONT_5m,2020-03-15T19:20:00,2020-03-15T19:35:00,3,0.3641,0.37144970330922555,0.3641,0.3593,0.3655,0.358,0.3626,0.31853183948280134,0.84357146664921,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,LINK_5m,2020-03-15T19:25:00,2020-03-15T19:40:00,3,2.229,2.284675749006062,2.229,2.22,2.25,2.21,2.227,1.883810356162416,0.7543679384614533,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,VET_5m,2020-03-15T19:25:00,2020-03-15T19:40:00,3,0.00265,0.0027029435496029276,0.00265,0.002625,0.00267,0.002625,0.00264,0.002321749992461848,1.152170575216336,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,ETC_5m,2020-03-15T19:45:00,2020-03-15T20:00:00,3,5.052,5.174426064761785,5.052,5.067,5.082,4.982,4.982,4.292958398476929,0.6371192290773242,1,0
SM42_mdd10_aggr_v01_single_retest,short_main/v15,official_like_samebar_reduce,LINK_5m,2020-03-15T19:45:00,2020-03-15T20:00:00,3,2.226,2.287865594214966,2.226,2.214,2.226,2.21,2.211,1.8424333158672104,0.3556096127284546,1,0
