group_by,group_key,trades,wins,losses,win_rate_pct,sum_pnl_pct,avg_pnl_pct,avg_mae_pct,avg_mfe_pct
vol_ratio_bin+close_pos_bin,"(4.411, 9.728] | (0.95, 0.98]",33,28,5,84.84848484848484,152.22761128768906,4.612957917808759,-1.4075914802140905,6.953646845482349
exit_reason+shock_recency_bucket,target | 3-4,21,21,0,100.0,167.1304744062241,7.958594019344004,-0.8990865399268871,8.914705568439787
atrp_bin+body_atr_bin,"(0.0431, 0.257] | (0.698, 0.938]",18,11,7,61.111111111111114,167.16062785915102,9.286701547730612,-10.796320059753826,17.367894060199788
vol_ratio_bin+close_pos_bin,"(2.93, 3.557] | (0.98, 1.0]",20,15,5,75.0,172.7901531533696,8.63950765766848,-2.8365032441343225,11.3933946293532
atrp_bin,"(0.0207, 0.0264]",111,63,48,56.75675675675676,180.5594982741858,1.6266621466142865,-2.8334658683200753,4.159183702728398
low_break_atr_bin,"(0.0028899999999999998, 0.554]",112,47,65,41.964285714285715,194.30254225509978,1.7348441272776767,-4.0276636288161285,5.296793638797987
atrp_bin,"(0.0264, 0.0326]",111,61,50,54.95495495495496,197.32669100650935,1.7777179369955798,-3.3946038174512543,4.994841625078412
vol_ratio_bin+close_pos_bin,"(3.557, 4.411] | (0.95, 0.98]",19,17,2,89.47368421052632,200.2472959675139,10.539331366711258,-0.8529567494343886,16.211749452534253
close_pos_bin,"(0.912, 0.95]",111,60,51,54.054054054054056,206.0318210856465,1.8561425323031215,-3.9179966241245157,5.164961075345958
vol_ratio_bin+close_pos_bin,"(4.411, 9.728] | (0.98, 1.0]",33,30,3,90.9090909090909,208.8460214786576,6.3286673175350785,-0.9912346332755863,9.120213518049432
atrp_bin+body_atr_bin,"(0.0431, 0.257] | (0.35, 0.445]",19,12,7,63.1578947368421,228.54143376491368,12.028496513942825,-4.474626258546821,19.00801861574485
close_pos_bin,"(0.771, 0.862]",112,45,67,40.17857142857143,259.6197746981949,2.3180337026624542,-4.5354858870733334,6.6901110799006895
vol_ratio_bin,"(1.4520000000000002, 2.206]",112,55,57,49.107142857142854,274.9426512177039,2.4548451001580704,-3.7452058247303692,6.063123995141702
atrp_bin+body_atr_bin,"(0.0431, 0.257] | (0.56, 0.698]",27,20,7,74.07407407407408,284.45338866061275,10.535310691133805,-4.338635085917651,16.39136772396556
low_break_atr_bin,"(0.554, 0.923]",111,51,60,45.94594594594595,286.60194420880754,2.5819994973766445,-3.603355880123154,6.767280465135289
atrp_bin+body_atr_bin,"(0.0431, 0.257] | (0.445, 0.56]",20,16,4,80.0,297.36435142237434,14.868217571118716,-2.636711854932993,23.537617197813297
range_atr_bin,"(2.64, 3.199]",111,72,39,64.86486486486487,305.5398462841404,2.752611227785049,-3.6314455189820243,6.098067601548465
atrp_bin+body_atr_bin,"(0.0431, 0.257] | (0.938, 1.582]",28,21,7,75.0,314.68808343475354,11.238860122669768,-5.142844704048714,19.174934812073896
reclaim_atr_bin,"(1.496, 3.371]",112,64,48,57.14285714285714,320.9483752922626,2.865610493680916,-4.253788283013506,6.932170706402843
body_atr_bin,"(0.35, 0.445]",112,58,54,51.78571428571429,349.48868636053527,3.120434699647636,-3.1375415881634896,7.031602586198976
body_atr_bin,"(0.445, 0.56]",111,55,56,49.549549549549546,373.71353739200634,3.36678862515321,-3.67837171087396,7.480384225752855
reclaim_atr_bin,"(0.854, 1.099]",111,62,49,55.85585585585585,381.6169017449,3.4379901058099103,-3.6455233055190277,7.253235729832472
body_atr_bin,"(0.56, 0.698]",111,60,51,54.054054054054056,387.32608244336546,3.4894241661564456,-3.6835406631483028,7.149467891457079
range_atr_bin,"(1.696, 2.172]",111,56,55,50.45045045045045,398.8061922890864,3.592848579180959,-3.2620917663370443,6.799592223897387
atrp_bin,"(0.0326, 0.0431]",111,71,40,63.96396396396396,399.8021274948631,3.60182096842219,-4.029788500883923,6.763393621966786
close_pos_bin,"(0.862, 0.912]",111,60,51,54.054054054054056,403.9631266407353,3.639307447213832,-4.189348136807673,7.316374458484776
range_atr_bin,"(0.938, 1.696]",112,56,56,50.0,404.53085815551833,3.6118826621028424,-3.2423388556200736,8.195301356623713
body_atr_bin,"(0.698, 0.938]",111,72,39,64.86486486486487,406.22093458296615,3.6596480593060012,-3.7665488336418687,6.885676073562018
reclaim_atr_bin,"(1.099, 1.496]",111,71,40,63.96396396396396,418.87254802980004,3.7736265588270275,-3.841918704031112,6.844956426609098
reclaim_atr_bin,"(0.395, 0.68]",112,64,48,57.14285714285714,423.64899871447744,3.7825803456649774,-2.5788770142395836,7.86144552311235
range_atr_bin,"(2.172, 2.64]",111,62,49,55.85585585585585,428.27582486134304,3.858340764516604,-3.5451370429690483,7.204310337821531
vol_ratio_bin,"(3.557, 4.411]",111,70,41,63.06306306306306,436.15599576568115,3.929333295186317,-3.430093190602228,7.7514374666247665
vol_ratio_bin,"(2.93, 3.557]",111,64,47,57.65765765765766,458.1160573518561,4.12717168785456,-3.1562955138442543,7.644700902940996
vol_ratio_bin,"(4.411, 9.728]",112,82,30,73.21428571428571,462.1536119138399,4.126371534944999,-2.7826128769947696,7.670663708920545
ret20_bin,"(-0.188, -0.152]",111,87,24,78.37837837837837,481.1067862071393,4.3342953712354895,-2.652398372098731,7.697568231446433
low_break_atr_bin,"(1.288, 1.872]",111,79,32,71.17117117117117,502.2778461779416,4.525025641242717,-2.9036918049132,7.599053057900271
vol_ratio_bin,"(2.206, 2.93]",111,62,49,55.85585585585585,518.6929177078991,4.672909168539632,-4.060375627298879,8.662266858332359
exit_reason+shock_recency_bucket,time | 0-2,148,138,10,93.24324324324324,522.8204169739709,3.5325703849592625,-0.7397570180693375,5.864451068264886
low_break_atr_bin,"(0.923, 1.288]",111,63,48,56.75675675675676,561.5707250144823,5.059195720851192,-3.9313773758784296,8.832851227117635
exit_reason,time,166,153,13,92.16867469879519,583.6967238738121,3.5162453245410363,-0.8236324718882182,5.777416572571402
reclaim_atr_bin,"(0.68, 0.854]",111,72,39,64.86486486486487,604.9744101755399,5.4502199114913505,-2.8517293609417944,8.890836541269797
low_break_atr_bin,"(1.872, 4.299]",112,93,19,83.03571428571429,605.308176300649,5.404537288398652,-2.7066341716786004,9.288542931600748
close_pos_bin,"(0.95, 0.98]",111,79,32,71.17117117117117,609.2975994943678,5.489167563012322,-2.4628323258573075,9.24339496578341
range_atr_bin,"(3.199, 7.291]",112,87,25,77.67857142857143,612.9085123668918,5.472397431847249,-3.49171190310287,9.459596098992213
body_atr_bin,"(0.938, 1.582]",112,88,24,78.57142857142857,633.311993178107,5.654571367661669,-2.9128811026064385,9.222357895729386
close_pos_bin,"(0.98, 1.0]",112,89,23,79.46428571428571,671.1489120380356,5.992401000339604,-2.068236244920562,9.356514970943
atrp_bin,"(0.0431, 0.257]",112,80,32,71.42857142857143,1292.2078851418055,11.537570403051834,-5.296684786783563,18.964213339501374
ret20_bin,"(-0.689, -0.188]",112,91,21,81.25,1457.3948060703915,13.012453625628496,-4.2408767869892765,18.66570199839225
shock_recency_bucket,0-2,468,293,175,62.60683760683761,2034.315568634851,4.3468281381086555,-3.4405030477521072,8.021414582999437
exit_reason+shock_recency_bucket,target | 0-2,155,155,0,100.0,2103.83119394594,13.573104477070581,-1.1574600970104003,16.249711562253577
exit_reason,target,180,180,0,100.0,2302.69957064746,12.792775392485888,-1.105153274637598,15.242409135933665
