feature,bin,trades,wins,losses,win_rate_pct,avg_pnl_pct,sum_pnl_pct,median_pnl_pct,avg_mae_pct,avg_mfe_pct
lower_wick_body_ratio,"(2.631, 3.175]",55,33,22,60.0,4.479203173374242,246.3561745355833,2.8103903903903897,-3.311936646647762,7.399505459408291
lower_wick_body_ratio,"(1.701, 1.876]",56,34,22,60.71428571428571,4.650478365326928,260.426788458308,3.3865608379195553,-3.7330797009120245,8.761949521190695
lower_wick_body_ratio,"(2.343, 2.631]",56,35,21,62.5,4.677431163206694,261.9361451395749,3.4404264863810727,-3.307011873482559,7.795500286052774
lower_wick_body_ratio,"(1.876, 2.075]",56,38,18,67.85714285714286,6.014001647742893,336.78409227360197,3.782250612114386,-2.4697882941276856,10.416000337660668
mae_pct,"(-65.15400000000001, -9.675]",56,1,55,1.7857142857142856,-3.71232390080214,-207.89013844491984,-3.7278947142588788,-16.790976954205824,4.730120395020417
mae_pct,"(-9.675, -4.693]",56,6,50,10.714285714285714,-1.3497477705219652,-75.58587514923005,-3.397496978751087,-6.49687568311977,5.395275447195003
mae_pct,"(-3.116, -2.354]",56,17,39,30.357142857142854,0.7282131191866891,40.77993467445459,-2.024823141623102,-2.7138340447794786,4.246615640955242
mae_pct,"(-4.693, -3.116]",55,9,46,16.363636363636363,1.601266553568572,88.06966044627146,-2.679831403609233,-3.827293153776506,6.194764153570744
mae_pct,"(-2.354, -1.564]",56,33,23,58.92857142857143,5.391674818605182,301.9337898418902,2.1576422047338357,-1.9646750579327654,8.462851210180357
mae_pct,"(-0.254, -0.0734]",56,56,0,100.0,5.772307541794804,323.24922234050905,5.394547754490288,-0.15258023487070213,7.253927965322741
mae_pct,"(-1.564, -0.893]",55,47,8,85.45454545454545,6.142868905539981,337.85778980469894,4.942228944132482,-1.1673658198725432,8.221465018898634
mae_pct,"(-0.0734, 0.0]",56,56,0,100.0,7.7966209710360745,436.61077437802015,5.628225347727905,-0.015360660160086467,10.642859944109729
mae_pct,"(-0.565, -0.254]",55,54,1,98.18181818181819,8.148668058525184,448.17674321888506,5.525016818775631,-0.39298568797445504,9.596900661296518
mae_pct,"(-0.893, -0.565]",56,54,2,96.42857142857143,8.158202372257149,456.8593328464003,4.970398880705828,-0.7333059189966945,10.838796938190422
mfe_pct,"(-0.001, 0.77]",56,0,56,0.0,-3.0616566819126,-171.4527741871056,-2.6301565251547094,-8.024176620796768,0.3442829283749048
mfe_pct,"(0.77, 1.435]",56,2,54,3.571428571428571,-2.8449448558392585,-159.31691192699847,-2.9592085662075602,-7.184799072701125,1.0583390525982084
mfe_pct,"(1.435, 2.358]",55,8,47,14.545454545454545,-2.1240463978964117,-116.82255188430264,-2.417909427987913,-4.495875945303583,1.9065077603477107
mfe_pct,"(2.358, 3.859]",56,25,31,44.642857142857146,-0.8954272854528994,-50.14392798536237,-1.1512289165163414,-3.140574304432851,3.061073026181804
mfe_pct,"(3.859, 5.252]",56,41,15,73.21428571428571,0.9969466061097317,55.82900994214498,2.988039058147221,-3.4250597298789924,4.647920431065382
mfe_pct,"(5.252, 6.316]",55,43,12,78.18181818181819,2.603068926047386,143.1687909326062,4.354011476264998,-1.9076904420187983,5.803250166580746
mfe_pct,"(6.316, 7.72]",56,54,2,96.42857142857143,5.03186711812288,281.78455861488123,5.74151847262867,-0.9668958619208722,6.856132782603024
mfe_pct,"(7.72, 9.693]",55,53,2,96.36363636363636,6.498603785194151,357.4232081856783,7.271337593185812,-0.9570988185827887,8.670723774483394
mfe_pct,"(9.693, 13.81]",56,53,3,94.64285714285714,8.69947896359219,487.1708219611627,10.298407278243314,-1.7055617687355955,11.646085798723679
mfe_pct,"(13.81, 103.05]",56,54,2,96.42857142857143,23.61466089829064,1322.4210103042758,20.899748256434847,-2.4827531610367664,31.4529643657032
quiet_ratio,"(1.843, 1.979]",55,22,33,40.0,-0.02835696141056085,-1.5596328775808468,-2.053587928567099,-5.599693372096358,3.3791042217183644
quiet_ratio,"(1.062, 1.364]",56,27,29,48.214285714285715,0.8025661560986943,44.94370474152688,-0.17899612705991377,-2.9433740388172147,4.447816571983035
quiet_ratio,"(1.721, 1.843]",56,30,26,53.57142857142857,1.0549575575095358,59.07762322053401,0.2742150621574344,-3.0278718582820514,3.9995466281628507
quiet_ratio,"(1.509, 1.624]",55,24,31,43.63636363636363,1.8262427853661538,100.44335319513846,-0.6056869772998651,-2.568510151767319,5.05071929662795
quiet_ratio,"(1.364, 1.509]",56,27,29,48.214285714285715,2.044902422634678,114.51453566754196,-0.6927329308097375,-2.9959941220828035,5.5955243962085275
