strategy,symbol,entry_ts,exit_ts,entry_i,exit_i,pnl_pct,gross_pct,hold_bars,entry_price,exit_price,exit_reason,mae_pct,mfe_pct
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,ALGO,1606442700,1606443900,47041,47045,-2.3243993901296065,-2.2443993901296064,4,0.2892,0.2827091969637452,stop,-3.4923928077455044,0.4840940525587871
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,FTM,1606858200,1606859400,19650,19654,-1.5042913228579902,-1.42429132285799,4,0.020818,0.020521491032407423,stop,-1.931021231626475,1.3113651647612592
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,QTUM,1606858200,1606859700,82133,82138,-1.5753082559308353,-1.4953082559308353,5,2.759,2.717744445218868,stop,-1.95723088075389,1.5947807176513242
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,BCH,1606858200,1606860000,100267,100273,-2.2825746651849785,-2.2025746651849785,6,284.15,277.89138408887686,stop,-2.5655463663557856,1.7033257082526947
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,ENJ,1606858200,1606860000,18210,18216,-1.5376446121735998,-1.4576446121735998,6,0.13967,0.13763410777017712,stop,-1.8472112837402441,1.0453211140545693
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,LTC,1606858200,1606860000,94229,94235,-2.121101900461515,-2.041101900461515,6,82.57,80.88466216078892,stop,-3.742279278188191,1.7681966816034975
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,ZEN,1606858200,1606860000,2082,2088,-2.586658118062557,-2.506658118062557,6,14.297,13.938623088860597,stop,-4.679303350353224,2.0983423095754277
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,ADA,1606858200,1606863600,87894,87912,4.522147668912152,4.602147668912152,18,0.14993,0.15683,time,-2.587874341359297,6.042819982658563
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,BEL,1606858200,1606863600,3810,3828,3.22924343271237,3.30924343271237,18,1.01564,1.04925,time,-2.287227757866969,4.367689338742069
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,XLM,1606858200,1606863600,91062,91080,2.6874766148226072,2.7674766148226073,18,0.18067,0.18567,time,-1.892954004538665,3.891072120440587
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,SKL,1607500800,1607501400,185,187,-3.0541825626234385,-2.9741825626234384,2,0.12301,0.1193514580297169,stop,-3.1786033655800314,0.3983415982440487
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,OCEAN,1609777500,1609778700,17861,17865,-2.3140159097249327,-2.2340159097249326,4,0.40433,0.3952972034722092,stop,-2.802166547127348,2.013207033858477
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,ETH,1609787700,1609793100,116382,116400,2.7900596670299223,2.8700596670299223,18,926.81,953.41,time,-2.5765798815291157,5.101369212675746
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,SUSHI,1609995900,1609996200,35869,35870,-2.0687641112045636,-1.9887641112045638,1,3.6452,3.5727055706183712,stop,-2.4991769998902655,0.18106002414134098
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,SXP,1610367600,1610367900,50044,50045,-2.13568796052626,-2.05568796052626,1,0.8831,0.8649462196205926,stop,-2.5365190805118303,1.4494394745781942
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,CRV,1610759100,1610760000,39277,39280,7.439967748829765,7.519967748829765,3,0.884,0.9504765148996551,target,-0.9049773755656116,9.954751131221716
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,DEFI,1610759100,1610760000,40429,40432,4.5572180928901505,4.6372180928901505,3,964.8,1009.5398801602041,target,-0.8913764510779342,5.286069651741294
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,ZIL,1610759100,1610760000,60853,60856,4.227720466608253,4.307720466608253,3,0.06164,0.06429527889561733,target,-0.9733939000648983,4.542504866969495
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,ZEC,1610759100,1610760300,99457,99461,5.488352016361148,5.568352016361148,4,97.76,103.20362093119466,target,-0.49099836333879293,6.106792144026185
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,THETA,1610759100,1610761200,67201,67208,4.16833470830388,4.24833470830388,7,1.9082,1.9892667229038545,target,-1.1057541138245415,4.428256996122001
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,ALGO,1610759100,1610764500,61429,61447,3.2709295386734,3.3509295386734,18,0.4357,0.4503,time,-0.8721597429423846,4.957539591462017
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,DOGE,1612219200,1612220100,59384,59387,-3.273466499818272,-3.193466499818272,3,0.040045,0.03876617634014777,stop,-3.7432888000998887,0.26220501935322993
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,DOGE,1612259700,1612262100,59519,59527,8.377893374698004,8.457893374698005,8,0.030621,0.033210891530266275,target,-1.6949152542372836,8.680317429215258
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,ALPHA,1612462200,1612464900,21050,21059,5.770181040118981,5.850181040118981,9,1.98924,2.1056141413224627,target,-1.3286481269228427,7.927650761094688
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,KNC,1612608600,1612609200,65868,65870,4.701982916118144,4.781982916118144,2,1.73208,1.8149077696934992,target,-0.3521777285113848,4.822525518451797
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,SNX,1612608600,1612613400,50626,50642,-2.58475571163288,-2.50475571163288,16,20.999,20.47302634811421,stop,-2.871565312633926,5.343111576741749
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,DEFI,1612993200,1612994100,47876,47879,4.136481591263552,4.216481591263552,3,2102.2,2190.838876011542,target,-0.36152602035961895,4.909142802778056
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,TRB,1612993200,1612997100,46148,46161,7.271337593185812,7.3513375931858125,13,43.378,46.56686322117214,target,-0.21208907741251037,8.783254184148651
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,ICX,1612993200,1612998300,42693,42710,5.999191025655299,6.079191025655299,17,0.8737,0.9268138919911504,target,-0.7897447636488517,6.901682499713862
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,ONT,1612993200,1612998300,105175,105192,8.762197689429565,8.842197689429565,17,0.8219,0.8945740228094216,target,-0.25550553595327785,10.463560043800959
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,TRX,1612993200,1612998300,112951,112968,5.071444205816043,5.151444205816043,17,0.0442,0.046476938338970694,target,-0.0452488687782944,5.27149321266968
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,1INCH,1612993200,1612998600,13568,13586,5.72525541845149,5.80525541845149,18,4.6923,4.9647,time,-0.4134433007267242,6.580994395072773
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,CRV,1612993200,1612998600,46724,46742,5.290496261046904,5.370496261046904,18,2.942,3.1,time,-0.13596193065941548,5.540448674371169
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,NEAR,1612993200,1612998600,34040,34058,3.609923434088746,3.689923434088746,18,3.2521,3.3721,time,-0.3782171519941023,3.763721902770513
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,XLM,1612993200,1612998600,111512,111530,6.016845755667181,6.096845755667181,18,0.39217,0.41608,time,-0.11474615600377538,7.251957059438499
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,BAL,1613388300,1613389500,48041,48045,4.827232550909313,4.907232550909313,4,39.184,41.1068500027483,target,-0.5435892200898351,5.04542670477747
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,SKL,1613893200,1613894400,21493,21497,5.768294898800875,5.848294898800875,4,0.27009,0.2858856596921713,target,-0.673849457588207,6.520048872598028
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,IOST,1614028800,1614034200,105747,105765,-0.9925152527985615,-0.9125152527985615,18,0.056547,0.056031,time,-1.5456169204378656,5.452101791430142
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,DASH,1614035700,1614036600,110666,110669,5.525016818775631,5.605016818775631,3,238.46,251.82572310605238,target,-0.46968044955128935,5.686488299924516
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,BNB,1614035700,1614036900,108939,108943,8.054552048720609,8.134552048720609,4,233.346,252.3276518236076,target,-1.1030829754956213,8.702956125238913
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,FTM,1614035700,1614037200,43575,43580,11.073949892662887,11.153949892662887,5,0.327903,0.3644771363165384,target,-2.081713189571306,15.887930272062167
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,XRP,1614103800,1614104700,119242,119245,13.337048340214322,13.417048340214322,3,0.3925,0.4451619147353412,target,-0.48407643312102233,14.675159235668787
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,AXS,1614103800,1614105000,27386,27390,11.29509821022172,11.37509821022172,4,1.14447,1.2746545864865246,target,-0.5565895130497268,11.855269251269128
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,DOT,1614103800,1614105000,53306,53310,10.738398599866228,10.818398599866228,4,28.557,31.646410088163798,target,-1.38670028364323,11.251181846832655
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,LRC,1614103800,1614105000,36601,36605,10.982752959443115,11.062752959443115,4,0.48639,0.5401981241194354,target,-0.6846357860975759,13.098542322004986
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,SNX,1614103800,1614105000,55610,55614,10.896952298395034,10.976952298395034,4,14.86,16.4911751115415,target,-0.7806191117092843,10.98250336473756
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,XLM,1614103800,1614105000,115214,115218,11.306659581406315,11.386659581406315,4,0.33669,0.3750277441446369,target,-1.8384864415337474,12.483293237102384
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,ICX,1614103800,1614106500,46395,46404,12.214456792449017,12.294456792449017,9,1.2537,1.4078356048069334,target,-1.340033500837515,12.618648799553315
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,SUSHI,1614103800,1614106500,49562,49571,10.829135238201133,10.909135238201133,9,12.6508,14.03089288071435,target,-0.25769121320391125,11.03487526480538
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,DEFI,1614103800,1614106800,51578,51588,10.595330217580683,10.675330217580683,10,1681.8,1861.337703599272,target,-0.6600071352122672,11.666072065643956
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,LINK,1614103800,1614106800,116078,116088,11.108520518220613,11.188520518220614,10,22.176,24.6571663101206,target,-0.7891414141414014,14.718614718614734
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,OMG,1614103800,1614106800,67970,67980,11.222861621405688,11.302861621405688,10,4.0179,4.472037677086459,target,-0.8885238557455347,12.148137086537748
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,STORJ,1614103800,1614106800,46106,46116,12.79390435911421,12.87390435911421,10,0.487,0.5496959142288862,target,-0.41067761806981556,14.43531827515401
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,SXP,1614103800,1614106800,62498,62508,15.07635217344104,15.15635217344104,10,1.8591,2.1408717432564424,target,-1.0273788392232746,16.158356193857244
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,BLZ,1614103800,1614107100,45818,45829,13.898744022687554,13.978744022687554,11,0.12696,0.1447074134112041,target,-0.6143667296786413,14.870825456836807
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,ENJ,1614103800,1614107100,42362,42373,12.120283622516203,12.200283622516203,11,0.37328,0.4188212187061285,target,-0.9135233604800751,13.14830690098586
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,FLM,1614103800,1614107100,42362,42373,13.119372556293257,13.199372556293257,11,0.307,0.3475220737478203,target,-0.4234527687296312,14.169381107491851
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,FTM,1614103800,1614107100,43802,43813,14.888383520193065,14.968383520193065,11,0.336913,0.3873434299693881,target,-0.3422248473641608,14.993781777491519
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,GRT,1614103800,1614107100,19034,19045,13.766507685185369,13.846507685185369,11,1.42504,1.6223582731169657,target,-1.352242744063333,16.916718127210455
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,NEO,1614103800,1614107100,107141,107152,11.288257061032217,11.368257061032217,11,34.711,38.65703570845489,target,-0.6021146034398205,12.203624211345119
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,QTUM,1614103800,1614107100,106285,106296,10.306805376924135,10.386805376924135,11,4.604,5.082208519553587,target,-0.9556907037358923,10.577758470894876
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,RLC,1614103800,1614107100,59642,59653,12.415445987126812,12.495445987126812,11,1.2803,1.4402791949731846,target,-0.3592907912208027,12.66109505584628
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,ANKR,1614103800,1614107400,8090,8102,11.3646456951087,11.4446456951087,12,0.02071,0.02308018612345701,target,-0.5697730564944474,11.7672621921777
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,OCEAN,1614103800,1614109200,32282,32300,4.438057469002156,4.518057469002156,18,0.81296,0.84969,time,-0.6334875024601442,9.458029915370991
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,TRB,1614103800,1614109200,49850,49868,4.953185840707962,5.033185840707962,18,28.928,30.384,time,-0.7881637168141645,10.242671460176982
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,TRX,1614103800,1614109200,116653,116671,6.628229426433927,6.7082294264339275,18,0.0401,0.04279,time,-1.072319201995012,9.775561097256858
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,XTZ,1614103800,1614109200,110318,110336,6.541880998080624,6.621880998080624,18,3.126,3.333,time,-0.89571337172105,10.300703774792069
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,ZEN,1614103800,1614109200,26234,26252,5.434157973174374,5.514157973174374,18,46.97,49.56,time,-0.38748137108793307,13.106238024270809
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,AVAX,1615374600,1615380000,48326,48344,-0.8954430825761958,-0.8154430825761958,18,31.7864,31.5272,time,-1.3458586061963647,4.5031837515415285
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,RVN,1615374600,1615380000,4262,4280,-0.09172539133493127,-0.011725391334931258,18,0.17057,0.17055,time,-0.5569560884094544,3.423814269801262
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,BNB,1615587000,1615589100,114110,114117,3.6444522726743998,3.7244522726744,7,255.636,265.1570408117739,target,-1.26508003567573,4.349543882708225
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,UNI,1616657100,1616661600,54041,54056,4.5307816082743875,4.6107816082743875,15,26.4756,27.696332095480294,target,-0.28554593663600236,4.7802504947952045
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,ATOM,1616657100,1616662500,118491,118509,2.1762119081106515,2.2562119081106515,18,17.064,17.449,time,-0.32817627754337164,4.061181434599164
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,COTI,1616657100,1616662500,4217,4235,2.9425016709161564,3.0225016709161565,18,0.40397,0.41618,time,-0.18813278213728318,5.79993563878506
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,DEFI,1616657100,1616662500,60089,60107,1.3508060360691898,1.4308060360691899,18,2173.6,2204.7,time,-0.23923444976075717,3.100846521899158
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,GRT,1616657100,1616662500,27545,27563,1.6590860128734704,1.7390860128734704,18,1.37026,1.39409,time,-0.8662589581539305,3.4956869499219168
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,IOST,1616657100,1616662500,114508,114526,2.2136308522163985,2.2936308522163986,18,0.043381,0.044376,time,-0.40570756782923983,4.2138263294990805
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,KNC,1616657100,1616662500,79363,79381,0.1927303431505054,0.2727303431505054,18,2.36864,2.3751,time,-0.12707714131316616,2.6981727911375266
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,LIT,1616657100,1616662500,9977,9995,2.122643171806154,2.202643171806154,18,7.945,8.12,time,-1.1202013845185703,4.090623033354302
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,NEO,1616657100,1616662500,115652,115670,0.22477738551800613,0.30477738551800615,18,39.373,39.493,time,-1.1479948187844415,2.0648667868844193
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,OCEAN,1616657100,1616662500,40793,40811,0.032448895992808716,0.11244889599280872,18,1.24501,1.24641,time,-0.2987927807808729,3.6923398205636957
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,OMG,1616657100,1616662500,76481,76499,0.35569978116436346,0.4356997811643635,18,5.0723,5.0944,time,-0.12617550223764729,2.7541746347810556
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,QTUM,1616657100,1616662500,114796,114814,1.9092776523702033,1.9892776523702034,18,7.088,7.229,time,-1.7494356659142163,3.8374717832957144
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,RLC,1616657100,1616662500,68153,68171,0.7908118727765079,0.8708118727765078,18,1.8833,1.8997,time,-0.14867519779110674,3.143418467583493
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,SXP,1616657100,1616662500,71009,71027,2.403697395146638,2.483697395146638,18,2.8063,2.876,time,-0.253002173680643,4.896126572355073
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,TRB,1616657100,1616662500,58361,58379,1.5711987625676707,1.6511987625676707,18,51.72,52.574,time,-0.3267594740912547,3.49767981438516
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,XLM,1616657100,1616662500,123725,123743,1.2184832372530456,1.2984832372530457,18,0.35734,0.36198,time,-0.3889852801253714,2.787261431689714
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,BLZ,1617210300,1617215700,56173,56191,2.6592992876575727,2.739299287657573,18,0.48151,0.4947,time,-0.22014080704450698,3.5367905131772943
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,DENT,1617505500,1617506400,3049,3052,6.860846527138358,6.940846527138358,3,0.01548,0.01655444304240102,target,-0.6912144702842454,7.564599483204123
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,HOT,1617750600,1617751200,2102,2104,-3.9008147136417626,-3.8208147136417625,2,0.021076,0.020270725090952863,stop,-7.259442019358513,2.865818940975519
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,ALPHA,1618748700,1618749000,42005,42006,-3.5502326000817153,-3.470232600081715,1,1.42269,1.3733193478218975,stop,-14.246954712551577,0.7373356107092822
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,CRV,1618748700,1618749000,65909,65910,-3.6289935482094435,-3.5489935482094435,1,3.216,3.1018643674895845,stop,-23.16542288557214,0.18656716417909774
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,DEFI,1618748700,1618749000,67061,67062,-2.6792933681796045,-2.5992933681796044,1,2832.9,2759.26461817284,stop,-13.72092202336829,0.14472801722616077
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,ENJ,1618748700,1618749000,57845,57846,-2.3586703150751527,-2.2786703150751526,1,2.55881,2.5005031561108253,stop,-9.723660607860676,0.5213360898230175
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,LIT,1618748700,1618749000,16949,16950,-4.115036690884135,-4.035036690884135,1,10.199,9.787466607896727,stop,-15.697617413471901,0.22551230512795067
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,STORJ,1618748700,1618749000,61589,61590,-3.214564945223871,-3.134564945223871,1,1.9649,1.9033089333912963,stop,-12.62659677337269,0.0
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,UNI,1618748700,1618749000,61013,61014,-3.4484324523425536,-3.3684324523425535,1,29.5728,28.576660207733642,stop,-9.64264459232809,0.8734377536114214
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,VET,1618748700,1618749000,123497,123498,-2.5801944959121768,-2.5001944959121767,1,0.204822,0.19970105162958277,stop,-12.506469031646992,1.2557244827215783
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,BAND,1618749300,1618750500,75703,75707,16.066095021045243,16.14609502104524,4,13.7396,15.958008871511531,target,-0.6375731462342435,20.004949197938803
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,ETH,1618749300,1618750500,146254,146258,6.447061300835724,6.527061300835724,4,2028.5,2160.9014384874527,target,-1.6307616465368464,7.018486566428391
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,IOST,1618749300,1618750500,121482,121486,9.80139484775775,9.88139484775775,4,0.072118,0.07924426433630594,target,-1.8275603871432924,9.88934801297873
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,ONT,1618749300,1618750500,124362,124366,14.304663189790544,14.384663189790544,4,1.5937,1.8229483772556918,target,-2.1961473301123124,19.20060237183912
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,ATOM,1618749300,1618750800,125465,125470,13.516851104846527,13.596851104846527,5,17.693,20.098690865980497,target,-0.8986604871983409,14.090318204939797
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,OCEAN,1618749300,1618750800,47767,47772,9.088717215920212,9.168717215920212,5,1.23462,1.3478188164911942,target,-0.5256678168181389,9.204451572143652
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,BLZ,1618749300,1618751400,61303,61310,14.484799194001635,14.564799194001635,7,0.37388,0.4283348712265333,target,-0.29421204664597994,14.691879747512582
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,QTUM,1618749300,1618751400,121770,121777,11.103284517902585,11.183284517902585,7,13.431,14.933026943599495,target,-0.5881914972823978,11.994639267366546
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,DOT,1618749300,1618752300,68791,68801,10.019387136372819,10.099387136372819,10,33.304,36.667499891897606,target,-1.5823925054047592,10.506245496036497
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,REN,1618749300,1618754700,53815,53833,9.469763311524312,9.549763311524313,18,0.85133,0.93263,time,-1.5199746279351205,15.918621451141151
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,BEL,1618750200,1618755600,43450,43468,6.101428571428566,6.181428571428566,18,3.5,3.71635,time,-0.7991428571428523,13.220285714285712
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,HBAR,1619158200,1619160000,10538,10544,4.9970835577735,5.0770835577735,6,0.25931,0.27247538537366245,target,-0.24680883884153096,5.730592726852047
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,STMX,1619158200,1619163600,9098,9116,-0.4900227790432793,-0.4100227790432793,18,0.0439,0.04372,time,-0.7289293849658333,3.2346241457858715
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,SXP,1619158200,1619163600,79346,79364,3.086164569673334,3.166164569673334,18,3.3858,3.493,time,-0.32193277807313936,6.296886998641386
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,CHZ,1619175000,1619175900,26434,26437,-2.745682120915973,-2.665682120915973,3,0.41268,0.40167926302340395,stop,-3.2179897256954573,2.07182320441989
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,DOGE,1619175000,1619175900,82570,82573,-3.84983787150096,-3.7698378715009597,3,0.223583,0.215154283391762,stop,-5.920396452324192,2.031907613727337
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,CHR,1619175000,1619176200,12034,12038,-2.5548994761717547,-2.4748994761717547,4,0.2118,0.2065581629094682,stop,-4.249291784702541,2.6440037771482636
LM6_000_LONG_MAIN_V2_EXACT_EMBEDDED,DENT,1619175000,1619176200,8614,8618,-3.0640733183683815,-2.9840733183683814,4,0.00618,0.005995584268924834,stop,-5.453074433656952,2.799352750809068
