run_label,strategy,family,tag,side,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,symbol_files,errors,position_fraction,fee_per_side,cost_pct_round_trip,name,stop_atr,rr,hold,cooldown,atrp_min,atrp_max,range20_min,range20_max,range60_max,volr_min,volr_max,ret20_min,ret60_min,ret120_min,ret20_max,ret60_max,rank60_min,rank120_min,breakout_lb,breakout_buffer,breakout_body_atr_min,breakout_body_atr_max,breakout_close_pos_min,breakout_upper_wick_max,breakout_volr_min,follow_delay,follow_ret_min,follow_close_pos_min,follow_no_big_wick,ema20_pos_min,ema50_pos_min,require_ema_stack,no_rsi_max,fail_bars,fail_pnl,trail_r,trail_atr,verdict,note
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_B_031_R60100_RR210_H6,elite_leader_breakout,very_strong_leader_short_followthrough,long,4392,1327,3065,30.214025500910747,-7.236620963735152,0.0,32.200888188463736,67.79911181153626,597,0,0.01,0.0004,0.08,LBF_B_031_R60100_RR210_H6,0.85,2.1,6,60,0.0015,0.05,0.01,0.14,0.3,1.4,5.0,-0.02,0.1,0.1,0.26,0.7,0.84,0.7,40,1.004,0.48,2.8,0.78,0.24,1.45,1,-0.006,0.54,0.58,0.99,0.97,False,82.0,3,-0.36,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_B_032_R60100_RR210_H10,elite_leader_breakout,very_strong_leader_short_followthrough,long,4392,1283,3109,29.212204007285976,-7.067222943724138,0.0,32.637222104661966,67.36277789533803,597,0,0.01,0.0004,0.08,LBF_B_032_R60100_RR210_H10,0.85,2.1,10,60,0.0015,0.05,0.01,0.14,0.3,1.4,5.0,-0.02,0.1,0.1,0.26,0.7,0.84,0.7,40,1.004,0.48,2.8,0.78,0.24,1.45,1,-0.006,0.54,0.58,0.99,0.97,False,82.0,3,-0.36,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_B_033_R60100_RR210_H14,elite_leader_breakout,very_strong_leader_short_followthrough,long,4392,1267,3125,28.84790528233151,-7.147626391873752,0.0,32.740588338015286,67.25941166198471,597,0,0.01,0.0004,0.08,LBF_B_033_R60100_RR210_H14,0.85,2.1,14,60,0.0015,0.05,0.01,0.14,0.3,1.4,5.0,-0.02,0.1,0.1,0.26,0.7,0.84,0.7,40,1.004,0.48,2.8,0.78,0.24,1.45,1,-0.006,0.54,0.58,0.99,0.97,False,82.0,3,-0.36,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_B_034_R60100_RR280_H6,elite_leader_breakout,very_strong_leader_short_followthrough,long,4391,1168,3223,26.599863356866315,-6.991999081980582,0.0,33.399066279656196,66.6009337203438,597,0,0.01,0.0004,0.08,LBF_B_034_R60100_RR280_H6,0.85,2.8,6,60,0.0015,0.05,0.01,0.14,0.3,1.4,5.0,-0.02,0.1,0.1,0.26,0.7,0.84,0.7,40,1.004,0.48,2.8,0.78,0.24,1.45,1,-0.006,0.54,0.58,0.99,0.97,False,82.0,3,-0.36,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_B_035_R60100_RR280_H10,elite_leader_breakout,very_strong_leader_short_followthrough,long,4391,1070,3321,24.36802550671829,-7.124225155351516,0.0,34.21692774874424,65.78307225125576,597,0,0.01,0.0004,0.08,LBF_B_035_R60100_RR280_H10,0.85,2.8,10,60,0.0015,0.05,0.01,0.14,0.3,1.4,5.0,-0.02,0.1,0.1,0.26,0.7,0.84,0.7,40,1.004,0.48,2.8,0.78,0.24,1.45,1,-0.006,0.54,0.58,0.99,0.97,False,82.0,3,-0.36,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_B_036_R60100_RR280_H14,elite_leader_breakout,very_strong_leader_short_followthrough,long,4391,1036,3355,23.593714415850602,-7.342870172201932,0.0,34.49378407027815,65.50621592972185,597,0,0.01,0.0004,0.08,LBF_B_036_R60100_RR280_H14,0.85,2.8,14,60,0.0015,0.05,0.01,0.14,0.3,1.4,5.0,-0.02,0.1,0.1,0.26,0.7,0.84,0.7,40,1.004,0.48,2.8,0.78,0.24,1.45,1,-0.006,0.54,0.58,0.99,0.97,False,82.0,3,-0.36,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_B_037_R60160_RR160_H6,elite_leader_breakout,very_strong_leader_short_followthrough,long,1087,384,703,35.32658693652254,-1.7942116210490244,0.0,10.553342467127703,89.4466575328723,597,0,0.01,0.0004,0.08,LBF_B_037_R60160_RR160_H6,0.85,1.6,6,60,0.0015,0.05,0.01,0.14,0.3,1.4,5.0,-0.02,0.16,0.16,0.26,0.7,0.84,0.7,40,1.004,0.48,2.8,0.78,0.24,1.45,1,-0.006,0.54,0.58,0.99,0.97,False,82.0,3,-0.36,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_B_038_R60160_RR160_H10,elite_leader_breakout,very_strong_leader_short_followthrough,long,1087,383,704,35.23459061637534,-1.7043978005072402,0.0,10.571535975870061,89.42846402412994,597,0,0.01,0.0004,0.08,LBF_B_038_R60160_RR160_H10,0.85,1.6,10,60,0.0015,0.05,0.01,0.14,0.3,1.4,5.0,-0.02,0.16,0.16,0.26,0.7,0.84,0.7,40,1.004,0.48,2.8,0.78,0.24,1.45,1,-0.006,0.54,0.58,0.99,0.97,False,82.0,3,-0.36,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_B_039_R60160_RR160_H14,elite_leader_breakout,very_strong_leader_short_followthrough,long,1087,381,706,35.05059797608096,-1.7329056687912292,0.0,10.58173895011083,89.41826104988917,597,0,0.01,0.0004,0.08,LBF_B_039_R60160_RR160_H14,0.85,1.6,14,60,0.0015,0.05,0.01,0.14,0.3,1.4,5.0,-0.02,0.16,0.16,0.26,0.7,0.84,0.7,40,1.004,0.48,2.8,0.78,0.24,1.45,1,-0.006,0.54,0.58,0.99,0.97,False,82.0,3,-0.36,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_B_040_R60160_RR210_H6,elite_leader_breakout,very_strong_leader_short_followthrough,long,1087,325,762,29.898804047838084,-2.0622142404507104,0.0,11.271654317223256,88.72834568277675,597,0,0.01,0.0004,0.08,LBF_B_040_R60160_RR210_H6,0.85,2.1,6,60,0.0015,0.05,0.01,0.14,0.3,1.4,5.0,-0.02,0.16,0.16,0.26,0.7,0.84,0.7,40,1.004,0.48,2.8,0.78,0.24,1.45,1,-0.006,0.54,0.58,0.99,0.97,False,82.0,3,-0.36,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_B_041_R60160_RR210_H10,elite_leader_breakout,very_strong_leader_short_followthrough,long,1087,319,768,29.346826126954923,-1.885426685887004,0.0,11.392904071339505,88.6070959286605,597,0,0.01,0.0004,0.08,LBF_B_041_R60160_RR210_H10,0.85,2.1,10,60,0.0015,0.05,0.01,0.14,0.3,1.4,5.0,-0.02,0.16,0.16,0.26,0.7,0.84,0.7,40,1.004,0.48,2.8,0.78,0.24,1.45,1,-0.006,0.54,0.58,0.99,0.97,False,82.0,3,-0.36,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_B_042_R60160_RR210_H14,elite_leader_breakout,very_strong_leader_short_followthrough,long,1087,313,774,28.794848206071755,-1.9622116210021079,0.0,11.441498459400512,88.5585015405995,597,0,0.01,0.0004,0.08,LBF_B_042_R60160_RR210_H14,0.85,2.1,14,60,0.0015,0.05,0.01,0.14,0.3,1.4,5.0,-0.02,0.16,0.16,0.26,0.7,0.84,0.7,40,1.004,0.48,2.8,0.78,0.24,1.45,1,-0.006,0.54,0.58,0.99,0.97,False,82.0,3,-0.36,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_B_043_R60160_RR280_H6,elite_leader_breakout,very_strong_leader_short_followthrough,long,1087,289,798,26.5869365225391,-1.5010328539124873,0.0,11.695716282040502,88.30428371795949,597,0,0.01,0.0004,0.08,LBF_B_043_R60160_RR280_H6,0.85,2.8,6,60,0.0015,0.05,0.01,0.14,0.3,1.4,5.0,-0.02,0.16,0.16,0.26,0.7,0.84,0.7,40,1.004,0.48,2.8,0.78,0.24,1.45,1,-0.006,0.54,0.58,0.99,0.97,False,82.0,3,-0.36,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_B_044_R60160_RR280_H10,elite_leader_breakout,very_strong_leader_short_followthrough,long,1087,277,810,25.48298068077277,-1.0959286547629454,0.0,11.869425674909905,88.1305743250901,597,0,0.01,0.0004,0.08,LBF_B_044_R60160_RR280_H10,0.85,2.8,10,60,0.0015,0.05,0.01,0.14,0.3,1.4,5.0,-0.02,0.16,0.16,0.26,0.7,0.84,0.7,40,1.004,0.48,2.8,0.78,0.24,1.45,1,-0.006,0.54,0.58,0.99,0.97,False,82.0,3,-0.36,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_B_045_R60160_RR280_H14,elite_leader_breakout,very_strong_leader_short_followthrough,long,1087,268,819,24.65501379944802,-1.1625335101164258,0.0,11.951074100096049,88.04892589990395,597,0,0.01,0.0004,0.08,LBF_B_045_R60160_RR280_H14,0.85,2.8,14,60,0.0015,0.05,0.01,0.14,0.3,1.4,5.0,-0.02,0.16,0.16,0.26,0.7,0.84,0.7,40,1.004,0.48,2.8,0.78,0.24,1.45,1,-0.006,0.54,0.58,0.99,0.97,False,82.0,3,-0.36,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_B_046_R60240_RR160_H6,elite_leader_breakout,very_strong_leader_short_followthrough,long,201,62,139,30.845771144278604,-0.6540426379168629,0.0,2.4216473544526163,97.57835264554738,597,0,0.01,0.0004,0.08,LBF_B_046_R60240_RR160_H6,0.85,1.6,6,60,0.0015,0.05,0.01,0.14,0.3,1.4,5.0,-0.02,0.24,0.24,0.26,0.7,0.84,0.7,40,1.004,0.48,2.8,0.78,0.24,1.45,1,-0.006,0.54,0.58,0.99,0.97,False,82.0,3,-0.36,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_B_047_R60240_RR160_H10,elite_leader_breakout,very_strong_leader_short_followthrough,long,201,61,140,30.34825870646766,-0.6635306602697288,0.0,2.426933453624913,97.57306654637509,597,0,0.01,0.0004,0.08,LBF_B_047_R60240_RR160_H10,0.85,1.6,10,60,0.0015,0.05,0.01,0.14,0.3,1.4,5.0,-0.02,0.24,0.24,0.26,0.7,0.84,0.7,40,1.004,0.48,2.8,0.78,0.24,1.45,1,-0.006,0.54,0.58,0.99,0.97,False,82.0,3,-0.36,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_B_048_R60240_RR160_H14,elite_leader_breakout,very_strong_leader_short_followthrough,long,201,61,140,30.34825870646766,-0.6635306602697288,0.0,2.426933453624913,97.57306654637509,597,0,0.01,0.0004,0.08,LBF_B_048_R60240_RR160_H14,0.85,1.6,14,60,0.0015,0.05,0.01,0.14,0.3,1.4,5.0,-0.02,0.24,0.24,0.26,0.7,0.84,0.7,40,1.004,0.48,2.8,0.78,0.24,1.45,1,-0.006,0.54,0.58,0.99,0.97,False,82.0,3,-0.36,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_B_049_R60240_RR210_H6,elite_leader_breakout,very_strong_leader_short_followthrough,long,201,56,145,27.860696517412936,-0.489261331591051,0.0,2.4985558427431886,97.50144415725681,597,0,0.01,0.0004,0.08,LBF_B_049_R60240_RR210_H6,0.85,2.1,6,60,0.0015,0.05,0.01,0.14,0.3,1.4,5.0,-0.02,0.24,0.24,0.26,0.7,0.84,0.7,40,1.004,0.48,2.8,0.78,0.24,1.45,1,-0.006,0.54,0.58,0.99,0.97,False,82.0,3,-0.36,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_B_050_R60240_RR210_H10,elite_leader_breakout,very_strong_leader_short_followthrough,long,201,53,148,26.368159203980102,-0.5165475312769452,0.0,2.5341122789424464,97.46588772105756,597,0,0.01,0.0004,0.08,LBF_B_050_R60240_RR210_H10,0.85,2.1,10,60,0.0015,0.05,0.01,0.14,0.3,1.4,5.0,-0.02,0.24,0.24,0.26,0.7,0.84,0.7,40,1.004,0.48,2.8,0.78,0.24,1.45,1,-0.006,0.54,0.58,0.99,0.97,False,82.0,3,-0.36,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_B_051_R60240_RR210_H14,elite_leader_breakout,very_strong_leader_short_followthrough,long,201,52,149,25.870646766169152,-0.5371845475344195,0.0,2.538977850867008,97.46102214913299,597,0,0.01,0.0004,0.08,LBF_B_051_R60240_RR210_H14,0.85,2.1,14,60,0.0015,0.05,0.01,0.14,0.3,1.4,5.0,-0.02,0.24,0.24,0.26,0.7,0.84,0.7,40,1.004,0.48,2.8,0.78,0.24,1.45,1,-0.006,0.54,0.58,0.99,0.97,False,82.0,3,-0.36,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_B_052_R60240_RR280_H6,elite_leader_breakout,very_strong_leader_short_followthrough,long,201,52,149,25.870646766169152,-0.2032627755970684,0.0,2.5500774553574024,97.4499225446426,597,0,0.01,0.0004,0.08,LBF_B_052_R60240_RR280_H6,0.85,2.8,6,60,0.0015,0.05,0.01,0.14,0.3,1.4,5.0,-0.02,0.24,0.24,0.26,0.7,0.84,0.7,40,1.004,0.48,2.8,0.78,0.24,1.45,1,-0.006,0.54,0.58,0.99,0.97,False,82.0,3,-0.36,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_B_053_R60240_RR280_H10,elite_leader_breakout,very_strong_leader_short_followthrough,long,201,49,152,24.378109452736318,-0.21245577735526933,0.0,2.5856151028613716,97.41438489713863,597,0,0.01,0.0004,0.08,LBF_B_053_R60240_RR280_H10,0.85,2.8,10,60,0.0015,0.05,0.01,0.14,0.3,1.4,5.0,-0.02,0.24,0.24,0.26,0.7,0.84,0.7,40,1.004,0.48,2.8,0.78,0.24,1.45,1,-0.006,0.54,0.58,0.99,0.97,False,82.0,3,-0.36,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_B_054_R60240_RR280_H14,elite_leader_breakout,very_strong_leader_short_followthrough,long,201,47,154,23.383084577114428,-0.23924614719278425,0.0,2.6118463737582753,97.38815362624173,597,0,0.01,0.0004,0.08,LBF_B_054_R60240_RR280_H14,0.85,2.8,14,60,0.0015,0.05,0.01,0.14,0.3,1.4,5.0,-0.02,0.24,0.24,0.26,0.7,0.84,0.7,40,1.004,0.48,2.8,0.78,0.24,1.45,1,-0.006,0.54,0.58,0.99,0.97,False,82.0,3,-0.36,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_C_055_D2_S80_RR200,delayed_followthrough,breakout_then_delayed_followthrough_confirmation,long,7211,2194,5017,30.425738455137985,-10.412523257672056,0.0,43.34260924817686,56.657390751823144,597,0,0.01,0.0004,0.08,LBF_C_055_D2_S80_RR200,0.8,2.0,12,50,0.0015,0.06,0.01,0.18,0.3,1.4,5.0,-0.02,0.08,0.08,0.35,1.0,0.78,0.66,60,1.002,0.42,2.8,0.72,0.32,1.6,2,0.0,0.58,0.5,0.99,0.97,False,84.0,4,-0.42,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_C_056_D2_S80_RR260,delayed_followthrough,breakout_then_delayed_followthrough_confirmation,long,7211,1835,5376,25.44723339342671,-11.037902205675309,0.0,45.451139409653166,54.54886059034683,597,0,0.01,0.0004,0.08,LBF_C_056_D2_S80_RR260,0.8,2.6,12,50,0.0015,0.06,0.01,0.18,0.3,1.4,5.0,-0.02,0.08,0.08,0.35,1.0,0.78,0.66,60,1.002,0.42,2.8,0.72,0.32,1.6,2,0.0,0.58,0.5,0.99,0.97,False,84.0,4,-0.42,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_C_057_D2_S80_RR320,delayed_followthrough,breakout_then_delayed_followthrough_confirmation,long,7210,1603,5607,22.233009708737864,-11.38669304010409,0.0,46.74324311516499,53.25675688483502,597,0,0.01,0.0004,0.08,LBF_C_057_D2_S80_RR320,0.8,3.2,12,50,0.0015,0.06,0.01,0.18,0.3,1.4,5.0,-0.02,0.08,0.08,0.35,1.0,0.78,0.66,60,1.002,0.42,2.8,0.72,0.32,1.6,2,0.0,0.58,0.5,0.99,0.97,False,84.0,4,-0.42,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_C_058_D2_S100_RR200,delayed_followthrough,breakout_then_delayed_followthrough_confirmation,long,7207,2191,5016,30.400999028722076,-10.145874529361787,0.0,48.8274283864658,51.1725716135342,597,0,0.01,0.0004,0.08,LBF_C_058_D2_S100_RR200,1.0,2.0,12,50,0.0015,0.06,0.01,0.18,0.3,1.4,5.0,-0.02,0.08,0.08,0.35,1.0,0.78,0.66,60,1.002,0.42,2.8,0.72,0.32,1.6,2,0.0,0.58,0.5,0.99,0.97,False,84.0,4,-0.42,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_C_059_D2_S100_RR260,delayed_followthrough,breakout_then_delayed_followthrough_confirmation,long,7205,1865,5340,25.88480222068008,-10.962375238645949,0.0,50.68674157207693,49.31325842792307,597,0,0.01,0.0004,0.08,LBF_C_059_D2_S100_RR260,1.0,2.6,12,50,0.0015,0.06,0.01,0.18,0.3,1.4,5.0,-0.02,0.08,0.08,0.35,1.0,0.78,0.66,60,1.002,0.42,2.8,0.72,0.32,1.6,2,0.0,0.58,0.5,0.99,0.97,False,84.0,4,-0.42,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_C_060_D2_S100_RR320,delayed_followthrough,breakout_then_delayed_followthrough_confirmation,long,7202,1718,5484,23.85448486531519,-9.417144902997798,0.0,51.52734973010132,48.47265026989868,597,0,0.01,0.0004,0.08,LBF_C_060_D2_S100_RR320,1.0,3.2,12,50,0.0015,0.06,0.01,0.18,0.3,1.4,5.0,-0.02,0.08,0.08,0.35,1.0,0.78,0.66,60,1.002,0.42,2.8,0.72,0.32,1.6,2,0.0,0.58,0.5,0.99,0.97,False,84.0,4,-0.42,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_C_061_D3_S80_RR200,delayed_followthrough,breakout_then_delayed_followthrough_confirmation,long,6514,1990,4524,30.549585508136325,-8.752659544108976,0.0,40.052195472024266,59.947804527975734,597,0,0.01,0.0004,0.08,LBF_C_061_D3_S80_RR200,0.8,2.0,12,50,0.0015,0.06,0.01,0.18,0.3,1.4,5.0,-0.02,0.08,0.08,0.35,1.0,0.78,0.66,60,1.002,0.42,2.8,0.72,0.32,1.6,3,0.0,0.58,0.5,0.99,0.97,False,84.0,4,-0.42,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_C_062_D3_S80_RR260,delayed_followthrough,breakout_then_delayed_followthrough_confirmation,long,6509,1661,4848,25.518512828391458,-9.463981074424254,0.0,42.02907658728387,57.970923412716125,597,0,0.01,0.0004,0.08,LBF_C_062_D3_S80_RR260,0.8,2.6,12,50,0.0015,0.06,0.01,0.18,0.3,1.4,5.0,-0.02,0.08,0.08,0.35,1.0,0.78,0.66,60,1.002,0.42,2.8,0.72,0.32,1.6,3,0.0,0.58,0.5,0.99,0.97,False,84.0,4,-0.42,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_C_063_D3_S80_RR320,delayed_followthrough,breakout_then_delayed_followthrough_confirmation,long,6507,1458,5049,22.40663900414938,-9.973997982596972,0.0,43.22442203414193,56.77557796585807,597,0,0.01,0.0004,0.08,LBF_C_063_D3_S80_RR320,0.8,3.2,12,50,0.0015,0.06,0.01,0.18,0.3,1.4,5.0,-0.02,0.08,0.08,0.35,1.0,0.78,0.66,60,1.002,0.42,2.8,0.72,0.32,1.6,3,0.0,0.58,0.5,0.99,0.97,False,84.0,4,-0.42,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_C_064_D3_S100_RR200,delayed_followthrough,breakout_then_delayed_followthrough_confirmation,long,6508,1953,4555,30.00921942224954,-9.285603574642998,0.0,45.241430408222705,54.758569591777295,597,0,0.01,0.0004,0.08,LBF_C_064_D3_S100_RR200,1.0,2.0,12,50,0.0015,0.06,0.01,0.18,0.3,1.4,5.0,-0.02,0.08,0.08,0.35,1.0,0.78,0.66,60,1.002,0.42,2.8,0.72,0.32,1.6,3,0.0,0.58,0.5,0.99,0.97,False,84.0,4,-0.42,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_C_065_D3_S100_RR260,delayed_followthrough,breakout_then_delayed_followthrough_confirmation,long,6505,1682,4823,25.857033051498846,-9.883719193421914,0.0,46.94235039327752,53.05764960672248,597,0,0.01,0.0004,0.08,LBF_C_065_D3_S100_RR260,1.0,2.6,12,50,0.0015,0.06,0.01,0.18,0.3,1.4,5.0,-0.02,0.08,0.08,0.35,1.0,0.78,0.66,60,1.002,0.42,2.8,0.72,0.32,1.6,3,0.0,0.58,0.5,0.99,0.97,False,84.0,4,-0.42,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_C_066_D3_S100_RR320,delayed_followthrough,breakout_then_delayed_followthrough_confirmation,long,6504,1551,4953,23.846863468634684,-9.32994010169198,0.0,47.68872476906013,52.31127523093987,597,0,0.01,0.0004,0.08,LBF_C_066_D3_S100_RR320,1.0,3.2,12,50,0.0015,0.06,0.01,0.18,0.3,1.4,5.0,-0.02,0.08,0.08,0.35,1.0,0.78,0.66,60,1.002,0.42,2.8,0.72,0.32,1.6,3,0.0,0.58,0.5,0.99,0.97,False,84.0,4,-0.42,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_D_067_RG45_RR180,tight_volume_breakout,tight_range_volume_breakout_followthrough,long,10226,3189,7037,31.185214159984355,-14.186848231403804,0.0,34.207814148591034,65.79218585140897,597,0,0.01,0.0004,0.08,LBF_D_067_RG45_RR180,0.8,1.8,8,56,0.0015,0.04,0.006,0.045,0.16,1.5,4.5,-0.02,0.03,0.05,0.22,1.0,0.7,0.6,40,1.003,0.35,2.8,0.8,0.22,1.9,1,-0.003,0.58,0.58,0.99,0.97,False,80.0,3,-0.34,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_D_068_RG45_RR240,tight_volume_breakout,tight_range_volume_breakout_followthrough,long,10226,2717,7509,26.569528652454526,-13.791785795191736,0.0,35.8718110885255,64.12818891147451,597,0,0.01,0.0004,0.08,LBF_D_068_RG45_RR240,0.8,2.4,8,56,0.0015,0.04,0.006,0.045,0.16,1.5,4.5,-0.02,0.03,0.05,0.22,1.0,0.7,0.6,40,1.003,0.35,2.8,0.8,0.22,1.9,1,-0.003,0.58,0.58,0.99,0.97,False,80.0,3,-0.34,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_D_069_RG45_RR300,tight_volume_breakout,tight_range_volume_breakout_followthrough,long,10225,2404,7821,23.511002444987774,-14.194667203408073,0.0,36.95175046728541,63.04824953271459,597,0,0.01,0.0004,0.08,LBF_D_069_RG45_RR300,0.8,3.0,8,56,0.0015,0.04,0.006,0.045,0.16,1.5,4.5,-0.02,0.03,0.05,0.22,1.0,0.7,0.6,40,1.003,0.35,2.8,0.8,0.22,1.9,1,-0.003,0.58,0.58,0.99,0.97,False,80.0,3,-0.34,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_D_070_RG70_RR180,tight_volume_breakout,tight_range_volume_breakout_followthrough,long,16497,5133,11364,31.114748136024733,-23.626462000988425,0.0,54.65258297583456,45.34741702416544,597,0,0.01,0.0004,0.08,LBF_D_070_RG70_RR180,0.8,1.8,8,56,0.0015,0.04,0.006,0.07,0.16,1.5,4.5,-0.02,0.03,0.05,0.22,1.0,0.7,0.6,40,1.003,0.35,2.8,0.8,0.22,1.9,1,-0.003,0.58,0.58,0.99,0.97,False,80.0,3,-0.34,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_D_071_RG70_RR240,tight_volume_breakout,tight_range_volume_breakout_followthrough,long,16495,4390,12105,26.61412549257351,-22.590708345511835,0.0,56.72590187795,43.27409812205,597,0,0.01,0.0004,0.08,LBF_D_071_RG70_RR240,0.8,2.4,8,56,0.0015,0.04,0.006,0.07,0.16,1.5,4.5,-0.02,0.03,0.05,0.22,1.0,0.7,0.6,40,1.003,0.35,2.8,0.8,0.22,1.9,1,-0.003,0.58,0.58,0.99,0.97,False,80.0,3,-0.34,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_LEADER_BREAKOUT_FOLLOWTHROUGH_V3_1H,LBF_D_072_RG70_RR300,tight_volume_breakout,tight_range_volume_breakout_followthrough,long,16494,3869,12625,23.45701467200194,-23.695083778511272,0.0,58.1236545223744,41.8763454776256,597,0,0.01,0.0004,0.08,LBF_D_072_RG70_RR300,0.8,3.0,8,56,0.0015,0.04,0.006,0.07,0.16,1.5,4.5,-0.02,0.03,0.05,0.22,1.0,0.7,0.6,40,1.003,0.35,2.8,0.8,0.22,1.9,1,-0.003,0.58,0.58,0.99,0.97,False,80.0,3,-0.34,999.0,2.0,invalid_no_peak,max_return <= 0
