experiment,trades,final_asset,final_return,peak_asset,peak_growth,win_rate,pf,mdd,max_conc,max_conc_unique_symbols,same_bar_trades,active_leftover
short_balanced_bridge_atr050_baseline,13821,118.47342474391921,0.1847342474391922,118.951651838291,0.18951651838290995,0.3352145286158744,1.079900797478972,-0.06863338143632569,81,57,5977,0
short_balanced_bridge_wick075,13088,110.66568787210703,0.10665687872107021,110.66568787210703,0.10665687872107021,0.32885085574572126,1.0504352830156896,-0.10179466441238616,72,47,5686,0
short_balanced_bridge_wick050,14295,117.20302584885097,0.1720302584885096,117.20302584885097,0.1720302584885096,0.3320041972717733,1.0735539243546013,-0.08477046981404923,100,57,5930,0
short_balanced_bridge_atr050_max80,13820,118.41009164756034,0.18410091647560334,118.88806309301577,0.18888063093015783,0.3351664254703329,1.079629278748858,-0.06863338143632569,80,57,5977,0
short_balanced_bridge_atr050_max60_symbol1,9040,114.80483017211931,0.1480483017211931,114.80483017211931,0.1480483017211931,0.34668141592920354,1.1025659765039428,-0.054038973628598996,52,52,5977,0
short_balanced_bridge_atr050_dense30,13687,121.58201802717068,0.2158201802717068,121.98432610733009,0.219843261073301,0.3387886315481844,1.0934329832751415,-0.06013257035984432,63,54,5977,0
short_balanced_bridge_wick075_dense30,12930,118.86858490025017,0.18868584900250163,118.86858490025017,0.18868584900250163,0.3359628770301624,1.0889429324706736,-0.04802624340781314,54,47,5686,0
short_balanced_bridge_atr050_asia_only,8831,120.35657966557108,0.20356579665571073,120.84240825967483,0.20842408259674827,0.3454874872607859,1.1323393458966726,-0.051938691664215386,81,52,5977,0
short_balanced_bridge_wick075_asia_only,8299,111.82459015900181,0.11824590159001813,111.82459015900181,0.11824590159001813,0.33582359320400046,1.0863092335831237,-0.06547696426982519,87,57,5686,0
short_balanced_bridge_atr050_prior1_24,10084,120.35013497801378,0.2035013497801379,120.69973692432086,0.20699736924320855,0.34192780642602144,1.110760918582398,-0.03926117298598497,61,32,5977,1
short_balanced_bridge_wick075_prior1_24,9628,116.04503864604008,0.16045038646040077,116.44793355318042,0.16447933553180416,0.33766098878271705,1.094536882957038,-0.04506007661375888,53,33,5686,2
short_balanced_bridge_atr050_dd025,13849,119.86362301340732,0.19863623013407317,120.34746175005635,0.2034746175005635,0.33663080366813486,1.085184352885338,-0.06835081760551742,81,57,5977,0
