period,scenario,selected_after_cap,selected_before_cap,spec
2026_ENTRY_ONLY,btc_rb_z4_gap0.5_cd96_h96_k1_short_capnone,1409,1409,btc_rb_z4_gap0.5_cd96_h96_k1_short
BASE,btc_rb_z4_gap0.5_cd96_h96_k1_short_cap20,89167,113092,btc_rb_z4_gap0.5_cd96_h96_k1_short
EX_2025Q4,btc_rb_z4_gap0.5_cd96_h96_k1_short_cap20,84037,103119,btc_rb_z4_gap0.5_cd96_h96_k1_short
PRE_2025Q4,btc_rb_z4_gap0.5_cd96_h96_k1_short_cap20,83371,101710,btc_rb_z4_gap0.5_cd96_h96_k1_short
ONLY_2025Q4,btc_rb_z4_gap0.5_cd96_h96_k1_short_cap20,5136,9973,btc_rb_z4_gap0.5_cd96_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0.5_cd96_h96_k1_short_cap20,666,1409,btc_rb_z4_gap0.5_cd96_h96_k1_short
BASE,btc_rb_z4_gap0.5_cd96_h96_k1_short_cap50,112954,113092,btc_rb_z4_gap0.5_cd96_h96_k1_short
EX_2025Q4,btc_rb_z4_gap0.5_cd96_h96_k1_short_cap50,103056,103119,btc_rb_z4_gap0.5_cd96_h96_k1_short
PRE_2025Q4,btc_rb_z4_gap0.5_cd96_h96_k1_short_cap50,101674,101710,btc_rb_z4_gap0.5_cd96_h96_k1_short
ONLY_2025Q4,btc_rb_z4_gap0.5_cd96_h96_k1_short_cap50,9899,9973,btc_rb_z4_gap0.5_cd96_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0.5_cd96_h96_k1_short_cap50,1382,1409,btc_rb_z4_gap0.5_cd96_h96_k1_short
BASE,btc_rb_z4_gap0.5_cd144_h96_k1_short_capnone,106496,106496,btc_rb_z4_gap0.5_cd144_h96_k1_short
EX_2025Q4,btc_rb_z4_gap0.5_cd144_h96_k1_short_capnone,96992,96992,btc_rb_z4_gap0.5_cd144_h96_k1_short
PRE_2025Q4,btc_rb_z4_gap0.5_cd144_h96_k1_short_capnone,95669,95669,btc_rb_z4_gap0.5_cd144_h96_k1_short
ONLY_2025Q4,btc_rb_z4_gap0.5_cd144_h96_k1_short_capnone,9504,9504,btc_rb_z4_gap0.5_cd144_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0.5_cd144_h96_k1_short_capnone,1323,1323,btc_rb_z4_gap0.5_cd144_h96_k1_short
BASE,btc_rb_z4_gap0.5_cd144_h96_k1_short_cap20,86138,106496,btc_rb_z4_gap0.5_cd144_h96_k1_short
EX_2025Q4,btc_rb_z4_gap0.5_cd144_h96_k1_short_cap20,81038,96992,btc_rb_z4_gap0.5_cd144_h96_k1_short
PRE_2025Q4,btc_rb_z4_gap0.5_cd144_h96_k1_short_cap20,80372,95669,btc_rb_z4_gap0.5_cd144_h96_k1_short
ONLY_2025Q4,btc_rb_z4_gap0.5_cd144_h96_k1_short_cap20,5106,9504,btc_rb_z4_gap0.5_cd144_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0.5_cd144_h96_k1_short_cap20,666,1323,btc_rb_z4_gap0.5_cd144_h96_k1_short
BASE,btc_rb_z4_gap0.5_cd144_h96_k1_short_cap50,106431,106496,btc_rb_z4_gap0.5_cd144_h96_k1_short
EX_2025Q4,btc_rb_z4_gap0.5_cd144_h96_k1_short_cap50,96970,96992,btc_rb_z4_gap0.5_cd144_h96_k1_short
PRE_2025Q4,btc_rb_z4_gap0.5_cd144_h96_k1_short_cap50,95656,95669,btc_rb_z4_gap0.5_cd144_h96_k1_short
ONLY_2025Q4,btc_rb_z4_gap0.5_cd144_h96_k1_short_cap50,9464,9504,btc_rb_z4_gap0.5_cd144_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap0.5_cd144_h96_k1_short_cap50,1314,1323,btc_rb_z4_gap0.5_cd144_h96_k1_short
BASE,btc_rb_z4_gap1_cd96_h96_k1_short_capnone,107200,107200,btc_rb_z4_gap1_cd96_h96_k1_short
EX_2025Q4,btc_rb_z4_gap1_cd96_h96_k1_short_capnone,98067,98067,btc_rb_z4_gap1_cd96_h96_k1_short
PRE_2025Q4,btc_rb_z4_gap1_cd96_h96_k1_short_capnone,96767,96767,btc_rb_z4_gap1_cd96_h96_k1_short
ONLY_2025Q4,btc_rb_z4_gap1_cd96_h96_k1_short_capnone,9133,9133,btc_rb_z4_gap1_cd96_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap1_cd96_h96_k1_short_capnone,1300,1300,btc_rb_z4_gap1_cd96_h96_k1_short
BASE,btc_rb_z4_gap1_cd96_h96_k1_short_cap20,87395,107200,btc_rb_z4_gap1_cd96_h96_k1_short
EX_2025Q4,btc_rb_z4_gap1_cd96_h96_k1_short_cap20,82303,98067,btc_rb_z4_gap1_cd96_h96_k1_short
PRE_2025Q4,btc_rb_z4_gap1_cd96_h96_k1_short_cap20,81641,96767,btc_rb_z4_gap1_cd96_h96_k1_short
ONLY_2025Q4,btc_rb_z4_gap1_cd96_h96_k1_short_cap20,5098,9133,btc_rb_z4_gap1_cd96_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap1_cd96_h96_k1_short_cap20,662,1300,btc_rb_z4_gap1_cd96_h96_k1_short
BASE,btc_rb_z4_gap1_cd96_h96_k1_short_cap50,107170,107200,btc_rb_z4_gap1_cd96_h96_k1_short
EX_2025Q4,btc_rb_z4_gap1_cd96_h96_k1_short_cap50,98056,98067,btc_rb_z4_gap1_cd96_h96_k1_short
PRE_2025Q4,btc_rb_z4_gap1_cd96_h96_k1_short_cap50,96761,96767,btc_rb_z4_gap1_cd96_h96_k1_short
ONLY_2025Q4,btc_rb_z4_gap1_cd96_h96_k1_short_cap50,9116,9133,btc_rb_z4_gap1_cd96_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap1_cd96_h96_k1_short_cap50,1295,1300,btc_rb_z4_gap1_cd96_h96_k1_short
BASE,btc_rb_z4_gap1_cd144_h96_k1_short_capnone,101226,101226,btc_rb_z4_gap1_cd144_h96_k1_short
EX_2025Q4,btc_rb_z4_gap1_cd144_h96_k1_short_capnone,92478,92478,btc_rb_z4_gap1_cd144_h96_k1_short
PRE_2025Q4,btc_rb_z4_gap1_cd144_h96_k1_short_capnone,91248,91248,btc_rb_z4_gap1_cd144_h96_k1_short
ONLY_2025Q4,btc_rb_z4_gap1_cd144_h96_k1_short_capnone,8748,8748,btc_rb_z4_gap1_cd144_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap1_cd144_h96_k1_short_capnone,1230,1230,btc_rb_z4_gap1_cd144_h96_k1_short
BASE,btc_rb_z4_gap1_cd144_h96_k1_short_cap20,84444,101226,btc_rb_z4_gap1_cd144_h96_k1_short
EX_2025Q4,btc_rb_z4_gap1_cd144_h96_k1_short_cap20,79383,92478,btc_rb_z4_gap1_cd144_h96_k1_short
PRE_2025Q4,btc_rb_z4_gap1_cd144_h96_k1_short_cap20,78724,91248,btc_rb_z4_gap1_cd144_h96_k1_short
ONLY_2025Q4,btc_rb_z4_gap1_cd144_h96_k1_short_cap20,5064,8748,btc_rb_z4_gap1_cd144_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap1_cd144_h96_k1_short_cap20,659,1230,btc_rb_z4_gap1_cd144_h96_k1_short
BASE,btc_rb_z4_gap1_cd144_h96_k1_short_cap50,101214,101226,btc_rb_z4_gap1_cd144_h96_k1_short
EX_2025Q4,btc_rb_z4_gap1_cd144_h96_k1_short_cap50,92477,92478,btc_rb_z4_gap1_cd144_h96_k1_short
PRE_2025Q4,btc_rb_z4_gap1_cd144_h96_k1_short_cap50,91248,91248,btc_rb_z4_gap1_cd144_h96_k1_short
ONLY_2025Q4,btc_rb_z4_gap1_cd144_h96_k1_short_cap50,8740,8748,btc_rb_z4_gap1_cd144_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4_gap1_cd144_h96_k1_short_cap50,1229,1230,btc_rb_z4_gap1_cd144_h96_k1_short
BASE,btc_rb_z4.5_gap0_cd24_h24_k1_short_capnone,113988,113988,btc_rb_z4.5_gap0_cd24_h24_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd24_h24_k1_short_capnone,103035,103035,btc_rb_z4.5_gap0_cd24_h24_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd24_h24_k1_short_capnone,101417,101417,btc_rb_z4.5_gap0_cd24_h24_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd24_h24_k1_short_capnone,10953,10953,btc_rb_z4.5_gap0_cd24_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd24_h24_k1_short_capnone,1618,1618,btc_rb_z4.5_gap0_cd24_h24_k1_short
BASE,btc_rb_z4.5_gap0_cd24_h24_k1_short_cap20,113981,113988,btc_rb_z4.5_gap0_cd24_h24_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd24_h24_k1_short_cap20,103033,103035,btc_rb_z4.5_gap0_cd24_h24_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd24_h24_k1_short_cap20,101415,101417,btc_rb_z4.5_gap0_cd24_h24_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd24_h24_k1_short_cap20,10948,10953,btc_rb_z4.5_gap0_cd24_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd24_h24_k1_short_cap20,1618,1618,btc_rb_z4.5_gap0_cd24_h24_k1_short
BASE,btc_rb_z4.5_gap0_cd24_h24_k1_short_cap50,113988,113988,btc_rb_z4.5_gap0_cd24_h24_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd24_h24_k1_short_cap50,103035,103035,btc_rb_z4.5_gap0_cd24_h24_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd24_h24_k1_short_cap50,101417,101417,btc_rb_z4.5_gap0_cd24_h24_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd24_h24_k1_short_cap50,10953,10953,btc_rb_z4.5_gap0_cd24_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd24_h24_k1_short_cap50,1618,1618,btc_rb_z4.5_gap0_cd24_h24_k1_short
BASE,btc_rb_z4.5_gap0_cd144_h24_k1_short_capnone,95364,95364,btc_rb_z4.5_gap0_cd144_h24_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd144_h24_k1_short_capnone,86063,86063,btc_rb_z4.5_gap0_cd144_h24_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd144_h24_k1_short_capnone,84708,84708,btc_rb_z4.5_gap0_cd144_h24_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd144_h24_k1_short_capnone,9301,9301,btc_rb_z4.5_gap0_cd144_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd144_h24_k1_short_capnone,1355,1355,btc_rb_z4.5_gap0_cd144_h24_k1_short
BASE,btc_rb_z4.5_gap0_cd144_h24_k1_short_cap20,95364,95364,btc_rb_z4.5_gap0_cd144_h24_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd144_h24_k1_short_cap20,86063,86063,btc_rb_z4.5_gap0_cd144_h24_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd144_h24_k1_short_cap20,84708,84708,btc_rb_z4.5_gap0_cd144_h24_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd144_h24_k1_short_cap20,9301,9301,btc_rb_z4.5_gap0_cd144_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd144_h24_k1_short_cap20,1355,1355,btc_rb_z4.5_gap0_cd144_h24_k1_short
BASE,btc_rb_z4.5_gap0_cd144_h24_k1_short_cap50,95364,95364,btc_rb_z4.5_gap0_cd144_h24_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd144_h24_k1_short_cap50,86063,86063,btc_rb_z4.5_gap0_cd144_h24_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd144_h24_k1_short_cap50,84708,84708,btc_rb_z4.5_gap0_cd144_h24_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd144_h24_k1_short_cap50,9301,9301,btc_rb_z4.5_gap0_cd144_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd144_h24_k1_short_cap50,1355,1355,btc_rb_z4.5_gap0_cd144_h24_k1_short
BASE,btc_rb_z4.5_gap0.5_cd24_h24_k1_short_capnone,104836,104836,btc_rb_z4.5_gap0.5_cd24_h24_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd24_h24_k1_short_capnone,95101,95101,btc_rb_z4.5_gap0.5_cd24_h24_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd24_h24_k1_short_capnone,93676,93676,btc_rb_z4.5_gap0.5_cd24_h24_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd24_h24_k1_short_capnone,9735,9735,btc_rb_z4.5_gap0.5_cd24_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd24_h24_k1_short_capnone,1425,1425,btc_rb_z4.5_gap0.5_cd24_h24_k1_short
BASE,btc_rb_z4.5_gap0.5_cd24_h24_k1_short_cap20,104835,104836,btc_rb_z4.5_gap0.5_cd24_h24_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd24_h24_k1_short_cap20,95101,95101,btc_rb_z4.5_gap0.5_cd24_h24_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd24_h24_k1_short_cap20,93676,93676,btc_rb_z4.5_gap0.5_cd24_h24_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd24_h24_k1_short_cap20,9734,9735,btc_rb_z4.5_gap0.5_cd24_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd24_h24_k1_short_cap20,1425,1425,btc_rb_z4.5_gap0.5_cd24_h24_k1_short
BASE,btc_rb_z4.5_gap0.5_cd24_h24_k1_short_cap50,104836,104836,btc_rb_z4.5_gap0.5_cd24_h24_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd24_h24_k1_short_cap50,95101,95101,btc_rb_z4.5_gap0.5_cd24_h24_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd24_h24_k1_short_cap50,93676,93676,btc_rb_z4.5_gap0.5_cd24_h24_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd24_h24_k1_short_cap50,9735,9735,btc_rb_z4.5_gap0.5_cd24_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd24_h24_k1_short_cap50,1425,1425,btc_rb_z4.5_gap0.5_cd24_h24_k1_short
BASE,btc_rb_z4.5_gap0.5_cd144_h24_k1_short_capnone,88493,88493,btc_rb_z4.5_gap0.5_cd144_h24_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd144_h24_k1_short_capnone,80128,80128,btc_rb_z4.5_gap0.5_cd144_h24_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd144_h24_k1_short_capnone,78918,78918,btc_rb_z4.5_gap0.5_cd144_h24_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd144_h24_k1_short_capnone,8365,8365,btc_rb_z4.5_gap0.5_cd144_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd144_h24_k1_short_capnone,1210,1210,btc_rb_z4.5_gap0.5_cd144_h24_k1_short
BASE,btc_rb_z4.5_gap0.5_cd144_h24_k1_short_cap20,88493,88493,btc_rb_z4.5_gap0.5_cd144_h24_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd144_h24_k1_short_cap20,80128,80128,btc_rb_z4.5_gap0.5_cd144_h24_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd144_h24_k1_short_cap20,78918,78918,btc_rb_z4.5_gap0.5_cd144_h24_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd144_h24_k1_short_cap20,8365,8365,btc_rb_z4.5_gap0.5_cd144_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd144_h24_k1_short_cap20,1210,1210,btc_rb_z4.5_gap0.5_cd144_h24_k1_short
BASE,btc_rb_z4.5_gap0.5_cd144_h24_k1_short_cap50,88493,88493,btc_rb_z4.5_gap0.5_cd144_h24_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd144_h24_k1_short_cap50,80128,80128,btc_rb_z4.5_gap0.5_cd144_h24_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd144_h24_k1_short_cap50,78918,78918,btc_rb_z4.5_gap0.5_cd144_h24_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd144_h24_k1_short_cap50,8365,8365,btc_rb_z4.5_gap0.5_cd144_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd144_h24_k1_short_cap50,1210,1210,btc_rb_z4.5_gap0.5_cd144_h24_k1_short
BASE,btc_rb_z4.5_gap1_cd24_h24_k1_short_capnone,96930,96930,btc_rb_z4.5_gap1_cd24_h24_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd24_h24_k1_short_capnone,88291,88291,btc_rb_z4.5_gap1_cd24_h24_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd24_h24_k1_short_capnone,87006,87006,btc_rb_z4.5_gap1_cd24_h24_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd24_h24_k1_short_capnone,8639,8639,btc_rb_z4.5_gap1_cd24_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd24_h24_k1_short_capnone,1285,1285,btc_rb_z4.5_gap1_cd24_h24_k1_short
BASE,btc_rb_z4.5_gap1_cd24_h24_k1_short_cap20,96930,96930,btc_rb_z4.5_gap1_cd24_h24_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd24_h24_k1_short_cap20,88291,88291,btc_rb_z4.5_gap1_cd24_h24_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd24_h24_k1_short_cap20,87006,87006,btc_rb_z4.5_gap1_cd24_h24_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd24_h24_k1_short_cap20,8639,8639,btc_rb_z4.5_gap1_cd24_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd24_h24_k1_short_cap20,1285,1285,btc_rb_z4.5_gap1_cd24_h24_k1_short
BASE,btc_rb_z4.5_gap1_cd24_h24_k1_short_cap50,96930,96930,btc_rb_z4.5_gap1_cd24_h24_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd24_h24_k1_short_cap50,88291,88291,btc_rb_z4.5_gap1_cd24_h24_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd24_h24_k1_short_cap50,87006,87006,btc_rb_z4.5_gap1_cd24_h24_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd24_h24_k1_short_cap50,8639,8639,btc_rb_z4.5_gap1_cd24_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd24_h24_k1_short_cap50,1285,1285,btc_rb_z4.5_gap1_cd24_h24_k1_short
BASE,btc_rb_z4.5_gap1_cd144_h24_k1_short_capnone,82581,82581,btc_rb_z4.5_gap1_cd144_h24_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd144_h24_k1_short_capnone,75052,75052,btc_rb_z4.5_gap1_cd144_h24_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd144_h24_k1_short_capnone,73942,73942,btc_rb_z4.5_gap1_cd144_h24_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd144_h24_k1_short_capnone,7529,7529,btc_rb_z4.5_gap1_cd144_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd144_h24_k1_short_capnone,1110,1110,btc_rb_z4.5_gap1_cd144_h24_k1_short
BASE,btc_rb_z4.5_gap1_cd144_h24_k1_short_cap20,82581,82581,btc_rb_z4.5_gap1_cd144_h24_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd144_h24_k1_short_cap20,75052,75052,btc_rb_z4.5_gap1_cd144_h24_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd144_h24_k1_short_cap20,73942,73942,btc_rb_z4.5_gap1_cd144_h24_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd144_h24_k1_short_cap20,7529,7529,btc_rb_z4.5_gap1_cd144_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd144_h24_k1_short_cap20,1110,1110,btc_rb_z4.5_gap1_cd144_h24_k1_short
BASE,btc_rb_z4.5_gap1_cd144_h24_k1_short_cap50,82581,82581,btc_rb_z4.5_gap1_cd144_h24_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd144_h24_k1_short_cap50,75052,75052,btc_rb_z4.5_gap1_cd144_h24_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd144_h24_k1_short_cap50,73942,73942,btc_rb_z4.5_gap1_cd144_h24_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd144_h24_k1_short_cap50,7529,7529,btc_rb_z4.5_gap1_cd144_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd144_h24_k1_short_cap50,1110,1110,btc_rb_z4.5_gap1_cd144_h24_k1_short
BASE,btc_rb_z4.5_gap0_cd36_h36_k1_short_capnone,110292,110292,btc_rb_z4.5_gap0_cd36_h36_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd36_h36_k1_short_capnone,99704,99704,btc_rb_z4.5_gap0_cd36_h36_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd36_h36_k1_short_capnone,98143,98143,btc_rb_z4.5_gap0_cd36_h36_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd36_h36_k1_short_capnone,10588,10588,btc_rb_z4.5_gap0_cd36_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd36_h36_k1_short_capnone,1561,1561,btc_rb_z4.5_gap0_cd36_h36_k1_short
BASE,btc_rb_z4.5_gap0_cd36_h36_k1_short_cap20,109356,110292,btc_rb_z4.5_gap0_cd36_h36_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd36_h36_k1_short_cap20,99190,99704,btc_rb_z4.5_gap0_cd36_h36_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd36_h36_k1_short_cap20,97722,98143,btc_rb_z4.5_gap0_cd36_h36_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd36_h36_k1_short_cap20,10166,10588,btc_rb_z4.5_gap0_cd36_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd36_h36_k1_short_cap20,1468,1561,btc_rb_z4.5_gap0_cd36_h36_k1_short
BASE,btc_rb_z4.5_gap0_cd36_h36_k1_short_cap50,110292,110292,btc_rb_z4.5_gap0_cd36_h36_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd36_h36_k1_short_cap50,99704,99704,btc_rb_z4.5_gap0_cd36_h36_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd36_h36_k1_short_cap50,98143,98143,btc_rb_z4.5_gap0_cd36_h36_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd36_h36_k1_short_cap50,10588,10588,btc_rb_z4.5_gap0_cd36_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd36_h36_k1_short_cap50,1561,1561,btc_rb_z4.5_gap0_cd36_h36_k1_short
BASE,btc_rb_z4.5_gap0_cd144_h36_k1_short_capnone,95364,95364,btc_rb_z4.5_gap0_cd144_h36_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd144_h36_k1_short_capnone,86063,86063,btc_rb_z4.5_gap0_cd144_h36_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd144_h36_k1_short_capnone,84708,84708,btc_rb_z4.5_gap0_cd144_h36_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd144_h36_k1_short_capnone,9301,9301,btc_rb_z4.5_gap0_cd144_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd144_h36_k1_short_capnone,1355,1355,btc_rb_z4.5_gap0_cd144_h36_k1_short
BASE,btc_rb_z4.5_gap0_cd144_h36_k1_short_cap20,95009,95364,btc_rb_z4.5_gap0_cd144_h36_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd144_h36_k1_short_cap20,85866,86063,btc_rb_z4.5_gap0_cd144_h36_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd144_h36_k1_short_cap20,84551,84708,btc_rb_z4.5_gap0_cd144_h36_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd144_h36_k1_short_cap20,9144,9301,btc_rb_z4.5_gap0_cd144_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd144_h36_k1_short_cap20,1315,1355,btc_rb_z4.5_gap0_cd144_h36_k1_short
BASE,btc_rb_z4.5_gap0_cd144_h36_k1_short_cap50,95364,95364,btc_rb_z4.5_gap0_cd144_h36_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd144_h36_k1_short_cap50,86063,86063,btc_rb_z4.5_gap0_cd144_h36_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd144_h36_k1_short_cap50,84708,84708,btc_rb_z4.5_gap0_cd144_h36_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd144_h36_k1_short_cap50,9301,9301,btc_rb_z4.5_gap0_cd144_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd144_h36_k1_short_cap50,1355,1355,btc_rb_z4.5_gap0_cd144_h36_k1_short
BASE,btc_rb_z4.5_gap0.5_cd36_h36_k1_short_capnone,101599,101599,btc_rb_z4.5_gap0.5_cd36_h36_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd36_h36_k1_short_capnone,92164,92164,btc_rb_z4.5_gap0.5_cd36_h36_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd36_h36_k1_short_capnone,90789,90789,btc_rb_z4.5_gap0.5_cd36_h36_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd36_h36_k1_short_capnone,9435,9435,btc_rb_z4.5_gap0.5_cd36_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd36_h36_k1_short_capnone,1375,1375,btc_rb_z4.5_gap0.5_cd36_h36_k1_short
BASE,btc_rb_z4.5_gap0.5_cd36_h36_k1_short_cap20,101291,101599,btc_rb_z4.5_gap0.5_cd36_h36_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd36_h36_k1_short_cap20,92003,92164,btc_rb_z4.5_gap0.5_cd36_h36_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd36_h36_k1_short_cap20,90661,90789,btc_rb_z4.5_gap0.5_cd36_h36_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0.5_cd36_h36_k1_short_cap20,9289,9435,btc_rb_z4.5_gap0.5_cd36_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0.5_cd36_h36_k1_short_cap20,1342,1375,btc_rb_z4.5_gap0.5_cd36_h36_k1_short
BASE,btc_rb_z4.5_gap0.5_cd36_h36_k1_short_cap50,101599,101599,btc_rb_z4.5_gap0.5_cd36_h36_k1_short
EX_2025Q4,btc_rb_z4.5_gap0.5_cd36_h36_k1_short_cap50,92164,92164,btc_rb_z4.5_gap0.5_cd36_h36_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0.5_cd36_h36_k1_short_cap50,90789,90789,btc_rb_z4.5_gap0.5_cd36_h36_k1_short
