bucket,end_equity,marks,max_drawdown_pct,min_equity,peak_equity,period,return_pct,scenario,spec,start_equity
2019-12,99.96812223460606,580,-0.08025001320087766,99.94377256862231,100.0240418754314,BASE,-0.032353155018882696,btc_rb_z5_gap0_cd36_h36_k1_short_cap20,btc_rb_z5_gap0_cd36_h36_k1_short,100.00047554347826
2020-01,99.27785157446256,1868,-0.742426846568145,99.2575759787226,100.00000284642336,BASE,-0.7076509699445621,btc_rb_z5_gap0_cd36_h36_k1_short_cap20,btc_rb_z5_gap0_cd36_h36_k1_short,99.98539922185898
2020-02,99.04280530387331,3070,-0.5217781599988425,98.77246060879826,99.29053694552559,BASE,-0.22762034957301003,btc_rb_z5_gap0_cd36_h36_k1_short_cap20,btc_rb_z5_gap0_cd36_h36_k1_short,99.26876120514525
2020-03,100.28804277322314,4037,-1.4313770639751144,98.90554646392931,100.99105586589603,BASE,1.2599155397388317,btc_rb_z5_gap0_cd36_h36_k1_short_cap20,btc_rb_z5_gap0_cd36_h36_k1_short,99.04021965519586
2020-04,99.7322321732442,4478,-0.7732453377895077,99.6643859867001,100.44104165855207,BASE,-0.5562590294983516,btc_rb_z5_gap0_cd36_h36_k1_short_cap20,btc_rb_z5_gap0_cd36_h36_k1_short,100.29010493765327
2020-05,99.02649969820698,4137,-0.8442356974398213,98.96835819091062,99.81099826826234,BASE,-0.7100772264395205,btc_rb_z5_gap0_cd36_h36_k1_short_cap20,btc_rb_z5_gap0_cd36_h36_k1_short,99.73469304034583
2020-06,99.19748029377037,4705,-0.3688661408757343,98.88957728366464,99.41463123989666,BASE,0.17649194911955046,btc_rb_z5_gap0_cd36_h36_k1_short_cap20,btc_rb_z5_gap0_cd36_h36_k1_short,99.02271317721285
2020-07,97.3605474803353,5997,-1.9240613748687352,97.31615269706478,99.22530853263555,BASE,-1.8532108501625788,btc_rb_z5_gap0_cd36_h36_k1_short_cap20,btc_rb_z5_gap0_cd36_h36_k1_short,99.1989124898403
2020-08,95.8215374864248,6180,-2.0340028331507387,95.4397479176428,97.4212999180686,BASE,-1.5946159714021912,btc_rb_z5_gap0_cd36_h36_k1_short_cap20,btc_rb_z5_gap0_cd36_h36_k1_short,97.37428336093673
2020-09,97.26730693707628,7108,-0.7754352356196259,95.61931246059697,97.96089526308585,BASE,1.5126783445231107,btc_rb_z5_gap0_cd36_h36_k1_short_cap20,btc_rb_z5_gap0_cd36_h36_k1_short,95.81789045794015
2020-10,97.21166716318181,7507,-0.8422204280915335,96.90872377730186,97.73184130956098,BASE,-0.04448388623173871,btc_rb_z5_gap0_cd36_h36_k1_short_cap20,btc_rb_z5_gap0_cd36_h36_k1_short,97.25492993556911
