run_label,strategy,family,tag,side,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,symbol_files,errors,position_fraction,fee_per_side,cost_pct_round_trip,name,stop_atr,rr,hold,cooldown,mod_base,mod_start,mod_width,cycle_n,vol_phase_min,vol_phase_max,ret_phase_min,ret_phase_max,ret1_min,ret5_min,ret20_min,ret60_min,ret20_max,ret60_max,atrp_min,atrp_max,range20_max,range60_max,rsi_min,rsi_max,ema20_pos_min,ema50_pos_min,ema100_pos_min,volr_min,volr_max,close_pos_min,upper_wick_max,body_atr_max,fail_bars,fail_pnl,verdict,note
LONG_TIME_POSITION_CYCLE_EDGE_V14_1H,TPC_A_011_M24S20_RR150,modulo_24_position_edge,bar_index_modulo_24_position,long,1318443,501239,817204,38.01749487842857,-100.0,0,100.0,0.0,597,0,0.01,0.0004,0.08,TPC_A_011_M24S20_RR150,0.85,1.5,10,20,24,20,4,24,0.1,0.85,0.2,0.9,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.001,0.08,0.2,0.36,30,70,0.9,0.84,0.74,0.3,3.5,0.52,0.7,2.1,4,-0.38,invalid_ruin,MDD >= 100
LONG_TIME_POSITION_CYCLE_EDGE_V14_1H,TPC_A_012_M24S20_RR210,modulo_24_position_edge,bar_index_modulo_24_position,long,1286930,413325,873605,32.11713146791201,-100.0,0,100.0,0.0,597,0,0.01,0.0004,0.08,TPC_A_012_M24S20_RR210,0.85,2.1,10,20,24,20,4,24,0.1,0.85,0.2,0.9,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.001,0.08,0.2,0.36,30,70,0.9,0.84,0.74,0.3,3.5,0.52,0.7,2.1,4,-0.38,invalid_ruin,MDD >= 100
LONG_TIME_POSITION_CYCLE_EDGE_V14_1H,TPC_B_013_C12_VP5_35,volatility_cycle_phase,volatility_phase_window,long,741466,246888,494578,33.29727863448897,-99.87870628520805,0.0,99.99999999000518,9.99481608587871e-09,597,0,0.01,0.0004,0.08,TPC_B_013_C12_VP5_35,0.9,2.0,12,20,24,0,6,12,0.05,0.35,0.25,0.9,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.001,0.08,0.2,0.36,30,70,0.9,0.84,0.74,0.3,3.5,0.55,0.7,2.1,5,-0.42,invalid_no_peak,max_return <= 0
LONG_TIME_POSITION_CYCLE_EDGE_V14_1H,TPC_B_014_C12_VP20_60,volatility_cycle_phase,volatility_phase_window,long,760834,253535,507299,33.32330048341689,-99.89982725706739,0.0,99.99999999616641,3.833589001800419e-09,597,0,0.01,0.0004,0.08,TPC_B_014_C12_VP20_60,0.9,2.0,12,20,24,0,6,12,0.2,0.6,0.25,0.9,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.001,0.08,0.2,0.36,30,70,0.9,0.84,0.74,0.3,3.5,0.55,0.7,2.1,5,-0.42,invalid_no_peak,max_return <= 0
LONG_TIME_POSITION_CYCLE_EDGE_V14_1H,TPC_B_015_C12_VP45_85,volatility_cycle_phase,volatility_phase_window,long,800824,267172,533652,33.36213699889114,-99.92994928582648,0.0,99.99999999957414,4.2585934778571755e-10,597,0,0.01,0.0004,0.08,TPC_B_015_C12_VP45_85,0.9,2.0,12,20,24,0,6,12,0.45,0.85,0.25,0.9,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.001,0.08,0.2,0.36,30,70,0.9,0.84,0.74,0.3,3.5,0.55,0.7,2.1,5,-0.42,invalid_no_peak,max_return <= 0
LONG_TIME_POSITION_CYCLE_EDGE_V14_1H,TPC_B_016_C24_VP5_35,volatility_cycle_phase,volatility_phase_window,long,901446,299401,602045,33.21341489118594,-100.0,0,100.0,0.0,597,0,0.01,0.0004,0.08,TPC_B_016_C24_VP5_35,0.9,2.0,12,20,24,0,6,24,0.05,0.35,0.25,0.9,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.001,0.08,0.2,0.36,30,70,0.9,0.84,0.74,0.3,3.5,0.55,0.7,2.1,5,-0.42,invalid_ruin,MDD >= 100
LONG_TIME_POSITION_CYCLE_EDGE_V14_1H,TPC_B_017_C24_VP20_60,volatility_cycle_phase,volatility_phase_window,long,876081,291056,585025,33.22249883287048,-99.96715906069058,0.0,99.99999999989478,1.0521583604372609e-10,597,0,0.01,0.0004,0.08,TPC_B_017_C24_VP20_60,0.9,2.0,12,20,24,0,6,24,0.2,0.6,0.25,0.9,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.001,0.08,0.2,0.36,30,70,0.9,0.84,0.74,0.3,3.5,0.55,0.7,2.1,5,-0.42,invalid_no_peak,max_return <= 0
LONG_TIME_POSITION_CYCLE_EDGE_V14_1H,TPC_B_018_C24_VP45_85,volatility_cycle_phase,volatility_phase_window,long,906636,302499,604137,33.36498881579818,-100.0,0,100.0,0.0,597,0,0.01,0.0004,0.08,TPC_B_018_C24_VP45_85,0.9,2.0,12,20,24,0,6,24,0.45,0.85,0.25,0.9,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.001,0.08,0.2,0.36,30,70,0.9,0.84,0.74,0.3,3.5,0.55,0.7,2.1,5,-0.42,invalid_ruin,MDD >= 100
LONG_TIME_POSITION_CYCLE_EDGE_V14_1H,TPC_B_019_C48_VP5_35,volatility_cycle_phase,volatility_phase_window,long,1134974,377190,757784,33.23336041178036,-100.0,0,100.0,0.0,597,0,0.01,0.0004,0.08,TPC_B_019_C48_VP5_35,0.9,2.0,12,20,24,0,6,48,0.05,0.35,0.25,0.9,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.001,0.08,0.2,0.36,30,70,0.9,0.84,0.74,0.3,3.5,0.55,0.7,2.1,5,-0.42,invalid_ruin,MDD >= 100
LONG_TIME_POSITION_CYCLE_EDGE_V14_1H,TPC_B_020_C48_VP20_60,volatility_cycle_phase,volatility_phase_window,long,1142442,380955,761487,33.34567531655874,-100.0,0,100.0,0.0,597,0,0.01,0.0004,0.08,TPC_B_020_C48_VP20_60,0.9,2.0,12,20,24,0,6,48,0.2,0.6,0.25,0.9,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.001,0.08,0.2,0.36,30,70,0.9,0.84,0.74,0.3,3.5,0.55,0.7,2.1,5,-0.42,invalid_ruin,MDD >= 100
LONG_TIME_POSITION_CYCLE_EDGE_V14_1H,TPC_B_021_C48_VP45_85,volatility_cycle_phase,volatility_phase_window,long,1065593,356481,709112,33.45376705740372,-100.0,0,100.0,0.0,597,0,0.01,0.0004,0.08,TPC_B_021_C48_VP45_85,0.9,2.0,12,20,24,0,6,48,0.45,0.85,0.25,0.9,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.001,0.08,0.2,0.36,30,70,0.9,0.84,0.74,0.3,3.5,0.55,0.7,2.1,5,-0.42,invalid_ruin,MDD >= 100
LONG_TIME_POSITION_CYCLE_EDGE_V14_1H,TPC_C_022_C12_RP5_35,return_cycle_phase,return_phase_window,long,734154,263634,470520,35.909904461461764,-99.79703222461296,0.0,99.9999998639926,1.3600740533803446e-07,597,0,0.01,0.0004,0.08,TPC_C_022_C12_RP5_35,0.8,1.8,8,20,24,0,6,12,0.1,0.85,0.05,0.35,-0.002,-0.05,-0.14,-0.28,0.18,0.42,0.001,0.08,0.2,0.36,30,70,0.9,0.84,0.74,0.3,3.5,0.56,0.7,2.1,4,-0.36,invalid_no_peak,max_return <= 0
LONG_TIME_POSITION_CYCLE_EDGE_V14_1H,TPC_C_023_C12_RP20_60,return_cycle_phase,return_phase_window,long,931074,330892,600182,35.53874342963073,-99.97042272040414,0.0,99.99999999940877,5.912270673036346e-10,597,0,0.01,0.0004,0.08,TPC_C_023_C12_RP20_60,0.8,1.8,8,20,24,0,6,12,0.1,0.85,0.2,0.6,-0.002,-0.05,-0.14,-0.28,0.18,0.42,0.001,0.08,0.2,0.36,30,70,0.9,0.84,0.74,0.3,3.5,0.56,0.7,2.1,4,-0.36,invalid_no_peak,max_return <= 0
LONG_TIME_POSITION_CYCLE_EDGE_V14_1H,TPC_C_024_C12_RP40_80,return_cycle_phase,return_phase_window,long,913584,322550,591034,35.306003607768965,-99.97168914841667,0.0,99.99999999903314,9.6685992545531e-10,597,0,0.01,0.0004,0.08,TPC_C_024_C12_RP40_80,0.8,1.8,8,20,24,0,6,12,0.1,0.85,0.4,0.8,-0.002,-0.05,-0.14,-0.28,0.18,0.42,0.001,0.08,0.2,0.36,30,70,0.9,0.84,0.74,0.3,3.5,0.56,0.7,2.1,4,-0.36,invalid_no_peak,max_return <= 0
LONG_TIME_POSITION_CYCLE_EDGE_V14_1H,TPC_C_025_C24_RP5_35,return_cycle_phase,return_phase_window,long,883975,318251,565724,36.00226250742386,-99.93852374131363,0.0,99.99999999794898,2.051026015692514e-09,597,0,0.01,0.0004,0.08,TPC_C_025_C24_RP5_35,0.8,1.8,8,20,24,0,6,24,0.1,0.85,0.05,0.35,-0.002,-0.05,-0.14,-0.28,0.18,0.42,0.001,0.08,0.2,0.36,30,70,0.9,0.84,0.74,0.3,3.5,0.56,0.7,2.1,4,-0.36,invalid_no_peak,max_return <= 0
LONG_TIME_POSITION_CYCLE_EDGE_V14_1H,TPC_C_026_C24_RP20_60,return_cycle_phase,return_phase_window,long,1091759,386191,705568,35.373282931489456,-100.0,0,100.0,0.0,597,0,0.01,0.0004,0.08,TPC_C_026_C24_RP20_60,0.8,1.8,8,20,24,0,6,24,0.1,0.85,0.2,0.6,-0.002,-0.05,-0.14,-0.28,0.18,0.42,0.001,0.08,0.2,0.36,30,70,0.9,0.84,0.74,0.3,3.5,0.56,0.7,2.1,4,-0.36,invalid_ruin,MDD >= 100
LONG_TIME_POSITION_CYCLE_EDGE_V14_1H,TPC_C_027_C24_RP40_80,return_cycle_phase,return_phase_window,long,1070251,375131,695120,35.05074977738867,-100.0,0,100.0,0.0,597,0,0.01,0.0004,0.08,TPC_C_027_C24_RP40_80,0.8,1.8,8,20,24,0,6,24,0.1,0.85,0.4,0.8,-0.002,-0.05,-0.14,-0.28,0.18,0.42,0.001,0.08,0.2,0.36,30,70,0.9,0.84,0.74,0.3,3.5,0.56,0.7,2.1,4,-0.36,invalid_ruin,MDD >= 100
LONG_TIME_POSITION_CYCLE_EDGE_V14_1H,TPC_C_028_C48_RP5_35,return_cycle_phase,return_phase_window,long,943483,341363,602120,36.18115005781768,-99.96044244163073,0.0,99.99999999972457,2.754352301792551e-10,597,0,0.01,0.0004,0.08,TPC_C_028_C48_RP5_35,0.8,1.8,8,20,24,0,6,48,0.1,0.85,0.05,0.35,-0.002,-0.05,-0.14,-0.28,0.18,0.42,0.001,0.08,0.2,0.36,30,70,0.9,0.84,0.74,0.3,3.5,0.56,0.7,2.1,4,-0.36,invalid_no_peak,max_return <= 0
LONG_TIME_POSITION_CYCLE_EDGE_V14_1H,TPC_C_029_C48_RP20_60,return_cycle_phase,return_phase_window,long,1388969,493883,895086,35.55752504195558,-100.0,0,100.0,0.0,597,0,0.01,0.0004,0.08,TPC_C_029_C48_RP20_60,0.8,1.8,8,20,24,0,6,48,0.1,0.85,0.2,0.6,-0.002,-0.05,-0.14,-0.28,0.18,0.42,0.001,0.08,0.2,0.36,30,70,0.9,0.84,0.74,0.3,3.5,0.56,0.7,2.1,4,-0.36,invalid_ruin,MDD >= 100
LONG_TIME_POSITION_CYCLE_EDGE_V14_1H,TPC_C_030_C48_RP40_80,return_cycle_phase,return_phase_window,long,1398184,491862,906322,35.17863171084778,-100.0,0,100.0,0.0,597,0,0.01,0.0004,0.08,TPC_C_030_C48_RP40_80,0.8,1.8,8,20,24,0,6,48,0.1,0.85,0.4,0.8,-0.002,-0.05,-0.14,-0.28,0.18,0.42,0.001,0.08,0.2,0.36,30,70,0.9,0.84,0.74,0.3,3.5,0.56,0.7,2.1,4,-0.36,invalid_ruin,MDD >= 100
LONG_TIME_POSITION_CYCLE_EDGE_V14_1H,TPC_D_031_M24S0_C24,modulo_phase_combined,time_position_plus_cycle_phase,long,867550,275580,591970,31.76531612010835,-100.0,0,100.0,0.0,597,0,0.01,0.0004,0.08,TPC_D_031_M24S0_C24,0.95,2.2,14,20,24,0,6,24,0.15,0.65,0.2,0.7,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.001,0.08,0.2,0.36,30,70,0.9,0.84,0.74,0.3,2.8,0.52,0.7,2.1,5,-0.42,invalid_ruin,MDD >= 100
LONG_TIME_POSITION_CYCLE_EDGE_V14_1H,TPC_D_032_M24S0_C48,modulo_phase_combined,time_position_plus_cycle_phase,long,1147600,366206,781394,31.91059602649007,-100.0,0,100.0,0.0,597,0,0.01,0.0004,0.08,TPC_D_032_M24S0_C48,0.95,2.2,14,20,24,0,6,48,0.15,0.65,0.2,0.7,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.001,0.08,0.2,0.36,30,70,0.9,0.84,0.74,0.3,2.8,0.52,0.7,2.1,5,-0.42,invalid_ruin,MDD >= 100
LONG_TIME_POSITION_CYCLE_EDGE_V14_1H,TPC_D_033_M24S6_C24,modulo_phase_combined,time_position_plus_cycle_phase,long,861998,271143,590855,31.45517739020276,-100.0,0,100.0,0.0,597,0,0.01,0.0004,0.08,TPC_D_033_M24S6_C24,0.95,2.2,14,20,24,6,6,24,0.15,0.65,0.2,0.7,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.001,0.08,0.2,0.36,30,70,0.9,0.84,0.74,0.3,2.8,0.52,0.7,2.1,5,-0.42,invalid_ruin,MDD >= 100
LONG_TIME_POSITION_CYCLE_EDGE_V14_1H,TPC_D_034_M24S6_C48,modulo_phase_combined,time_position_plus_cycle_phase,long,1138594,360370,778224,31.65043905026726,-100.0,0,100.0,0.0,597,0,0.01,0.0004,0.08,TPC_D_034_M24S6_C48,0.95,2.2,14,20,24,6,6,48,0.15,0.65,0.2,0.7,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.001,0.08,0.2,0.36,30,70,0.9,0.84,0.74,0.3,2.8,0.52,0.7,2.1,5,-0.42,invalid_ruin,MDD >= 100
LONG_TIME_POSITION_CYCLE_EDGE_V14_1H,TPC_D_035_M24S12_C24,modulo_phase_combined,time_position_plus_cycle_phase,long,870701,276386,594315,31.742928973321494,-100.0,0,100.0,0.0,597,0,0.01,0.0004,0.08,TPC_D_035_M24S12_C24,0.95,2.2,14,20,24,12,6,24,0.15,0.65,0.2,0.7,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.001,0.08,0.2,0.36,30,70,0.9,0.84,0.74,0.3,2.8,0.52,0.7,2.1,5,-0.42,invalid_ruin,MDD >= 100
LONG_TIME_POSITION_CYCLE_EDGE_V14_1H,TPC_D_036_M24S12_C48,modulo_phase_combined,time_position_plus_cycle_phase,long,1151156,366331,784825,31.822880652144452,-100.0,0,100.0,0.0,597,0,0.01,0.0004,0.08,TPC_D_036_M24S12_C48,0.95,2.2,14,20,24,12,6,48,0.15,0.65,0.2,0.7,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.001,0.08,0.2,0.36,30,70,0.9,0.84,0.74,0.3,2.8,0.52,0.7,2.1,5,-0.42,invalid_ruin,MDD >= 100
LONG_TIME_POSITION_CYCLE_EDGE_V14_1H,TPC_D_037_M24S18_C24,modulo_phase_combined,time_position_plus_cycle_phase,long,859462,271168,588294,31.55090044702384,-100.0,0,100.0,0.0,597,0,0.01,0.0004,0.08,TPC_D_037_M24S18_C24,0.95,2.2,14,20,24,18,6,24,0.15,0.65,0.2,0.7,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.001,0.08,0.2,0.36,30,70,0.9,0.84,0.74,0.3,2.8,0.52,0.7,2.1,5,-0.42,invalid_ruin,MDD >= 100
LONG_TIME_POSITION_CYCLE_EDGE_V14_1H,TPC_D_038_M24S18_C48,modulo_phase_combined,time_position_plus_cycle_phase,long,1139129,360715,778414,31.6658604951678,-100.0,0,100.0,0.0,597,0,0.01,0.0004,0.08,TPC_D_038_M24S18_C48,0.95,2.2,14,20,24,18,6,48,0.15,0.65,0.2,0.7,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.001,0.08,0.2,0.36,30,70,0.9,0.84,0.74,0.3,2.8,0.52,0.7,2.1,5,-0.42,invalid_ruin,MDD >= 100
