run_label,baseline_version,strategy,tag,side,entry_key,entry_source_atr_stop,entry_source_rr_target,tp03_min_target_pct,body_atr_min,atr_stop,rr_target,max_hold_bars,cooldown_bars,round_trip_cost_bps,position_fraction,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,max_conc,symbol_files,errors,ruined,baseline_reproduction_pass,evaluation_status,verdict
LONG_MAIN_LM24_CURRENT_CALC_RETEST,long_main/v17_candidate_current_calc + long_max/v12_candidate_current_calc,LM24R_001_RETEST_CURRENT_CALC_S121_RR505_B022_H17,current_calc_retest,long,child::orig_V09_extreme_vol18::tp03,1.1,3.8,0.3,0.22,1.21,5.05,17,31,8.0,0.01,56551,21969,34582,38.84811939665081,454.089885463471,455.0171719748191,1.2288040536220124,548.1970984672943,445,597,0,False,True,VALID,valid
