experiment,trades,final_asset,final_return,peak_asset,peak_growth,win_rate,pf,mdd,max_conc,max_conc_unique_symbols,same_bar_trades,active_leftover
rr50_t100_baseline,86393,2821.348552325488,27.21348552325488,2823.2383989895543,27.232383989895542,0.1840079636081627,1.3545303707398766,-0.2977167454097708,386,386,7271,0
rr50_t100_no_failfast,86388,2819.1519217589353,27.191519217589352,2821.040297036226,27.21040297036226,0.18401861369634673,1.3543156141826376,-0.2978175091595321,386,386,7271,0
rr50_t100_no_earlyreduce,85217,1768.8457446025607,16.688457446025605,1770.4069424351412,16.704069424351413,0.3163101259138435,1.1982376244940685,-0.4274819494246891,388,388,7221,0
rr50_t200,85754,4056.2968934895234,39.56296893489523,4058.923777409733,39.58923777409733,0.14345686498588986,1.4022081704322555,-0.3511516509675895,385,385,7233,0
rr60_t100,86113,2778.7497320433563,26.787497320433562,2780.611027966874,26.806110279668744,0.18287598852670328,1.3495926528835906,-0.2872394692309076,384,384,7247,0
rr60_t200,85277,4178.5800790421035,40.785800790421035,4181.379086939039,40.81379086939039,0.1407648017636643,1.3950117906001505,-0.3295030582954689,383,383,7194,0
rr50_t100_ema_or_rr,87096,1386.9880547212554,12.869880547212553,1387.8576290256367,12.878576290256367,0.26055157527326167,1.2682952071350904,-0.36823722486608457,386,386,7717,0
rr50_t100_asym_short_s22,78040,2410.247423753603,23.10247423753603,2411.808388601794,23.11808388601794,0.18486673500768835,1.375878265822302,-0.29864797750962424,385,385,6871,0
rr50_t100_asym_both_balanced,66645,2093.1742179016965,19.931742179016965,2094.5298344840785,19.945298344840786,0.18828119138720084,1.413810653506787,-0.29787354238654473,378,378,6506,0
rr50_t100_wick_or_atr,85880,2810.5132724025625,27.105132724025626,2812.3334641307465,27.123334641307466,0.18630647414997673,1.357863346231014,-0.335114787948368,391,391,6621,0
rr50_t100_long_only,50175,767.0710304728385,6.670710304728385,871.8591126889066,7.718591126889066,0.18282012954658694,1.3395980974731934,-0.4061190868258603,386,386,3534,0
rr50_t100_short_only,36705,370.3994423899927,2.703994423899927,370.6475500467438,2.706475500467438,0.18512464241928892,1.3215999125068414,-0.05289554920740347,294,294,3762,0
