axis,baseline_version,strategy,period,trades,wins,losses,win_rate_pct,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,positive_month_ratio_pct,avg_month_pnl,positive_year_ratio_pct,q4_share_of_full_return_pct,top3_month_share_pct,load_errors,active_leftover,pending_leftover
short_max2,v2,smx2v1_q4lowtop1_retest_stop250_rr500_t320_v1,pre_q4_to_2025_09_30,53580,4156,49424,7.7566256065696155,3554.3308235947543,2.1769570997805077,3574.7776092810404,2.29014107209504,92.95774647887323,50.0609975154197,100.0,NA,53.38711381201764,45,0,0
short_max2,v2,smx2v1_q4lowtop1_retest_stop250_rr500_t320_v1,full_train_to_2025_12_31,65180,5130,60050,7.8705124271248845,15588.585271121465,2.274010039088681,15331.825267065175,2.6142284817799504,93.24324324324324,210.65655771785765,100.0,77.19914436251436,77.40116227608569,0,0,0
