symbol,trades,wins,losses,win_rate_pct,sum_trade_return_pct,avg_trade_return_pct,gross_profit_return_pct,gross_loss_abs_return_pct,profit_factor,asset_pnl,rank,positive_pool_share_pct,negative_pool_share_pct,net_contribution_pct,cumulative_positive_pool_share_pct,section
COAI,305,17,288,5.573770491803279,600.1552627980709,1.9677221731084291,787.1193747520447,186.96411195397377,4.210002478688612,2611.9859093772975,1,2.15806479549703,0.0,2.2377850473604486,2.15806479549703,TOP30
FOLKS,106,6,100,5.660377358490567,245.30996507406235,2.31424495352889,329.9967460632324,84.68678098917007,3.8966736273212828,2138.6706186840966,2,1.7670040848138877,0.0,1.8322783115094812,3.925068880310918,TOP30
TRUTH,236,16,220,6.779661016949152,343.9743392467499,1.4575183866387706,493.25410985946655,149.27977061271667,3.304226070517875,2016.5174587244735,3,1.6660791781284507,0.0,1.7276251761827894,5.5911480584393685,TOP30
AIA,271,12,259,4.428044280442804,441.95684702694416,1.630837073900163,683.4686412811279,241.51179425418377,2.8299596853717137,1742.0127394722401,4,1.4392789612171468,0.0,1.4924468186092712,7.030427019656515,TOP30
FHE,270,9,261,3.3333333333333335,126.39388409256935,0.46812549663914577,310.4814558029175,184.08757171034813,1.6865965090323605,1543.2946941919188,5,1.2750949140483456,0.0,1.3221977109197836,8.30552193370486,TOP30
TRUST,47,6,41,12.76595744680851,225.70824532210827,4.80230309195975,261.9011116027832,36.192866280674934,7.236263344597951,1507.0663039494561,6,1.2451624349721373,0.0,1.2911595075039584,9.550684368676997,TOP30
LAB,114,10,104,8.771929824561402,234.2370511442423,2.0547109749494936,310.32722091674805,76.09016977250576,4.078414095336674,1458.2010448936423,7,1.2047891715052088,0.0,1.2492948306471967,10.755473540182205,TOP30
PTB,220,16,204,7.2727272727272725,269.62184473872185,1.225553839721463,431.2529230117798,161.63107827305794,2.6681312011247327,1355.2917801327183,8,1.119763880743216,0.0,1.161128652916263,11.875237420925421,TOP30
SLERF,51,4,47,7.8431372549019605,359.6363097578287,7.05169234819272,405.41119623184204,45.77488647401333,8.856629201297885,1241.174746544217,9,1.0254785509986124,0.0,1.0633603646201142,12.900715971924033,TOP30
4,175,14,161,8.0,265.73714105784893,1.5184979489019939,352.88812613487244,87.1509850770235,4.049158203122914,1212.998632966368,10,1.0021989924956425,0.0,1.0392208447892923,13.902914964419676,TOP30
BLESS,245,13,232,5.3061224489795915,370.96320037543774,1.5141355117364805,567.3746452331543,196.41144485771656,2.8887046049896385,1194.318439404603,11,0.986765115936819,0.0,1.0232168312591112,14.889680080356495,TOP30
RVV,116,9,107,7.758620689655173,137.64328265190125,1.1865800228612176,207.0424861907959,69.39920353889465,2.9833553648027,1149.7518007221852,12,0.9499434418041699,0.0,0.9850349416491454,15.839623522160664,TOP30
LYN,121,9,112,7.43801652892562,176.8752565830946,1.4617789800255752,237.70107281208038,60.825816228985786,3.907897789932277,1122.5345725516574,13,0.9274561298569822,0.0,0.961716934453186,16.767079652017646,TOP30
EVAA,214,11,203,5.14018691588785,229.6373350918293,1.0730716593076135,369.1106786727905,139.47334358096123,2.6464603858767455,1068.503481504275,14,0.8828147728599802,0.0,0.9154264980445038,17.649894424877626,TOP30
HANA,162,17,145,10.493827160493826,270.5950364768505,1.6703397313385835,403.0537714958191,132.45873501896858,3.042862906988356,1066.1956269991526,15,0.880907986325354,0.0,0.9134492736328005,18.53080241120298,TOP30
BAS,251,11,240,4.382470119521913,362.9809320271015,1.4461391714227152,523.1209373474121,160.1400053203106,3.2666474332948243,1045.6237966870078,16,0.8639112090394604,0.0,0.8958246248534627,19.39471362024244,TOP30
BEAT,221,5,216,2.262443438914027,74.4570417702198,0.3369096912679629,187.37399888038635,112.91695711016655,1.659396459803432,996.43262466937,17,0.8232686710382464,0.0,0.853680726294129,20.217982291280688,TOP30
FLOCK,65,12,53,18.461538461538463,176.92480619251728,2.7219200952694966,205.8819613456726,28.957155153155327,7.109882177885096,995.94150401272,18,0.8228628992476509,0.0,0.8532599650419508,21.040845190528337,TOP30
BANANAS31,240,18,222,7.5,266.51951991021633,1.1104979996259015,459.61742401123047,193.09790410101414,2.380229998616627,989.6201544503265,19,0.8176400985037203,0.0,0.8478442307996344,21.858485289032057,TOP30
TANSSI,152,14,138,9.210526315789473,201.98618595302105,1.3288564865330332,318.28821539878845,116.3020294457674,2.7367382746077435,963.1507857962765,20,0.7957706801250599,0.0,0.8251669425438085,22.654255969157116,TOP30
ICNT,294,14,280,4.761904761904762,146.4241600483656,0.4980413607087265,279.48007893562317,133.05591888725758,2.100470849195633,915.1566414251228,21,0.7561171456302735,0.0,0.7840485818937579,23.41037311478739,TOP30
DMC,164,22,142,13.414634146341465,295.13005079329014,1.799573480446891,411.1567521095276,116.02670131623745,3.54363907139699,910.1154041598876,22,0.7519519942683178,0.0,0.7797295672574848,24.162325109055708,TOP30
PIEVERSE,151,5,146,3.3112582781456954,111.7833418995142,0.7402870324471139,225.18188858032227,113.39854668080807,1.9857563890493208,888.7110105661907,23,0.7342673397999744,0.0,0.7613916306859924,24.89659244885568,TOP30
PIPPIN,532,33,499,6.203007518796992,421.9437357187271,0.7931273227795622,779.440345287323,357.4966095685959,2.1802733912019527,879.7788542579974,24,0.726887448504472,0.0,0.7537391216294155,25.623479897360152,TOP30
ARIA,127,15,112,11.811023622047244,189.22428949177265,1.4899550353682887,264.11636114120483,74.89207164943218,3.5266264549006814,835.9894808657683,25,0.6907079634638451,0.0,0.7162231439747828,26.314187860823996,TOP30
CUDIS,120,12,108,10.0,214.05386708676815,1.783782225723068,294.88300466537476,80.8291375786066,3.6482265368549807,824.239663041389,26,0.6810000748763674,0.0,0.7061566399625642,26.995187935700365,TOP30
AVAAI,481,29,452,6.029106029106029,538.3075249493122,1.1191424635120837,791.6917080879211,253.38418313860893,3.124471694647339,823.6268494893818,27,0.6804937584571087,0.0,0.7056316199007873,27.675681694157472,TOP30
H,401,22,379,5.486284289276807,142.22722060978413,0.35468134815407515,457.68175411224365,315.4545335024595,1.4508644051827368,805.3897607555408,28,0.6654259822384228,0.0,0.6900072306843446,28.341107676395893,TOP30
BDXN,225,16,209,7.111111111111111,180.27647507190704,0.8012287780973646,359.4124584197998,179.13598334789276,2.0063666255249197,798.4958146826367,29,0.659730093042169,0.0,0.6841009318088915,29.00083776943806,TOP30
YALA,172,11,161,6.395348837209303,250.38669589161873,1.455736604021039,371.158842086792,120.77214619517326,3.073215586373554,753.3040378743352,30,0.6223919197289732,0.0,0.6453834632183442,29.623229689167033,TOP30
LIGHT,224,8,216,3.571428571428571,-60.20291845500469,-0.2687630288169852,155.79504776000977,215.99796621501446,0.721280160596161,-596.978989595936,597,0.0,13.845301020562694,-0.5114540058237214,100.00000000000007,BOTTOM30
JELLYJELLY,412,24,388,5.825242718446602,105.67347525060177,0.256489017598548,480.71699357032776,375.043518319726,1.281763235701396,-372.00789241422314,596,0.0,8.627709420705354,-0.3187129364503679,100.00000000000007,BOTTOM30
USUAL,181,14,167,7.734806629834254,102.37849695980549,0.5656270550265496,232.91640710830688,130.5379101485014,1.7842817220172942,-131.79581262047594,595,0.0,3.056644757657627,-0.11291435291744457,100.00000000000007,BOTTOM30
1000LUNC,360,35,325,9.722222222222223,182.51639592647552,0.5069899886846543,450.91032695770264,268.3939310312271,1.6800317549104347,-125.41119842294185,594,0.0,2.9085710280865933,-0.10744441751958742,100.00000000000007,BOTTOM30
COTI,515,25,490,4.854368932038835,131.13268119096756,0.25462656541935447,347.993266582489,216.86058539152145,1.6046865591283903,-119.63359805983502,593,0.0,2.7745753304191276,-0.1024945333506996,100.00000000000007,BOTTOM30
ZK,148,6,142,4.054054054054054,-25.33313848078251,-0.17116985459988182,70.67864513397217,96.01178361475468,0.7361455279027915,-108.72954095842336,592,0.0,2.5216854372310396,-0.09315262386738205,100.00000000000007,BOTTOM30
ONT,388,43,345,11.082474226804123,279.14573718607426,0.7194477762527687,487.93170773983,208.78597055375576,2.3369947053707953,-107.10936541891853,591,0.0,2.4841098802323254,-0.09176455948947451,100.00000000000007,BOTTOM30
LUNA2,402,42,360,10.44776119402985,221.98670876026154,0.5522057431847301,495.47735476493835,273.4906460046768,1.8116793462708245,-105.07577496005696,590,0.0,2.4369462906484776,-0.09002230724188096,100.00000000000007,BOTTOM30
AERO,127,2,125,1.574803149606299,-39.52842505276203,-0.31124744136033095,24.86990213394165,64.39832718670368,0.3861886359538317,-100.06103052552365,589,0.0,2.320642957621131,-0.08572598999466885,100.00000000000007,BOTTOM30
ASTER,96,0,96,0.0,-35.25022533535957,-0.36718984724332887,0.0,35.25022533535957,0.0,-98.87730396142298,588,0.0,2.293189645374576,-0.08471184761518744,100.00000000000007,BOTTOM30
ROSE,264,11,253,4.166666666666666,37.19820320606232,0.14090228487144818,141.75555419921875,104.55735099315643,1.3557684165936552,-94.17081676569269,587,0.0,2.1840354990646444,-0.0806796257588645,100.00000000000007,BOTTOM30
DOOD,216,9,207,4.166666666666666,-0.24455833435058594,-0.0011322145108823424,118.52205848693848,118.76661682128906,0.997940849534187,-87.85537608404854,586,0.0,2.0375660607112884,-0.075268953873485,100.00000000000007,BOTTOM30
PROMPT,202,17,185,8.415841584158416,72.90474438667297,0.3609145761716484,282.2406610250473,209.33591663837433,1.3482667740797447,-85.27236517557179,585,0.0,1.9776601608546391,-0.07305599278230661,100.00000000000007,BOTTOM30
SUN,101,4,97,3.9603960396039604,-27.365082398056984,-0.2709414098817523,56.266133308410645,83.63121570646763,0.6727886571193212,-79.40151852178045,584,0.0,1.8415018695514211,-0.06802622106338778,100.00000000000007,BOTTOM30
ZEN,724,44,680,6.077348066298343,218.98600400984287,0.3024668563671863,641.4428765773773,422.45687256753445,1.5183629814776787,-77.76415654643888,583,0.0,1.8035277200029232,-0.0666234324295052,100.00000000000007,BOTTOM30
M,249,12,237,4.819277108433735,-23.578076973557472,-0.09469107218296173,158.55219507217407,182.13027204573154,0.870542789462055,-74.0998568851437,582,0.0,1.7185442738107608,-0.06348409122492374,100.00000000000007,BOTTOM30
TNSR,225,18,207,8.0,71.9727363139391,0.31987882806195156,233.20675539970398,161.23401908576488,1.4463867905919705,-71.45577351741603,581,0.0,1.6572219646714883,-0.061218807096463025,100.00000000000007,BOTTOM30
PHB,305,21,284,6.885245901639345,67.30352759361267,0.22066730358561532,247.55485075712204,180.25132316350937,1.3733871486344673,-70.87045848350859,580,0.0,1.6436471773212755,-0.06071734603338033,100.00000000000007,BOTTOM30
OG,74,3,71,4.054054054054054,-34.14170844852924,-0.4613744384936384,21.648861289024353,55.7905697375536,0.3880380033913174,-56.421336020208415,579,0.0,1.3085391526271901,-0.04833824778489032,100.00000000000007,BOTTOM30
DENT,439,31,408,7.061503416856492,139.8773972094059,0.31862732849522984,329.40217101573944,189.52477380633354,1.7380428130854282,-55.438914111972565,578,0.0,1.2857545533602588,-0.04749657055816531,100.00000000000007,BOTTOM30
STG,224,16,208,7.142857142857142,69.67182467877865,0.3110349316016904,204.24617195129395,134.5743472725153,1.517719952508423,-55.23354149500552,577,0.0,1.2809914951072137,-0.047320620232500755,100.00000000000007,BOTTOM30
TWT,66,1,65,1.5151515151515151,-41.605854377150536,-0.6303917329871294,6.08037805557251,47.686232432723045,0.1275080404842396,-54.65323775624696,576,0.0,1.2675329310932466,-0.04682345253153454,100.00000000000007,BOTTOM30
ATH,70,1,69,1.4285714285714286,-29.940754756331444,-0.4277250679475921,5.629816055297852,35.570570811629295,0.15827173775511252,-54.17344297365528,575,0.0,1.2564053984516481,-0.046412394575046104,100.00000000000007,BOTTOM30
