axis,strategy,reproduction_trade_count_ok,actual_trades,expected_trades,delta_trades,symbols_total,symbols_with_trades,profitable_symbols,losing_symbols,profitable_symbol_pct,top1_symbol,top1_asset_pnl,top1_positive_pool_share_pct,top10_positive_pool_share_pct,top10pct_n,top10pct_positive_pool_share_pct,positive_contribution_hhi,edge_breadth_verdict,metric_trades,metric_generated_signals,metric_executed_entries,metric_blocked_entries,metric_final_return_pct,metric_max_return_pct,metric_max_drawdown_pct,metric_win_rate_pct
short_main2,V5M01_D02_D03_rr615_stop265_t390,False,137079,148281,-11202,597,595,489,106,81.90954773869346,COAI,2611.9859093772975,2.15806479549703,13.902914964419677,60,44.87548039068573,53.070527991018025,BROAD_EDGE,137079,243691,137079,0,116721.93057408453,116721.93057408453,4.9917218884174,7.107580300410713
