axis,baseline_version,strategy,period,trades,wins,losses,win_rate_pct,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,positive_month_ratio_pct,avg_month_pnl,positive_year_ratio_pct,q4_share_of_full_return_pct,top3_month_share_pct,load_errors,active_leftover,pending_leftover
short_max2,v1,smv13_q4lowtop1_stop245_timeout320_rr520_retest_v1,pre_q4_to_2025_09_30,53649,4158,49491,7.750377453447409,3466.4855917171863,2.2774507674795497,3485.2606382365757,2.2589719429377744,92.95774647887323,48.823740728411394,100.0,NA,53.150095761535766,45,0,0
short_max2,v1,smv13_q4lowtop1_stop245_timeout320_rr520_retest_v1,full_train_to_2025_12_31,65265,5130,60135,7.860262008733625,14902.949980048708,2.2774507674795497,14661.265180583516,2.567757993841345,93.24324324324324,201.3912159466062,100.0,76.73960124433124,76.94581060709373,0,0,0
