strategy,description,filter_name,trades,trade_list_final_return_pct,trade_list_max_drawdown_pct,trade_list_cd_value,max_conc_interval,chron_final_return_pct,chron_max_return_pct,chron_max_drawdown_pct,chron_cd_value,chron_final_equity,chron_max_equity,chron_min_equity,chron_trades,chron_wins,chron_losses,chron_win_rate_pct,chron_max_open_positions,chron_max_gross_exposure_pct,rank_by_chron_cd
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V60_AUDIT_STOP185_FR100,"V60 realism audit target: stop=1.85, rr=7.5, hold=17, cool=75, body=0.48, tr=2, fr=1.0, weak_b=1, weak=-0.25",body_atr >= 0.48 / time_reduce 2->1.00R / weak 1 close<-0.25 tighten_be_next,51566,235879.22481576493,0.2745120618718122,235388.54664221316,429,213357.32835087396,213612.1175822037,7.713231007959111,197228.00826108715,2134.5732835087397,2137.121175822037,0.999368098857434,51566,36516,15050,70.81410231547919,737,737.0,1
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V60_AUDIT_STOP175_FR100,"V60 realism audit target: stop=1.75, rr=7.5, hold=17, cool=75, body=0.48, tr=2, fr=1.0, weak_b=1, weak=-0.25",body_atr >= 0.48 / time_reduce 2->1.00R / weak 1 close<-0.25 tighten_be_next,51563,128937.14761685883,0.2598586606545772,128731.43534472385,429,117080.67847804312,117213.28672557093,7.3219395891421835,108723.67874148747,1171.8067847804311,1173.1328672557092,0.9993931924655933,51563,35885,15678,69.59447665962027,737,737.0,2
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V60_AUDIT_STOP165_FR100,"V60 realism audit target: stop=1.65, rr=7.5, hold=17, cool=75, body=0.48, tr=2, fr=1.0, weak_b=1, weak=-0.25",body_atr >= 0.48 / time_reduce 2->1.00R / weak 1 close<-0.25 tighten_be_next,51566,69742.30792162502,0.2865970656514949,69657.27622425262,429,63547.25887822252,63615.34154336245,6.928995949328538,59300.50810872202,636.4725887822252,637.1534154336244,0.9994182841148572,51566,35187,16379,68.2368227126401,737,737.0,3
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V60_REF_MGMT_FR100,"V60 realism audit target: stop=1.45, rr=7.5, hold=17, cool=75, body=0.48, tr=2, fr=1.0, weak_b=1, weak=-0.25",body_atr >= 0.48 / time_reduce 2->1.00R / weak 1 close<-0.25 tighten_be_next,51565,22543.3820146404,0.25265496286854816,22590.50755693539,428,20660.975984459914,20684.033785593158,6.2813636060082345,19478.513051524453,207.60975984459913,207.84033785593158,0.999396228824213,51565,33659,17906,65.2748957626297,734,734.0,4
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V60_REF_LONG_MAX2_V6,"V60 realism audit target: stop=1.3, rr=8.0, hold=17, cool=38, body=0.48, tr=2, fr=0.85, weak_b=1, weak=-0.25",body_atr >= 0.48 / time_reduce 2->0.85R / weak 1 close<-0.25 tighten_be_next,55570,8302.760565849701,0.27530069687872194,8381.076610700416,450,7585.487629767029,7594.596292166757,6.414126919816894,7201.055120019657,76.85487629767029,76.94596292166757,0.9995560975699285,55570,34950,20620,62.893647651610586,738,738.0,5
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,CURRENT V35 baseline gate under full-2026 scope,body_atr >= 0.40,55923,523.8246570871346,1.3626489750455772,617.4529484401239,446,446.2622194089647,466.7476521087052,23.1470859203073,435.56208612377895,5.462622194089647,5.667476521087052,0.9836834425612666,55923,22630,33293,40.466355524560555,738,738.0,6
