feature,bucket,feature_min,feature_max,trades,win_rate_pct,avg_net_ret_pct,med_net_ret_pct,p25_net_ret_pct,p75_net_ret_pct,p05_net_ret_pct,p95_net_ret_pct,profit_factor,avg_mae_pct,med_mae_pct,p75_mae_pct,p90_mae_pct,p95_mae_pct,p99_mae_pct,max_mae_pct,avg_mfe_pct,med_mfe_pct,p95_mfe_pct,mfe_mae_ratio,mae_gt_3_pct,mae_gt_5_pct,mae_gt_10_pct
break_bar_volume_spike20,"(1.729, 2.31]",1.7415110386369868,2.3098324794036253,110,57.27272727272727,0.8240459747750247,0.5271162700790222,-1.68479723666935,3.0712898900837082,-7.364915546508275,8.894261732026061,1.602299773237094,3.7546522645551716,2.2326342263637056,4.854309562848025,9.833319308775296,12.696808462259082,16.92135813422007,19.097413318657132,4.153480556400585,2.8627091216529066,12.163981693000807,1.1062224311983428,36.36363636363637,24.545454545454547,10.0
break_bar_volume_spike20,"(2.31, 3.245]",2.3165787828267845,3.2448255289097117,110,53.63636363636364,0.17848670851916318,0.1912058213509394,-1.922860245932859,2.759445437836968,-7.303334575947451,7.407317163778472,1.1067737002394935,4.412878891230763,2.4519943362199093,5.612385072097381,9.571979730529378,14.112253341820487,19.59948401545572,45.39085545722714,4.137625548588746,2.45855216751647,12.400439228909253,0.9376249950595748,44.54545454545455,27.27272727272727,8.181818181818182
break_bar_volume_spike20,"(3.245, 14.968]",3.247703057554164,14.967654770729002,110,60.909090909090914,1.3223404280011972,1.3418085839168392,-0.6948827517987843,4.143065686812943,-6.715092148712768,8.475230628193192,1.939545130063153,4.398238967253,2.4670128043375428,4.828085090727507,9.826384835915063,12.721322579683083,35.5215870732959,57.67472371530125,5.058199866919937,3.6525865377694644,15.545128017132797,1.150051169247661,40.909090909090914,22.727272727272727,10.0
event_atr_pct_rank,"(0.099, 0.3]",0.1,0.3,245,56.326530612244895,0.4649324288924832,0.4105732974220811,-1.788891013384328,2.5883197671284686,-7.31114895523087,8.809806491610065,1.2986571275852865,4.117948185974702,2.5326170376055224,4.898903530831911,9.1947753764268,12.778981803312199,20.822398546103475,48.44330983961376,4.242189178645713,2.7062255601762786,14.43058257582856,1.0301706061028557,41.224489795918366,23.26530612244898,8.979591836734693
event_atr_pct_rank,"(0.3, 0.6]",0.4,0.6,101,54.45544554455446,0.6799112950480184,0.12521768287193877,-1.4909954400757242,2.613769624855391,-5.513885434435681,6.368508180943203,1.5500747159754094,3.809977649103444,2.4239159709130043,4.992688531439304,9.400899834241061,10.42325468255898,19.706444328643393,21.580130489610163,4.112210408793201,2.840466926070029,10.377773864036644,1.0793266490056388,43.56435643564357,24.752475247524753,7.920792079207921
event_atr_pct_rank,"(0.6, 1.1]",0.7000000000000001,1.0999999999999999,95,50.526315789473685,0.30991783590052613,0.176975036710716,-1.739541089711014,2.822885292047852,-9.177459361726179,9.977450780345706,1.1626620045148386,5.101404394617188,2.5823257010548106,5.403213280447927,9.233111464349038,15.109754969048446,36.97254130073164,57.67472371530125,4.435186660920073,2.7256208358570566,14.575918826766085,0.8694050339549472,46.31578947368421,28.421052631578945,9.473684210526317
event_atr_pct_rank,"(1.1, 9.1]",1.2,9.1,110,53.63636363636364,1.6583413962906206,0.6560146323161509,-1.8675691572213053,3.676891068115553,-5.350913999624031,8.871543363885474,2.268697739231088,3.699848552122323,2.7111475744135527,5.460605727507472,8.811165495930881,10.658659576358552,12.976558497338047,15.433926767236873,5.588954556852815,3.719251299750803,13.290978196436301,1.5105900898691798,46.36363636363636,27.27272727272727,7.2727272727272725
event_vol_pct_rank,"(0.099, 0.5]",0.1,0.5,115,62.60869565217392,1.66146475402068,0.8918039967150149,-0.9413697322987113,3.2182218263224227,-4.445284591744393,10.027299578449409,2.765540566559931,3.286489012132867,2.3679492483795306,4.268291808657798,6.874155778633372,9.528083494720791,16.57772707513378,22.111913357400724,4.9393861148808655,3.0155105897173407,16.080867375653675,1.5029370542989586,34.78260869565217,17.391304347826086,5.217391304347826
event_vol_pct_rank,"(0.5, 1.3]",0.6,1.3,112,50.0,0.13709209357627739,0.02272283440087016,-2.3039101277659766,2.2506381803413653,-5.948478248056996,7.351400216755711,1.0737203766321364,4.67281750428696,2.7643152405887883,5.43818863584532,8.997275068531883,13.460843991377512,42.565570233082944,48.44330983961376,4.59168322277621,2.848804891606449,12.131814938334909,0.9826369676461116,47.32142857142857,29.464285714285715,8.035714285714286
event_vol_pct_rank,"(1.3, 2.5]",1.4000000000000001,2.5,109,59.63302752293578,0.8614469877334884,1.0875136149208675,-1.9378960582475544,3.4760765924188997,-8.381915187825502,8.881446542532249,1.5710336255145838,3.9281442597071257,2.207948615014055,4.872449804390699,9.933972502927146,12.015967145297505,18.777582860332934,21.580130489610163,4.552431450701781,3.3044707545502927,12.93774667036891,1.1589267475225569,41.284403669724774,22.93577981651376,10.091743119266056
event_vol_pct_rank,"(2.5, 4.8]",2.6,4.8,106,50.0,0.3786255075919699,-0.006950753112342434,-1.8529632690193867,2.571358028656048,-7.478351887012122,7.292668995417221,1.2763969655192102,4.081547384873857,2.475571318566727,5.40944512003394,9.059716753462187,12.250080483931608,15.62101223473019,35.65112540192927,3.9222468582698755,2.725025692604721,11.448220204626425,0.9609705556293806,45.28301886792453,27.358490566037734,8.49056603773585
event_vol_pct_rank,"(4.8, 9.9]",4.9,9.9,109,49.54128440366973,0.495270157985378,-0.02372537985367622,-2.08407608695653,2.659726027397249,-8.664308634964916,9.885069533735761,1.2634820951784864,4.800075801515721,2.9838022165388,5.798339264531438,10.288360178086414,12.643777962493218,33.0461340261243,57.67472371530125,4.555286374607283,2.378121284185486,13.56927723840343,0.9490030080710098,49.54128440366973,29.357798165137616,11.009174311926607
event_atr_pct,"(-0.0009, 0.208]",9.998870129073195e-05,0.2083462901921753,111,43.24324324324324,-0.22804167981523213,-0.26310628879775194,-1.182495477087756,1.1963360894824326,-4.922083671758124,4.215770512500551,0.7862664709220839,2.170194959420937,1.4122108098211017,2.472156806049075,4.564220183486256,6.874438876782973,13.390479410706915,18.964737006996902,1.73686388563198,1.223332836043567,5.148772406137459,0.8003262002301487,18.01801801801802,8.108108108108109,2.7027027027027026
event_atr_pct,"(0.208, 0.275]",0.20868178762915285,0.27537505068252716,110,53.63636363636364,0.20770927180717755,0.3091329133089427,-1.9530669606124405,2.11487393751408,-5.271354156575192,5.594148731345616,1.169448015138249,3.3851749578583776,2.394984885107432,4.847750453083332,7.270610776817631,9.241278973378606,14.336724593423524,15.022278803309996,2.8788302726749424,2.225383316968421,7.267308520167692,0.8504228905486844,39.09090909090909,21.818181818181817,4.545454545454546
event_atr_pct,"(0.275, 0.365]",0.27614138438881075,0.365375073300554,110,60.0,0.36311253125956106,0.713087743448706,-1.910669143922814,2.514804899584635,-8.556807666195688,8.472787942969063,1.2131382565473419,4.197821416002115,2.504691782576962,4.108562811044392,9.436848380205973,12.631230031948876,22.064052899299572,48.44330983961376,4.269795736887452,2.8803266241010927,11.802682934271305,1.0171456366893004,43.63636363636363,22.727272727272727,10.0
event_atr_pct,"(0.365, 0.517]",0.3658864675813873,0.5173420117087312,110,55.45454545454545,0.7600368964321529,0.768623819309735,-1.7178471292658597,4.014965668460304,-5.6815700243452305,7.7320004975020655,1.513793724472071,4.581825189533152,3.080462391120087,5.652115611019537,9.768151200925484,10.572083504614936,32.30087949935013,45.39085545722714,5.171011904754683,4.230633508419879,12.112577608851382,1.1285921419628766,50.90909090909091,28.18181818181818,9.090909090909092
event_atr_pct,"(0.517, 1.665]",0.519498374726257,1.665065415139809,110,60.0,2.4850673035967206,2.125152947485045,-2.9113084764697685,5.712960286673615,-10.796554397125506,15.390522992867188,2.2008422868559463,6.420907217057395,4.525926007957426,8.065485968916292,12.994554829584196,17.984966903425182,34.216104105333486,57.67472371530125,8.57132065652274,5.590451174855282,22.714214520859972,1.3349080381900997,66.36363636363637,45.45454545454545,16.363636363636363
pre_ret_12_pct,"(-0.399, -0.0096]",-0.39902058583475286,-0.009598915322572843,110,50.90909090909091,0.2003867246446917,0.08810991459407233,-0.8506418151371742,1.39419084103666,-5.034969277769052,4.623839970070518,1.1790978759098862,2.803394967569384,1.459937708377157,2.711351354496366,5.0215852086532315,9.702097706552502,19.580002537139265,48.44330983961376,3.062961464800486,1.6822702819097257,7.554176844162186,1.092590056069107,19.090909090909093,10.0,5.454545454545454
pre_ret_12_pct,"(-0.607, -0.399]",-0.6068487212830598,-0.39920159680638667,110,48.18181818181818,0.17763724567086897,-0.1781378177126513,-2.1552370248176222,2.248188482873339,-5.875818539826829,7.195037685408935,1.1275528159337194,3.4035456182681356,2.159288710887275,4.738028815993411,7.0792542997648065,9.59689462541788,16.497541168477117,22.111913357400724,3.159344780213867,2.3273820628042063,9.427222222222225,0.9282510459846495,38.18181818181819,21.818181818181817,4.545454545454546
pre_ret_12_pct,"(-0.862, -0.607]",-0.861783228372559,-0.6071456371137263,110,61.81818181818181,0.36612373682204447,0.5050114899757063,-1.4627751988859412,2.294475347881366,-6.0652950503115735,6.43377951529245,1.3050414193915243,3.4995717075974975,2.4372394531053776,4.784245018296246,7.059963305661318,11.171567844711053,12.988904109589031,15.433926767236873,3.3600503519988547,2.8250685875044756,9.09877501941431,0.9601318769106103,42.72727272727273,20.909090909090907,6.363636363636363
pre_ret_12_pct,"(-1.285, -0.862]",-1.283112582781465,-0.8622875982754241,110,48.18181818181818,0.08599053745212862,-0.07401579829251263,-2.732245633048578,3.9493977191506624,-8.717515015015017,8.44150680420686,1.0415339481815604,4.700411331089158,3.2889205184500003,5.831268497718783,9.636914778451036,13.019776503493716,18.874924035610736,45.39085545722714,4.830367056229905,3.6694455670485904,12.839070907104418,1.0276477346314785,56.36363636363636,30.909090909090907,10.0
pre_ret_12_pct,"(-5.426, -1.285]",-5.42512690355329,-1.2845003622949824,111,63.06306306306306,2.7308470898752772,1.9190913221263008,-1.363377339091579,5.475393930417729,-9.214227172329345,15.334826566240082,2.5545426138306673,6.311353222051165,4.145578873968114,8.338923503259243,12.18531327917638,17.45953278493463,35.50719392566998,57.67472371530125,8.15673632649358,5.459459459459448,22.702535349724997,1.2923910355698127,61.261261261261254,42.34234234234234,16.216216216216218
pre_ret_36_pct,"(-0.203, 2.335]",-0.19997894958424522,2.3354564755838636,110,50.90909090909091,0.6740279412491662,0.07263789539128325,-1.3867258796251787,1.6382877047063173,-4.683977486928223,7.372883993843983,1.6419003348725543,3.3675975670119316,2.178952217509955,4.47104643909903,7.092716283498038,11.244196696717346,16.738372993183916,19.097413318657132,3.8586060123767156,1.8553737961799488,12.096360159504997,1.1458037772014593,35.45454545454545,22.727272727272727,6.363636363636363
pre_ret_36_pct,"(-0.558, -0.203]",-0.5524861878453025,-0.20272553215452405,110,49.09090909090909,-0.1223326287691652,-0.07848847995133627,-1.8185270439740973,1.944654153714739,-8.183330670926512,5.511597901046041,0.9190610876246488,3.7051161732748668,2.0001426756240503,4.526249870141047,9.198362340804,13.042537015376709,21.40559551322201,22.111913357400724,3.1673220445979324,2.235691521607297,9.625579195461361,0.8548509402873621,37.27272727272727,20.909090909090907,9.090909090909092
pre_ret_36_pct,"(-0.935, -0.558]",-0.9320038081875981,-0.5576800509878854,110,49.09090909090909,-0.3025055380619808,-0.27805738034164856,-2.1163434427563277,2.0764056483431403,-6.093912781847055,7.185803233781435,0.8408716660388478,4.612637011801437,3.0199146906123575,5.222386167965176,8.092456573483815,10.672110514391411,43.07925845565452,48.44330983961376,3.1691757869721564,2.3273820628042063,9.836189459572063,0.6870637726020532,50.0,27.27272727272727,8.181818181818182
