box_width_top_q,box_width_threshold_pct,fast_break_max_bars,break_slip_top_q,break_slip_threshold_pct,break_slip_r_top_q,break_slip_r_threshold,base_trades
0.8,1.9073569482288948,3,0.6,0.20139143170999446,0.6,0.1770428015564189,551
