duration,timeout,trades,win_rate_pct,avg_net_ret_pct,med_net_ret_pct,p25_net_ret_pct,p75_net_ret_pct,p05_net_ret_pct,p95_net_ret_pct,profit_factor,avg_mae_pct,med_mae_pct,p75_mae_pct,p90_mae_pct,p95_mae_pct,p99_mae_pct,max_mae_pct,avg_mfe_pct,med_mfe_pct,p95_mfe_pct,mfe_mae_ratio,mae_gt_3_pct,mae_gt_5_pct,mae_gt_10_pct
20,144,551,54.44646098003629,0.7158606785499574,0.32602099425630643,-1.7286978371401505,2.8792829068091352,-7.250779804095295,8.886882816506017,1.4746406205767209,4.1475894852002515,2.540258562032216,5.083676195638198,9.284195605953215,12.459730738369778,21.846021923505443,57.67472371530125,4.520503328670652,2.857666239237955,13.844702431304956,1.0899109819814763,43.55716878402904,25.226860254083483,8.52994555353902
