name,axis,parent,side,kind,tag,trades,wins,win_rate,avg_pnl,median_pnl,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,min_expected_tp,stop_atr,rr,hold,cooldown,atrp_min,atrp_max,range20_max,vol_min,body_min,close_pos_min,wick_min,dev_short,rsi_short_min,sym_dd_pct,sym_dd_bars,post_loss_after,post_loss_bars,be_r,trail_r,trail_atr,fail_bars,fail_pnl
short_beh_dd_brake,short_main,short_beh_dd_brake,short,baseline,baseline,79059,17648,0.2232256922045561,0.13881130879866124,-1.419662594795227,196.74679546264468,196.74679546264468,99.99926763255111,0.00217327693557989,0.0,1.8975,6.0,200,0,0.0018,0.11,0.5,0.0,0.0,0,0,0.033,77.0,999.0,0,999,0,999.0,999.0,2.1,10,-999.0
short_only_reference_1x,short_max,short_only_reference_1x,short,baseline,baseline,95045,21118,0.22218948918933137,0.12953745567295835,-1.4066017866134644,238.66157420006977,238.66157420006977,99.99991861630659,0.0002756152972705501,0.0,1.8975,6.0,200,0,0.0018,0.11,0.5,0.0,0.0,0,0,0.032,76.0,999.0,0,999,0,999.0,999.0,2.4,10,-999.0
8V4_V51_V002_core_rare22_c1,long_max,8V4_V51_V002_core_rare22_c1,long,baseline,baseline,438074,146249,0.3338454233759593,-0.10910612485855857,-0.5584329068660736,-99.16204551597775,0.0,99.99999996969828,3.030171669138326e-08,0.0,1.1,2.05,22,6,0.0035,0.095,0.24,1.35,0.32,0.7,0.0,0,0,999.0,0,999,0,999.0,999.0,1.8,999,-999.0
6V2_L01_doubleflush_core,long_main,6V2_L01_doubleflush_core,long,baseline,baseline,860656,287296,0.3338104887434701,-0.11541804167045056,-0.4571382701396942,-100.0,0.0,100.0,0.0,0.0,1.04,1.85,18,10,0.003,0.07,0.18,1.35,0.34,0.72,0.15,0,0,999.0,0,999,0,999.0,999.0,1.8,6,-0.35
