run_label,strategy,family,tag,side,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,symbol_files,errors,position_fraction,fee_per_side,cost_pct_round_trip,name,stop_atr,rr,hold,cooldown,min_market_count,breadth20_min,breadth20_max,breadth60_min,mret20_min,mret20_max,mret60_min,d_breadth20_min,d_breadth60_min,d_mret20_min,d_mret60_min,d_disp20_min,d_disp20_max,d_volpart_min,xret20_min,xret20_max,xret60_min,xret60_max,rank_imp20_min,rank_imp60_min,ret5_min,ret20_min,ret60_min,ret20_max,ret60_max,ret120_min,atrp_min,atrp_max,range20_max,range60_max,volr_min,volr_max,rsi_min,rsi_max,ema20_pos_min,ema50_pos_min,ema100_pos_min,close_pos_min,upper_wick_max,body_atr_max,rebound_ret1_min,fail_bars,fail_pnl,verdict,note
LONG_CROSS_SECTIONAL_STATE_TRANSITION_V9_1H,XST_C_039_RI8_RR260,individual_rank_improvement_transition,symbol_cross_sectional_rank_improving,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XST_C_039_RI8_RR260,0.95,2.6,14,24,80,0.28,0.7,0.25,-0.055,0.03,-0.12,0.015,0.02,0.003,0.004,-0.05,0.08,-0.05,0.25,0.72,0.25,0.78,0.08,0.03,-0.08,-0.18,-0.3,0.16,0.36,-0.65,0.001,0.08,0.18,0.32,0.3,3.5,30.0,66.0,0.9,0.85,0.76,0.52,0.7,2.2,-0.003,5,-0.42,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_STATE_TRANSITION_V9_1H,XST_C_040_RI14_RR150,individual_rank_improvement_transition,symbol_cross_sectional_rank_improving,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XST_C_040_RI14_RR150,0.95,1.5,14,24,80,0.28,0.7,0.25,-0.055,0.03,-0.12,0.015,0.02,0.003,0.004,-0.05,0.08,-0.05,0.25,0.72,0.25,0.78,0.14,0.049,-0.08,-0.18,-0.3,0.16,0.36,-0.65,0.001,0.08,0.18,0.32,0.3,3.5,30.0,66.0,0.9,0.85,0.76,0.52,0.7,2.2,-0.003,5,-0.42,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_STATE_TRANSITION_V9_1H,XST_C_041_RI14_RR200,individual_rank_improvement_transition,symbol_cross_sectional_rank_improving,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XST_C_041_RI14_RR200,0.95,2.0,14,24,80,0.28,0.7,0.25,-0.055,0.03,-0.12,0.015,0.02,0.003,0.004,-0.05,0.08,-0.05,0.25,0.72,0.25,0.78,0.14,0.049,-0.08,-0.18,-0.3,0.16,0.36,-0.65,0.001,0.08,0.18,0.32,0.3,3.5,30.0,66.0,0.9,0.85,0.76,0.52,0.7,2.2,-0.003,5,-0.42,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_STATE_TRANSITION_V9_1H,XST_C_042_RI14_RR260,individual_rank_improvement_transition,symbol_cross_sectional_rank_improving,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XST_C_042_RI14_RR260,0.95,2.6,14,24,80,0.28,0.7,0.25,-0.055,0.03,-0.12,0.015,0.02,0.003,0.004,-0.05,0.08,-0.05,0.25,0.72,0.25,0.78,0.14,0.049,-0.08,-0.18,-0.3,0.16,0.36,-0.65,0.001,0.08,0.18,0.32,0.3,3.5,30.0,66.0,0.9,0.85,0.76,0.52,0.7,2.2,-0.003,5,-0.42,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_STATE_TRANSITION_V9_1H,XST_C_043_RI22_RR150,individual_rank_improvement_transition,symbol_cross_sectional_rank_improving,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XST_C_043_RI22_RR150,0.95,1.5,14,24,80,0.28,0.7,0.25,-0.055,0.03,-0.12,0.015,0.02,0.003,0.004,-0.05,0.08,-0.05,0.25,0.72,0.25,0.78,0.22,0.077,-0.08,-0.18,-0.3,0.16,0.36,-0.65,0.001,0.08,0.18,0.32,0.3,3.5,30.0,66.0,0.9,0.85,0.76,0.52,0.7,2.2,-0.003,5,-0.42,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_STATE_TRANSITION_V9_1H,XST_C_044_RI22_RR200,individual_rank_improvement_transition,symbol_cross_sectional_rank_improving,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XST_C_044_RI22_RR200,0.95,2.0,14,24,80,0.28,0.7,0.25,-0.055,0.03,-0.12,0.015,0.02,0.003,0.004,-0.05,0.08,-0.05,0.25,0.72,0.25,0.78,0.22,0.077,-0.08,-0.18,-0.3,0.16,0.36,-0.65,0.001,0.08,0.18,0.32,0.3,3.5,30.0,66.0,0.9,0.85,0.76,0.52,0.7,2.2,-0.003,5,-0.42,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_STATE_TRANSITION_V9_1H,XST_C_045_RI22_RR260,individual_rank_improvement_transition,symbol_cross_sectional_rank_improving,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XST_C_045_RI22_RR260,0.95,2.6,14,24,80,0.28,0.7,0.25,-0.055,0.03,-0.12,0.015,0.02,0.003,0.004,-0.05,0.08,-0.05,0.25,0.72,0.25,0.78,0.22,0.077,-0.08,-0.18,-0.3,0.16,0.36,-0.65,0.001,0.08,0.18,0.32,0.3,3.5,30.0,66.0,0.9,0.85,0.76,0.52,0.7,2.2,-0.003,5,-0.42,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_STATE_TRANSITION_V9_1H,XST_D_046_DV-2_RR140,dispersion_volume_transition,dispersion_stabilizes_volume_participation_recovers,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XST_D_046_DV-2_RR140,0.95,1.4,10,30,80,0.3,0.66,0.25,-0.055,0.03,-0.12,0.02,0.02,0.004,0.004,-0.06,0.02,-0.02,0.35,0.8,0.3,0.85,0.06,0.04,-0.08,-0.14,-0.26,0.16,0.36,-0.65,0.001,0.08,0.18,0.32,0.45,3.2,30.0,68.0,0.9,0.85,0.76,0.52,0.7,2.2,-0.003,4,-0.38,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_STATE_TRANSITION_V9_1H,XST_D_047_DV-2_RR190,dispersion_volume_transition,dispersion_stabilizes_volume_participation_recovers,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XST_D_047_DV-2_RR190,0.95,1.9,10,30,80,0.3,0.66,0.25,-0.055,0.03,-0.12,0.02,0.02,0.004,0.004,-0.06,0.02,-0.02,0.35,0.8,0.3,0.85,0.06,0.04,-0.08,-0.14,-0.26,0.16,0.36,-0.65,0.001,0.08,0.18,0.32,0.45,3.2,30.0,68.0,0.9,0.85,0.76,0.52,0.7,2.2,-0.003,4,-0.38,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_STATE_TRANSITION_V9_1H,XST_D_048_DV-2_RR240,dispersion_volume_transition,dispersion_stabilizes_volume_participation_recovers,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XST_D_048_DV-2_RR240,0.95,2.4,10,30,80,0.3,0.66,0.25,-0.055,0.03,-0.12,0.02,0.02,0.004,0.004,-0.06,0.02,-0.02,0.35,0.8,0.3,0.85,0.06,0.04,-0.08,-0.14,-0.26,0.16,0.36,-0.65,0.001,0.08,0.18,0.32,0.45,3.2,30.0,68.0,0.9,0.85,0.76,0.52,0.7,2.2,-0.003,4,-0.38,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_STATE_TRANSITION_V9_1H,XST_D_049_DV2_RR140,dispersion_volume_transition,dispersion_stabilizes_volume_participation_recovers,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XST_D_049_DV2_RR140,0.95,1.4,10,30,80,0.3,0.66,0.25,-0.055,0.03,-0.12,0.02,0.02,0.004,0.004,-0.06,0.02,0.02,0.35,0.8,0.3,0.85,0.06,0.04,-0.08,-0.14,-0.26,0.16,0.36,-0.65,0.001,0.08,0.18,0.32,0.45,3.2,30.0,68.0,0.9,0.85,0.76,0.52,0.7,2.2,-0.003,4,-0.38,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_STATE_TRANSITION_V9_1H,XST_D_050_DV2_RR190,dispersion_volume_transition,dispersion_stabilizes_volume_participation_recovers,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XST_D_050_DV2_RR190,0.95,1.9,10,30,80,0.3,0.66,0.25,-0.055,0.03,-0.12,0.02,0.02,0.004,0.004,-0.06,0.02,0.02,0.35,0.8,0.3,0.85,0.06,0.04,-0.08,-0.14,-0.26,0.16,0.36,-0.65,0.001,0.08,0.18,0.32,0.45,3.2,30.0,68.0,0.9,0.85,0.76,0.52,0.7,2.2,-0.003,4,-0.38,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_STATE_TRANSITION_V9_1H,XST_D_051_DV2_RR240,dispersion_volume_transition,dispersion_stabilizes_volume_participation_recovers,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XST_D_051_DV2_RR240,0.95,2.4,10,30,80,0.3,0.66,0.25,-0.055,0.03,-0.12,0.02,0.02,0.004,0.004,-0.06,0.02,0.02,0.35,0.8,0.3,0.85,0.06,0.04,-0.08,-0.14,-0.26,0.16,0.36,-0.65,0.001,0.08,0.18,0.32,0.45,3.2,30.0,68.0,0.9,0.85,0.76,0.52,0.7,2.2,-0.003,4,-0.38,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_STATE_TRANSITION_V9_1H,XST_D_052_DV6_RR140,dispersion_volume_transition,dispersion_stabilizes_volume_participation_recovers,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XST_D_052_DV6_RR140,0.95,1.4,10,30,80,0.3,0.66,0.25,-0.055,0.03,-0.12,0.02,0.02,0.004,0.004,-0.06,0.02,0.06,0.35,0.8,0.3,0.85,0.06,0.04,-0.08,-0.14,-0.26,0.16,0.36,-0.65,0.001,0.08,0.18,0.32,0.45,3.2,30.0,68.0,0.9,0.85,0.76,0.52,0.7,2.2,-0.003,4,-0.38,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_STATE_TRANSITION_V9_1H,XST_D_053_DV6_RR190,dispersion_volume_transition,dispersion_stabilizes_volume_participation_recovers,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XST_D_053_DV6_RR190,0.95,1.9,10,30,80,0.3,0.66,0.25,-0.055,0.03,-0.12,0.02,0.02,0.004,0.004,-0.06,0.02,0.06,0.35,0.8,0.3,0.85,0.06,0.04,-0.08,-0.14,-0.26,0.16,0.36,-0.65,0.001,0.08,0.18,0.32,0.45,3.2,30.0,68.0,0.9,0.85,0.76,0.52,0.7,2.2,-0.003,4,-0.38,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_STATE_TRANSITION_V9_1H,XST_D_054_DV6_RR240,dispersion_volume_transition,dispersion_stabilizes_volume_participation_recovers,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XST_D_054_DV6_RR240,0.95,2.4,10,30,80,0.3,0.66,0.25,-0.055,0.03,-0.12,0.02,0.02,0.004,0.004,-0.06,0.02,0.06,0.35,0.8,0.3,0.85,0.06,0.04,-0.08,-0.14,-0.26,0.16,0.36,-0.65,0.001,0.08,0.18,0.32,0.45,3.2,30.0,68.0,0.9,0.85,0.76,0.52,0.7,2.2,-0.003,4,-0.38,invalid_zero_trade,0 trades
