batch_label,strategy_name,side,description,timeframe,processed_symbols,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,cd_value,baseline_cd_value,ruined,verdict
8V2_LONG100_REVIEWED,8V2_L31_V01_core_relaunch,long,shockcoil_relaunch core_relaunch,5m,597,107,60,47,56.074766355140184,1.6502914708960592,1.7448055266784168,0.35159946532572484,101.29288958958236,121.53,False,baseline_fail
8V2_LONG100_REVIEWED,8V2_L31_V08_shockage_window,long,shockcoil_relaunch shockage_window,5m,597,73,36,37,49.31506849315068,1.612359561941057,1.6855557438518742,0.3301756112098486,101.27686033269266,121.53,False,baseline_fail
8V2_LONG100_REVIEWED,8V2_L36_V02_extreme_reclaim,long,inside_fakebreak_go extreme_reclaim,5m,597,507,191,316,37.67258382642998,2.094293606789388,2.3497504342178788,0.9835087096148998,101.09018733714682,121.53,False,baseline_fail
8V2_LONG100_REVIEWED,8V2_L39_V08_shockage_window,long,range_sweep_pivot shockage_window,5m,597,231,103,128,44.58874458874459,0.9221017306950907,1.1672497131059778,0.3553786474848053,100.56344613055131,121.53,False,baseline_fail
8V2_LONG100_REVIEWED,8V2_L39_V01_core_relaunch,long,range_sweep_pivot core_relaunch,5m,597,225,100,125,44.44444444444444,0.8405261079251547,1.1029928014613777,0.34079913199900336,100.49686247024611,121.53,False,baseline_fail
8V2_LONG100_REVIEWED,8V2_L31_V03_pause_liftoff,long,shockcoil_relaunch pause_liftoff,5m,597,580,210,370,36.206896551724135,1.575570239156443,1.7018040425484715,1.1160526418664607,100.44193340401142,121.53,False,baseline_fail
8V2_LONG100_REVIEWED,8V2_L36_V05_prevhigh_rearm,long,inside_fakebreak_go prevhigh_rearm,5m,597,2553,927,1626,36.310223266745005,2.443599274870545,3.0427656580488405,1.9631100909048405,100.43251864001945,121.53,False,baseline_fail
8V2_LONG100_REVIEWED,8V2_L37_V05_prevhigh_rearm,long,volcrush_pop prevhigh_rearm,5m,597,39,17,22,43.58974358974359,0.5581792473382308,0.5682307493427574,0.19368248975961677,100.36341566211505,121.53,False,baseline_fail
8V2_LONG100_REVIEWED,8V2_L37_V07_firstfire_quality,long,volcrush_pop firstfire_quality,5m,597,69,26,43,37.68115942028986,0.3931781478830443,0.45357761663720186,0.18143403480798126,100.21103075409738,121.53,False,baseline_fail
8V2_LONG100_REVIEWED,8V2_L34_V06_lowanchor_thrust,long,reset_burst_retake lowanchor_thrust,5m,597,45,18,27,40.0,0.26972636058348876,0.42480038135834786,0.15441805229979844,100.11489180209114,121.53,False,baseline_fail
8V2_LONG100_REVIEWED,8V2_L39_V03_pause_liftoff,long,range_sweep_pivot pause_liftoff,5m,597,29,12,17,41.37931034482759,0.21572173338200162,0.387340213311127,0.17095629744194873,100.0443966460519,121.53,False,baseline_fail
8V2_LONG100_REVIEWED,8V2_L34_V01_core_relaunch,long,reset_burst_retake core_relaunch,5m,597,361,144,217,39.88919667590028,0.7776106599135968,0.7776106599135968,0.7439301743706217,100.02789560520476,121.53,False,baseline_fail
8V2_LONG100_REVIEWED,8V2_L31_V02_extreme_reclaim,long,shockcoil_relaunch extreme_reclaim,5m,597,8,4,4,50.0,0.05458387854051505,0.07863133817191947,0.02784677921146006,100.02672189947691,121.53,False,baseline_fail
8V2_LONG100_REVIEWED,8V2_L37_V04_ema_gate_rebreak,long,volcrush_pop ema_gate_rebreak,5m,597,29,10,19,34.48275862068966,0.29940271637567406,0.40940396471453866,0.29645729791725195,100.00205781725556,121.53,False,baseline_fail
8V2_LONG100_REVIEWED,8V2_L35_V01_core_relaunch,long,squeeze_washout_go core_relaunch,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,121.53,False,baseline_fail
8V2_LONG100_REVIEWED,8V2_L35_V02_extreme_reclaim,long,squeeze_washout_go extreme_reclaim,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,121.53,False,baseline_fail
8V2_LONG100_REVIEWED,8V2_L37_V02_extreme_reclaim,long,volcrush_pop extreme_reclaim,5m,597,0,0,0,0.0,0.0,0.0,0.0,100.0,121.53,False,baseline_fail
8V2_LONG100_REVIEWED,8V2_L37_V09_cluster_pressure,long,volcrush_pop cluster_pressure,5m,597,20,8,12,40.0,0.08714547789814286,0.11406253064625282,0.09236046968555955,99.99470452023989,121.53,False,baseline_fail
8V2_LONG100_REVIEWED,8V2_L37_V06_lowanchor_thrust,long,volcrush_pop lowanchor_thrust,5m,597,22,8,14,36.36363636363637,0.07164283042868647,0.08164569967348267,0.0933010263059586,99.97827496062665,121.53,False,baseline_fail
8V2_LONG100_REVIEWED,8V2_L35_V08_shockage_window,long,squeeze_washout_go shockage_window,5m,597,2,0,2,0.0,-0.024366288805399705,0.0,0.024366288805399705,99.9512733595495,121.53,False,baseline_fail
8V2_LONG100_REVIEWED,8V2_L34_V02_extreme_reclaim,long,reset_burst_retake extreme_reclaim,5m,597,1,0,1,0.0,-0.031267459509742856,0.0,0.031267459509742856,99.93747485752075,121.53,False,baseline_fail
8V2_LONG100_REVIEWED,8V2_L38_V02_extreme_reclaim,long,ladder_release extreme_reclaim,5m,597,34,15,19,44.11764705882353,0.06649870132928726,0.13882027410452302,0.1307398431286133,99.93567191790288,121.53,False,baseline_fail
8V2_LONG100_REVIEWED,8V2_L35_V03_pause_liftoff,long,squeeze_washout_go pause_liftoff,5m,597,14,4,10,28.57142857142857,-0.026279844162246935,0.008837053516019822,0.07686338325840758,99.89687697215668,121.53,False,baseline_fail
8V2_LONG100_REVIEWED,8V2_L37_V01_core_relaunch,long,volcrush_pop core_relaunch,5m,597,4,1,3,25.0,-0.05245108280725885,0.0,0.11045147781966191,99.83715537236917,121.53,False,baseline_fail
8V2_LONG100_REVIEWED,8V2_L37_V08_shockage_window,long,volcrush_pop shockage_window,5m,597,4,1,3,25.0,-0.05245108280725885,0.0,0.11045147781966191,99.83715537236917,121.53,False,baseline_fail
