axis,strategy,reproduction_trade_count_ok,actual_trades,expected_trades,delta_trades,symbols_total,symbols_with_trades,profitable_symbols,losing_symbols,profitable_symbol_pct,top1_symbol,top1_asset_pnl,top1_positive_pool_share_pct,top10_positive_pool_share_pct,top10pct_n,top10pct_positive_pool_share_pct,positive_contribution_hhi,edge_breadth_verdict,metric_trades,metric_final_return_pct,metric_max_return_pct,metric_max_drawdown_pct,metric_win_rate_pct
long_max2,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V51_C38_FR085_WEAK_M025_RR800,False,54654,55244,-590,597,596,535,61,89.61474036850922,COAI,21.499427691591507,1.4830429094805826,8.686339192679611,60,29.443773280376494,31.70709904027468,BROAD_EDGE,54654,1410.1955418159432,1410.1955418159432,13.117487237007841,34.55007867676657
