trades,wins,losses,win_rate_pct,final_asset,final_return_pct,peak_asset,max_return_pct,max_drawdown_pct,official_cd_value,pf,max_conc,max_conc_unique_symbols,same_bar_trades,active_leftover,gross_profit,gross_loss,axis,strategy,parent,family,description,raw_trades_generated,errors,initial_asset,position_fraction,fee_per_side,round_trip_fee,short_dev,short_rsi_min,short_wick_mult,score_min_short,dd_brake_trigger_pct,dd_brake_freeze_steps,atr_stop_mult,rr_mult,min_expected_tp,timeout_bars,fail_fast_bars,time_reduce_bars,time_reduce_to_risk_frac,elapsed_sec,parent_trades,parent_max_return_pct,parent_max_drawdown_pct,parent_official_cd_value,parent_trade_ratio,delta_max_return_pct,delta_max_drawdown_pct,delta_official_cd_value,sm24_trades,sm24_official_cd_value,sm24_trade_ratio,delta_vs_sm24_max_return_pct,delta_vs_sm24_max_drawdown_pct,delta_vs_sm24_official_cd_value,gate_mdd_under_5,gate_trades_over_20000,gate_active_leftover_zero,gate_candidate_pass,gate_beats_parent_cd,gate_beats_sm24_cd,gate_v15_strong_pass
28308,4322,23986,15.26776882859969,422.3729461060099,322.3729461060099,422.6464903551193,322.6464903551193,4.3185237477369025,404.3944013001569,1.4413813837670613,286,286,3357,0,1052.7457211302976,730.3727750242886,short_main,SM15_C07_rr58_ff8,short_beh_dd_brake,rr_failfast,"RR 5.8, fail_fast_bars 8.",34044,0,100.0,0.01,0.0004,0.0008,0.033,77.0,1.3,2.2,0.03,5,1.8975,5.8,0.003,200,8,10,0.05,373.3065662384033,28308,322.7577232826396,4.4066222161057595,404.12838752816384,1.0,-0.11123292752029101,-0.08809846836885704,0.2660137719930731,28311,408.3085802510934,0.9998940341210131,-4.284394870789583,-0.04337781976424537,-3.9141789509365026,True,True,True,True,True,False,False
28290,4318,23972,15.263343937787205,422.82722178025045,322.82722178025045,423.10106023498855,323.1010602349886,4.425153769172995,404.3781877205891,1.4427418617049481,286,286,3357,0,1051.9817239930849,729.1545022128313,short_main,SM15_A12_rr59,short_beh_dd_brake,rr_fine,SM24 주변 RR 단독 조정. rr_mult=5.9.,34039,0,100.0,0.01,0.0004,0.0008,0.033,77.0,1.3,2.2,0.03,5,1.8975,5.9,0.003,200,10,10,0.05,493.4829571247101,28308,322.7577232826396,4.4066222161057595,404.12838752816384,0.9993641373463332,0.34333695234903416,0.018531553067235862,0.24980019242525486,28311,408.3085802510934,0.9992582388470912,-3.829824990920258,0.06325220167184753,-3.930392530504321,True,True,True,True,True,False,False
28310,4331,23979,15.298481102084068,422.40928493193127,322.4092849319312,422.68285271540026,322.68285271540026,4.378060933477124,404.17753986816064,1.4413112026467414,286,286,3358,0,1052.980553003741,730.571268071814,short_main,SM15_C03_rr57_ff8,short_beh_dd_brake,rr_failfast,"RR 5.7, fail_fast_bars 8.",34048,0,100.0,0.01,0.0004,0.0008,0.033,77.0,1.3,2.2,0.03,5,1.8975,5.7,0.003,200,8,10,0.05,306.08282232284546,28308,322.7577232826396,4.4066222161057595,404.12838752816384,1.000070651405963,-0.07487056723931573,-0.028561282628635887,0.04915233999679458,28311,408.3085802510934,0.9999646780403377,-4.248032510508608,0.01615936597597578,-4.131040382932781,True,True,True,True,True,False,False
28308,4319,23989,15.257171117705242,422.48410704162137,322.48410704162137,422.7577232826396,322.7577232826396,4.4066222161057595,404.12838752816384,1.441356672437088,286,286,3357,0,1053.1496371692613,730.6655301276436,short_main,SM00_parent_short_beh_dd_brake,short_beh_dd_brake,baseline,"공식 short_main 기준선. short_dev 0.033, rsi 77, score 2.2, rr 6.0, dd_brake 3%/5.",34038,0,100.0,0.01,0.0004,0.0008,0.033,77.0,1.3,2.2,0.03,5,1.8975,6.0,0.003,200,10,10,0.05,421.1232178211212,28308,322.7577232826396,4.4066222161057595,404.12838752816384,1.0,0.0,0.0,0.0,28311,408.3085802510934,0.9998940341210131,-4.173161943269292,0.04472064860461167,-4.180192722929576,True,True,True,True,False,False,False
28308,4319,23989,15.257171117705242,422.48410704162137,322.48410704162137,422.7577232826396,322.7577232826396,4.4066222161057595,404.12838752816384,1.441356672437088,286,286,3357,0,1053.1496371692613,730.6655301276436,short_main,SM15_A14_rr60,short_beh_dd_brake,rr_fine,SM24 주변 RR 단독 조정. rr_mult=6.0.,34038,0,100.0,0.01,0.0004,0.0008,0.033,77.0,1.3,2.2,0.03,5,1.8975,6.0,0.003,200,10,10,0.05,306.20659160614014,28308,322.7577232826396,4.4066222161057595,404.12838752816384,1.0,0.0,0.0,0.0,28311,408.3085802510934,0.9998940341210131,-4.173161943269292,0.04472064860461167,-4.180192722929576,True,True,True,True,False,False,False
28290,4329,23961,15.302226935312833,422.1955570693101,322.1955570693101,422.46898643475726,322.46898643475726,4.3933279288972615,403.90853846278986,1.4423712008444656,286,286,3358,0,1050.5331080994263,728.3375510301164,short_main,SM15_A03_rr565,short_beh_dd_brake,rr_fine,SM24 주변 RR 단독 조정. rr_mult=5.65.,34046,0,100.0,0.01,0.0004,0.0008,0.033,77.0,1.3,2.2,0.03,5,1.8975,5.65,0.003,200,10,10,0.05,305.93303298950195,28308,322.7577232826396,4.4066222161057595,404.12838752816384,0.9993641373463332,-0.2887368478823191,-0.013294287208498012,-0.2198490653739782,28311,408.3085802510934,0.9992582388470912,-4.4618987911516115,0.031426361396113656,-4.400041788303554,True,True,True,True,False,False,False
28290,4329,23961,15.302226935312833,422.18075504521437,322.18075504521437,422.4541748243265,322.4541748243265,4.3933279288972615,403.8943775749769,1.4423528768250007,286,286,3358,0,1050.5150146925744,728.3342596473584,short_main,SM15_C02_rr565_ff12,short_beh_dd_brake,rr_failfast,"RR 5.65, fail_fast_bars 12.",34046,0,100.0,0.01,0.0004,0.0008,0.033,77.0,1.3,2.2,0.03,5,1.8975,5.65,0.003,200,12,10,0.05,301.4258406162262,28308,322.7577232826396,4.4066222161057595,404.12838752816384,0.9993641373463332,-0.30354845831305965,-0.013294287208498012,-0.2340099531869555,28311,408.3085802510934,0.9992582388470912,-4.476710401582352,0.031426361396113656,-4.414202676116531,True,True,True,True,False,False,False
28326,4333,23993,15.296900374214504,423.19569221398723,323.19569221398723,423.4697693037256,323.4697693037257,4.7054874988327615,403.5434522478029,1.4434998587468537,286,286,3358,0,1051.9348019111264,728.7391096971379,short_main,SM15_D01_rr565_dd0025_f3,short_beh_dd_brake,rr_dd_brake,"RR 5.65, dd_brake 0.025, freeze 3.",34046,0,100.0,0.01,0.0004,0.0008,0.033,77.0,1.3,2.2,0.025,3,1.8975,5.65,0.003,200,10,10,0.05,344.2586588859558,28308,322.7577232826396,4.4066222161057595,404.12838752816384,1.0006358626536669,0.7120460210861097,0.29886528272700197,-0.5849352803609236,28311,408.3085802510934,1.0005298293949347,-3.4611159221831826,0.34358593133161364,-4.765128003290499,True,True,True,True,False,False,False
28309,4327,23982,15.284891730545056,421.4661513547573,321.4661513547573,421.73910833024587,321.7391083302458,4.346296568536712,403.409075936711,1.4407319251888744,286,286,3357,0,1050.8577224713586,729.3915711166012,short_main,SM15_A06_rr5725,short_beh_dd_brake,rr_fine,SM24 주변 RR 단독 조정. rr_mult=5.725.,34045,0,100.0,0.01,0.0004,0.0008,0.033,77.0,1.3,2.2,0.03,5,1.8975,5.725,0.003,200,10,10,0.05,1161.9976696968079,28308,322.7577232826396,4.4066222161057595,404.12838752816384,1.0000353257029815,-1.0186149523937615,-0.0603256475690479,-0.7193115914528221,28311,408.3085802510934,0.9999293560806753,-5.191776895663054,-0.015604998964436234,-4.899504314382398,True,True,True,True,False,False,False
28312,4321,23991,15.26207968352642,421.15728967627274,321.15728967627274,421.4300466215826,321.4300466215827,4.328713423894248,403.18754762115043,1.4411546784691158,286,286,3357,0,1049.1497724733254,727.9924827970566,short_main,SM15_A09_rr5825,short_beh_dd_brake,rr_fine,SM24 주변 RR 단독 조정. rr_mult=5.825.,34042,0,100.0,0.01,0.0004,0.0008,0.033,77.0,1.3,2.2,0.03,5,1.8975,5.825,0.003,200,10,10,0.05,536.0312607288361,28308,322.7577232826396,4.4066222161057595,404.12838752816384,1.000141302811926,-1.3276766610568984,-0.07790879221151137,-0.9408399070134124,28311,408.3085802510934,1.0000353219596623,-5.500838604326191,-0.0331881436068997,-5.121032629942988,True,True,True,True,False,False,False
28331,4331,24000,15.287141293988919,422.7019349218897,322.7019349218897,422.975692236252,322.975692236252,4.69996150455938,403.09599752750455,1.4414631441889403,286,286,3358,0,1053.68466625445,730.982731332559,short_main,SM15_D03_rr57_dd003_f3,short_beh_dd_brake,rr_dd_brake,"RR 5.7, dd_brake 0.03, freeze 3.",34046,0,100.0,0.01,0.0004,0.0008,0.033,77.0,1.3,2.2,0.03,3,1.8975,5.7,0.003,200,10,10,0.05,354.0932331085205,28308,322.7577232826396,4.4066222161057595,404.12838752816384,1.0008124911685743,0.21796895361239876,0.29333928845362056,-1.0323900006592908,28311,408.3085802510934,1.0007064391932465,-3.9551929896568936,0.33805993705823223,-5.212582723588866,True,True,True,True,False,False,False
28310,4324,23986,15.27375485694101,421.16804660920627,321.1680466092063,421.4408105211014,321.4408105211014,4.373447081997139,403.0093196910212,1.440319009163899,286,286,3357,0,1050.5665961268817,729.3985495176742,short_main,SM15_C05_rr575_ff8,short_beh_dd_brake,rr_failfast,"RR 5.75, fail_fast_bars 8.",34047,0,100.0,0.01,0.0004,0.0008,0.033,77.0,1.3,2.2,0.03,5,1.8975,5.75,0.003,200,8,10,0.05,344.5433728694916,28308,322.7577232826396,4.4066222161057595,404.12838752816384,1.000070651405963,-1.3169127615381626,-0.03317513410862016,-1.1190678371426657,28311,408.3085802510934,0.9999646780403377,-5.490074704807455,0.011545514495991505,-5.299260560072241,True,True,True,True,False,False,False
28304,4315,23989,15.245195025438102,421.04343158292045,321.0434315829205,421.3161147895429,321.3161147895429,4.408125114685857,402.7439733212863,1.4414552498815025,286,286,3357,0,1048.282334436837,727.238902853913,short_main,SM15_A13_rr595,short_beh_dd_brake,rr_fine,SM24 주변 RR 단독 조정. rr_mult=5.95.,34039,0,100.0,0.01,0.0004,0.0008,0.033,77.0,1.3,2.2,0.03,5,1.8975,5.95,0.003,200,10,10,0.05,250.83760976791382,28308,322.7577232826396,4.4066222161057595,404.12838752816384,0.9998586971880741,-1.4416084930966804,0.0015028985800977779,-1.3844142068775227,28311,408.3085802510934,0.9997527462823638,-5.614770436365973,0.046223547184709446,-5.564606929807098,True,True,True,True,False,False,False
28296,4320,23976,15.267175572519085,420.3682557409694,320.3682557409694,420.6405016788927,320.6405016788927,4.40449067767299,402.1134299959289,1.441135196692605,286,286,3357,0,1046.6042444875488,726.2359887465785,short_main,SM15_A10_rr585,short_beh_dd_brake,rr_fine,SM24 주변 RR 단독 조정. rr_mult=5.85.,34040,0,100.0,0.01,0.0004,0.0008,0.033,77.0,1.3,2.2,0.03,5,1.8975,5.85,0.003,200,10,10,0.05,539.5293827056885,28308,322.7577232826396,4.4066222161057595,404.12838752816384,0.9995760915642221,-2.1172216037468843,-0.0021315384327698084,-2.0149575322349165,28311,408.3085802510934,0.9994701706050652,-6.290383547016177,0.04258911017184186,-6.195150255164492,True,True,True,True,False,False,False
28271,4624,23647,16.35598316295851,419.74486525973504,319.744865259735,420.0167074670627,320.01670746706276,4.320365737824449,401.87044954451744,1.4082636562129651,286,286,3358,0,1102.927155414256,783.182290154526,short_main,SM15_B04_rr565_tr14_f005,short_beh_dd_brake,rr_time_reduce,"RR 5.65, time_reduce_bars 14, risk_frac 0.05.",34018,0,100.0,0.01,0.0004,0.0008,0.033,77.0,1.3,2.2,0.03,5,1.8975,5.65,0.003,200,10,14,0.05,316.47672295570374,28308,322.7577232826396,4.4066222161057595,404.12838752816384,0.9986929489896849,-2.741015815576816,-0.08625647828131022,-2.2579379836464,28311,408.3085802510934,0.9985871216135072,-6.914177758846108,-0.041535829676698555,-6.438130706575976,True,True,True,True,False,False,False
28299,4328,23971,15.29382663698364,418.4916623213638,318.4916623213637,418.7626929083926,318.76269290839264,4.400174932358603,400.3364018689677,1.4397096016546953,286,286,3361,0,1042.8143996981044,724.3227373767397,short_main,SM15_A01_rr56,short_beh_dd_brake,rr_fine,SM24 주변 RR 단독 조정. rr_mult=5.6.,34051,0,100.0,0.01,0.0004,0.0008,0.033,77.0,1.3,2.2,0.03,5,1.8975,5.6,0.003,200,10,10,0.05,321.2186589241028,28308,322.7577232826396,4.4066222161057595,404.12838752816384,0.9996820686731666,-3.9950303742469373,-0.006447283747156973,-3.7919856591961434,28311,408.3085802510934,0.9995761364840521,-8.16819231751623,0.038273364857454695,-7.972178382125719,True,True,True,True,False,False,False
28291,4327,23964,15.29461666254286,418.41903112201885,318.41903112201885,418.69001467041255,318.69001467041255,4.403257950871886,400.25401330993094,1.4388807589103352,286,286,3358,0,1043.9441872318307,725.5251561098155,short_main,SM15_C01_rr565_ff8,short_beh_dd_brake,rr_failfast,"RR 5.65, fail_fast_bars 8.",34048,0,100.0,0.01,0.0004,0.0008,0.033,77.0,1.3,2.2,0.03,5,1.8975,5.65,0.003,200,8,10,0.05,303.13562178611755,28308,322.7577232826396,4.4066222161057595,404.12838752816384,0.9993994630493147,-4.0677086122270225,-0.0033642652338734536,-3.8743742182329015,28311,408.3085802510934,0.9992935608067536,-8.240870555496315,0.041356383370738214,-8.054566941162477,True,True,True,True,False,False,False
28263,4316,23947,15.27084881293564,416.61626589342274,316.61626589342274,416.8860819047729,316.8860819047729,4.461355969082604,398.2873098054397,1.4372480338349174,286,286,3358,0,1040.7276200749825,724.1113541815571,short_main,SM15_D04_rr57_dd003_f7,short_beh_dd_brake,rr_dd_brake,"RR 5.7, dd_brake 0.03, freeze 7.",34046,0,100.0,0.01,0.0004,0.0008,0.033,77.0,1.3,2.2,0.03,7,1.8975,5.7,0.003,200,10,10,0.05,343.6279716491699,28308,322.7577232826396,4.4066222161057595,404.12838752816384,0.998410343365833,-5.871641377866695,0.05473375297684413,-5.841077722724151,28311,408.3085802510934,0.9983045459362085,-10.044803321135987,0.0994544015814558,-10.021270445653727,True,True,True,True,False,False,False
28271,4318,23953,15.273601924233313,415.54620424584573,315.54620424584573,415.81532724593035,315.81532724593035,4.724247161978901,396.17118344944123,1.438351808829645,286,286,3358,0,1035.3931351580727,719.8469309122288,short_main,SM15_D02_rr565_dd0025_f5,short_beh_dd_brake,rr_dd_brake,"RR 5.65, dd_brake 0.025, freeze 5.",34046,0,100.0,0.01,0.0004,0.0008,0.033,77.0,1.3,2.2,0.025,5,1.8975,5.65,0.003,200,10,10,0.05,337.59767866134644,28308,322.7577232826396,4.4066222161057595,404.12838752816384,0.9986929489896849,-6.942396036709226,0.31762494587314105,-7.9572040787226115,28311,408.3085802510934,0.9985871216135072,-11.115557979978519,0.3623455944777527,-12.137396801652187,True,True,True,True,False,False,False
28309,4609,23700,16.281041364936947,430.8567893556581,330.8567893556582,431.13909877775075,331.13909877775075,5.262852780955218,408.4488827279406,1.4180282746027826,286,286,3357,0,1122.3266717937342,791.4698824380775,short_main,SM15_E04_return_smooth_rr58_tr12_f008_ff10_dd0035_5,short_beh_dd_brake,combo_narrow,"복합 후보 return_smooth: rr 5.8, tr 12/0.08, ff 10, dd 0.035/5.",34018,0,100.0,0.01,0.0004,0.0008,0.033,77.0,1.3,2.2,0.035,5,1.8975,5.8,0.003,200,10,12,0.08,363.1033616065979,28308,322.7577232826396,4.4066222161057595,404.12838752816384,1.0000353257029815,8.381375495111172,0.8562305648494588,4.320495199776758,28311,408.3085802510934,0.9999293560806753,4.2082135518418795,0.9009512134540705,0.14030247684718233,False,True,True,False,True,True,False
28329,4253,24076,15.012884323484768,421.4950225336627,321.4950225336627,421.76586242660306,321.7658624266031,5.015827689792085,400.61081351291915,1.448921160057373,286,286,3358,0,1037.645320489278,716.1502979556116,short_main,SM15_B02_rr565_tr10_f003,short_beh_dd_brake,rr_time_reduce,"RR 5.65, time_reduce_bars 10, risk_frac 0.03.",34049,0,100.0,0.01,0.0004,0.0008,0.033,77.0,1.3,2.2,0.03,5,1.8975,5.65,0.003,200,10,10,0.03,312.9134957790375,28308,322.7577232826396,4.4066222161057595,404.12838752816384,1.0007418397626113,-0.9918608560364532,0.609205473686325,-3.5175740152446906,28311,408.3085802510934,1.0006357952739218,-5.165022799305746,0.6539261222909367,-7.697766738174266,False,True,True,False,False,False,False
28331,4325,24006,15.265963079312414,420.67023106364263,320.6702310636427,420.9426725718875,320.9426725718875,5.103965512347608,399.457903737064,1.4397687723615866,286,286,3357,0,1049.849407069291,729.179176005652,short_main,SM15_D08_rr58_dd0035_f5,short_beh_dd_brake,rr_dd_brake,"RR 5.8, dd_brake 0.035, freeze 5.",34042,0,100.0,0.01,0.0004,0.0008,0.033,77.0,1.3,2.2,0.035,5,1.8975,5.8,0.003,200,10,10,0.05,353.75734663009644,28308,322.7577232826396,4.4066222161057595,404.12838752816384,1.0008124911685743,-1.8150507107520752,0.6973432962418489,-4.670483791099855,28311,408.3085802510934,1.0007064391932465,-5.988212654021368,0.7420639448464605,-8.85067651402943,False,True,True,False,False,False,False
