strategy,family,trades,wins,losses,win_rate_pct,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,same_bar_trades,max_conc,active_leftover,pending_leftover,delta_official_cd_value,delta_max_return_pct,delta_max_drawdown_pct,gate_short_main_improve,baseline_reproduction_gate_pass
SM27_B01_single_retest_wick11625_dev03450,single_retest,37803,5310,32493,14.046504245694786,1281.4116777725312,4.485183869766651,1319.4528240260047,1.5752277153003555,3449,287,0,0,85.96497907151274,86.13577579849266,-0.2850783520024436,True,True
SMV9_00_parent_short_main_v9_wick120_dev03475_timeout215_actual_bar_engine,v9_baseline,36791,5171,31620,14.055067815498356,1195.2759019740386,4.770262221769094,1233.487844954492,1.5698636647889879,3354,287,0,0,0.0,0.0,0.0,False,True
