run_label,strategy,family,tag,side,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,symbol_files,errors,position_fraction,fee_per_side,cost_pct_round_trip,name,stop_atr,rr,hold,cooldown,old_ret_max,old_dd_min,calm_absret_max,calm_atrp_slope_max,calm_range_max,reclaim_ret_min,reclaim_low_gain_min,test_n,test_break_max,test_recover_min,test_close_pos_min,green_required,ret20_min,ret60_min,ret20_max,ret60_max,atrp_min,atrp_max,range20_max,range60_max,rsi_min,rsi_max,ema20_pos_min,ema50_pos_min,ema100_pos_min,volr_min,volr_max,upper_wick_max,body_atr_max,fail_bars,fail_pnl,verdict,note
LONG_SELLOFF_CALM_RECLAIM_FAILURETEST_V16_1H,SCRF_A_012,selloff_calm_reclaim_failuretest,v15_smg_a_plus_failure_test,long,6504,2416,4088,37.14637146371464,2.1379853706716467,2.1379853706716467,35.087554749441566,66.30026383376061,597,0,0.01,0.0004,0.08,SCRF_A_012,0.9,2.0,12,24,-0.1,-0.18,0.006,0.003,0.12,0.012,0.015,3,-0.008,0.006,0.56,False,-0.18,-0.35,0.16,0.35,0.001,0.08,0.22,0.4,28,68,0.88,0.8,0.7,0.3,3.2,0.65,2.2,5,-0.42,valid_any_mdd,research only; MDD >= 5
LONG_SELLOFF_CALM_RECLAIM_FAILURETEST_V16_1H,SCRF_A_011,selloff_calm_reclaim_failuretest,v15_smg_a_plus_failure_test,long,8547,3215,5332,37.61553761553761,2.68867103173982,2.68867103173982,42.523515550621795,59.02183803683108,597,0,0.01,0.0004,0.08,SCRF_A_011,0.9,2.0,12,24,-0.1,-0.18,0.006,0.003,0.12,0.008,0.015,3,-0.008,0.006,0.56,False,-0.18,-0.35,0.16,0.35,0.001,0.08,0.22,0.4,28,68,0.88,0.8,0.7,0.3,3.2,0.65,2.2,5,-0.42,valid_any_mdd,research only; MDD >= 5
LONG_SELLOFF_CALM_RECLAIM_FAILURETEST_V16_1H,SCRF_A_010,selloff_calm_reclaim_failuretest,v15_smg_a_plus_failure_test,long,10232,3813,6419,37.26544175136826,1.377164919825713,1.377164919825713,48.553695518810216,52.15480493905145,597,0,0.01,0.0004,0.08,SCRF_A_010,0.9,2.0,12,24,-0.1,-0.18,0.006,0.003,0.12,0.004,0.015,3,-0.008,0.006,0.56,False,-0.18,-0.35,0.16,0.35,0.001,0.08,0.22,0.4,28,68,0.88,0.8,0.7,0.3,3.2,0.65,2.2,5,-0.42,valid_any_mdd,research only; MDD >= 5
